Fecha,Hora,ACO,AJM,AJU,ARA,ATI,AZC,BJU,CAM,CCA,CES,MON,CHO,COY,CUA,CUT,FAC,FAR,GAM,HGM,IMP,INN,IZT,LAG,LLA,LPR,MER,MGH,MPA,NEZ,PED,PLA,SAC,SAG,SFE,SJA,SUR,TAC,TAH,TAX,TEC,TLA,TLI,TPN,UAX,UIZ,VAL,VIF,XAL,
01-01-2017,1,,0.50,,,0.80,,1.00,0.80,0.80,,,1.10,,0.50,,1.70,,,,,0.10,1.00,,,1.30,1.30,0.70,,1.00,0.60,,,1.90,0.50,1.3,,,1.70,,,1.60,,,1.20,1.40,,,1.20,
01-01-2017,2,,0.50,,,0.80,,1.30,0.90,0.70,,,1.10,,0.60,,1.20,,,0.50,,0.10,1.40,,,1.20,1.30,0.50,,1.40,0.60,,,1.80,0.40,1.6,,,1.60,,,1.40,,,1.40,1.20,,,2.20,
01-01-2017,3,,0.50,,,1.00,,1.10,0.90,0.90,,,0.90,,0.70,,1.30,,,0.70,,0.10,1.60,,,1.40,1.20,1.20,,1.60,0.90,,,1.40,0.40,1.4,,,1.20,,,1.10,,,1.30,1.60,,,2.30,
01-01-2017,4,1.20,0.50,,,0.90,,1.20,1.10,1.10,,1.30,0.80,,0.60,,1.10,,,0.90,,0.10,1.70,,,1.70,1.40,1.50,0.30,2.20,1.00,,,1.70,0.50,1.9,,,1.10,,,1.10,,,1.30,1.40,,,2.70,
01-01-2017,5,1.00,0.40,,,1.10,,1.40,1.70,1.10,,1.10,1.50,,0.50,,1.10,,,1.10,,0.10,1.40,,,1.50,1.50,1.60,0.20,1.90,0.80,,,1.30,0.50,2.3,,,1.20,,,1.00,,,1.40,1.30,,,2.80,
01-01-2017,6,0.90,0.40,,,0.70,,1.20,1.60,1.20,,1.40,1.20,,0.50,,1.00,,,1.20,,0.00,1.50,,,1.80,1.30,1.60,0.20,2.00,0.50,,,2.30,0.40,2.1,,,1.00,,,1.40,,,1.50,1.30,,,2.00,
01-01-2017,7,0.80,0.40,,,0.70,,1.30,1.20,0.80,,1.00,1.10,,1.00,,1.20,,,1.00,,0.00,1.30,,,1.90,1.30,1.30,0.20,1.70,0.60,,,2.30,0.50,1.6,,,0.90,,,1.60,,,1.20,1.10,,,2.10,
01-01-2017,8,0.70,0.30,,,0.80,,1.10,1.00,0.60,,1.20,1.10,,0.90,,1.10,,,1.30,,0.00,1.60,,,1.90,1.30,1.10,0.20,1.20,0.60,,,2.20,0.50,2.1,,,0.70,,,0.80,,,1.20,1.30,,,2.20,
01-01-2017,9,0.70,0.50,,,0.90,,1.20,0.90,0.70,,0.90,0.80,,0.80,,1.00,,,1.30,,0.10,1.80,,,1.60,1.60,1.10,0.30,1.30,0.50,,,2.00,0.50,2.1,,,1.30,,,1.10,,,0.80,1.00,,,2.60,
01-01-2017,10,0.60,0.70,,,1.00,,1.20,0.90,0.80,,0.70,0.50,,0.60,,0.80,,,1.40,,0.10,1.20,,,1.50,1.70,1.40,0.40,1.20,0.70,,,1.20,0.50,1.5,,,1.00,,,1.00,,,0.80,0.80,,,2.10,
