Fecha,Hora,ACO,AJU,ARA,ATI,AZC,CAM,CCA,CES,MON,CHO,COY,CUA,CUT,FAC,HGM,IMP,IZT,LAG,LLA,LPR,MER,NEZ,PED,PLA,SAG,SFE,SJA,SUR,TAC,TAH,TAX,TEC,TLA,TLI,TPN,UAX,UIZ,VAL,VIF,XAL,
01-02-2014,1,0.70,,,1.20,,2.20,,,,,,0.40,,1.80,2.10,,1.10,,,,2.00,1.00,0.50,,,0.60,2.7,2.3,,1.10,,,2.00,,,0.90,1.20,,2.50,3.50,
01-02-2014,2,0.60,,,1.00,,1.00,,,,,,0.40,,1.30,1.60,,0.90,,,,1.50,1.10,0.40,,,0.50,3.8,1.2,,0.60,,,1.20,,,0.90,1.10,,2.00,2.20,
01-02-2014,3,0.60,,,0.80,,0.90,,,,,,0.30,,0.80,1.20,,0.70,,,,1.30,1.70,0.40,,,0.40,2.3,0.7,,0.70,,,1.20,,,0.80,0.70,,1.60,2.70,
01-02-2014,4,0.40,,,0.90,,0.90,,,,,,0.30,,1.00,1.00,,0.80,,,,1.50,1.70,0.50,,,0.30,2.3,1.1,,0.40,,,1.30,,,0.70,0.60,,1.60,2.20,
01-02-2014,5,0.30,,,1.10,,1.20,,,,,,0.40,,1.10,0.90,,0.70,,,,1.40,1.30,0.30,,,0.30,2.3,1.6,,0.30,,,1.00,,,0.60,0.60,,1.60,2.10,
01-02-2014,6,0.30,,,0.90,,1.60,,,,,,0.40,,1.20,1.50,,0.80,,,,1.20,1.40,0.20,,,0.40,1.8,1.6,,0.40,,,1.10,,,0.70,0.60,,1.40,1.70,
01-02-2014,7,0.60,,,1.60,,1.80,,,,,,0.80,,2.00,1.40,,1.40,,,,2.20,1.90,0.60,,,0.50,2.8,1.6,,0.60,,,1.60,,,0.80,1.40,,1.50,3.00,
01-02-2014,8,0.80,,,2.40,,3.10,,,,,,1.00,,2.70,2.00,,2.10,,,,3.60,1.40,1.10,,,0.90,3.1,1.6,,0.70,,,2.00,,,1.30,2.40,,2.10,3.70,
01-02-2014,9,0.80,,,1.70,,3.00,,,,,,1.90,,2.70,2.00,,3.30,,,,3.20,2.00,1.40,,,0.70,3.8,1.6,,3.10,,,2.20,,,1.40,2.50,,2.50,5.10,
01-02-2014,10,0.60,,,1.80,,2.70,,,,,,1.10,,3.00,2.70,,4.00,,,,2.80,1.90,1.20,,,0.80,2.2,1.4,,1.30,,,2.00,,,1.00,2.20,,2.60,2.90,
