Fecha,Hora,ACO,AJU,ARA,ATI,AZC,CAM,CCA,CES,MON,CHO,COY,CUA,CUT,FAC,HGM,IZT,LAG,LLA,LPR,LVI,MER,NEZ,PED,PLA,SAG,SFE,SJA,SUR,TAC,TAH,TAX,TEC,TLA,TLI,TPN,UAX,UIZ,VAL,VIF,XAL,
01-10-2012,1,1,,,9,,,,,3,2,,8,2,8,2,3,,5,2,,2,4,5,,3,5,2,2,,1,,,,7,1,1,4,,4,3,
01-10-2012,2,2,,,11,,,,,2,2,,5,2,7,2,2,,5,2,,3,4,4,,3,3,3,3,,1,,,,6,1,1,3,,5,4,
01-10-2012,3,3,,,8,,,,,2,2,,3,2,6,2,3,,5,3,,3,4,3,,3,1,2,2,,1,,,,4,1,1,3,,5,2,
01-10-2012,4,1,,,5,,,,,2,2,,3,2,5,2,3,,6,3,,2,3,3,,3,1,2,2,,1,,,,4,1,1,3,,4,7,
01-10-2012,5,1,,,3,,,,,2,3,,2,3,5,2,2,,7,3,,3,4,3,,3,1,3,1,,2,,,,3,1,1,3,,4,7,
01-10-2012,6,1,,,3,,,,,2,3,,3,3,6,2,4,,7,3,,4,6,4,,3,1,5,2,,1,,,9,3,1,2,5,,5,10,
01-10-2012,7,2,,,4,,,,,3,4,,4,3,6,3,4,,6,5,,5,6,5,,4,1,5,3,,1,,,9,3,1,2,,,4,8,
01-10-2012,8,2,,,26,,,,,3,4,,4,5,13,6,5,,6,5,,5,5,5,,5,2,5,4,,2,,,16,7,2,2,,,5,12,
01-10-2012,9,2,,,49,,,,,2,3,,5,12,39,9,6,,27,5,,5,5,7,,10,4,7,4,,3,,,33,17,3,2,,,18,9,
01-10-2012,10,2,,,34,,,,,3,4,,5,27,,6,,,69,4,,5,5,9,,48,7,4,5,,3,,,33,29,3,2,,,53,9,
01-10-2012,11,1,,,24,,,,,2,3,,11,46,,4,,,63,5,,3,12,7,,38,11,13,3,,2,,,29,28,,2,,,43,31,
01-10-2012,12,5,,,19,,,,,4,2,,10,50,,4,,,36,16,,2,12,6,,33,7,10,2,,2,,,25,26,,2,6,,39,29,
01-10-2012,13,5,,,21,,,,,9,2,,8,43,,11,,,28,12,,6,21,6,,20,7,10,2,,3,,,23,21,,2,11,,26,12,
01-10-2012,14,4,,,16,,,,,8,3,,8,49,9,12,,,18,13,,9,11,9,,13,7,14,3,,4,,,20,19,,5,16,,20,15,
01-10-2012,15,8,,,19,,,,,5,6,,9,42,10,10,11,,24,13,,11,11,10,,15,7,12,6,,7,,,24,27,5,8,13,,31,13,
01-10-2012,16,5,,,20,,,,,16,6,,9,37,14,15,10,,37,23,,13,13,12,,24,9,14,9,,7,,,27,23,7,9,11,,53,25,
01-10-2012,17,2,,,18,,,,,19,12,,11,20,12,23,19,,45,37,,23,22,18,,41,12,25,14,,9,,,23,30,7,12,16,,20,45,
01-10-2012,18,2,,,5,,,,,4,5,,4,21,1,17,19,,7,18,,21,33,11,,7,4,28,11,,13,,,14,15,4,15,26,,11,19,
01-10-2012,19,1,,,2,,,,,2,3,,2,8,2,6,4,,11,14,,8,11,4,,12,1,9,2,,4,,,8,8,2,2,7,,7,11,
01-10-2012,20,1,,,1,,,,,2,2,,3,4,1,5,5,,3,5,,6,6,4,,3,2,6,3,,3,,,7,3,3,2,5,,3,3,
01-10-2012,21,0,,,1,,,,,3,2,,3,3,1,2,3,,3,3,,4,3,5,,2,1,2,3,,3,,,6,3,3,2,5,,3,3,
01-10-2012,22,0,,,1,,,,,3,7,,5,3,1,1,1,,3,2,,1,3,4,,2,1,2,2,,1,,,7,4,2,2,4,,5,2,
01-10-2012,23,0,,,3,,,,,2,3,,2,2,1,1,1,,2,2,,1,2,3,,3,1,1,1,,1,,,9,3,1,1,3,,4,1,
01-10-2012,24,0,,,2,,,,,2,4,,1,2,1,1,1,,2,2,,,2,4,,3,1,1,1,,1,,,7,3,1,1,3,,4,1,
02-10-2012,1,0,,,1,,,,,2,3,,1,2,0,1,1,,2,2,,,2,4,,2,1,1,1,,0,,,5,2,1,1,3,,3,2,
02-10-2012,2,1,,,1,,,,,2,2,,1,2,1,1,1,,2,2,,,2,4,,3,0,1,1,,0,,,6,2,1,1,3,,3,2,
02-10-2012,3,1,,,1,,,,,2,2,,1,2,0,1,1,,3,2,,,2,4,,3,1,1,2,,1,,,7,2,1,1,3,,3,1,
02-10-2012,4,0,,,1,,,,,3,2,,1,2,2,1,1,,3,2,,,3,4,,3,0,1,2,,0,,,8,2,1,1,3,,6,1,
02-10-2012,5,0,,,1,,,,,2,2,,1,2,4,1,,,2,2,,,2,3,,3,1,1,1,,0,,,6,3,1,1,2,,4,2,
02-10-2012,6,0,,,1,,,,,2,2,,1,2,2,1,,,3,2,,,2,4,,2,1,1,1,,0,,,4,2,1,1,3,,3,2,
02-10-2012,7,0,,,2,,,,,2,3,,1,2,3,2,1,,3,2,,,3,3,,2,0,1,1,,0,,,7,2,1,1,3,,2,3,
02-10-2012,8,0,,,1,,,,,2,2,,1,2,2,2,1,,3,2,,,5,4,,3,0,2,1,,1,,,9,2,1,1,3,,3,2,
02-10-2012,9,0,,,1,,,,,2,2,,1,3,0,4,,,3,2,,,3,4,,3,1,2,1,,0,,,6,2,1,1,3,,3,2,
02-10-2012,10,,,,1,,,,,2,2,,1,2,0,3,1,,3,2,,,2,3,,3,0,1,1,,1,,,5,2,1,1,3,,3,2,
02-10-2012,11,,,,1,,,,,2,1,,1,2,0,2,1,,2,2,,,2,3,,2,0,1,2,,0,,,5,2,1,1,3,,2,2,
02-10-2012,12,,,,1,,,,,1,1,,1,2,0,1,1,,2,2,,,2,4,,2,0,1,1,,1,,,5,2,1,1,3,,2,2,
02-10-2012,13,,,,1,,,,,2,1,,1,3,0,2,0,,2,2,,,2,3,,2,1,1,1,,1,,,5,2,1,1,2,,2,2,
02-10-2012,14,,,,1,,,,,2,1,,1,3,0,1,1,,2,2,,,2,3,,2,0,1,1,,1,,,5,2,1,1,2,,2,2,
02-10-2012,15,0,,,1,,,,,2,1,,1,2,0,1,1,,2,2,,,2,3,,2,0,1,1,,1,,,5,2,1,1,3,,2,2,
02-10-2012,16,0,,,1,,,,,2,1,,1,2,0,2,1,,2,2,,,2,3,,2,0,1,1,,1,,,4,2,1,1,3,,2,2,
02-10-2012,17,0,,,1,,,,,2,1,,1,2,0,1,1,,2,2,,,2,3,,2,1,1,1,,1,,,5,2,1,1,3,,2,2,
02-10-2012,18,0,,,1,,,,,2,1,,1,2,0,2,1,,2,2,,,2,3,,2,0,1,1,,1,,,4,2,1,1,2,,2,2,
02-10-2012,19,1,,,1,,,,,2,3,,1,2,0,2,1,,2,2,,,2,3,,2,0,1,1,,1,,,5,2,1,1,2,,2,2,
02-10-2012,20,0,,,1,,,,,2,4,,1,2,2,1,1,,3,2,,,2,3,,2,0,1,1,,0,,,5,2,1,1,2,,2,2,
02-10-2012,21,0,,,1,,,,,2,2,,2,2,1,1,0,,2,2,,,2,3,,2,1,1,1,,0,,,8,2,1,1,2,,2,2,
02-10-2012,22,0,,,1,,,,,2,1,,3,2,1,1,1,,3,2,,,2,3,,2,1,1,1,,0,,,9,2,1,1,2,,3,2,
02-10-2012,23,0,,,1,,,,,2,2,,2,2,1,2,1,,3,2,,,2,3,,3,1,1,1,,0,,,5,6,1,1,2,,4,3,
02-10-2012,24,1,,,2,,,,,2,2,,2,2,1,,2,,3,2,,,2,,,2,0,1,1,,0,,,5,2,0,1,3,,3,2,
03-10-2012,1,0,,,6,,,,,2,2,,1,3,1,,2,,4,2,,,3,,,3,0,2,1,,0,,,6,3,1,2,3,,4,1,
03-10-2012,2,0,,,10,,,,,2,2,,1,3,1,,2,,4,2,,,3,,,4,0,2,1,,0,,,9,3,1,1,3,,4,2,
03-10-2012,3,0,,,18,,,,,2,2,,2,3,6,,4,,5,2,,,3,,,4,1,3,1,,0,,,9,2,0,1,3,,5,2,
03-10-2012,4,0,,,28,,,,,1,2,,12,2,10,,4,,5,2,,,3,,,4,2,4,3,,0,,,26,4,1,2,2,,5,3,
03-10-2012,5,0,,,30,,,,,2,,,9,3,17,,15,,5,3,,,3,,,4,2,4,5,,1,,,30,11,1,5,3,,12,3,
03-10-2012,6,0,,,34,,,,,3,3,,61,4,21,34,25,,8,3,,,3,4,,5,9,7,17,,1,,,34,20,1,7,4,,,4,
03-10-2012,7,2,,,28,,,,,3,3,,48,5,20,33,28,,10,4,,,4,6,,8,25,8,15,,8,,,41,13,1,5,4,,,11,
03-10-2012,8,5,,,16,,,,,3,3,,15,5,16,33,30,,9,4,,,6,11,,8,22,11,11,,19,,,36,21,1,9,7,,8,13,
03-10-2012,9,3,,,49,,,,,2,5,,6,5,28,21,18,,12,7,,,8,11,,12,9,15,19,,23,,,38,32,10,21,13,,20,10,
03-10-2012,10,2,,,33,,,,,2,6,,7,17,18,15,9,,9,7,,,6,8,,7,5,5,10,,13,,,26,20,6,11,12,,15,6,
03-10-2012,11,1,,,10,,,,,2,3,,6,10,12,14,8,,6,4,,,4,9,,6,6,3,6,,7,,,16,10,4,6,5,,7,4,
03-10-2012,12,1,,,7,,,,,2,4,,8,3,7,4,3,,5,3,,,4,10,,4,7,3,7,,2,,,11,6,5,3,4,,4,3,
03-10-2012,13,0,,,3,,,,,1,3,,6,2,4,3,1,,3,3,,,3,6,,3,3,2,3,,2,,,5,2,6,2,3,,2,2,
03-10-2012,14,1,,,2,,,,,2,2,,4,2,1,3,1,,2,2,,,3,4,,3,3,2,1,,1,,,5,2,2,2,3,,2,2,
03-10-2012,15,1,,,2,,,,,2,2,,2,3,1,3,1,,3,2,,,3,4,,3,2,1,2,,2,,,4,2,2,1,3,,2,2,
03-10-2012,16,1,,,2,,,,,2,1,,1,3,1,3,1,,3,2,,,3,4,,3,1,2,2,,2,,,4,2,2,2,3,,2,2,
03-10-2012,17,0,,,1,,,,,2,2,,2,3,1,2,1,,2,2,,,3,4,,3,1,2,1,,1,,,5,2,1,1,3,,2,2,
03-10-2012,18,0,,,1,,,,,2,3,,2,2,1,2,1,,2,2,,,2,4,,3,1,1,1,,2,,,4,2,1,1,2,,2,2,
03-10-2012,19,0,,,1,,,,,2,2,,8,2,1,3,1,,2,2,,,2,4,,3,6,1,1,,1,,,4,2,1,1,2,,2,2,
03-10-2012,20,1,,,1,,,,,1,1,,2,2,1,1,0,,2,2,,,2,3,,3,1,1,1,,1,,,4,2,1,1,2,,2,2,
03-10-2012,21,0,,,2,,,,,2,2,,1,2,0,1,0,,2,2,,,2,3,,3,1,1,1,,0,,,7,2,1,1,2,,2,2,
03-10-2012,22,0,,,1,,,,,2,2,,1,2,0,2,1,,2,2,,,2,3,,3,1,1,2,,0,,,8,3,1,1,3,,4,2,
03-10-2012,23,0,,,1,,,,,2,1,,1,2,0,4,2,,3,3,,,2,3,,4,1,2,1,,1,,,5,2,0,1,4,,3,3,
03-10-2012,24,1,,,1,,,,,2,2,,0,3,0,2,1,,3,2,,,2,3,,4,0,2,1,,1,,,4,2,0,1,5,,2,,
04-10-2012,1,0,,,1,,,,,2,2,,0,,0,3,2,,3,3,,,2,3,,4,0,2,1,,0,,,5,2,0,1,4,,2,,
04-10-2012,2,0,,,1,,,,,2,3,,0,,0,4,4,,2,3,,,2,3,,4,0,2,1,,0,,,6,2,0,2,3,,2,,
04-10-2012,3,0,,,1,,,,,2,2,,0,,0,4,3,,4,2,,,3,3,,4,0,3,1,,0,,,6,2,0,1,3,,3,,
04-10-2012,4,1,,,3,,,,,2,2,,1,,0,5,1,,7,2,,,5,3,,5,0,2,1,,0,,,10,3,0,1,3,,7,,
04-10-2012,5,1,,,4,,,,,2,5,,1,,0,2,1,,9,3,,,3,3,,5,0,2,1,,0,,,10,15,0,1,3,,10,,
04-10-2012,6,1,,,5,,,,,2,4,,2,,4,3,4,,8,4,,,6,3,,6,1,4,3,,1,,,12,6,0,2,4,,12,20,
04-10-2012,7,2,,,6,,,,,3,4,,7,,5,5,6,,23,6,,,9,4,,6,6,5,4,,0,,,15,11,0,2,6,,7,18,
04-10-2012,8,2,,,11,,,,,3,6,,9,,5,12,9,,20,12,,,9,6,,7,10,7,5,,3,,,20,11,1,4,10,,7,18,
04-10-2012,9,3,,,48,,,,,9,9,,27,,15,77,22,,15,28,,76,9,28,,23,27,24,32,,4,,,45,40,2,13,19,,8,25,
04-10-2012,10,2,,,48,,,,,34,15,,27,,34,62,71,,66,25,,67,34,75,,70,59,21,34,,25,,,36,,,32,32,,38,41,
04-10-2012,11,1,,,21,,,,,28,17,,18,,26,40,46,,34,29,,43,26,44,,43,25,27,44,,,,,29,,41,39,34,,17,52,
04-10-2012,12,1,,,10,,,,,4,18,,15,,9,23,25,,10,32,,27,17,21,,12,13,30,26,,26,,,21,,36,34,18,,5,16,
04-10-2012,13,0,,,7,,,,,6,12,,9,,7,23,18,,3,14,,18,14,14,,4,10,9,17,,21,,,10,,15,15,20,,3,3,
04-10-2012,14,0,,,4,,,,,3,7,,7,,5,14,6,,2,3,,3,4,15,,3,8,2,15,,10,,,6,,10,12,7,,2,2,
04-10-2012,15,0,,,2,,,,,2,5,,7,,2,5,2,,3,3,,4,3,11,,,8,2,8,,7,,,5,,11,3,3,,5,2,
04-10-2012,16,0,,,4,,,,,2,4,,5,,2,5,2,,4,4,,1,2,5,,,5,2,2,,3,,,6,,7,2,3,,2,3,
04-10-2012,17,0,,,6,,,,,2,5,,2,,2,4,2,,3,3,,1,3,5,,,2,2,2,,2,,,4,,3,2,3,,2,2,
04-10-2012,18,0,,,14,,,,,2,4,,10,,13,4,1,,2,2,,1,3,9,,3,9,1,5,,1,,,11,2,4,2,3,,2,2,
04-10-2012,19,0,,,3,,,,,3,3,,20,,9,4,0,,2,2,,0,2,19,,3,19,1,8,,2,,,5,2,13,2,2,,2,2,
04-10-2012,20,0,,,1,,,,,2,2,,11,,3,1,0,,1,2,,0,2,13,,3,11,1,1,,2,,,13,2,11,1,2,,2,2,
04-10-2012,21,1,,,6,,,,,2,2,,7,,7,1,0,,2,3,,1,2,8,,3,7,1,2,,1,,,9,3,5,1,3,,2,2,
04-10-2012,22,1,,,9,,,,,2,2,,6,,7,4,1,,2,4,,1,2,8,,3,5,2,5,,1,,,10,5,3,3,3,,2,2,
04-10-2012,23,0,,,26,,,,,2,3,,2,,14,8,4,,2,2,,6,2,6,,4,2,3,5,,3,,,25,5,2,6,5,,3,4,
04-10-2012,24,1,,,27,,,,,2,3,,3,,24,53,26,,12,6,,23,6,3,,6,2,11,2,,3,,,45,22,1,,9,,31,2,
05-10-2012,1,1,,,8,,,,,2,2,,2,,8,49,39,,49,22,,33,3,3,,29,2,16,1,,4,,,33,31,1,,18,,73,4,
05-10-2012,2,1,,,6,,,,,2,3,,4,,3,31,28,,56,9,,25,15,3,,82,3,6,2,,7,,,20,24,1,,12,,65,7,
05-10-2012,3,1,,,6,,,,,1,2,,7,,2,12,14,,33,11,,22,32,4,,21,5,9,3,,9,,,11,19,2,,9,,34,9,
05-10-2012,4,1,,,5,,,,,1,2,,8,,2,12,13,,20,9,,15,33,4,,5,5,10,6,,5,,,11,33,2,,7,,13,11,
05-10-2012,5,1,,,4,,,,,2,3,,6,,2,15,15,,17,10,,12,20,4,,7,4,8,5,,5,,,10,33,2,,14,,6,9,
05-10-2012,6,1,,,4,,,,,2,4,,7,,4,12,13,,16,8,,11,4,4,,9,4,8,6,,5,,,15,12,2,5,14,,10,16,
05-10-2012,7,2,,,5,,,,,4,4,,8,,6,11,11,,15,11,,12,6,5,,10,5,10,8,,6,,,16,11,2,5,7,,10,21,
05-10-2012,8,2,,,18,,,,,4,5,,18,,7,10,14,,18,15,,22,9,6,,12,5,13,11,,7,,,13,23,4,7,15,,13,20,
05-10-2012,9,5,,,49,,,,,10,11,,17,,21,15,16,,18,28,,,15,9,,12,11,12,11,,10,,,44,39,8,10,21,,9,25,
05-10-2012,10,3,,,58,,,,,18,19,,9,,68,20,20,,58,32,,,23,11,,31,9,20,12,,19,,,108,40,8,19,24,,38,24,
05-10-2012,11,4,,,30,,,,,18,18,,23,,37,27,17,,38,22,,21,22,13,,30,22,20,12,,13,,,29,43,7,15,21,,56,25,
05-10-2012,12,3,,,33,,,,,17,12,,20,,15,18,15,,26,14,,17,19,25,,23,22,16,18,,12,,,33,48,7,13,14,,28,13,
05-10-2012,13,1,,,29,,,,,12,13,,12,,22,12,10,,6,7,,10,16,15,,7,12,10,13,,9,,,24,22,17,10,14,,3,7,
05-10-2012,14,0,,,18,,,,,2,10,,14,,8,5,4,,3,3,,3,4,,,3,11,3,8,,9,,,10,7,8,9,7,,2,2,
05-10-2012,15,0,,,7,,,,,2,4,,8,,6,2,1,,3,2,,1,3,6,,3,6,1,3,,4,,,6,5,5,3,3,,5,2,
05-10-2012,16,0,,,4,,,,,1,2,,5,,3,3,1,,3,4,,1,2,4,,3,3,2,1,,1,,,7,3,2,1,3,,2,3,
05-10-2012,17,0,,,3,,,,,2,4,,4,,2,3,1,,2,3,,2,2,5,,3,2,2,2,,2,,,5,2,2,1,3,,2,2,
05-10-2012,18,0,,,23,,,,,2,3,,9,,15,3,1,,2,2,,1,3,5,,3,8,1,2,,2,,,13,2,2,1,3,,2,2,
05-10-2012,19,0,,,10,,,,,2,4,,23,,19,2,1,,2,3,,1,3,22,,3,23,2,11,,3,,,5,2,15,1,4,,2,2,
05-10-2012,20,0,,,3,,,,,2,3,,16,,4,2,1,,2,3,,1,3,11,,3,14,2,4,,3,,,9,2,11,1,4,,3,2,
05-10-2012,21,0,,,7,,,,,2,3,,10,,10,2,1,,3,3,,1,3,4,,3,12,2,1,,2,,,10,2,2,1,4,,2,2,
05-10-2012,22,0,,,22,,,,,3,3,,11,,20,5,1,,3,3,,1,3,13,,4,11,2,6,,1,,,17,3,6,2,4,,2,2,
05-10-2012,23,0,,,56,,,,,3,3,,10,,38,17,9,,3,3,,9,3,15,,4,10,2,13,,2,,,49,4,6,12,6,,3,2,
05-10-2012,24,1,,,85,,,,,2,2,,8,,79,37,21,,3,3,,34,4,11,,4,5,11,14,,8,,,73,28,3,17,15,,5,2,
06-10-2012,1,1,,,51,,,,,2,4,,13,,72,79,56,,4,4,,59,26,10,,5,4,28,27,,11,,,60,37,1,35,33,,16,2,
06-10-2012,2,1,,,36,,,,,2,3,,15,,41,56,61,,9,9,,56,24,5,,5,6,39,36,,22,,,50,48,1,64,54,,21,12,
06-10-2012,3,1,,,22,,,,,2,2,,9,,12,42,40,,16,14,,44,5,4,,10,4,43,6,,28,,,43,32,1,34,45,,40,25,
06-10-2012,4,1,,,10,,,,,2,2,,4,,6,29,34,,16,9,,40,8,3,,7,2,31,4,,22,,,29,29,1,7,27,,26,14,
06-10-2012,5,1,,,6,,,,,2,3,,3,,3,32,24,,27,9,,21,10,3,,20,2,8,3,,13,,,21,19,1,4,11,,22,8,
06-10-2012,6,1,,,6,,,,,2,3,,3,,2,19,16,,22,7,,15,17,3,,21,2,7,4,,8,,,21,19,1,8,10,,18,18,
06-10-2012,7,1,,,5,,,,,2,4,,3,,3,17,22,,17,10,,15,16,4,,14,1,10,6,,8,,,25,18,1,8,16,,12,20,
06-10-2012,8,2,,,11,,,,,3,5,,5,,5,25,22,,15,16,,19,,5,,11,3,17,10,,8,,,23,18,4,12,21,,10,16,
06-10-2012,9,3,,,17,,,,,2,11,,6,,21,29,21,,11,16,,21,,10,,9,5,22,11,,14,,,28,20,11,15,21,,14,12,
06-10-2012,10,2,,,10,,,,,4,15,,8,,13,18,18,,8,14,,18,17,12,,7,12,18,13,,17,,,19,13,8,17,20,,10,7,
06-10-2012,11,1,,,7,,,,,5,12,,3,,6,11,11,,6,7,,10,10,12,,5,5,6,12,,10,,,13,8,4,13,15,,5,4,
06-10-2012,12,0,,,4,,,,,3,8,,2,,4,7,5,,4,4,,5,5,7,,3,3,3,6,,7,,,11,5,4,8,9,,3,3,
06-10-2012,13,0,,,4,,,,,3,4,,2,,3,5,3,,3,5,,3,3,6,,3,2,2,5,,4,,,7,3,4,4,4,,3,2,
06-10-2012,14,0,,,3,,,,,2,2,,2,,2,5,2,,3,3,,2,3,6,,2,2,3,4,,2,,,6,3,4,2,3,,3,2,
06-10-2012,15,,,,2,,,,,2,2,,2,,1,4,1,,3,3,,1,3,6,,2,1,2,3,,1,,,6,3,3,2,4,,3,2,
06-10-2012,16,,,,3,,,,,3,3,,1,,1,3,1,,14,5,,1,3,4,,6,1,2,2,,2,,,6,19,3,2,3,,29,5,
06-10-2012,17,1,,,32,,,,,8,4,,1,,7,6,2,,16,26,,5,7,4,,19,1,13,2,,2,,,38,25,2,1,4,,7,24,
06-10-2012,18,2,,,26,,,,,4,6,,18,,44,23,18,,3,6,,18,14,17,,3,16,14,17,,3,,,21,8,4,12,20,,2,6,
06-10-2012,19,2,,,23,,,,,2,4,,61,,29,9,6,,2,3,,5,3,43,,2,55,2,16,,3,,,20,3,31,10,5,,2,2,
06-10-2012,20,2,,,2,,,,,2,3,,33,,2,2,1,,2,2,,1,3,15,,2,25,2,5,,3,,,4,2,17,1,4,,2,2,
06-10-2012,21,1,,,2,,,,,2,3,,8,,1,2,1,,2,2,,1,4,3,,2,2,2,1,,2,,,7,2,1,1,4,,3,2,
06-10-2012,22,0,,,2,,,,,2,,,2,,1,2,1,,2,2,,1,3,4,,2,2,2,1,,2,,,6,2,1,1,4,,2,2,
06-10-2012,23,0,,,3,,,,,2,4,,2,,1,3,1,,2,3,,1,4,4,,2,1,2,1,,1,,,5,3,1,1,,,3,2,
06-10-2012,24,0,,,2,,,,,2,3,,1,,0,3,3,,2,2,,2,3,4,,2,,2,2,,1,,,6,3,1,2,3,,3,2,
07-10-2012,1,2,,,2,,,,,2,3,,1,,2,6,3,,2,3,,3,3,3,,2,,2,1,,1,,,20,6,1,1,4,,3,2,
07-10-2012,2,3,,,2,,,,,2,3,,1,,2,14,10,,2,2,,8,4,3,,2,,,2,,1,,,35,9,1,4,5,,3,1,
07-10-2012,3,1,,,3,,,,,2,2,,1,,1,23,13,,4,3,,14,3,3,,3,,,2,,1,,,28,12,1,2,4,,9,2,
07-10-2012,4,1,,,11,,,,,2,2,,1,,0,42,5,,12,3,,23,5,3,,12,,,2,,2,,,15,23,1,1,3,,11,3,
07-10-2012,5,1,,,8,,,,,2,2,,1,,1,26,3,,14,5,,5,8,3,,5,,,2,,2,,,19,15,1,2,4,,16,8,
07-10-2012,6,1,,,6,,,,,2,3,,1,,1,7,7,,17,6,,6,3,3,,4,0,,2,,2,,,21,11,1,1,5,,18,6,
07-10-2012,7,1,,,4,,,,,1,3,,1,,1,7,7,,13,6,,8,3,3,,12,1,,3,,4,,,15,9,1,2,4,,12,8,
07-10-2012,8,2,,,9,,,,,2,3,,2,,2,11,10,,16,9,,9,7,3,,6,1,,5,,6,,,7,9,2,3,12,,15,11,
07-10-2012,9,2,,,11,,,,,6,9,,1,,3,11,10,,19,15,,12,16,6,,11,0,,6,,8,,,12,18,5,7,15,,13,13,
07-10-2012,10,2,,,6,,,,,25,19,,1,,6,12,10,,24,18,,13,21,7,,17,1,,7,,8,,,10,17,4,15,17,,24,15,
07-10-2012,11,8,,,4,,,,,13,13,,1,,2,7,6,,15,9,,7,10,5,,16,2,,4,,6,,,13,9,2,5,8,,21,7,
07-10-2012,12,5,,,4,,,,,10,9,,1,,4,6,4,,9,9,,5,6,5,,6,1,,3,,3,,,9,6,2,4,5,,7,5,
07-10-2012,13,1,,,3,,,,,5,7,,1,,2,7,4,,6,7,,5,5,5,,5,1,,4,,2,,,8,5,2,4,4,,6,4,
07-10-2012,14,0,,,3,,,,,3,6,,2,,2,6,3,,4,4,,4,5,6,,3,2,,5,,3,,,7,4,3,3,,,4,3,
07-10-2012,15,,,,3,,,,,2,4,,2,,2,4,2,,2,3,,2,4,6,,2,2,,4,,2,,,6,3,4,2,4,,3,2,
