Fecha,Hora,ACO,AJU,ARA,ATI,AZC,CAM,CCA,CES,MON,CHO,COY,CUA,CUT,FAC,HGM,IZT,LAG,LLA,LPR,LVI,MER,NEZ,PED,PLA,SAG,SFE,SJA,SUR,TAC,TAH,TAX,TEC,TLA,TLI,TPN,UAX,UIZ,VAL,VIF,XAL,
01-02-2012,1,1,,,2,,5,,,3,5,,2,,2,,3,,1,4,,6,7,4,,5,,5,4,,3,,,4,3,2,,6,,5,5,
01-02-2012,2,1,,,2,,5,,,3,3,,2,,1,,4,,0,4,,6,6,3,,4,,5,3,,3,,,3,3,2,,5,,4,4,
01-02-2012,3,1,,,1,,4,,,3,2,,1,,1,,3,,1,4,,5,6,3,,3,,4,2,,3,,,3,2,2,,5,,4,3,
01-02-2012,4,1,,,1,,4,,,3,2,,2,,1,,3,,0,3,,5,5,3,,3,,3,2,,3,,,3,2,2,,5,,3,3,
01-02-2012,5,1,,,2,,4,,,3,2,,1,,2,,2,,0,3,,4,4,3,,4,,3,2,,3,,,3,2,2,,4,,3,2,
01-02-2012,6,2,,,2,,4,,,3,3,,2,,2,,2,,1,4,,4,3,3,,4,,3,2,,2,,,3,2,2,,4,,3,4,
01-02-2012,7,2,,,2,,5,,,3,2,,2,,3,,3,,2,4,,5,4,3,,4,,3,2,,3,,,5,2,2,,4,,3,6,
01-02-2012,8,2,,,3,,7,,,3,4,,2,,5,,3,,2,4,,5,5,4,,4,,4,4,,4,,,9,2,2,,5,,4,6,
01-02-2012,9,2,,,4,,7,,,4,5,,3,,5,,3,,2,5,,6,5,4,,5,,5,5,,5,,,9,4,2,,5,,4,8,
01-02-2012,10,3,,,5,,7,,,4,7,,2,,5,,3,,3,6,,7,5,5,,6,,7,4,,5,,,9,4,3,,7,,6,13,
01-02-2012,11,3,,,7,,8,,,5,6,,2,,7,,4,,3,7,,8,6,5,,5,,6,4,,6,,,12,6,,,8,,5,,
01-02-2012,12,3,,,6,,7,,,5,3,,2,,5,,4,,3,7,,,6,5,,6,,7,4,,5,,,11,8,,,9,,6,,
01-02-2012,13,3,,,5,,6,,,4,4,,1,,4,,3,,2,7,,,6,6,,6,,6,4,,5,,,6,5,,,7,,6,,
01-02-2012,14,3,,,3,,7,,,4,5,,1,,3,,2,,1,5,,5,5,4,,4,,4,3,,5,,,6,3,,,5,,4,1,
01-02-2012,15,3,,,3,,5,,,4,4,,1,,2,,2,,1,2,,4,,4,,3,,3,3,,4,,,,1,,,5,,4,,
01-02-2012,16,1,,,2,,5,,,4,,,1,,2,,2,,1,2,,5,4,4,,3,,3,,,3,,,3,1,,,4,,3,2,
01-02-2012,17,1,,,2,,3,,,4,,,1,,2,,2,,2,2,,4,,4,,3,,3,3,,3,,,4,1,3,,5,,4,1,
01-02-2012,18,2,,,2,,3,,,3,,,1,,2,,1,,0,2,,4,4,3,,3,,3,2,,3,,,4,1,2,,4,,4,1,
01-02-2012,19,3,,,2,,4,,,,,,,,4,,1,,0,2,,3,4,,,,,,2,,2,,,,2,2,,4,,3,4,
01-02-2012,20,2,,,2,,4,,,3,3,,2,,3,,2,,0,2,,4,5,3,,2,,4,3,,2,,,3,1,1,,5,,3,1,
01-02-2012,21,2,,,2,,3,,,3,4,,2,,3,,2,,0,1,,4,5,3,,2,,3,3,,2,,,6,1,1,,5,,5,1,
01-02-2012,22,2,,,2,,4,,,3,4,,1,,2,,2,,0,2,,4,4,3,,2,,4,2,,1,,,5,1,2,,5,,3,1,
01-02-2012,23,2,,,4,,4,,,4,3,,1,,3,,2,,0,2,,4,4,3,,2,,4,1,,1,,,5,1,1,,5,,3,1,
