Fecha,Hora,ACO,AJU,ARA,ATI,AZC,CAM,CCA,CES,MON,CHO,COY,CUA,CUT,FAC,HGM,IZT,LAG,LLA,LPR,LVI,MER,NEZ,PED,PLA,SAG,SFE,SJA,SUR,TAC,TAH,TAX,TEC,TLA,TLI,TPN,UAX,UIZ,VAL,VIF,XAL,
01-11-2012,1,2,,,2,,6,,,1,3,,2,,1,,3,,1,2,,3,3,2,,,1,2,1,,1,,,1,,1,2,4,,3,,
01-11-2012,2,3,,,2,,6,,,1,2,,4,,1,2,3,,1,3,,4,3,2,,,1,2,1,,1,,,1,,1,1,4,,3,,
01-11-2012,3,2,,,2,,3,,,0,3,,3,,1,2,2,,1,4,,1,3,2,,,1,2,0,,1,,,1,,1,1,4,,3,,
01-11-2012,4,2,,,2,,3,,,1,3,,2,,0,2,2,,1,3,,1,4,2,,,0,3,1,,0,,,6,,1,1,4,,3,,
01-11-2012,5,2,,,2,,3,,,1,2,,2,,1,2,2,,2,3,,2,5,2,,,0,3,1,,1,,,7,,1,1,4,,4,,
01-11-2012,6,2,,,2,,4,,,1,1,,3,,1,2,2,,2,3,,2,6,2,,,0,5,1,,1,,,5,,1,1,3,,3,10,
01-11-2012,7,2,,,1,,6,,,0,2,,6,,2,2,4,,3,4,,3,5,2,,,1,5,2,,1,,,3,,1,2,4,,3,6,
01-11-2012,8,3,,,1,,7,,,1,3,,5,,4,2,4,,4,4,,4,6,3,,,1,4,4,,3,,,5,,1,2,5,,3,8,
01-11-2012,9,3,,,1,,9,,,2,2,,2,,2,6,5,,3,6,,4,6,2,,,,4,3,,2,,,7,,2,2,6,,4,8,
01-11-2012,10,5,,,3,,10,,,2,2,,2,,2,6,5,,3,6,,5,6,4,,,0,4,5,,3,,,11,,2,3,7,,4,7,
01-11-2012,11,3,,,4,,8,,,2,4,,2,,2,6,5,,2,6,,5,5,2,,,0,4,5,,3,,,10,,2,4,6,,4,4,
01-11-2012,12,2,,,4,,10,,,1,2,,2,,2,6,5,,2,7,,4,,2,,,0,5,2,,4,,,7,,2,3,6,,6,5,
01-11-2012,13,2,,,3,,7,,,1,2,,2,,3,6,3,,1,5,,3,,2,,,0,3,2,,3,,,6,,1,3,4,,4,5,
01-11-2012,14,2,,,2,,5,,,1,1,,2,,5,3,3,,2,4,,2,,4,,,1,3,2,,2,,,4,2,2,2,4,,4,3,
01-11-2012,15,2,,,2,,6,,,1,1,,3,,4,3,3,,2,4,,2,,4,,,2,2,2,,2,,,4,2,2,2,4,,4,3,
01-11-2012,16,3,,,2,,6,,,1,1,,3,,3,3,3,,2,4,,2,,3,,,1,3,2,,2,,,3,2,2,2,4,,4,4,
01-11-2012,17,2,,,2,,5,,,1,2,,3,,3,2,2,,2,4,,2,,3,,,1,3,1,,2,,,3,4,2,2,4,,4,4,
01-11-2012,18,,,,2,,5,,,2,1,,3,,2,2,3,,1,4,,2,2,3,,,2,4,1,,3,,,3,3,2,2,4,,4,4,
01-11-2012,19,2,,,1,,5,,,2,2,,3,,2,3,2,,0,3,,3,1,3,,,1,3,2,,2,,,2,1,2,2,4,,3,3,
