Fecha,Hora,ACO,AJU,ARA,ATI,AZC,CAM,CCA,CES,MON,CHO,COY,CUA,CUT,FAC,HGM,IZT,LAG,LLA,LPR,LVI,MER,NEZ,PED,PLA,SAG,SFE,SJA,SUR,TAC,TAH,TAX,TEC,TLA,TLI,TPN,UAX,UIZ,VAL,VIF,XAL,
01-12-2012,1,2,,,2,,8,,,2,0,,2,,2,6,4,,3,4,,9,2,3,,,1,10,2,,1,,,6,14,2,2,4,,5,6,
01-12-2012,2,3,,,2,,5,,,2,0,,3,,1,7,3,,2,5,,6,3,3,,,1,7,3,,2,,,4,8,2,3,4,,7,5,
01-12-2012,3,3,,,1,,4,,,1,2,,2,,1,5,2,,2,5,,4,3,3,,,1,5,3,,1,,,3,6,2,2,4,,7,6,
01-12-2012,4,2,,,1,,4,,,2,5,,1,,1,4,3,,3,5,,3,2,3,,,1,4,2,,1,,,1,5,2,2,4,,7,6,
01-12-2012,5,2,,,1,,4,,,1,2,,2,,1,5,2,,4,5,,3,3,2,,,1,5,3,,2,,,1,4,2,2,4,,6,6,
01-12-2012,6,2,,,2,,4,,,1,2,,3,,1,4,3,,6,5,,4,4,2,,,1,6,2,,1,,,2,3,1,1,4,,7,8,
01-12-2012,7,3,,,2,,5,,,2,2,,2,,1,5,3,,6,5,,5,6,3,,,1,6,3,,1,,,4,3,2,1,4,,7,7,
01-12-2012,8,,,,3,,7,,,2,3,,6,,3,6,5,,6,6,,7,5,3,,,1,7,3,,1,,,7,3,2,2,4,,7,10,
01-12-2012,9,4,,,5,,12,,,2,3,,3,,4,7,6,,7,7,,8,6,4,,,2,8,3,,2,,,11,5,2,3,4,,8,12,
01-12-2012,10,4,,,11,,16,,,4,3,,4,,9,8,7,,8,10,,8,7,4,,,1,9,3,,3,,,18,10,3,4,4,,20,11,
01-12-2012,11,8,,,10,,12,,,6,3,,2,,8,7,6,,14,9,,7,,4,,,1,8,4,,3,,,12,14,3,4,3,,26,9,
01-12-2012,12,6,,,4,,9,,,6,4,,2,,6,6,3,,17,7,,5,5,4,,,1,6,3,,2,,,11,12,3,3,3,,17,7,
01-12-2012,13,4,,,3,,6,,,3,4,,3,,3,5,1,,10,6,,3,3,4,,,2,4,3,,2,,,6,3,3,3,3,,9,5,
01-12-2012,14,3,,,5,,6,,,3,1,,3,,3,4,1,,5,6,,2,3,4,,,2,4,3,,2,,,5,3,3,3,3,,7,7,
01-12-2012,15,3,,,4,,4,,,2,0,,2,,4,4,1,,4,5,,3,4,4,,,2,6,3,,1,,,3,5,3,3,3,,7,5,
01-12-2012,16,3,,,24,,6,,,2,,,3,,4,4,2,,3,9,,3,3,5,,,3,5,3,,3,,,7,13,4,3,3,,35,6,
01-12-2012,17,2,,,48,,27,,,2,1,,5,,32,14,4,,16,32,,10,4,5,,,4,8,4,,3,,,28,22,4,3,3,,19,25,
01-12-2012,18,1,,,14,,24,,,7,1,,29,,27,31,14,,4,15,,18,8,27,,,25,17,17,,3,,,12,9,4,7,4,,7,14,
01-12-2012,19,1,,,15,,9,,,0,1,,30,,16,9,6,,1,4,,6,4,23,,,23,5,22,,2,,,11,4,12,10,4,,4,3,
01-12-2012,20,,,,2,,4,,,1,1,,25,,4,4,0,,1,2,,1,1,9,,,20,2,3,,1,,,2,1,8,2,4,,4,3,
01-12-2012,21,1,,,1,,3,,,1,1,,7,,1,3,0,,1,3,,1,2,3,,,3,2,2,,2,,,2,0,2,1,3,,4,3,
01-12-2012,22,1,,,4,,4,,,1,1,,5,,3,2,0,,0,3,,1,2,3,,,3,3,2,,1,,,2,3,2,1,4,,7,2,
01-12-2012,23,2,,,3,,6,,,1,0,,5,,4,3,0,,1,2,,2,3,4,,,3,3,2,,1,,,3,2,2,2,4,,7,3,
01-12-2012,24,2,,,2,,6,,,2,1,,4,,3,4,2,,3,4,,4,3,3,,,,5,2,,1,,,2,2,1,3,4,,6,5,
02-12-2012,1,3,,,2,,4,,,1,0,,2,,2,3,3,,3,4,,4,3,3,,,,6,1,,1,,,2,3,2,2,4,,6,6,
02-12-2012,2,3,,,2,,4,,,0,1,,1,,1,3,4,,5,4,,3,5,2,,,,5,2,,1,,,1,2,1,1,4,,5,3,
02-12-2012,3,3,,,1,,3,,,0,0,,1,,1,4,4,,5,4,,5,4,2,,,,7,2,,0,,,1,1,1,1,4,,4,6,
02-12-2012,4,2,,,1,,4,,,0,1,,1,,1,4,5,,4,4,,3,2,2,,,,5,2,,1,,,1,1,1,1,4,,4,6,
02-12-2012,5,2,,,1,,4,,,1,1,,1,,1,4,3,,4,4,,4,2,2,,,,6,2,,0,,,1,1,1,1,4,,4,7,
02-12-2012,6,2,,,1,,4,,,0,1,,1,,1,3,1,,5,4,,3,2,2,,,,6,3,,0,,,1,1,1,1,4,,5,5,
02-12-2012,7,2,,,1,,4,,,1,2,,1,,1,3,2,,5,5,,3,3,2,,,0,4,1,,1,,,2,1,1,1,4,,5,6,
02-12-2012,8,3,,,2,,6,,,1,2,,2,,2,4,2,,6,5,,5,,3,,,1,7,2,,1,,,2,2,1,1,4,,5,6,
02-12-2012,9,3,,,3,,7,,,1,2,,3,,3,5,2,,7,6,,4,,4,,,1,5,2,,1,,,4,3,2,2,3,,6,7,
