Fecha,Hora,ACO,AJU,ATI,AZC,CAM,CCA,CES,MON,CHO,COY,CUA,CUT,FAC,HGM,IZT,LAG,LLA,LPR,MER,NEZ,PED,PLA,SAG,SFE,SJA,SUR,TAC,TAH,TAX,TEC,TLA,TLI,TPN,UAX,UIZ,VIF,XAL,
01-12-2013,1,23,,22,,42,,,24,38,61,70,27,39,51,48,,,42,44,31,50,,33,,40,65,,51,,,37,39,31,60,36,31,38,
01-12-2013,2,24,,28,,53,,,23,35,54,58,24,42,48,36,,,38,39,30,45,,30,,32,57,,42,,,37,36,25,52,32,30,34,
01-12-2013,3,20,,26,,52,,,23,31,44,49,28,43,34,30,,,35,31,29,41,,27,,25,54,,34,,,36,32,19,49,30,31,31,
01-12-2013,4,18,,25,,43,,,18,25,31,52,30,39,32,28,,,31,29,25,40,,27,,23,49,,29,,,31,32,18,41,28,30,28,
01-12-2013,5,19,,26,,33,,,14,24,29,48,28,33,32,26,,,30,26,23,35,,29,,23,44,,28,,,31,34,17,36,24,25,27,
01-12-2013,6,18,,23,,31,,,13,22,26,46,28,32,31,24,,,32,29,24,33,,28,51,24,38,,29,,,32,33,15,31,24,26,27,
01-12-2013,7,15,,21,,33,,,14,22,24,45,27,32,27,26,,,27,30,24,33,,26,43,26,36,,27,,,34,33,17,24,24,24,29,
01-12-2013,8,15,,22,,34,,,14,19,,35,25,31,30,28,,,30,29,25,33,,25,45,30,29,,26,,,33,33,16,25,26,25,29,
01-12-2013,9,15,,33,,45,,,15,22,41,35,28,43,44,43,,,40,44,31,39,,20,24,38,40,,32,,,41,36,29,31,29,24,38,
01-12-2013,10,16,,46,,72,,,18,31,57,33,36,67,67,59,,,62,66,39,47,,30,38,49,51,,34,,,59,49,51,34,41,25,52,
01-12-2013,11,27,,57,,91,,,23,51,67,59,31,73,88,67,,,78,83,44,58,,37,58,56,55,,38,,,71,62,57,47,60,35,59,
01-12-2013,12,23,,68,,88,,,24,62,76,65,28,85,98,78,,,78,83,45,52,,46,62,56,60,,31,,,75,62,57,55,72,49,53,
01-12-2013,13,16,,71,,64,,,11,28,59,49,23,72,70,65,,,65,61,29,47,,38,54,42,53,,32,,,73,47,48,53,44,30,54,
01-12-2013,14,10,,42,,58,,,14,17,56,37,16,63,57,51,,,55,59,30,51,,34,42,46,52,,32,,,55,30,42,44,42,13,60,
01-12-2013,15,10,,30,,27,,,12,13,44,28,8,34,40,48,,,23,49,38,37,,20,25,47,46,,27,,,38,16,42,39,45,10,35,
01-12-2013,16,9,,17,,19,,,9,15,35,28,17,22,26,34,,,22,36,25,32,,17,24,31,42,,36,,,28,13,44,40,43,12,25,
01-12-2013,17,11,,16,,22,,,9,13,26,22,22,26,26,31,,,36,34,18,27,,22,20,21,30,,35,,,33,25,42,34,33,20,26,
01-12-2013,18,12,,29,,41,,,12,22,35,28,28,46,29,37,,,35,40,36,30,,37,32,31,41,,37,,,41,38,30,40,39,18,43,
01-12-2013,19,31,,52,,61,,,19,56,69,69,32,72,63,83,,,40,75,66,45,,56,62,71,77,,32,,,71,58,23,84,77,34,39,
01-12-2013,20,39,,31,,67,,,49,68,75,54,29,58,78,78,,,28,78,60,48,,53,73,66,76,,52,,,71,65,23,74,85,44,33,
01-12-2013,21,37,,25,,62,,,27,67,74,48,37,56,70,70,,,33,71,54,47,,54,65,59,72,,60,,,63,60,24,67,76,49,47,
01-12-2013,22,40,,26,,60,,,33,53,66,43,41,51,67,69,,,45,65,56,43,,50,45,57,71,,61,,,55,50,17,67,62,46,58,
01-12-2013,23,45,,29,,58,,,40,37,55,40,42,45,65,65,,,46,65,55,32,,46,24,57,66,,64,,,53,51,15,58,62,43,53,
01-12-2013,24,35,,26,,51,,,35,36,48,31,,42,63,51,,,44,64,55,23,,40,15,55,56,,57,,,,51,11,50,58,40,44,
02-12-2013,1,,,32,,49,,,29,33,,23,,36,56,46,,,46,61,53,15,,39,13,48,51,,42,,,,49,9,49,53,37,42,
02-12-2013,2,,,31,,42,,,27,30,,28,31,31,47,47,,,38,53,50,11,,38,15,44,50,,34,,,,49,8,45,50,34,40,
02-12-2013,3,,,25,,40,,,26,28,,26,27,18,52,45,,,38,51,49,11,,36,15,40,43,,26,,,,46,6,40,47,30,39,
02-12-2013,4,,,25,,44,,,24,24,,,23,17,47,42,,,41,48,40,14,,33,13,35,39,,21,,,,42,5,37,42,26,38,
02-12-2013,5,,,22,,39,,,28,23,,,23,20,44,38,,,36,47,28,27,,29,17,32,38,,26,,,,37,5,33,41,29,35,
02-12-2013,6,,,29,,40,,,24,25,,,25,24,43,36,,,38,42,30,23,,26,29,34,32,,28,,,,37,6,31,37,28,37,
02-12-2013,7,23,,33,,45,,,24,25,,,23,31,43,37,,,38,48,29,29,,25,38,35,34,,24,,,,37,8,27,34,28,43,
02-12-2013,8,22,,35,,45,,,26,29,,,28,32,51,49,,,56,57,31,37,,29,38,35,40,,26,,,38,42,9,29,39,29,41,
02-12-2013,9,25,,47,,58,,,36,28,,,48,39,80,66,,,93,67,40,48,,37,29,44,51,,32,,,60,56,24,35,65,37,65,
02-12-2013,10,40,,67,,92,,,41,27,,22,48,71,120,113,,,143,82,77,56,,51,38,56,56,,36,,,69,72,46,44,114,48,106,
02-12-2013,11,52,,81,,111,,,41,44,,29,60,92,125,131,,,115,98,106,,,75,71,68,59,,36,,,78,73,59,43,,67,132,
02-12-2013,12,41,,72,,106,,,28,46,,25,51,76,103,107,,,137,93,75,,,49,66,74,52,,20,,,84,51,35,42,,55,122,
02-12-2013,13,19,,45,,57,,,10,46,,56,31,59,76,57,,,108,61,33,,,40,64,53,48,,31,,,77,26,31,52,,18,95,
02-12-2013,14,12,,35,,45,,,10,23,,50,15,50,52,51,,,85,56,21,,,25,43,,54,,33,,,38,23,45,41,,10,78,
02-12-2013,15,8,,33,,28,,,13,17,,47,8,46,70,55,,,59,55,29,,,17,45,,53,,25,,,34,19,57,40,35,9,39,
02-12-2013,16,13,,16,,35,,,10,21,,48,15,37,45,68,,,21,64,32,55,,19,45,,60,,18,,,35,16,65,37,41,19,26,
02-12-2013,17,13,,14,,35,,,11,20,,34,11,28,40,39,,,26,46,25,42,,27,34,,58,,33,,,39,27,47,52,52,17,33,
02-12-2013,18,22,,24,,60,,,17,31,,56,16,59,59,57,,,30,48,35,61,,44,58,,82,,34,,,58,37,39,77,63,24,48,
02-12-2013,19,40,,50,,75,,,41,51,,82,31,60,92,103,,,47,88,76,68,,63,79,72,106,,36,,,72,60,42,97,93,51,51,
02-12-2013,20,46,,33,,67,,,43,62,,77,43,51,81,96,,,48,79,84,68,,57,75,73,90,,53,,,56,60,38,89,103,50,59,
02-12-2013,21,44,,32,,65,,,45,49,,55,48,45,79,92,,,61,96,85,65,,53,65,78,95,,53,,,53,57,31,71,91,48,66,
02-12-2013,22,47,,39,,63,,,41,47,,46,42,42,92,81,,,54,95,84,53,,59,46,85,87,,52,,,48,55,24,66,77,46,62,
02-12-2013,23,36,,43,,58,,,34,42,,56,38,45,87,77,,,58,86,82,31,,54,30,84,79,,52,,,51,56,17,65,72,45,61,
02-12-2013,24,34,,42,,51,,,31,40,,,38,42,75,72,,,58,,77,22,,44,24,81,70,,40,,,47,57,12,61,70,42,57,
03-12-2013,1,33,,39,,49,,,28,39,,,36,36,65,62,,,57,,68,18,,42,17,70,61,,39,,,47,59,10,51,60,38,53,
03-12-2013,2,29,,32,,49,,,27,29,,,32,33,64,58,,,53,,55,23,,39,19,60,48,,31,,,43,53,9,36,46,34,53,
03-12-2013,3,27,,29,,50,,,24,29,,,32,31,60,52,,,46,,48,42,,36,17,58,43,,19,,,37,48,8,39,46,32,49,
03-12-2013,4,26,,30,,47,,,23,28,,,27,20,55,47,,,47,,43,38,,33,15,52,44,,18,,,37,45,7,37,45,30,41,
03-12-2013,5,23,,32,,43,,,23,26,,,26,24,53,45,,,44,50,34,31,,30,23,42,40,,,,,35,45,6,36,43,29,43,
03-12-2013,6,28,,35,,41,,,26,25,,,25,25,50,43,,,41,50,36,24,,29,31,41,38,,,,,36,46,7,34,41,31,47,
03-12-2013,7,28,,38,,38,,,29,28,,,27,,53,44,,,45,53,33,33,,32,37,40,41,,25,,,44,53,10,32,40,30,40,
03-12-2013,8,29,,41,,67,,,27,36,,,31,,53,44,,,54,56,42,35,,34,37,42,40,,28,,,55,58,9,31,46,29,42,
03-12-2013,9,30,,56,,88,,,39,40,,,41,,73,58,,,98,87,72,49,,41,25,54,45,,30,,,77,71,31,36,52,37,65,
03-12-2013,10,39,,87,,109,,,42,32,,,64,,128,,,,130,100,74,68,,53,64,81,49,,19,,,102,97,49,52,106,65,84,
03-12-2013,11,41,,98,,117,,,32,32,,,94,,132,,,,135,124,94,64,,56,66,92,54,,21,,,127,125,52,48,127,95,78,
03-12-2013,12,28,,88,,124,,,20,31,,,111,,93,,,,,94,57,42,,50,34,97,45,,13,,,88,89,35,24,103,112,60,
03-12-2013,13,12,,61,,78,,,9,16,,,60,86,71,,,,,70,26,30,,25,37,36,23,,7,,,68,37,23,17,39,40,33,
03-12-2013,14,14,,51,,52,,,7,15,,,24,53,58,50,,,,52,23,23,,23,28,29,26,,7,,,52,43,20,,29,33,35,
03-12-2013,15,17,,30,,36,,,9,19,,,15,40,35,27,,,,43,20,20,,26,15,31,22,,9,,,44,36,26,15,28,26,41,
03-12-2013,16,27,,13,,34,,,11,16,,,5,31,41,30,,,,36,20,19,,28,20,30,24,,9,,,,24,24,13,24,20,40,
03-12-2013,17,28,,10,,48,,,14,16,,,4,44,42,42,,,,39,21,18,,32,25,34,24,,9,,,40,12,20,16,19,21,37,
03-12-2013,18,19,,32,,57,,,16,17,,,16,71,50,53,,,,48,29,25,,38,29,43,35,,9,,,58,27,24,22,27,33,44,
03-12-2013,19,27,,75,,76,,,19,24,,,57,85,62,58,,,,64,38,54,,44,40,53,43,,17,,,75,37,17,26,41,46,53,
03-12-2013,20,36,,77,,84,,,19,22,,,72,70,61,56,,,,73,43,77,,40,33,,49,,34,,,80,46,16,26,49,50,58,
03-12-2013,21,41,,78,,88,,,20,35,,,68,74,77,74,,,62,82,44,74,,43,19,75,61,,40,,,78,51,20,34,48,61,57,
03-12-2013,22,39,,72,,83,,,13,35,,,63,76,83,75,,,51,78,46,75,,58,21,75,53,,37,,,79,65,15,31,66,61,58,
03-12-2013,23,48,,73,,80,,,14,31,,,60,70,63,61,,,46,72,29,61,,54,31,59,40,,51,,,76,82,16,30,68,56,68,
03-12-2013,24,34,,71,,77,,,10,19,,,51,66,,61,,,45,66,26,,,48,27,49,38,,46,,,75,70,14,28,47,67,59,
04-12-2013,1,35,,72,,72,,,10,11,,,43,51,,52,,,27,73,24,,,26,20,52,43,,28,,,66,53,14,30,40,63,54,
04-12-2013,2,29,,60,,72,,,10,12,,,33,50,,57,,,27,71,21,,,22,19,52,54,,17,,,58,65,9,28,49,59,45,
04-12-2013,3,21,,50,,57,,,11,11,,,31,43,,44,,,18,64,19,,,21,21,61,52,,11,,,52,68,8,24,43,51,40,
04-12-2013,4,20,,41,,49,,,10,22,,,29,35,,36,,,21,55,39,,,31,15,59,47,,8,,,45,57,6,24,31,46,31,
04-12-2013,5,22,,37,,48,,,33,39,,,27,29,,35,,,26,53,39,20,,40,22,54,39,,12,,,42,49,6,18,27,47,42,
04-12-2013,6,23,,37,,48,,,35,37,,,25,32,51,41,,,42,49,45,21,,41,29,50,42,,24,,,40,46,6,27,37,41,46,
04-12-2013,7,26,,38,,43,,,29,38,,,26,28,46,45,,,47,53,45,25,,38,46,48,40,,19,,,41,39,8,37,42,40,55,
04-12-2013,8,28,,42,,45,,,30,41,,,26,32,51,46,,,48,55,41,31,,40,37,54,40,,28,,,43,38,9,34,48,,53,
04-12-2013,9,28,,57,,69,,,31,37,,,45,54,73,64,,,53,75,45,43,,56,31,64,46,,35,,,66,49,30,41,62,44,67,
04-12-2013,10,20,,65,,100,,,28,10,,,37,74,103,91,,,60,77,45,56,,65,58,63,61,,30,,,93,62,55,70,74,58,47,
04-12-2013,11,17,,61,,126,,,,10,,,30,87,95,89,,,52,77,37,63,,50,70,42,90,,27,,,97,75,60,93,77,56,53,
04-12-2013,12,16,,66,,82,,,,9,,,22,,89,68,,,49,53,21,63,,30,83,32,105,,19,,,86,67,43,76,61,60,61,
04-12-2013,13,14,,60,,70,,,,9,,,17,,66,62,,,44,57,24,65,,,72,35,54,,7,,,71,47,28,40,43,,43,
04-12-2013,14,12,,52,,57,,,8,12,,,14,,61,50,,,34,49,22,39,,21,57,35,24,,6,,,56,42,17,8,19,44,36,
04-12-2013,15,6,,36,,52,,,10,11,,,16,69,51,38,,,28,43,20,23,,19,38,35,18,,6,,,56,35,19,9,18,22,29,
04-12-2013,16,10,,25,,57,,,10,11,,,14,64,56,35,,,42,44,15,21,,,33,32,17,,7,,,61,34,19,11,21,19,43,
04-12-2013,17,18,,24,,64,,,11,13,,,14,62,58,44,,,46,52,20,28,,37,49,33,24,,8,,,63,32,32,13,23,14,56,
04-12-2013,18,32,,40,,83,,,20,13,,,21,92,57,51,,,37,58,32,28,,44,67,44,29,,12,,,76,36,18,18,28,16,72,
04-12-2013,19,38,,75,,71,,,19,15,,,28,101,68,64,,,51,51,37,42,,45,48,51,36,,25,,,85,69,15,24,37,,54,
04-12-2013,20,55,,52,,65,,,17,16,,,34,93,58,54,,,58,65,36,45,,48,40,58,38,,39,,,76,76,14,36,53,58,58,
04-12-2013,21,38,,45,,68,,,17,19,,,29,82,55,55,,,61,69,36,48,,47,46,57,49,,39,,,71,54,14,43,56,56,57,
04-12-2013,22,32,,42,,63,,,18,36,,,28,65,62,57,,,42,62,30,43,,48,48,53,45,,33,,,70,44,18,35,53,53,54,
04-12-2013,23,43,,31,,63,,,20,38,,,31,61,56,51,,,56,59,52,40,,36,45,52,46,,32,,,54,43,20,29,53,46,55,
04-12-2013,24,,,33,,55,,,18,25,,,29,49,52,42,,,55,52,53,30,,32,39,50,38,,33,,,42,44,25,29,43,51,,
05-12-2013,1,,,32,,44,,,22,35,,,25,47,49,47,,,49,50,52,32,,38,42,48,39,,24,,,39,45,21,32,40,38,,
05-12-2013,2,,,34,,42,,,33,35,,,21,46,48,42,,,50,47,49,32,,31,30,46,39,,22,,,40,43,16,34,43,33,,
05-12-2013,3,,,31,,41,,,28,29,,,21,42,45,37,,,50,44,46,34,,38,20,38,38,,21,,,35,47,15,26,37,30,,
05-12-2013,4,,,28,,41,,,26,25,,,20,35,42,36,,,47,41,41,17,,41,19,34,36,,18,,,33,45,11,27,32,29,,
05-12-2013,5,,,27,,47,,,24,23,,,19,31,41,35,,,44,39,40,24,,35,20,33,30,,16,,,30,36,7,23,34,34,36,
05-12-2013,6,17,,27,,33,,,21,23,,,17,30,39,34,,,43,40,33,23,,32,31,35,30,,18,,,29,37,7,24,37,33,37,
05-12-2013,7,19,,28,,39,,,23,25,,,21,30,41,36,,,45,47,33,25,,29,33,37,33,,22,,,32,39,8,25,34,32,40,
05-12-2013,8,23,,32,,44,,,24,31,,,26,28,44,40,,,47,52,35,29,,31,36,34,33,,23,,,36,45,9,27,38,31,46,
05-12-2013,9,22,,43,,64,,,33,38,,,41,42,55,59,,,74,69,58,34,,33,23,50,48,,32,,,55,65,15,30,66,35,69,
05-12-2013,10,24,,56,,102,,,42,35,,,54,76,70,99,,,85,112,98,60,,51,25,76,64,,25,,,64,88,50,38,82,53,98,
05-12-2013,11,35,,39,,88,,,34,35,,,53,58,70,99,,,66,128,,59,,83,33,87,58,,20,,,53,95,48,,86,56,120,
05-12-2013,12,27,,30,,55,,,21,26,,,33,38,76,84,,,82,88,,49,,76,28,71,62,,13,,,76,56,33,,85,30,99,
05-12-2013,13,27,,54,,48,,,11,27,,,14,37,67,60,,,66,71,,33,,38,40,,52,,22,,,68,48,32,,65,20,73,
05-12-2013,14,15,,54,,47,,,13,28,,,9,53,55,48,,,49,59,,38,,22,43,,43,,23,,,49,36,44,,40,18,42,
05-12-2013,15,12,,44,,49,,,11,24,,,17,46,45,39,,,39,41,24,33,,25,32,,27,,19,,,45,32,,21,27,20,32,
