Fecha,Hora,ACO,AJU,ATI,AZC,CAM,CCA,CES,MON,CHO,COY,CUA,CUT,FAC,HGM,IZT,LAG,LLA,LPR,MER,NEZ,PED,PLA,SAG,SFE,SJA,SUR,TAC,TAH,TAX,TEC,TLA,TLI,TPN,UAX,UIZ,VIF,XAL,
01-01-2013,1,30,,31,,30,,,25,25,29,,,32,37,32,,35,35,,34,26,,,17,41,35,,32,,,31,35,8,35,37,33,36,
01-01-2013,2,30,,28,,30,,,26,17,30,,,32,34,34,,36,36,,30,24,,,12,37,37,,30,,,31,34,8,34,33,33,34,
01-01-2013,3,27,,30,,26,,,26,24,29,,,32,32,31,,34,39,,32,24,,,17,35,34,,30,,,27,34,5,30,34,34,36,
01-01-2013,4,23,,30,,24,,,27,22,27,,,28,31,31,,31,37,,35,25,,,24,34,35,,32,,,28,32,10,34,34,28,33,
01-01-2013,5,22,,31,,22,,,25,15,27,,,28,31,29,,30,35,,31,22,,,23,35,35,,29,,,26,33,6,32,32,27,32,
01-01-2013,6,19,,30,,21,,,24,20,25,,,25,30,27,,31,33,30,32,17,,,12,29,33,,24,,,24,33,7,28,31,28,30,
01-01-2013,7,14,,28,,21,,,21,21,23,12,,22,29,25,,29,31,28,29,20,,,13,28,31,,21,,,24,28,4,30,28,24,26,
01-01-2013,8,12,,23,,21,,,20,18,24,18,,21,31,26,,29,32,33,28,16,,,14,26,32,,14,,,25,27,4,27,28,14,24,
01-01-2013,9,10,,28,,39,,,17,22,32,13,,25,46,44,,42,53,49,24,22,,,9,39,37,,14,,,37,46,11,32,34,33,44,
01-01-2013,10,10,,42,,68,,,15,15,43,8,,37,62,48,,32,69,64,23,33,,,14,46,40,,8,,,59,71,22,46,,39,56,
01-01-2013,11,5,,39,,54,,,5,5,37,15,,37,43,19,,11,33,37,20,30,,,22,17,48,,7,,,37,60,19,21,34,41,23,
01-01-2013,12,3,,18,,20,,,3,0,15,15,,31,19,15,,8,12,18,8,28,,,18,11,14,,6,,,25,17,14,4,11,24,9,
01-01-2013,13,4,,14,,12,,,3,0,3,10,,21,11,4,,8,13,15,5,14,,,14,8,3,,6,,,19,7,9,2,4,8,11,
01-01-2013,14,4,,14,,9,,,4,0,0,8,,16,8,5,,7,11,8,6,6,,,11,8,4,,4,,,13,6,6,3,5,8,10,
01-01-2013,15,3,,11,,8,,,5,0,1,6,,19,6,5,,9,11,9,6,6,,,10,8,6,,4,,,14,9,7,5,6,8,11,
01-01-2013,16,4,,10,,15,,,5,0,3,4,,19,8,8,,8,11,13,9,6,,,9,11,7,,5,,,9,10,,7,8,9,10,
01-01-2013,17,6,,13,,13,,,6,1,3,5,,14,13,9,,8,12,16,12,5,,,10,17,7,,4,,,13,11,2,6,9,12,12,
01-01-2013,18,7,,11,,13,,,10,4,3,7,,13,14,12,,11,19,21,17,6,,,10,24,10,,4,,,14,15,2,8,11,14,18,
01-01-2013,19,9,,19,,22,,,11,13,8,18,,19,21,15,,18,21,26,21,7,,,17,34,15,,5,,,22,20,3,10,15,21,24,
01-01-2013,20,11,,29,,35,,,14,15,22,17,,24,29,22,,26,31,32,33,9,,,22,36,17,,10,,,30,29,3,15,19,22,28,
01-01-2013,21,13,,27,,37,,,13,23,26,19,,37,31,23,,27,41,31,41,26,,,35,46,22,,17,,,40,35,3,14,27,31,39,
01-01-2013,22,20,,28,,36,,,12,26,32,25,,35,34,27,,26,44,41,38,33,,,34,45,30,,13,,,39,35,1,20,34,33,41,
01-01-2013,23,18,,20,,34,,,15,16,35,28,,16,38,37,,25,36,42,38,32,,,36,42,39,,15,,,26,33,8,36,35,28,38,
01-01-2013,24,19,,15,,26,,,21,15,35,27,,16,,37,,26,27,42,33,,,,24,40,40,,17,,,22,27,9,34,36,26,37,
02-01-2013,1,25,,13,,21,,,15,2,31,23,,12,,29,,32,35,35,29,,,,18,39,36,,17,,,23,30,7,33,36,14,33,
02-01-2013,2,28,,7,,15,,,11,13,28,17,,17,,22,,28,19,24,35,,,,17,35,31,,22,,,17,30,2,28,36,10,30,
02-01-2013,3,24,,6,,15,,,17,10,17,6,,11,,16,,22,24,21,33,,,,16,32,32,,14,,,15,24,7,28,28,20,29,
02-01-2013,4,23,,9,,24,,,24,3,14,15,,12,,16,,19,33,23,34,,,,17,32,21,,10,,,25,16,16,25,26,16,29,
02-01-2013,5,19,,16,,29,,,24,7,15,17,,13,,19,,27,35,32,27,,,,18,32,19,,8,,,28,19,18,21,31,16,29,
02-01-2013,6,18,,21,,29,,,22,10,20,24,,19,32,27,,28,35,32,26,25,,,25,31,21,,16,,,30,23,18,28,34,18,29,
02-01-2013,7,20,,20,,26,,,22,11,28,14,,27,33,29,,31,35,35,25,26,,,28,29,31,,19,,,32,30,19,29,33,21,30,
02-01-2013,8,21,,25,,29,,,17,17,28,21,,28,35,28,,31,35,37,27,27,,,27,29,32,,15,,,34,29,18,27,29,22,31,
02-01-2013,9,24,,30,,31,,,12,10,30,22,,30,34,27,,31,30,35,23,30,,,33,28,26,,12,,,37,29,20,17,25,22,29,
02-01-2013,10,25,,37,,31,,,8,3,31,25,,38,36,35,,26,27,37,19,33,,,38,27,34,,4,,,41,38,28,19,17,22,25,
02-01-2013,11,13,,46,,37,,,9,2,20,18,,52,38,27,,24,30,36,19,44,,,38,30,25,,3,,,40,34,3,10,11,27,27,
02-01-2013,12,7,,38,,37,,,9,3,4,33,,39,20,11,,15,28,17,9,39,,,34,22,8,,3,,,36,26,2,5,,21,27,
02-01-2013,13,6,,29,,13,,,5,3,4,21,,33,11,9,,11,15,12,9,11,,,22,13,8,,3,,,31,18,3,7,,14,16,
02-01-2013,14,4,,20,,11,,,6,2,4,10,,23,11,9,,9,15,12,9,5,,,6,15,9,,5,,,12,8,2,7,,10,15,
02-01-2013,15,6,,12,,12,,,6,3,5,8,,17,13,11,,10,20,15,7,5,,,7,14,8,,4,,,9,9,1,7,9,11,15,
02-01-2013,16,6,,16,,14,,,7,4,5,11,,25,15,13,,12,20,16,12,5,,,8,20,9,,6,,,14,14,2,10,11,15,18,
02-01-2013,17,8,,23,,16,,,9,6,6,10,,26,14,13,,16,24,18,20,6,,,9,23,11,,6,,,22,16,2,11,16,18,22,
02-01-2013,18,10,,27,,20,,,10,10,8,12,,28,21,20,,17,27,24,23,8,,,8,31,14,,10,,,22,18,2,14,18,19,27,
02-01-2013,19,11,,24,,23,,,11,10,7,17,,26,23,28,,17,33,33,18,11,,,9,31,11,,20,,,25,26,2,15,19,18,25,
02-01-2013,20,11,,30,,26,,,11,7,9,11,,31,24,21,,26,34,30,20,10,,,18,33,10,,7,,,25,31,1,19,23,20,27,
02-01-2013,21,17,,23,,25,,,14,5,14,11,,31,27,15,,33,36,31,27,8,,,23,32,14,,18,,,35,34,1,13,24,28,33,
02-01-2013,22,23,,17,,23,,,18,9,21,10,,19,29,19,,31,32,30,28,6,,,26,29,11,,4,,,30,33,1,10,14,30,29,
02-01-2013,23,15,,25,,28,,,9,7,16,12,,28,31,23,,27,30,33,24,22,,,25,33,10,,13,,,30,30,0,13,18,29,30,
02-01-2013,24,15,,27,,27,,,9,5,11,7,,25,29,14,,25,32,29,29,26,,,21,29,6,,20,,,30,33,1,7,16,26,,
03-01-2013,1,13,,27,,26,,,8,5,2,4,,24,17,17,,26,31,24,24,22,,,13,33,4,,17,,,25,29,2,6,24,24,,
03-01-2013,2,7,,25,,24,,,6,3,22,3,,28,14,7,,12,29,15,16,21,,,17,30,5,,11,,,29,30,2,4,9,20,,
03-01-2013,3,15,,20,,29,,,6,4,22,3,,25,20,7,,19,19,14,13,19,,,15,24,16,,9,,,28,27,6,7,10,16,,
03-01-2013,4,21,,16,,25,,,9,5,23,3,,19,29,15,,23,17,,14,19,,,12,26,25,,7,,,21,24,4,11,10,23,,
03-01-2013,5,13,,15,,23,,,10,9,21,5,,17,27,23,,26,18,,20,14,,,18,29,25,,9,,,24,26,4,14,18,23,,
03-01-2013,6,17,,20,,25,,,16,8,21,11,,21,26,24,,26,22,,24,17,,,19,25,26,,12,,,27,27,8,21,26,23,24,
03-01-2013,7,21,,22,,26,,,23,14,23,21,,23,29,25,,25,25,,25,19,,,25,25,26,,11,,,34,24,12,25,31,21,28,
03-01-2013,8,19,,22,,29,,,24,19,24,23,,25,34,28,,25,29,,27,20,,,31,25,29,,16,,,31,22,11,27,30,21,39,
03-01-2013,9,18,,24,,29,,,21,20,29,24,,29,34,34,,27,48,,26,24,,,28,29,34,,24,,,30,27,16,30,33,21,34,
03-01-2013,10,19,,26,,40,,,30,36,43,22,,27,62,49,,33,70,,26,30,,,25,38,42,,32,,,37,28,24,46,41,21,58,
03-01-2013,11,17,,33,,60,,,27,19,68,25,,,74,56,,39,52,62,26,37,,,24,45,53,,23,,,51,32,28,60,39,22,52,
03-01-2013,12,9,,34,,64,,,16,3,68,30,,,59,38,,35,47,42,26,55,,,37,27,65,,11,,,66,34,42,53,39,25,30,
03-01-2013,13,7,,46,,44,,,5,0,49,48,,,42,31,,22,28,36,11,58,,,56,28,44,,4,,,64,40,25,18,23,32,24,
03-01-2013,14,5,,49,,25,,,5,2,6,46,,,15,9,,19,31,17,7,31,,,50,19,9,,3,,,39,36,5,5,7,24,29,
03-01-2013,15,5,,32,,13,,,5,4,5,20,,,16,10,,14,19,14,8,25,,,32,13,9,,3,,,21,24,5,5,8,23,18,
03-01-2013,16,6,,19,,17,,,5,3,6,7,,23,15,12,,11,21,15,8,19,,,12,15,11,,4,,,20,17,4,7,10,14,19,
03-01-2013,17,,,21,,19,,,6,3,5,6,,22,20,16,,10,20,22,11,7,,,8,17,11,,5,,,21,19,3,9,11,14,23,
03-01-2013,18,8,,29,,23,,,8,7,9,8,,16,22,19,,13,25,24,16,9,,,13,24,16,,6,,,29,20,4,11,15,20,25,
03-01-2013,19,12,,37,,35,,,11,16,22,11,,21,34,30,,23,32,34,29,11,,,24,32,23,,11,,,41,30,4,12,24,29,34,
03-01-2013,20,15,,32,,46,,,13,16,37,14,,38,40,30,,27,40,41,40,28,,,33,44,33,,23,,,43,37,5,15,32,30,36,
03-01-2013,21,17,,31,,35,,,14,21,38,27,,27,45,35,,37,,45,40,41,,,35,44,41,,8,,,37,23,5,23,36,19,43,
03-01-2013,22,16,,31,,31,,,17,27,35,27,,17,37,36,,30,38,36,42,31,,,36,37,42,,31,,,34,21,10,40,43,18,40,
03-01-2013,23,16,,36,,30,,,22,23,29,33,,32,33,33,,24,23,37,39,35,,,38,34,34,,33,,,32,24,15,39,40,20,37,
03-01-2013,24,19,,36,,32,,,27,19,31,33,,38,36,33,,23,21,35,34,35,,,36,33,35,,32,,,35,27,6,,38,21,32,
