Fecha,Hora,ACO,AJM,AJU,ATI,AZC,BJU,CAM,CCA,CES,MON,CHO,COY,CUA,CUT,FAC,FAR,GAM,HGM,INN,IZT,LAG,LLA,LPR,MER,MGH,MPA,NEZ,PED,PLA,SAC,SAG,SFE,SJA,SUR,TAC,TAH,TAX,TEC,TLA,TLI,TPN,UAX,UIZ,VIF,XAL,
01-07-2016,1,22,21,7,13,,2,2,6,,4,27,,4,11,17,,23,3,33,,,8,15,9,,22,13,4,,,4,3,33,0,,,,0,9,15,0,2,2,16,8,
01-07-2016,2,40,13,4,13,,6,12,7,,11,24,,8,12,15,,19,15,29,,,9,14,21,,19,14,10,,,7,6,16,0,,,,0,12,15,0,9,9,14,6,
01-07-2016,3,25,13,18,10,,5,3,8,,15,15,,9,2,16,,7,9,23,,,17,10,14,,26,8,9,,,8,10,6,0,,,,0,5,17,0,5,3,15,3,
01-07-2016,4,22,10,28,5,,4,2,3,,14,29,,8,3,14,,12,2,23,,,15,4,5,,25,4,2,,,11,8,6,0,,,,0,4,6,0,6,2,12,3,
01-07-2016,5,21,4,40,2,,2,1,5,,20,23,,5,3,6,,6,2,11,2,,11,5,2,,25,2,3,,,10,3,8,0,,,,0,3,5,0,10,1,4,7,
01-07-2016,6,15,3,26,2,,2,1,3,,13,24,,5,1,3,,4,2,10,2,,16,4,2,,32,4,1,,,8,4,2,0,,,,0,3,4,0,4,1,3,5,
01-07-2016,7,,6,15,2,,1,1,2,,15,15,,4,2,3,,2,3,11,2,,8,2,2,,30,3,0,,,8,3,1,0,,,,0,2,2,0,5,2,6,7,
01-07-2016,8,14,14,20,2,,2,2,4,,16,18,6,9,4,4,,5,4,13,5,,7,6,3,,25,4,2,,,6,4,4,0,,,,0,4,2,0,9,9,10,8,
01-07-2016,9,22,18,32,6,,8,4,18,,28,24,10,16,6,9,,5,7,15,9,,9,8,9,,24,6,8,,,,6,11,0,,,,0,9,3,0,18,18,17,9,
01-07-2016,10,32,22,35,9,,12,13,20,,31,32,19,25,15,16,,,10,16,20,,15,22,8,,36,15,13,,,17,23,16,0,,,,0,13,7,0,27,30,,14,
01-07-2016,11,41,40,42,19,,30,33,35,,45,42,32,37,20,26,,,26,32,33,,27,25,25,,51,34,29,,,25,33,25,0,,,,0,25,16,0,45,49,32,20,
01-07-2016,12,57,58,58,36,,50,43,53,,61,58,47,55,31,50,,,47,49,51,,47,42,43,,64,63,47,,,51,58,42,0,,,,0,47,38,0,66,57,55,45,
01-07-2016,13,75,75,73,50,,82,51,77,,72,75,84,78,48,69,,68,69,64,78,,78,62,55,,80,79,69,,,72,74,65,0,,,,0,57,66,0,92,73,72,65,
01-07-2016,14,84,98,61,66,,92,71,104,,81,87,99,91,61,84,,103,74,75,85,,95,75,70,,83,92,97,,,93,95,111,0,,,,0,73,89,0,107,92,76,90,
01-07-2016,15,77,93,47,71,,75,82,87,,79,48,81,87,56,84,,110,89,58,107,,94,83,108,,77,96,85,,,99,92,116,0,,,,0,76,78,0,101,109,70,95,
01-07-2016,16,39,99,70,64,,64,73,78,,53,41,73,75,48,81,,93,77,42,86,,59,71,67,,78,82,64,,,70,67,96,0,,,,0,69,65,0,87,108,54,68,
01-07-2016,17,32,69,48,30,,38,24,51,,32,38,40,53,27,,,30,29,60,29,,30,31,,,76,28,43,,,25,47,28,0,,,,0,23,31,0,60,38,31,27,
01-07-2016,18,20,31,44,18,,23,10,24,,31,33,27,36,16,20,,20,20,38,18,,19,29,,,38,25,19,,,18,27,21,0,,,,0,10,19,0,29,22,20,20,
01-07-2016,19,16,37,38,11,,14,8,21,,15,30,12,36,14,13,,11,14,35,12,,8,13,,,40,23,17,,,6,20,8,0,,,,0,12,20,0,20,15,19,15,
01-07-2016,20,18,28,34,14,,14,8,20,,22,20,15,29,15,9,,,7,32,3,,15,5,5,,36,3,15,,,9,21,11,0,,,,0,6,13,0,26,8,13,12,
01-07-2016,21,17,27,33,4,,7,3,19,,12,21,,21,4,5,,3,4,32,3,,5,11,2,,27,1,18,,,8,22,3,0,,,,0,3,11,0,17,3,4,7,
01-07-2016,22,11,26,21,5,,3,2,13,,4,9,,14,2,5,,3,2,20,2,,7,12,4,,20,2,5,,,,14,1,0,,,,0,2,4,0,16,2,12,14,
01-07-2016,23,10,14,19,2,,1,1,4,,6,12,,15,4,3,,2,2,22,2,,5,7,3,,22,3,0,,,6,5,0,0,,,,0,2,16,0,4,1,9,5,
01-07-2016,24,15,15,27,2,,1,1,8,,6,6,,9,1,3,,2,2,16,2,,7,4,2,,20,11,0,,,7,2,0,0,,,,0,3,20,0,6,1,4,3,
02-07-2016,1,8,14,28,2,,2,1,3,,2,7,,18,1,3,,2,2,7,2,,7,0,2,1,17,5,0,,,6,6,0,0,,,,0,3,15,0,4,1,3,2,
02-07-2016,2,4,14,27,2,,1,1,6,,0,22,,13,1,3,,6,2,23,2,,4,1,2,1,18,2,1,,,7,10,0,0,,,,0,2,4,0,2,1,6,5,
02-07-2016,3,2,9,29,1,,1,1,2,,7,24,4,17,1,3,,3,2,18,2,,3,1,2,1,22,10,1,,,2,2,2,0,,,,0,2,0,0,7,2,3,2,
02-07-2016,4,3,7,26,1,,1,1,2,,4,14,3,18,1,3,,2,2,18,2,,1,1,2,1,20,7,0,,,3,0,0,0,,,,0,2,0,0,13,3,3,3,
02-07-2016,5,2,3,19,1,,1,1,3,,1,8,4,11,1,3,,4,2,16,2,,1,1,2,1,21,1,0,,,2,1,1,0,,,,0,3,0,0,10,2,3,3,
02-07-2016,6,1,4,21,2,,3,1,11,,0,4,7,3,1,3,,2,2,6,3,,1,0,2,1,24,1,4,,,1,1,0,0,,,,0,3,1,0,13,2,1,4,
02-07-2016,7,2,14,19,2,,3,1,5,,1,4,6,4,1,3,,3,3,6,4,,1,2,2,2,16,2,1,,,1,2,1,0,,,,0,2,1,0,6,2,2,4,
02-07-2016,8,9,7,29,4,,5,3,6,,3,7,8,10,2,8,,8,5,20,6,,6,7,4,4,22,6,6,,,6,7,4,0,,,,0,7,3,0,9,7,7,6,
02-07-2016,9,21,10,27,14,,8,9,10,,15,14,9,17,14,14,,17,12,39,12,,16,17,9,12,24,13,14,,,15,17,9,0,,,,0,11,12,0,16,9,17,17,
02-07-2016,10,35,28,24,20,,22,18,28,,28,26,25,27,24,23,,27,25,37,24,,29,25,19,25,35,29,25,,,27,31,19,0,,,,0,27,30,0,28,20,28,29,
02-07-2016,11,43,47,31,31,,43,35,49,,40,45,47,45,36,38,,45,40,35,41,,40,41,37,41,46,47,49,,,40,50,42,0,,,,0,43,47,0,49,50,39,45,
02-07-2016,12,52,68,35,57,,72,59,71,,45,48,75,67,46,63,,69,65,44,70,,54,62,65,64,51,64,71,,,52,71,70,0,,,,0,58,66,0,76,74,50,63,
02-07-2016,13,39,72,37,69,,84,89,77,,34,30,85,88,59,82,,83,90,37,75,,62,75,83,91,40,63,75,,,57,89,77,0,,,,0,81,73,0,71,68,58,70,
02-07-2016,14,42,64,42,50,,64,81,65,,38,39,69,51,58,93,,65,69,38,61,,56,70,56,73,40,45,66,,,45,77,53,0,,,,0,86,75,0,54,53,58,59,
02-07-2016,15,46,57,47,40,,59,65,55,,38,47,61,76,55,58,,53,62,44,51,,52,55,55,66,44,44,57,,,48,74,49,0,,,,0,55,70,0,50,47,62,53,
02-07-2016,16,55,55,49,53,,68,77,58,,43,51,66,82,54,77,,63,71,42,59,,58,64,59,78,49,50,59,,,49,75,59,0,,,,0,79,69,0,49,56,74,61,
02-07-2016,17,56,64,46,57,,90,87,88,,48,53,88,79,59,77,,78,90,48,87,,80,69,72,87,52,58,88,,,57,86,64,0,,,,0,89,79,0,65,60,76,73,
02-07-2016,18,39,88,62,45,,88,81,92,,49,47,88,79,46,72,,68,87,51,84,,49,58,66,76,54,47,87,,,53,86,68,0,,,,0,75,59,0,91,72,49,59,
02-07-2016,19,35,67,83,32,,46,35,58,,33,40,48,62,29,43,,30,40,54,28,,24,30,17,46,57,27,57,,,27,61,29,0,,,,0,34,32,0,45,29,33,31,
02-07-2016,20,27,33,39,26,,31,19,38,,29,30,33,42,28,37,,20,27,45,25,,19,22,18,30,39,17,35,,,20,39,23,0,,,,0,,27,0,31,24,27,23,
02-07-2016,21,22,36,41,18,,30,25,26,,19,31,27,35,13,23,,17,28,35,28,,18,22,18,27,43,12,31,,,20,28,14,0,,,,0,,20,0,32,29,22,18,
02-07-2016,22,10,40,37,12,,22,24,26,,24,31,28,25,9,12,,20,28,36,27,,23,11,25,21,43,27,29,,,10,23,22,0,,,,0,,9,0,30,32,14,16,
02-07-2016,23,5,40,33,8,,31,26,29,,19,8,30,36,4,27,,19,31,31,29,,10,14,26,23,36,17,28,,,16,38,16,0,,,,0,,6,0,26,25,8,27,
02-07-2016,24,2,39,30,18,,18,19,22,,3,13,20,28,2,18,,18,21,26,16,,6,16,15,15,32,13,25,,,9,29,12,0,,,,0,,26,0,25,17,2,17,
03-07-2016,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,0,,,,,
03-07-2016,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,0,,,,,
03-07-2016,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,0,,,,,
03-07-2016,4,2,17,26,5,,2,1,10,,2,16,,8,1,3,,3,2,12,2,,2,5,2,5,26,10,8,,,2,3,3,0,,,,0,,1,0,7,2,1,7,
03-07-2016,5,2,19,18,7,,2,1,4,,2,7,,11,1,4,,3,2,10,2,,1,4,2,7,25,1,3,,,3,2,1,0,,,,0,,2,0,9,1,1,4,
03-07-2016,6,1,19,12,3,,2,1,2,,2,6,,9,1,4,,2,2,11,2,,1,1,2,4,25,1,4,,,1,7,2,0,,,,0,,0,0,3,1,2,3,
03-07-2016,7,2,13,11,3,,2,2,2,,1,5,,9,1,4,,3,3,12,3,,2,1,3,1,26,2,2,,,2,8,2,0,,,,0,,1,0,3,2,2,5,
03-07-2016,8,7,20,22,10,,7,6,5,,3,8,,15,5,7,,9,9,12,7,,4,5,6,6,27,3,11,,,4,12,6,0,,,,0,12,4,0,4,6,7,11,
03-07-2016,9,18,28,33,22,,19,19,23,,20,16,,25,17,19,,23,18,23,19,,25,23,16,15,32,14,22,,,21,28,19,0,,,,0,18,11,0,19,19,20,25,
03-07-2016,10,36,40,36,25,,29,33,39,,35,36,,40,33,33,,43,41,23,44,,37,44,29,29,38,37,41,,,36,43,35,0,,,,0,26,28,0,42,43,40,38,
03-07-2016,11,46,59,50,28,,56,56,57,,43,51,,56,46,51,,65,58,40,64,,58,63,48,46,44,61,57,,,55,54,51,0,,,,0,48,50,0,62,68,59,63,
03-07-2016,12,53,71,51,35,,83,71,75,,53,77,,63,55,67,,87,72,52,75,,82,78,66,72,47,61,67,,,72,64,76,0,,,,0,61,64,0,83,84,67,76,
03-07-2016,13,55,93,55,62,,95,98,98,,62,88,,77,52,59,,98,94,67,88,,75,92,83,94,54,61,80,,,88,81,92,0,,,,0,97,78,0,104,77,62,85,
03-07-2016,14,47,100,78,69,,102,111,115,,59,70,,109,47,93,,97,96,84,88,,60,74,87,102,95,70,114,,,66,119,106,0,,,,0,90,66,0,79,73,64,69,
03-07-2016,15,48,120,110,59,,106,107,105,,50,73,,117,44,92,,73,105,77,105,,51,52,86,106,90,67,103,,,55,115,76,0,,,,0,72,61,0,77,79,53,56,
03-07-2016,16,44,89,73,54,,99,68,104,,48,79,,107,44,71,,61,82,78,76,,45,52,56,98,72,62,111,,,50,117,58,0,,,,0,60,53,0,78,75,49,53,
03-07-2016,17,46,89,68,49,,69,59,82,,44,85,,90,37,65,,57,63,104,59,,47,46,52,63,74,48,86,,,40,89,57,0,,,,0,55,49,0,69,55,45,47,
03-07-2016,18,38,91,73,33,,55,42,59,,39,53,,70,34,43,,45,50,70,39,,37,40,36,47,74,40,64,,,33,67,43,0,,,,0,35,36,0,47,46,39,40,
03-07-2016,19,32,56,47,28,,35,32,43,,32,50,,45,30,20,,37,34,50,32,,31,35,28,38,51,34,43,,,28,45,37,0,,,,0,28,28,0,45,40,28,29,
03-07-2016,20,35,50,44,26,,37,30,38,,39,48,,44,23,24,,36,34,55,34,,33,35,27,34,53,27,37,,,29,47,35,0,,,,0,24,24,0,38,29,26,28,
03-07-2016,21,38,49,44,24,,37,39,34,,36,43,,44,19,43,,35,35,45,37,,31,34,31,30,47,30,35,,,33,44,30,0,,,,0,38,32,0,39,38,33,31,
03-07-2016,22,29,52,45,43,,33,42,37,,28,34,,39,33,47,,35,34,32,35,,36,39,34,35,49,21,35,,,29,39,34,0,,,,0,44,38,0,30,36,37,27,
03-07-2016,23,24,59,46,40,,42,38,43,,20,18,,31,34,42,,34,40,41,39,,39,42,34,38,46,25,45,,,31,48,37,0,,,,0,44,39,0,36,34,40,33,
03-07-2016,24,20,50,38,29,,26,37,29,,14,14,,43,23,22,,35,23,40,19,,23,39,18,15,41,17,33,,,24,42,25,0,,,,0,29,35,0,22,18,30,34,
04-07-2016,1,23,36,31,23,,14,28,18,,15,18,11,35,17,23,,28,10,35,17,,22,18,15,16,42,18,26,,,19,28,22,0,,,,0,12,30,0,18,17,25,21,
04-07-2016,2,17,39,25,13,,15,15,18,,8,14,16,31,12,19,,27,20,34,14,,22,15,16,14,46,14,22,,,21,31,12,0,,,,0,15,25,0,19,20,20,20,
04-07-2016,3,11,35,28,13,,16,14,12,,2,12,15,26,8,19,,27,18,29,20,,18,12,8,9,43,8,15,,,21,17,13,0,,,,0,16,10,0,15,18,18,21,
04-07-2016,4,5,40,30,10,,13,11,9,,1,4,11,16,5,12,,14,12,28,13,,15,10,7,2,43,2,16,,,21,26,7,0,,,,0,12,2,0,4,11,8,11,
04-07-2016,5,3,33,24,6,,5,5,10,,1,4,6,22,1,7,,6,9,26,6,,2,5,4,1,39,1,9,,,9,8,1,0,,,,0,4,2,0,3,3,3,5,
04-07-2016,6,2,29,19,2,,1,1,3,,1,4,4,4,1,3,,2,2,14,2,,2,3,2,1,37,1,3,,,3,5,2,0,,,,0,3,1,0,1,2,1,3,
04-07-2016,7,3,31,12,2,,2,1,3,,0,4,4,5,1,3,,3,2,16,2,,2,2,3,1,28,2,2,,,2,4,2,0,,,,0,4,1,0,1,3,3,4,
04-07-2016,8,6,27,16,5,,4,6,4,,4,7,7,12,4,4,,6,5,16,5,,3,2,4,4,30,5,7,,,4,7,4,0,,,,0,6,3,0,3,5,6,5,
04-07-2016,9,21,33,38,12,,19,13,14,,17,14,15,36,19,11,,12,13,29,12,,15,10,10,9,33,15,16,,,13,26,8,0,,,,0,14,16,0,14,16,9,12,
04-07-2016,10,35,38,45,13,,28,25,28,,31,39,27,41,24,22,,26,26,37,27,,28,22,23,22,45,31,30,,,27,37,20,0,,,,0,20,28,0,34,34,22,27,
04-07-2016,11,50,51,52,17,,47,35,47,,49,56,48,50,,36,,54,36,41,42,,45,30,30,30,57,,46,,,44,45,45,0,,,,0,27,38,0,57,53,42,44,
