Fecha,Hora,ACO,AJM,AJU,ATI,AZC,BJU,CAM,CCA,CES,MON,CHO,COY,CUA,CUT,FAC,FAR,GAM,HGM,INN,IZT,LAG,LLA,LPR,MER,MGH,MPA,NEZ,PED,PLA,SAC,SAG,SFE,SJA,SUR,TAC,TAH,TAX,TEC,TLA,TLI,TPN,UAX,UIZ,VIF,XAL,
01-01-2021,1,,,,12,,34,29,25,,12,,,,26,16,16,31,,,,,,,32,36,8,20,33,,11,19,19,,,,18,,,30,,,10,19,35,,
01-01-2021,2,,,,23,,33,38,23,,10,,,,27,22,13,25,,,,,,,36,38,6,17,26,,9,19,17,,,,27,,,26,,,16,28,31,,
01-01-2021,3,,,,23,,26,35,22,,7,,,,27,29,18,28,,,,,,,32,40,6,15,18,,13,19,12,,,,24,,,32,,,17,23,29,,
01-01-2021,4,,,,27,,29,34,23,,5,,,,23,27,20,30,,,,,,,33,38,5,17,17,,15,23,11,,,,14,,,33,,,18,29,30,,
01-01-2021,5,,,,27,,23,29,25,,5,,,,19,31,20,31,,,,,,,31,35,3,16,19,,24,21,12,,,,15,,,32,,,18,26,29,,
01-01-2021,6,,,,27,,28,29,24,,6,,,,19,30,24,32,,,,,,,28,31,2,21,21,,10,26,10,,,,10,,,29,,,18,27,27,,
01-01-2021,7,,,,20,,23,28,20,,4,,,,19,29,33,31,,,,,,,29,28,2,28,24,,29,26,8,,,,11,,,27,,,20,27,25,,
01-01-2021,8,,,,20,,18,29,20,,16,,,,17,26,26,29,,,,,,,29,27,2,31,22,,25,26,9,,,,10,,,24,,,21,25,23,,
01-01-2021,9,,,,21,,15,32,18,,12,,,,18,24,23,32,,,,,,,31,23,2,30,20,,25,31,9,,,,12,,,21,,,19,24,23,,
01-01-2021,10,,,,24,,12,29,10,,8,,,,20,24,14,22,,,,,,,27,15,2,16,12,,25,21,8,,,,15,,,25,,,10,24,23,,
01-01-2021,11,,,,22,,9,28,8,,5,,,,20,20,10,14,,,,,,,21,12,2,18,8,,15,9,8,,,,8,,,26,,,7,11,23,,
01-01-2021,12,,,,23,,8,26,8,,3,,,,19,19,9,9,,,,,,,23,12,2,16,6,,12,8,6,,,,4,,,18,,,6,9,17,,
01-01-2021,13,,,,14,,7,17,9,,2,,,,13,15,9,9,,,,,,,14,12,1,8,8,,4,8,6,,,,2,,,13,,,4,6,9,,
01-01-2021,14,,,,8,,3,7,4,,2,,,,6,9,4,4,,,,,,,6,8,2,5,6,,3,7,7,,,,2,,,7,,,2,2,6,,
01-01-2021,15,,,,5,,3,4,4,,2,,,,5,4,4,3,,,,,,,6,7,1,6,4,,3,8,5,,,,3,,,4,,,2,3,6,,
01-01-2021,16,,,,2,,4,4,3,,4,,,,4,4,4,4,,,,,,,5,6,3,6,3,,3,11,3,,,,3,,,4,,,2,4,6,,
01-01-2021,17,,,,4,,4,4,4,,4,,,,4,5,5,5,,,,,,,5,4,2,6,4,,4,12,3,,,,4,,,6,,,4,4,6,,
01-01-2021,18,,,,6,,7,5,5,,6,,,,6,6,8,8,,,,,,,8,5,2,11,5,,6,15,6,,,,6,,,7,,,6,6,10,,
01-01-2021,19,,,,18,,12,11,11,,7,,,,6,15,10,17,,,,,,,13,16,3,15,6,,8,16,8,,,,5,,,11,,,6,13,17,,
01-01-2021,20,,,,12,,15,25,14,,9,,,,14,16,14,20,,,,,,,31,25,3,26,15,,10,22,15,,,,8,,,17,,,7,12,18,,
01-01-2021,21,,,,34,,15,40,20,,8,,,,30,13,17,29,,,,,,,43,34,3,24,37,,14,28,18,,,,13,,,31,,,10,14,23,,
01-01-2021,22,,,,36,,19,52,34,,10,,,,29,15,19,27,,,,,,,44,38,2,28,34,,13,30,18,,,,15,,,43,,,13,16,29,,
01-01-2021,23,,,,35,,40,53,29,,9,,,,31,34,18,40,,,,,,,48,48,2,25,26,,11,27,13,,,,21,,,39,,,14,24,25,,
01-01-2021,24,,,,38,,43,51,28,,7,,,,29,36,22,36,,,,,,,51,32,2,22,22,,11,26,10,,,,12,,,41,,,16,41,34,,
02-01-2021,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
