Fecha,Hora,ACO,AJU,ARA,ATI,AZC,CAM,CCA,CES,MON,CHO,COY,CUA,CUT,FAC,HGM,IMP,IZT,LAG,LLA,LPR,MER,NEZ,PED,PLA,SAG,SFE,SJA,SUR,TAC,TAH,TAX,TEC,TLA,TLI,TPN,UAX,UIZ,VAL,VIF,XAL,
01-11-2010,1,,,,,,,,,,0.50,,,,1.20,,0.9,0.10,0.6,,,0.80,,0.00,,0.60,,,1.1,0.8,,1.5,,0.70,0.10,,,0.70,,,0.50,
01-11-2010,2,,,,,,,,,,0.60,,,,1.00,,0.8,0.10,0.3,,,1.20,,0.00,,0.60,,,1.2,0.6,,1.4,,1.50,0.30,,,0.50,,,0.60,
01-11-2010,3,,,,,,,,,,0.60,,,,0.90,,1.0,0.30,0.2,,,,,0.00,,0.60,,,1.1,0.4,,1.0,,,0.60,,,0.20,,,0.90,
01-11-2010,4,,,,,,,,,,0.60,,,,0.80,,1.0,0.40,0.2,,,0.50,,0.00,,0.60,,,0.9,0.4,,0.7,,0.50,0.30,,,0.10,,,0.50,
01-11-2010,5,,,,,,,,,,0.60,,,,0.80,,1.2,0.20,0.3,,,0.40,,0.00,,0.80,,,0.8,0.5,,0.6,,0.50,0.10,,,0.30,,,0.30,
01-11-2010,6,,,,,,,,,,1.20,,,,1.20,,1.7,0.50,0.6,,,0.70,,0.00,,1.10,,,1.1,0.7,,0.8,,0.80,0.60,,,0.50,,,0.60,
01-11-2010,7,,,,,,,,,,2.00,,,,1.90,,2.2,1.10,1.1,,,1.40,,0.10,,1.60,,,1.4,1.8,,1.4,,1.40,1.10,,,1.10,,,1.60,
01-11-2010,8,,,,,,,,,,,,,,2.60,,3.2,1.10,1.3,,,1.70,,0.40,,1.80,,,1.5,2.3,,1.8,,1.80,1.00,,,1.50,,,1.60,
01-11-2010,9,,,,,,,,,,1.40,,,,2.30,,2.6,1.10,1.4,,,1.70,,0.50,,1.70,,,1.6,2.4,,1.4,,1.60,1.60,,,1.90,,,1.30,
01-11-2010,10,,,,,,,,,,1.20,,,,2.20,,1.7,0.70,1.6,,,1.70,,0.40,,1.10,,,1.6,2.7,,1.3,,1.60,1.60,,,2.40,,,1.20,
01-11-2010,11,,,,,,,,,,0.80,,,,2.00,,1.3,0.60,1.4,,,1.40,,0.20,,0.90,,,1.2,1.7,,1.6,,1.30,0.60,,,1.70,,,0.90,
01-11-2010,12,,,,,,,,,,,,,,1.40,,1.2,0.60,1.1,,,1.50,,0.20,,0.80,,,1.0,1.1,,1.2,,1.20,0.20,,,1.70,,,1.00,
01-11-2010,13,,,,,,,,,,0.90,,,,1.10,,0.8,0.50,0.8,,,0.80,,0.10,,0.80,,,0.9,0.8,,1.2,,1.00,0.00,,,0.60,,,0.80,
01-11-2010,14,,,,,,,,,,0.50,,,,1.00,,0.7,,0.5,,,0.80,,0.10,,0.60,,,1.2,0.7,,1.5,,0.90,0.00,,,0.10,,,0.70,
01-11-2010,15,,,,,,,,,,0.40,,,,0.90,,0.4,0.60,0.5,,,0.90,,0.10,,0.50,,,1.0,0.5,,1.5,,0.90,0.00,,,0.20,,,0.50,
01-11-2010,16,,,,,,,,,,0.50,,,,0.90,,0.3,0.30,0.2,,,0.60,,0.00,,0.50,,,1.0,0.5,,1.8,,0.80,0.00,,,0.10,,,0.50,
01-11-2010,17,,,,,,,,,,0.60,,,,0.90,,0.4,0.30,0.6,,,0.50,,0.10,,0.50,,,1.1,0.6,,1.6,,0.70,0.00,,,0.00,,,0.70,
01-11-2010,18,,,,,,,,,,0.50,,,,1.00,,0.6,0.70,0.8,,,0.90,,0.30,,0.60,,,1.2,0.7,,1.4,,0.70,0.00,,,0.40,,,0.80,
01-11-2010,19,,,,,,,,,,0.50,,,,1.30,,0.6,0.80,0.9,,,0.70,,0.30,,0.80,,,1.1,0.7,,1.3,,0.90,0.10,,,0.40,,,0.80,
01-11-2010,20,,,,,,,,,,0.80,,,,1.40,,0.6,0.60,0.5,,,0.50,,0.20,,0.90,,,1.2,0.6,,2.0,,0.90,0.20,,,0.80,,,0.80,
01-11-2010,21,,,,,,,,,,0.90,,,,1.30,,0.7,0.60,0.8,,,0.70,,0.10,,0.90,,,1.0,0.9,,2.5,,1.00,0.50,,,0.40,,,0.90,
01-11-2010,22,,,,,,,,,,1.00,,,,1.40,,1.0,0.60,0.6,,,0.80,,0.20,,0.90,,,1.2,0.9,,1.8,,1.00,0.80,,,0.30,,,0.80,
01-11-2010,23,,,,,,,,,,1.10,,,,1.70,,1.4,0.60,0.8,,,1.00,,0.00,,1.10,,,1.3,0.9,,2.0,,1.20,0.80,,,0.60,,,1.10,
01-11-2010,24,,,,,,,,,,1.60,,,,1.40,,1.3,0.60,0.7,,,0.90,,0.20,,1.00,,,1.4,0.9,,1.6,,1.10,0.40,,,0.80,,,1.20,
02-11-2010,1,,,,,,,,,,1.00,,,,1.50,,1.2,0.60,0.7,,,0.90,,0.00,,1.10,,,1.6,0.5,,1.8,,1.00,0.30,,,0.70,,,1.00,
02-11-2010,2,,,,,,,,,,0.50,,,,1.20,,1.2,1.20,0.4,,,0.70,,0.00,,1.10,,,1.2,0.4,,0.8,,0.90,0.50,,,1.20,,,0.60,
02-11-2010,3,,,,,,,,,,0.50,,,,1.10,,0.9,0.80,0.4,,,0.90,,0.00,,0.70,,,1.5,0.4,,1.3,,0.60,0.40,,,1.20,,,0.80,
02-11-2010,4,,,,,,,,,,0.60,,,,1.10,,1.0,0.50,0.3,,,1.10,,0.00,,0.70,,,1.3,0.4,,1.2,,0.70,0.40,,,0.80,,,0.60,
02-11-2010,5,,,,,,,,,,0.80,,,,1.00,,1.1,0.70,0.3,,,1.00,,0.00,,0.80,,,1.4,0.4,,1.2,,0.60,0.40,,,0.90,,,0.60,
02-11-2010,6,,,,,,,,,,1.00,,,,1.10,,1.2,0.90,0.6,,,1.00,,0.00,,1.20,,,1.4,0.6,,1.5,,0.80,0.40,,,0.90,,,1.00,
02-11-2010,7,,,,,,,,,,2.10,,,,1.70,,1.8,1.30,0.6,,,1.10,,0.10,,1.40,,,2.1,0.9,,2.2,,1.20,0.80,,,0.90,,,1.70,
