Fecha,Hora,ACO,AJU,ARA,ATI,AZC,CAM,CCA,CES,MON,CHO,COY,CUA,CUT,FAC,HGM,IMP,IZT,LAG,LLA,LPR,MER,NEZ,PED,PLA,SAG,SFE,SJA,SUR,TAC,TAH,TAX,TEC,TLA,TLI,TPN,UAX,UIZ,VAL,VIF,XAL,
01-03-2010,1,,,,,,,,,,0.00,,,,0.90,,0.7,0.10,0.7,,,0.70,,0.40,,0.40,,,0.1,0.3,,0.6,,0.40,0.80,,,0.10,0.4,0.50,0.30,
01-03-2010,2,,,,,,,,,,0.00,,,,0.80,,0.6,0.10,0.5,,,0.60,,0.40,,0.20,,,0.1,0.1,,0.8,,0.30,0.70,,,0.10,0.4,0.40,0.30,
01-03-2010,3,,,,,,,,,,0.00,,,,0.80,,0.6,0.00,0.5,,,0.60,,0.40,,0.10,,,0.2,0.1,,0.6,,,0.70,,,0.00,0.3,0.40,0.30,
01-03-2010,4,,,,,,,,,,0.00,,,,0.80,,0.6,0.00,0.5,,,0.60,,0.30,,0.10,,,0.1,0.3,,0.5,,0.30,0.60,,,0.10,0.2,0.30,0.30,
01-03-2010,5,,,,,,,,,,0.00,,,,0.70,,0.6,0.20,0.6,,,0.70,,0.30,,0.20,,,0.2,0.2,,0.6,,0.40,0.70,,,0.10,0.3,0.40,0.30,
01-03-2010,6,,,,,,,,,,0.00,,,,1.00,,1.0,0.40,0.9,,,0.90,,0.40,,0.50,,,0.6,0.4,,1.0,,0.50,0.80,,,0.20,0.4,0.60,0.60,
01-03-2010,7,,,,,,,,,,0.10,,,,2.00,,1.5,0.90,1.6,,,1.20,,0.70,,0.80,,,1.9,0.7,,1.6,,0.90,1.00,,,0.50,0.8,0.80,1.10,
01-03-2010,8,,,,,,,,,,0.30,,,,2.60,,2.0,1.70,2.6,,,1.90,,1.60,,1.00,,,3.8,1.6,,3.9,,1.40,1.30,,,0.70,1.5,1.10,1.60,
01-03-2010,9,,,,,,,,,,,,,,3.00,,2.1,1.20,2.2,,,1.40,,1.60,,0.80,,,3.0,0.5,,2.5,,1.40,1.10,,,0.50,1.0,1.40,1.90,
01-03-2010,10,,,,,,,,,,,,,,1.50,,1.2,0.70,1.5,,,1.00,,1.20,,0.70,,,1.9,0.6,,2.7,,1.10,1.20,,,0.40,1.1,1.10,0.80,
01-03-2010,11,,,,,,,,,,,,,,0.90,,0.8,0.50,,,,0.90,,1.10,,0.60,,,0.9,0.4,,1.7,,0.80,1.30,,,0.20,0.8,0.70,0.70,
01-03-2010,12,,,,,,,,,,,,,,0.90,,0.6,0.50,,,,1.10,,0.60,,0.60,,,0.5,0.1,,1.3,,0.50,0.80,,,0.20,0.7,0.50,0.60,
01-03-2010,13,,,,,,,,,,,,,,0.90,,0.6,0.40,,,,1.20,,0.50,,0.40,,,,0.2,,1.3,,0.50,0.80,,,0.30,0.6,0.50,0.60,
01-03-2010,14,,,,,,,,,,0.40,,,,0.90,,0.5,0.30,,,,1.20,,0.30,,0.30,,,0.4,0.1,,1.4,,0.50,0.70,,,0.30,0.6,0.60,0.50,
01-03-2010,15,,,,,,,,,,0.40,,,,0.90,,0.5,0.20,,,,1.20,,0.30,,0.30,,,0.5,0.0,,1.3,,0.50,0.70,,,0.40,0.6,0.60,0.50,
01-03-2010,16,,,,,,,,,,0.40,,,,0.90,,0.5,0.10,1.0,,,1.20,,0.20,,0.40,,,0.3,0.1,,1.2,,0.50,0.70,,,0.40,0.5,0.60,,
01-03-2010,17,,,,,,,,,,0.40,,,,0.90,,0.5,0.10,1.0,,,1.30,,0.20,,0.50,,,0.4,0.1,,1.1,,0.50,0.80,,,0.40,0.5,0.70,0.60,
01-03-2010,18,,,,,,,,,,0.30,,,,1.00,,0.7,0.20,0.9,,,1.30,,0.20,,0.50,,,,0.1,,0.8,,0.60,0.80,,,0.30,0.6,0.70,0.70,
01-03-2010,19,,,,,,,,,,0.30,,,,1.10,,0.8,,1.2,,,1.30,,0.30,,0.60,,,,0.2,,0.8,,0.80,0.90,,,0.30,0.9,0.80,0.80,
01-03-2010,20,,,,,,,,,,0.30,,,,1.40,,0.9,0.40,1.6,,,1.30,,0.40,,0.90,,,0.3,0.3,,0.8,,0.70,1.10,,,0.50,0.9,1.10,0.80,
01-03-2010,21,,,,,,,,,,0.20,,,,1.30,,1.0,0.70,1.6,,,1.30,,0.50,,0.90,,,0.6,0.3,,1.0,,0.60,0.90,,,0.70,1.2,1.00,1.00,
01-03-2010,22,,,,,,,,,,0.20,,,,1.40,,0.9,0.90,1.8,,,1.40,,0.90,,0.90,,,0.8,0.4,,1.5,,0.60,1.20,,,0.80,0.9,1.10,1.10,
01-03-2010,23,,,,,,,,,,0.40,,,,1.40,,0.9,0.80,1.8,,,1.70,,0.60,,0.90,,,,0.4,,1.6,,0.70,1.20,,,1.10,0.8,1.10,1.10,
01-03-2010,24,,,,,,,,,,0.30,,,,1.60,,1.0,1.00,1.9,,,1.70,,0.30,,0.70,,,1.1,0.2,,1.4,,0.90,1.10,,,1.00,0.8,1.00,1.10,
02-03-2010,1,,,,,,,,,,0.40,,,,1.60,,2.2,0.80,1.9,,,1.70,,0.40,,0.70,,,0.6,0.4,,1.1,,0.90,1.20,,,0.50,0.8,0.90,1.70,
02-03-2010,2,,,,,,,,,,0.50,,,,1.10,,1.9,0.50,1.4,,,1.60,,0.20,,0.50,,,0.5,0.9,,0.9,,0.70,1.20,,,0.30,0.7,1.00,1.40,
02-03-2010,3,,,,,,,,,,0.30,,,,0.90,,2.2,0.30,1.0,,,1.20,,0.20,,0.50,,,0.4,0.2,,0.8,,0.60,1.20,,,0.20,0.9,0.70,1.20,
02-03-2010,4,,,,,,,,,,0.20,,,,0.80,,1.3,0.20,1.1,,,0.90,,0.10,,0.50,,,0.6,0.0,,0.7,,0.60,1.10,,,0.20,0.7,0.70,1.20,
02-03-2010,5,,,,,,,,,,0.40,,,,1.00,,1.6,0.30,1.1,,,0.80,,0.10,,0.80,,,0.7,0.1,,0.7,,0.70,1.20,,,0.30,0.7,0.60,0.90,
02-03-2010,6,,,,,,,,,,1.20,,,,1.20,,2.7,0.60,1.2,,,1.30,,0.20,,1.50,,,0.7,0.6,,1.0,,1.00,1.50,,,0.50,1.1,0.90,1.80,
02-03-2010,7,,,,,,,,,,2.30,,,,2.60,,2.9,1.50,2.3,,,2.30,,0.40,,2.00,,,1.9,1.5,,1.6,,2.00,2.20,,,1.80,2.3,1.40,2.80,
02-03-2010,8,,,,,,,,,,2.90,,,,4.40,,4.2,2.40,3.9,,,3.40,,1.50,,1.90,,,2.1,2.7,,3.1,,3.20,3.90,,,2.80,3.2,1.60,4.20,
02-03-2010,9,,,,,,,,,,1.80,,,,4.60,,3.9,2.50,3.3,,,2.10,,1.70,,1.60,,,1.7,3.3,,2.4,,2.60,3.70,,,2.20,3.0,1.50,2.50,
02-03-2010,10,,,,,,,,,,0.80,,,,4.10,,2.4,2.00,,,,2.30,,1.20,,,,,1.3,2.1,,2.2,,3.20,2.60,,,2.60,2.7,1.30,2.00,
02-03-2010,11,,,,,,,,,,0.20,,,,2.50,,2.2,2.50,,,,2.20,,0.80,,,,,1.6,1.6,,3.2,,2.20,1.70,,,1.20,1.2,0.90,1.20,
02-03-2010,12,,,,,,,,,,0.20,,,,2.40,,1.3,0.60,,,,1.10,,1.10,,,,,1.6,1.8,,1.9,,1.40,1.60,,,0.30,0.9,1.10,1.10,
