Fecha,Hora,ACO,AJU,ARA,ATI,AZC,CAM,CCA,CES,MON,CHO,COY,CUA,CUT,FAC,HGM,IMP,IZT,LAG,LLA,LPR,MER,NEZ,PED,PLA,SAG,SFE,SJA,SUR,TAC,TAH,TAX,TEC,TLA,TLI,TPN,UAX,UIZ,VAL,VIF,XAL,
01-07-2010,1,,,,,,,,,,0.20,,,,1.10,,1.1,0.20,0.5,,,0.30,,0.40,,0.00,,,1.3,0.9,,0.7,,1.50,0.30,,,0.00,0.5,0.00,0.20,
01-07-2010,2,,,,,,,,,,0.20,,,,0.70,,0.7,0.30,0.3,,,0.30,,0.40,,0.00,,,1.1,0.7,,0.9,,1.10,0.10,,,0.00,0.3,0.00,0.20,
01-07-2010,3,,,,,,,,,,0.20,,,,0.40,,0.7,0.20,0.3,,,0.30,,0.30,,0.00,,,1.1,0.3,,1.1,,0.70,0.00,,,0.00,0.2,0.00,0.30,
01-07-2010,4,,,,,,,,,,0.20,,,,0.70,,0.8,0.30,0.4,,,0.40,,0.20,,0.20,,,1.1,0.5,,0.6,,0.80,0.00,,,0.00,0.1,0.00,0.20,
01-07-2010,5,,,,,,,,,,0.30,,,,1.00,,1.1,0.60,0.5,,,0.50,,0.20,,0.30,,,1.0,0.7,,0.7,,0.90,0.00,,,0.00,0.2,0.00,0.30,
01-07-2010,6,,,,,,,,,,0.30,,,,1.60,,1.8,1.20,1.1,,,1.40,,0.20,,0.50,,,1.4,1.0,,1.2,,1.40,0.30,,,0.10,0.6,0.00,0.80,
01-07-2010,7,,,,,,,,,,0.50,,,,2.60,,1.9,1.50,2.0,,,2.10,,0.50,,1.00,,,2.2,1.8,,1.7,,1.80,0.50,,,0.30,1.0,0.30,0.90,
01-07-2010,8,,,,,,,,,,0.50,,,,2.90,,2.2,1.50,1.8,,,1.50,,1.20,,0.90,,,2.7,2.4,,1.6,,2.20,0.70,,,0.40,1.1,0.60,1.20,
01-07-2010,9,,,,,,,,,,0.40,,,,3.00,,2.5,1.40,2.0,,,1.20,,1.30,,0.70,,,2.3,2.5,,1.8,,2.40,0.70,,,0.10,1.3,0.70,1.00,
01-07-2010,10,,,,,,,,,,,,,,3.30,,1.5,0.70,1.4,,,0.50,,1.20,,0.60,,,2.9,2.0,,1.7,,1.90,0.90,,,0.00,,0.40,0.70,
01-07-2010,11,,,,,,,,,,,,,,2.20,,1.3,0.70,1.0,,,0.50,,0.90,,0.50,,,2.5,1.2,,1.5,,1.40,0.50,,,0.00,,0.10,0.60,
01-07-2010,12,,,,,,,,,,0.40,,,,1.40,,1.2,0.50,0.8,,,0.30,,0.50,,,,,1.7,1.0,,1.3,,1.30,0.40,,,0.00,,0.10,0.50,
01-07-2010,13,,,,,,,,,,0.40,,,,1.30,,1.0,0.50,0.8,,,0.40,,0.30,,0.20,,,1.3,0.8,,1.3,,1.20,0.40,,,0.00,0.7,0.00,0.40,
01-07-2010,14,,,,,,,,,,0.50,,,,1.20,,1.0,0.40,0.7,,,0.30,,0.10,,0.30,,,1.0,0.7,,1.2,,1.00,0.30,,,0.00,0.8,0.10,0.50,
01-07-2010,15,,,,,,,,,,0.40,,,,1.10,,0.9,0.30,0.7,,,0.30,,0.00,,0.30,,,1.0,0.7,,0.8,,1.10,0.30,,,0.00,0.7,0.00,0.40,
01-07-2010,16,,,,,,,,,,0.30,,,,1.10,,0.9,,0.9,,,0.30,,0.10,,0.20,,,0.9,0.5,,0.9,,1.40,0.20,,,0.00,0.7,0.00,0.40,
01-07-2010,17,,,,,,,,,,0.40,,,,0.90,,,0.20,0.8,,,0.30,,0.10,,0.30,,,0.9,0.6,,0.6,,1.10,0.10,,,0.00,0.7,0.00,0.40,
01-07-2010,18,,,,,,,,,,0.40,,,,0.60,,1.0,0.20,1.1,,,0.40,,0.00,,0.20,,,1.0,0.7,,0.6,,0.90,0.20,,,0.00,0.8,0.00,0.40,
01-07-2010,19,,,,,,,,,,0.40,,,,0.60,,1.1,0.50,1.1,,,0.40,,0.20,,0.40,,,1.0,0.4,,0.7,,0.90,0.20,,,0.00,1.1,0.00,0.40,
01-07-2010,20,,,,,,,,,,0.30,,,,1.20,,1.1,0.70,0.7,,,0.40,,0.30,,0.40,,,1.1,0.9,,0.7,,1.20,0.30,,,0.00,1.1,0.00,0.40,
01-07-2010,21,,,,,,,,,,0.30,,,,1.10,,1.1,0.60,0.9,,,0.50,,0.30,,0.40,,,1.3,1.4,,0.9,,1.40,0.30,,,0.00,1.0,0.00,0.40,
01-07-2010,22,,,,,,,,,,0.30,,,,1.20,,1.1,0.60,0.7,,,0.50,,0.40,,0.40,,,1.2,1.1,,0.6,,1.20,0.20,,,0.00,1.0,0.00,0.40,
01-07-2010,23,,,,,,,,,,0.30,,,,0.90,,1.0,0.30,0.5,,,0.40,,0.60,,0.20,,,1.3,0.9,,0.6,,0.90,0.20,,,0.00,0.9,0.00,0.30,
01-07-2010,24,,,,,,,,,,0.20,,,,0.80,,0.8,0.30,0.4,,,0.30,,0.40,,0.10,,,1.7,0.6,,1.2,,0.80,0.10,,,0.00,0.8,0.00,0.20,
02-07-2010,1,,,,,,,,,,0.20,,,,0.70,,0.7,0.40,0.3,,,0.30,,0.40,,0.10,,,1.5,0.5,,1.2,,0.70,0.00,,,0.00,0.7,0.00,0.20,
02-07-2010,2,,,,,,,,,,0.20,,,,0.50,,0.6,0.20,0.2,,,0.20,,0.30,,0.00,,,1.2,0.4,,0.7,,0.70,0.00,,,0.00,0.6,0.00,0.10,
02-07-2010,3,,,,,,,,,,0.20,,,,0.40,,0.6,0.00,0.1,,,0.10,,0.20,,0.00,,,0.8,0.4,,0.5,,0.70,0.00,,,0.00,0.6,0.00,0.10,
02-07-2010,4,,,,,,,,,,0.30,,,,0.40,,0.6,0.20,0.1,,,0.10,,0.00,,0.00,,,0.8,0.3,,0.5,,0.80,0.10,,,0.00,0.6,0.00,0.10,
02-07-2010,5,,,,,,,,,,0.30,,,,0.70,,0.7,0.30,0.2,,,0.20,,0.00,,0.30,,,0.9,0.5,,0.6,,0.80,0.10,,,0.00,0.7,0.00,0.20,
02-07-2010,6,,,,,,,,,,0.50,,,,1.40,,1.1,0.60,0.6,,,0.60,,0.20,,0.60,,,1.2,1.0,,0.8,,1.00,0.30,,,0.40,1.0,0.00,0.50,
02-07-2010,7,,,,,,,,,,0.70,,,,2.40,,1.7,1.20,1.1,,,1.20,,0.50,,0.80,,,1.6,1.9,,1.4,,1.60,0.40,,,1.00,1.2,0.30,0.80,
02-07-2010,8,,,,,,,,,,0.80,,,,2.10,,2.3,1.00,1.3,,,1.40,,0.70,,1.00,,,1.6,1.6,,1.4,,1.80,0.50,,,0.80,1.5,0.60,1.50,
02-07-2010,9,,,,,,,,,,0.60,,,,1.70,,2.4,0.90,1.1,,,1.10,,0.80,,0.70,,,1.9,1.5,,1.5,,1.90,0.50,,,,1.6,0.20,1.60,
02-07-2010,10,,,,,,,,,,0.50,,,,1.40,,1.7,0.90,1.1,,,0.90,,0.50,,0.90,,,1.7,1.3,,1.9,,1.60,0.30,,,,1.5,0.00,1.60,
02-07-2010,11,,,,,,,,,,0.40,,,,1.50,,1.5,0.60,0.9,,,0.60,,0.50,,0.60,,,1.4,1.4,,1.4,,1.70,0.30,,,,1.6,0.10,1.20,
02-07-2010,12,,,,,,,,,,0.40,,,,1.50,,1.2,0.50,0.7,,,,,0.30,,0.20,,,1.1,0.8,,1.9,,1.70,0.40,,,,1.3,0.00,0.70,
02-07-2010,13,,,,,,,,,,0.70,,,,1.30,,0.7,0.30,0.6,,,0.50,,0.10,,0.10,,,1.0,0.7,,1.3,,1.20,0.50,,,0.00,0.8,0.00,0.30,
02-07-2010,14,,,,,,,,,,0.60,,,,1.00,,0.7,0.30,0.5,,,0.50,,0.10,,0.10,,,1.0,0.6,,1.5,,1.00,0.20,,,0.00,0.8,0.00,0.40,
02-07-2010,15,,,,,,,,,,0.60,,,,0.90,,0.7,0.20,0.4,,,0.40,,0.00,,0.10,,,1.0,0.5,,1.1,,1.00,0.10,,,0.00,0.8,0.00,0.30,
02-07-2010,16,,,,,,,,,,0.50,,,,1.00,,0.7,0.20,0.4,,,0.40,,0.00,,0.10,,,0.9,0.7,,1.0,,,0.20,,,0.00,0.7,0.00,0.40,
02-07-2010,17,,,,,,,,,,0.50,,,,0.70,,0.8,0.30,0.8,,,0.50,,0.00,,0.40,,,1.0,0.7,,0.8,,1.10,0.30,,,0.00,0.9,0.00,0.60,
02-07-2010,18,,,,,,,,,,0.50,,,,0.80,,0.9,0.80,0.7,,,0.90,,0.20,,0.50,,,1.1,0.7,,1.0,,1.10,0.20,,,0.10,1.0,0.00,1.30,
02-07-2010,19,,,,,,,,,,0.50,,,,1.00,,1.0,1.20,0.9,,,0.90,,0.50,,0.90,,,1.5,0.7,,1.1,,1.30,0.40,,,0.20,1.1,0.00,0.90,
02-07-2010,20,,,,,,,,,,0.50,,,,0.70,,1.1,0.70,0.7,,,0.80,,0.40,,0.50,,,1.8,0.8,,2.3,,1.40,0.50,,,0.20,1.2,0.00,0.80,
02-07-2010,21,,,,,,,,,,0.40,,,,0.80,,1.3,0.90,0.8,,,1.30,,0.30,,0.60,,,1.7,0.7,,2.3,,1.30,0.40,,,0.30,1.3,0.10,0.80,
02-07-2010,22,,,,,,,,,,0.40,,,,0.70,,1.1,0.80,0.6,,,1.10,,0.20,,0.60,,,1.5,0.7,,1.8,,1.00,0.30,,,0.30,1.1,0.00,0.60,
02-07-2010,23,,,,,,,,,,0.40,,,,,,0.8,0.40,0.4,,,0.80,,0.30,,0.50,,,1.5,0.3,,1.6,,0.70,0.30,,,0.50,1.0,0.00,0.80,
02-07-2010,24,,,,,,,,,,0.40,,,,,,0.8,0.20,0.3,,,0.60,,0.30,,0.50,,,1.2,0.3,,1.3,,0.70,0.30,,,0.20,0.9,0.00,0.70,
03-07-2010,1,,,,,,,,,,0.30,,,,,,0.8,0.30,0.4,,,0.60,,0.30,,0.60,,,1.5,0.4,,1.4,,0.80,0.30,,,0.30,0.8,0.00,0.70,
03-07-2010,2,,,,,,,,,,0.20,,,,0.80,,0.8,0.40,0.4,,,0.70,,0.40,,0.50,,,1.6,0.4,,1.4,,0.90,0.50,,,0.10,0.8,0.00,0.70,
03-07-2010,3,,,,,,,,,,0.20,,,,0.90,,0.9,0.30,0.3,,,0.60,,0.30,,0.30,,,1.8,0.5,,1.7,,1.10,0.40,,,0.00,1.0,0.00,0.60,
03-07-2010,4,,,,,,,,,,0.20,,,,1.00,,1.3,0.90,0.3,,,0.50,,0.30,,0.30,,,1.2,0.7,,0.9,,0.80,0.40,,,0.00,1.2,0.00,0.30,
03-07-2010,5,,,,,,,,,,0.30,,,,1.40,,1.5,1.20,0.6,,,0.80,,0.30,,0.40,,,1.1,0.7,,0.9,,1.10,0.40,,,0.20,1.2,0.00,0.50,
03-07-2010,6,,,,,,,,,,0.40,,,,1.40,,1.8,0.90,0.7,,,1.40,,0.40,,0.40,,,1.3,1.0,,1.2,,1.30,1.20,,,0.50,1.7,0.20,2.20,
03-07-2010,7,,,,,,,,,,0.70,,,,2.10,,1.9,0.90,1.2,,,1.80,,0.50,,0.70,,,1.6,1.6,,1.4,,2.20,1.30,,,1.40,2.3,0.60,2.00,
03-07-2010,8,,,,,,,,,,0.60,,,,1.60,,1.8,0.90,1.4,,,1.70,,0.60,,,,,1.7,1.4,,1.6,,2.10,1.30,,,1.30,2.2,0.60,1.90,
03-07-2010,9,,,,,,,,,,0.40,,,,1.40,,1.8,0.90,1.4,,,1.70,,0.40,,0.50,,,1.5,1.9,,1.3,,2.30,1.10,,,1.10,1.5,0.10,1.10,
03-07-2010,10,,,,,,,,,,0.40,,,,1.20,,1.7,0.80,1.3,,,1.90,,0.50,,0.50,,,1.5,1.7,,1.2,,1.70,0.70,,,0.80,1.4,0.00,1.10,
03-07-2010,11,,,,,,,,,,0.40,,,,0.90,,1.4,0.60,1.3,,,1.30,,0.30,,0.50,,,1.5,1.2,,1.3,,1.20,0.60,,,0.30,1.3,0.00,1.00,
03-07-2010,12,,,,,,,,,,0.40,,,,1.20,,1.6,0.40,0.9,,,0.90,,0.20,,0.20,,,1.1,1.1,,0.9,,1.20,0.50,,,0.00,1.2,0.00,1.00,
03-07-2010,13,,,,,,,,,,,,,,0.80,,1.0,0.30,1.2,,,0.50,,0.00,,0.30,,,,0.4,,0.6,,1.20,0.60,,,0.00,1.2,0.00,0.70,
03-07-2010,14,,,,,,,,,,0.30,,,,0.70,,0.7,0.30,0.8,,,0.60,,0.00,,0.30,,,0.9,0.3,,0.6,,0.90,0.30,,,0.00,0.9,0.10,0.70,
03-07-2010,15,,,,,,,,,,0.30,,,,0.70,,0.8,0.30,0.5,,,1.20,,0.00,,0.50,,,1.0,0.3,,0.9,,0.90,0.40,,,0.00,0.9,0.10,0.80,
03-07-2010,16,,,,,,,,,,0.30,,,,0.70,,0.8,0.40,0.4,,,1.20,,0.20,,0.40,,,1.2,0.5,,1.7,,1.00,0.40,,,0.00,1.0,0.00,0.70,
03-07-2010,17,,,,,,,,,,0.30,,,,0.80,,0.9,0.50,0.4,,,1.20,,0.20,,0.70,,,1.3,0.5,,2.0,,0.90,0.30,,,0.10,0.9,0.00,0.90,
03-07-2010,18,,,,,,,,,,0.50,,,,1.00,,1.1,0.80,0.8,,,0.90,,0.30,,0.60,,,1.5,0.7,,2.1,,1.10,0.30,,,0.30,1.0,0.00,1.00,
03-07-2010,19,,,,,,,,,,0.80,,,,0.90,,1.1,0.80,0.9,,,0.90,,0.40,,0.60,,,1.5,0.8,,2.0,,1.00,0.30,,,0.20,1.0,0.00,1.10,
03-07-2010,20,,,,,,,,,,0.80,,,,0.90,,1.3,0.80,0.9,,,0.80,,0.60,,0.70,,,1.6,0.6,,1.8,,0.90,0.40,,,0.10,1.0,0.00,0.90,
03-07-2010,21,,,,,,,,,,0.60,,,,1.10,,1.5,0.90,1.0,,,1.00,,0.40,,0.70,,,1.6,0.8,,2.0,,1.10,0.40,,,0.40,0.9,0.00,1.10,
03-07-2010,22,,,,,,,,,,0.60,,,,1.40,,1.2,0.90,0.7,,,1.10,,0.50,,1.10,,,1.8,0.9,,2.9,,1.40,0.50,,,0.50,1.0,0.00,1.10,
03-07-2010,23,,,,,,,,,,0.60,,,,1.20,,1.3,0.90,0.8,,,1.00,,0.60,,0.90,,,1.9,0.9,,2.0,,1.30,0.80,,,0.50,1.2,0.00,1.10,
03-07-2010,24,,,,,,,,,,0.40,,,,1.60,,1.5,1.10,0.9,,,1.00,,0.50,,0.80,,,1.9,1.0,,1.5,,1.40,0.80,,,0.70,1.4,0.00,1.00,
04-07-2010,1,,,,,,,,,,0.30,,,,1.60,,1.4,1.00,0.7,,,1.10,,0.40,,0.70,,,1.4,1.0,,1.3,,1.30,1.00,,,0.50,1.4,0.10,0.80,
04-07-2010,2,,,,,,,,,,0.30,,,,1.70,,1.3,0.70,0.7,,,0.90,,0.30,,0.60,,,1.2,1.0,,0.9,,1.50,0.80,,,0.20,1.4,0.00,1.00,
04-07-2010,3,,,,,,,,,,0.20,,,,1.50,,1.1,0.40,0.7,,,0.90,,0.10,,0.60,,,1.3,1.0,,0.9,,1.30,0.90,,,0.10,1.0,0.00,0.30,
04-07-2010,4,,,,,,,,,,0.20,,,,1.50,,1.0,0.50,0.5,,,0.90,,0.20,,0.70,,,1.2,1.2,,1.0,,1.40,0.60,,,0.10,0.9,0.00,0.60,
04-07-2010,5,,,,,,,,,,0.20,,,,1.30,,1.1,0.60,0.5,,,1.10,,0.30,,0.70,,,1.5,1.0,,1.0,,1.40,0.70,,,0.30,1.3,0.00,0.70,
04-07-2010,6,,,,,,,,,,0.50,,,,1.20,,1.7,0.60,0.7,,,1.30,,0.30,,0.70,,,1.2,1.0,,0.7,,1.40,0.70,,,0.20,1.4,0.00,1.20,
04-07-2010,7,,,,,,,,,,0.60,,,,,,2.0,0.80,1.1,,,1.90,,0.50,,0.80,,,1.7,1.6,,1.1,,1.40,0.70,,,0.40,1.5,0.00,1.90,
04-07-2010,8,,,,,,,,,,0.60,,,,,,1.8,1.00,1.1,,,1.50,,0.60,,1.00,,,2.0,1.4,,1.5,,1.50,0.90,,,0.60,1.5,0.20,1.00,
