Fecha,Hora,ACO,AJU,ATI,AZC,CAM,CCA,CES,MON,CHO,COY,CUA,CUT,FAC,HGM,IZT,LAG,LLA,LPR,MER,NEZ,PED,PLA,SAG,SFE,SJA,SUR,TAC,TAH,TAX,TEC,TLA,TLI,TPN,UAX,UIZ,VIF,XAL,
01-11-2010,1,1,,,1,,,0,16,3,1,,,2,,0,0,,,0,,5,3,7,,,3,,6,1,,1,,14,,1,,3,
01-11-2010,2,1,,,1,,,0,11,1,0,,,2,,0,1,,,0,,6,2,4,,,2,,12,1,,1,,14,,1,,3,
01-11-2010,3,1,,,3,,,2,4,1,2,,,3,,0,1,,,0,,3,0,2,,,7,,9,3,,1,,13,,2,,3,
01-11-2010,4,0,,,2,,,5,3,0,4,,,2,,0,1,,,,,7,0,2,,,7,,11,7,,,,8,,3,,3,
01-11-2010,5,0,,,,,,4,1,1,7,,,3,,0,1,,,0,,9,0,2,,,7,,5,9,,1,,9,,2,,3,
01-11-2010,6,0,,,,,,1,1,1,3,,,1,,0,1,,,0,,7,0,2,,,4,,2,4,,1,,10,,2,,3,
01-11-2010,7,0,,,1,,,0,1,1,2,,,1,,0,1,,,0,,0,0,2,,,2,,1,1,,1,,11,,1,,3,
01-11-2010,8,1,,,1,,,1,2,,4,,,1,,1,3,,,1,,2,0,3,,,4,,7,3,,2,,12,,3,,4,
01-11-2010,9,7,,,5,,,6,10,7,10,,,5,,9,6,,,4,,7,7,7,,,13,,17,11,,8,,13,,9,,9,
01-11-2010,10,16,,,16,,,18,27,23,20,,,17,,25,13,,,13,,20,13,20,,,25,,31,26,,19,,23,,20,,25,
01-11-2010,11,24,,,37,,,40,43,48,38,,,37,,44,28,,,29,,43,33,38,,,43,,51,32,,32,,43,,45,,45,
01-11-2010,12,36,,,51,,,67,60,,59,,,54,,68,48,,,48,,52,54,64,,,60,,59,47,,43,,56,,65,,58,
01-11-2010,13,51,,,56,,,78,58,89,77,,,57,,73,60,,,64,,65,66,65,,,69,,84,64,,45,,64,,69,,69,
01-11-2010,14,51,,,58,,,66,77,84,90,,,61,,,87,,,91,,81,73,66,,,91,,84,62,,54,,79,,81,,50,
01-11-2010,15,50,,,63,,,95,84,72,100,,,77,,108,78,,,86,,83,70,62,,,106,,88,79,,60,,92,,107,,44,
01-11-2010,16,45,,,68,,,84,79,55,99,,,67,,78,59,,,63,,85,75,67,,,105,,80,71,,62,,97,,86,,47,
01-11-2010,17,41,,,61,,,42,65,38,62,,,58,,63,49,,,56,,55,53,55,,,71,,58,36,,52,,71,,70,,39,
01-11-2010,18,35,,,38,,,10,57,49,37,,,39,,32,24,,,28,,31,29,46,,,39,,48,32,,35,,39,,44,,30,
01-11-2010,19,22,,,15,,,12,39,38,30,,,17,,22,15,,,23,,29,14,21,,,40,,45,26,,10,,27,,36,,15,
01-11-2010,20,15,,,12,,,7,27,22,20,,,7,,14,9,,,12,,27,13,11,,,27,,35,15,,8,,20,,16,,8,
01-11-2010,21,13,,,2,,,7,20,9,9,,,6,,9,2,,,6,,6,5,11,,,16,,35,7,,4,,19,,14,,6,
01-11-2010,22,8,,,2,,,3,16,4,3,,,7,,4,2,,,2,,2,2,7,,,4,,19,4,,2,,8,,8,,6,
01-11-2010,23,8,,,1,,,0,15,6,2,,,3,,0,1,,,0,,2,2,3,,,2,,8,1,,1,,9,,1,,4,
01-11-2010,24,3,,,2,,,0,2,1,2,,,4,,0,1,,,0,,2,1,3,,,2,,2,1,,1,,16,,1,,3,
02-11-2010,1,1,,,4,,,0,1,1,2,,,4,,0,1,,,0,,12,4,2,,,1,,9,1,,1,,12,,1,,3,
02-11-2010,2,0,,,1,,,0,4,1,4,,,5,,0,1,,,0,,16,5,2,,,1,,1,3,,1,,13,,1,,2,
02-11-2010,3,0,,,1,,,0,2,2,11,,,8,,0,1,,,0,,15,9,2,,,2,,2,1,,3,,17,,1,,3,
02-11-2010,4,0,,,1,,,2,1,1,3,,,5,,0,1,,,0,,12,7,2,,,2,,6,2,,2,,14,,2,,3,
02-11-2010,5,0,,,1,,,0,1,1,2,,,7,,0,1,,,0,,16,6,2,,,2,,6,1,,5,,13,,1,,3,
02-11-2010,6,0,,,1,,,0,1,1,2,,,5,,0,1,,,0,,13,3,3,,,1,,2,3,,1,,14,,1,,3,
02-11-2010,7,0,,,1,,,0,1,1,2,,,2,,0,1,,,0,,7,1,2,,,2,,3,2,,1,,13,,1,,3,
02-11-2010,8,1,,,2,,,1,2,1,4,,,3,,1,2,,,2,,4,2,3,,,3,,4,2,,2,,10,,3,,5,
02-11-2010,9,8,,,7,,,6,11,5,12,,,6,,6,5,,,6,,12,7,7,,,12,,17,8,,5,,17,,10,,9,
02-11-2010,10,19,,,16,,,19,31,26,28,,,15,,28,18,,,22,,29,22,23,,,31,,34,22,,12,,32,,27,,24,
