Fecha,Hora,ACO,AJM,AJU,ARA,ATI,AZC,BJU,CAM,CCA,CES,MON,CHO,COY,CUA,CUT,FAC,FAR,GAM,HGM,INN,IZT,LAG,LLA,LPR,LVI,MER,MGH,MPA,NEZ,PED,PLA,SAC,SAG,SFE,SJA,SUR,TAC,TAH,TAX,TEC,TLA,TLI,TPN,UAX,UIZ,VAL,VIF,XAL,
01-01-2016,1,,26,0,,,,,21,,,,2,0,,17,14,,0,28,,11,,18,,,27,23,,8,15,,,10,,,0,,,,0,52,,0,8,9,,,22,
01-01-2016,2,,24,0,,,,,18,,,,4,0,,29,13,,0,11,,17,,84,,,11,19,,10,13,,,35,,,0,,,,0,36,,0,5,12,,,19,
01-01-2016,3,,17,0,,,,,56,,,,7,0,,15,9,,0,24,,17,,98,,,38,15,,38,11,,,83,,,0,,,,0,55,,0,5,11,,,39,
01-01-2016,4,,14,0,,,,,49,,,,3,0,,6,7,,0,38,,32,,117,,,59,15,,54,9,,,82,,,0,,,,0,56,,0,10,43,,,73,
01-01-2016,5,,11,0,,,,,37,,,,2,0,,3,6,,0,52,,71,,81,,,80,14,,51,8,,,62,,,0,,,,0,80,,0,28,48,,,66,
01-01-2016,6,,9,0,,,,,41,,,,3,0,,6,4,,0,60,,52,,47,,,38,18,,21,23,,,52,,,0,,,,0,78,,0,29,41,,,73,
01-01-2016,7,,7,0,,,,,66,,,,2,0,,9,3,,0,43,,41,,13,,,25,18,,20,17,,,21,,,0,,,,0,53,,0,27,26,,,47,
01-01-2016,8,,9,0,,,,,52,,,,3,0,,10,2,,0,45,,31,,16,,,24,13,,16,12,,,13,,,0,,,,0,32,,0,24,19,,,20,
01-01-2016,9,,19,0,,,,,50,,,,2,0,,11,8,,0,32,,24,,23,,,19,32,,10,29,,,21,,,0,,,,0,22,,0,26,28,,,19,
01-01-2016,10,,33,0,,,,,37,,,,6,0,,20,16,,0,27,,24,,40,,,21,39,,7,37,,,40,,,0,,,,0,29,,0,20,28,,,23,
01-01-2016,11,,30,0,,,,,35,,,,15,0,,45,14,,0,30,,29,,47,,,31,32,,18,34,,,44,,,0,,,,0,35,,0,24,21,,,33,
01-01-2016,12,,25,0,,,,,34,,,,17,0,,56,18,,0,31,,30,,37,,,32,25,,35,29,,,35,,,0,,,,0,39,,0,29,36,,,37,
01-01-2016,13,,19,0,,,,,21,,,,15,0,,65,18,,0,21,,25,,31,,,29,15,,24,20,,,29,,,0,,,,0,28,,0,20,27,,,34,
01-01-2016,14,,17,0,,,,,13,,,,8,0,,28,11,,0,19,,16,,15,,,20,13,,14,18,,,12,,,0,,,,0,15,,0,13,15,,,14,
01-01-2016,15,,14,0,,,,,14,,,,8,0,,22,10,,0,15,,11,,11,,,13,15,,12,15,,,8,,,0,,,,0,14,,0,10,11,,,9,
01-01-2016,16,,11,0,,,,,12,,,,3,0,,49,11,,0,10,,11,,9,,,10,10,,10,10,,,7,,,0,,,,0,14,,0,8,10,,,9,
01-01-2016,17,,5,0,,,,,8,,,,1,0,,37,10,,0,9,,10,,8,,,8,8,,7,8,,,7,,,0,,,,0,14,,0,6,8,,,8,
01-01-2016,18,,3,0,,,,,8,,,,1,0,,13,21,,0,7,,7,,10,,,7,7,,2,4,,,7,,,0,,,,0,33,,0,3,4,,,8,
01-01-2016,19,,3,0,,,,,12,,,,2,0,,5,27,,0,3,,3,,6,,,3,6,,1,3,,,6,,,0,,,,0,15,,0,2,2,,,7,
01-01-2016,20,,18,0,,,,,7,,,,2,0,,6,69,,0,7,,4,,4,,,5,19,,2,25,,,4,,,0,,,,0,7,,0,2,3,,,5,
01-01-2016,21,,38,0,,,,,8,,,,2,0,,22,33,,0,12,,7,,3,,,6,32,,2,39,,,3,,,0,,,,0,19,,0,9,5,,,5,
01-01-2016,22,,22,0,,,,,28,,,,2,0,,14,18,,0,26,,23,,6,,,20,18,,2,18,,,3,,,0,,,,0,29,,0,21,9,,,4,
01-01-2016,23,,12,0,,,,,31,,,,2,0,,11,13,,0,25,,26,,7,,,31,13,,5,15,,,3,,,0,,,,0,35,,0,22,20,,,8,
01-01-2016,24,,12,0,,,,,22,,,,1,0,,10,14,,0,28,,27,,9,,,22,12,,13,14,,,6,,,0,,,,0,28,,0,23,24,,,10,
02-01-2016,1,,12,0,,,,,22,,,,1,0,,12,9,,0,25,,25,,8,,,23,11,,5,13,,,6,,,0,,,,0,21,,0,22,22,,,10,
02-01-2016,2,,11,0,,,,,18,,,,1,0,,9,8,,0,20,,21,,7,,,22,9,,3,11,,,4,,,0,,,,0,16,,0,14,9,,,7,
02-01-2016,3,,11,0,,,,,13,,,,1,0,,9,8,,0,15,,9,,3,,,8,8,,2,11,,,2,,,0,,,,0,12,,0,5,5,,,5,
02-01-2016,4,,9,0,,,,,8,,,,1,0,,11,12,,0,8,,4,,2,,,5,10,,1,9,,,2,,,0,,,,0,9,,0,3,4,,,3,
02-01-2016,5,,6,0,,,,,5,,,,1,0,,7,9,,0,4,,3,,2,,,3,8,,1,6,,,2,,,0,,,,0,6,,0,2,3,,,3,
02-01-2016,6,,4,0,,,,,4,,,,1,0,,4,6,,0,4,,2,,2,,,3,4,,1,4,,,1,,,0,,,,0,5,,0,2,3,,,3,
02-01-2016,7,,,0,,,,,4,,,,1,0,,5,4,,0,4,,2,,2,,,3,4,,1,3,,,2,,,0,,,,0,7,,0,1,2,,,3,
02-01-2016,8,,4,0,,,,,4,,,,2,0,,5,3,,0,4,,3,,2,,,3,4,,1,3,,,2,,,0,,,,0,5,,0,1,3,,,6,
02-01-2016,9,,4,0,,,,,5,,,,2,0,,7,4,,0,5,,3,,3,,,4,4,,2,3,,,2,,,0,,,,0,5,,0,2,3,,,5,
02-01-2016,10,,5,0,,,,,5,,,,2,0,,6,5,,0,5,,4,,4,,,5,4,,3,3,,,4,,,0,,,,0,5,,0,2,4,,,6,
02-01-2016,11,,4,0,,,,,4,,,,3,0,,4,4,,0,4,,3,,4,,,5,4,,3,2,,,4,,,0,,,,0,4,,0,3,5,,,6,
02-01-2016,12,,4,0,,,,,4,,,,3,0,,4,3,,0,4,,3,,4,,,4,3,,3,2,,,3,,,0,,,,0,4,,0,2,4,,,5,
02-01-2016,13,,3,0,,,,,4,,,,2,0,,4,3,,0,4,,4,,3,,,3,3,,2,2,,,3,,,0,,,,0,3,,0,2,3,,,4,
02-01-2016,14,,3,0,,,,,3,,,,1,0,,3,2,,0,4,,3,,3,,,3,2,,2,2,,,2,,,0,,,,0,4,,0,1,2,,,4,
02-01-2016,15,,3,0,,,,,3,,,,1,0,,2,2,,0,3,,2,,2,,,3,2,,1,2,,,1,,,0,,,,0,2,,0,1,2,,,3,
02-01-2016,16,,3,0,,,,,3,,,,1,0,,2,2,,0,3,,2,,2,,,2,2,,1,2,,,1,,,0,,,,0,2,,0,1,2,,,3,
02-01-2016,17,,3,0,,,,,3,,,,2,0,,2,2,,0,4,,2,,2,,,2,2,,1,2,,,1,,,0,,,,0,3,,0,1,2,,,3,
02-01-2016,18,,2,0,,,,,3,,,,1,0,,2,2,,0,3,,2,,2,,,2,3,,1,2,,,1,,,0,,,,0,3,,0,1,2,,,2,
02-01-2016,19,,2,0,,,,,3,,,,1,0,,2,2,,0,2,,2,,2,,,2,2,,1,2,,,1,,,0,,,,0,2,,0,1,2,,,3,
02-01-2016,20,,2,0,,,,,3,,,,2,0,,5,2,,0,3,,2,,2,,,2,2,,1,2,,,1,,,0,,,,0,2,,0,1,2,,,3,
02-01-2016,21,,2,0,,,,,3,,,,2,0,,47,4,,0,3,,2,,2,,,3,2,,2,2,,,2,,,0,,,,0,3,,0,1,2,,,3,
02-01-2016,22,,2,0,,,,,19,,,,2,0,,35,28,,0,4,,3,,42,,,5,2,,1,2,,,2,,,0,,,,0,25,,0,1,2,,,3,
02-01-2016,23,,2,0,,,,,21,,,,1,0,,29,11,,0,26,,15,,36,,,27,7,,1,2,,,3,,,0,,,,0,18,,0,1,2,,,3,
02-01-2016,24,,2,0,,,,,19,,,,1,0,,37,7,,0,21,,16,,18,,,15,12,,2,2,,,11,,,0,,,,0,9,,0,1,2,,,24,
03-01-2016,1,,2,0,,,,,18,,,,1,0,,38,5,,0,19,,4,,30,,,4,9,,1,2,,,15,,,0,,,,0,15,,0,1,2,,,17,
03-01-2016,2,,3,0,,,,,18,,,,1,0,,66,4,,0,10,,3,,63,,,10,7,,3,2,,,37,,,0,,,,0,25,,0,1,2,,,14,
03-01-2016,3,,7,0,,,,,33,,,,1,0,,39,4,,0,18,,4,,87,,,19,7,,18,2,,,67,,,0,,,,0,29,,0,1,3,,,18,
03-01-2016,4,,9,0,,,,,28,,,,1,0,,24,3,,0,21,,9,,94,,,23,6,,47,2,,,68,,,0,,,,0,35,,0,1,15,,,22,
03-01-2016,5,,8,0,,,,,14,,,,1,0,,24,2,,0,22,,18,,85,,,27,5,,36,2,,,76,,,0,,,,0,87,,0,1,32,,,38,
03-01-2016,6,,6,0,,,,,21,,,,1,0,,18,2,,0,26,,29,,60,,,37,4,,26,2,,,58,,,0,,,,0,65,,0,1,26,,,48,
03-01-2016,7,,6,0,,,,,20,,,,2,0,,9,2,,0,36,,32,,73,,,42,4,,11,2,,,30,,,0,,,,0,65,,0,1,22,,,52,
03-01-2016,8,,6,0,,,,,36,,,,2,0,,7,3,,0,41,,25,,80,,,35,14,,17,4,,,55,,,0,,,,0,63,,0,1,22,,,46,
03-01-2016,9,,12,0,,,,,49,,,,3,0,,25,10,,0,43,,39,,55,,,42,21,,58,16,,,63,,,0,,,,0,35,,0,6,69,,,47,
03-01-2016,10,,19,0,,,,,25,,,,3,0,,32,23,,0,44,,37,,82,,,39,22,,77,23,,,94,,,0,,,,0,29,,0,38,72,,,48,
03-01-2016,11,,14,0,,,,,17,,,,5,0,,18,13,,0,27,,30,,89,,,34,22,,69,23,,,88,,,0,,,,0,19,,0,34,44,,,53,
03-01-2016,12,,13,0,,,,,12,,,,6,0,,9,10,,0,21,,25,,62,,,27,14,,32,20,,,49,,,0,,,,0,9,,0,27,37,,,57,
03-01-2016,13,,14,0,,,,,8,,,,7,0,,3,6,,0,15,,17,,20,,,19,10,,15,20,,,33,,,0,,,,0,5,,0,23,17,,,39,
03-01-2016,14,,15,0,,,,,10,,,,6,0,,14,4,,0,14,,14,,9,,,19,9,,13,14,,,15,,,0,,,,0,4,,0,15,13,,,22,
03-01-2016,15,,12,0,,,,,10,,,,5,0,,18,3,,0,18,,12,,7,,,18,10,,10,13,,,10,,,0,,,,0,5,,0,11,11,,,15,
03-01-2016,16,,10,0,,,,,4,,,,3,0,,13,3,,0,11,,9,,6,,,11,10,,8,11,,,8,,,0,,,,0,9,,0,8,8,,,10,
03-01-2016,17,,9,0,,,,,10,,,,2,0,,7,11,,0,11,,8,,12,,,10,10,,6,10,,,11,,,0,,,,0,14,,0,7,7,,,13,
03-01-2016,18,,10,0,,,,,9,,,,2,0,,3,11,,0,12,,11,,7,,,12,11,,11,11,,,8,,,0,,,,0,12,,0,5,10,,,11,
03-01-2016,19,,11,0,,,,,7,,,,1,0,,3,5,,0,11,,9,,3,,,9,10,,6,11,,,3,,,0,,,,0,5,,0,9,9,,,7,
03-01-2016,20,,9,0,,,,,3,,,,2,0,,2,16,,0,6,,5,,3,,,5,9,,3,8,,,3,,,0,,,,0,4,,0,4,3,,,4,
03-01-2016,21,,11,0,,,,,2,,,,1,0,,2,25,,0,4,,3,,3,,,3,12,,2,17,,,3,,,0,,,,0,5,,0,2,3,,,4,
03-01-2016,22,,13,0,,,,,4,,,,1,0,,3,23,,0,5,,2,,3,,,4,21,,2,17,,,3,,,0,,,,0,3,,0,1,3,,,4,
03-01-2016,23,,9,0,,,,,7,,,,1,0,,20,14,,0,7,,4,,2,,,6,13,,2,9,,,3,,,0,,,,0,10,,0,8,4,,,4,
03-01-2016,24,,8,0,,,,,13,,,,1,0,,9,11,,0,10,,8,,6,,,10,10,,4,7,,,3,,,0,,,,0,38,,0,8,6,,,5,
04-01-2016,1,,8,0,,,,,41,,,,1,0,,4,11,,0,22,,15,,12,,,27,10,,7,6,,,5,,,0,,,,0,40,,0,7,10,,,5,
04-01-2016,2,,7,0,,,,,29,,,,2,0,,5,19,,0,30,,26,,25,,,27,18,,7,6,,,14,,,0,,,,0,16,,0,7,17,,,6,
04-01-2016,3,,6,0,,,,,14,,,,3,0,,5,11,,0,19,,19,,57,,,19,24,,21,6,,,35,,,0,,,,0,11,,0,4,9,,,11,
04-01-2016,4,,7,0,,,,,13,,,,2,0,,7,6,,0,17,,18,,70,,,19,18,,54,4,,,49,,,0,,,,0,14,,0,9,20,,,20,
04-01-2016,5,,8,0,,,,,12,,,,2,0,,5,4,,0,20,,38,,40,,,41,13,,56,4,,,34,,,0,,,,0,16,,0,11,38,,,25,
04-01-2016,6,,8,0,,,,,13,,,,3,0,,7,3,,0,34,,45,,40,,,36,10,,21,3,,,28,,,0,,,,0,24,,0,21,28,,,28,
04-01-2016,7,,8,0,,,,,17,,,,3,0,,12,4,,0,25,,22,,41,,,23,7,,17,4,,,32,,,0,,,,0,22,,0,20,14,,,26,
04-01-2016,8,,8,0,,,,,21,,,,3,0,,8,3,,0,16,,14,,29,,,26,6,,12,13,,,27,,,0,,,,0,24,,0,13,10,,,30,
