Fecha,Hora,ACO,AJM,AJU,ARA,ATI,AZC,BJU,CAM,CCA,CES,MON,CHO,COY,CUA,CUT,FAC,FAR,GAM,HGM,INN,IZT,LAG,LLA,LPR,LVI,MER,MGH,MPA,NEZ,PED,PLA,SAC,SAG,SFE,SJA,SUR,TAC,TAH,TAX,TEC,TLA,TLI,TPN,UAX,UIZ,VAL,VIF,XAL,
01-12-2016,1,0,1,0,,10,,6,4,2,,1,4,0,4,2,4,,0,3,1,,,3,2,,5,3,1,2,2,,,4,3,1,0,,2,,0,4,9,0,,,,2,4,
01-12-2016,2,0,1,0,,7,,3,3,2,,1,3,0,2,1,4,,0,2,1,,,3,2,,4,2,1,1,2,,,4,2,1,0,,2,,0,8,12,0,,,,1,4,
01-12-2016,3,1,1,0,,7,,3,3,2,,2,1,0,1,1,3,,0,2,1,,,2,2,,4,2,2,1,2,,,3,1,0,0,,2,,0,9,9,0,,,,1,3,
01-12-2016,4,1,1,0,,7,,2,3,1,,1,2,0,1,1,2,,0,1,1,,,2,2,,3,2,1,1,1,,,3,1,0,0,,2,,0,7,6,0,,,,1,5,
01-12-2016,5,1,1,0,,4,,2,4,1,,1,2,0,1,1,1,,0,1,1,,,2,2,,3,2,1,1,1,,,4,1,0,0,,1,,0,4,6,0,,,,2,5,
01-12-2016,6,1,1,0,,3,,2,3,1,,2,2,0,1,1,1,,0,1,1,,,3,2,,4,2,1,1,2,,,5,1,0,0,,1,,0,3,4,0,,,,2,7,
01-12-2016,7,1,1,0,,3,,3,5,1,,3,1,0,2,2,4,,0,1,1,,,5,2,,5,4,1,1,2,,,8,1,1,0,,2,,0,6,4,0,,,,3,10,
01-12-2016,8,2,1,0,,3,,4,7,3,,3,2,0,2,3,5,,0,2,1,,,5,2,,7,3,1,2,3,,,10,2,2,0,,2,,0,5,5,0,,,,4,9,
01-12-2016,9,1,1,0,,4,,3,5,3,,2,2,0,2,3,6,,0,2,1,,,6,3,,5,3,1,2,3,,,10,1,2,0,,2,,0,6,6,0,,,,5,6,
01-12-2016,10,1,1,0,,4,,3,4,2,,1,2,0,1,5,5,,0,2,1,,,5,2,,4,2,1,2,2,,,8,1,3,0,,2,,0,5,7,0,,,,6,4,
01-12-2016,11,1,1,0,,3,,2,2,1,,,1,0,1,4,2,,0,1,1,,,3,2,,3,2,1,1,,,,6,1,1,0,,2,,0,2,5,0,,,,5,3,
01-12-2016,12,1,1,0,,2,,2,1,1,,,1,0,1,3,1,,0,1,1,,,2,2,,2,1,1,0,,,,3,1,1,0,,1,,0,1,3,0,,,,3,2,
