Fecha,Hora,ACO,AJM,AJU,ATI,AZC,BJU,CAM,CCA,CES,MON,CHO,COY,CUA,CUT,FAC,FAR,GAM,HGM,INN,IZT,LAG,LLA,LPR,MER,MGH,MPA,NEZ,PED,PLA,SAC,SAG,SFE,SJA,SUR,TAC,TAH,TAX,TEC,TLA,TLI,TPN,UAX,UIZ,VIF,XAL,
01-01-2020,1,,,,3,,2,3,1,,27,,,8,2,6,10,1,,21,6,,3,2,5,2,38,13,7,,8,9,19,,,,4,,,2,4,,13,5,3,,
01-01-2020,2,,,,1,,1,4,1,,29,,,9,2,3,6,1,,24,3,,4,2,3,2,38,16,5,,18,4,15,,,,6,,,5,4,,9,4,3,,
01-01-2020,3,,,,1,,1,4,1,,23,,,15,3,3,5,1,,24,1,,3,2,3,2,32,12,1,,18,6,21,,,,6,,,2,5,,11,4,5,,
01-01-2020,4,,,,1,,3,4,1,,21,,,6,3,2,12,1,,26,1,,3,2,2,2,32,12,1,,23,8,17,,,,9,,,2,8,,14,11,4,,
01-01-2020,5,,,,0,,2,5,1,,22,,,16,2,2,5,1,,24,2,,3,2,3,2,31,7,2,,22,5,17,,,,9,,,2,7,,11,10,5,,
01-01-2020,6,,,,0,,1,4,1,,20,,,20,2,1,2,1,,23,1,,5,2,3,3,29,2,2,,19,3,16,,,,11,,,2,6,,12,8,5,,
01-01-2020,7,,,,0,,2,4,2,,18,,,20,1,2,3,1,,24,1,,6,2,3,3,26,6,3,,11,4,14,,,,11,,,1,3,,14,5,5,,
01-01-2020,8,,,,1,,2,4,2,,19,,,14,1,2,9,2,,25,1,,5,2,3,3,26,9,5,,13,6,11,,,,10,,,2,6,,13,3,4,,
01-01-2020,9,,,,8,,8,8,12,,22,,,19,2,8,15,10,,25,6,,6,6,7,12,28,16,14,,17,15,16,,,,16,,,9,12,,18,12,6,,
01-01-2020,10,,,,19,,24,23,30,,25,,,23,27,26,25,27,,24,22,,18,15,29,26,31,24,29,,23,24,30,,,,28,,,24,23,,26,21,26,,
01-01-2020,11,,,,31,,30,35,41,,26,,,35,59,35,30,31,,24,23,,25,20,31,31,35,29,45,,26,27,43,,,,30,,,33,32,,27,24,31,,
01-01-2020,12,,,,35,,30,30,33,,28,,,42,41,39,31,32,,26,24,,28,20,30,33,33,30,44,,26,27,49,,,,29,,,30,33,,28,24,30,,
01-01-2020,13,,,,27,,27,33,40,,28,,,27,37,31,32,30,,27,24,,28,20,30,34,34,30,43,,27,27,48,,,,30,,,31,34,,31,23,30,,
01-01-2020,14,,,,19,,30,35,35,,29,,,18,37,23,33,30,,28,28,,29,24,33,30,34,32,43,,29,28,23,,,,33,,,25,37,,35,24,29,,
01-01-2020,15,,,,21,,34,37,30,,32,,,22,30,25,35,34,,28,31,,32,22,36,31,37,35,32,,31,30,25,,,,36,,,22,28,,41,28,30,,
01-01-2020,16,,,,22,,33,38,30,,33,,,22,30,25,36,36,,28,,,33,21,37,29,33,34,28,,32,30,28,,,,33,,,23,28,,39,30,32,,
01-01-2020,17,,,,22,,31,33,27,,32,,,22,26,23,34,34,,26,,,31,21,33,25,34,33,28,,31,29,29,,,,34,,,22,27,,36,27,30,,
01-01-2020,18,,,,19,,27,31,24,,29,,,18,23,21,30,29,,24,,,27,20,30,19,37,31,24,,29,25,24,,,,35,,,20,24,,35,27,25,,
01-01-2020,19,,,,14,,23,26,21,,26,,,15,17,17,28,25,,21,,,22,18,26,16,38,30,21,,29,20,22,,,,36,,,17,20,,34,26,20,,
01-01-2020,20,,,,13,,21,23,19,,25,,,15,15,16,24,24,,20,,,19,17,23,16,34,25,20,,26,17,18,,,,30,,,16,20,,30,24,17,,
01-01-2020,21,,,,13,,19,21,17,,24,,,16,12,14,20,19,,20,,,16,15,19,16,30,23,17,,21,14,19,,,,24,,,15,17,,27,20,14,,
01-01-2020,22,,,,15,,16,18,14,,24,,,15,12,16,17,15,,19,,,13,9,14,14,28,21,15,,20,10,20,,,,22,,,15,15,,22,17,10,,
01-01-2020,23,,,,14,,13,16,9,,22,,,13,9,14,14,15,,18,,,10,12,13,8,27,19,,,19,10,20,,,,18,,,13,14,,18,16,8,,
01-01-2020,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-01-2020,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-01-2020,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-01-2020,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-01-2020,4,,,19,12,,17,15,19,,16,,,16,14,5,15,,,18,14,,12,8,16,8,20,16,17,,16,,16,,,,19,,,9,15,,18,14,15,,
02-01-2020,5,,,18,11,,15,15,17,,14,,,15,13,5,15,,,17,14,,11,10,16,5,21,15,16,,16,,17,,,,17,,,6,14,,19,14,14,,
02-01-2020,6,,,20,1,,13,10,16,,13,,,16,10,15,11,,,18,12,,9,8,12,4,21,9,15,,16,,18,,,,16,,,7,11,,18,13,11,,
02-01-2020,7,,,20,0,,9,1,13,,10,,,15,3,9,9,,,19,8,,6,1,9,3,23,3,12,,14,,19,,,,17,,,5,12,,18,12,5,,
02-01-2020,8,,,21,1,,11,2,12,,11,,,15,1,11,8,,,19,8,,3,1,10,2,24,4,13,,15,,10,,,,17,,,6,15,,19,13,2,,
02-01-2020,9,,,21,9,,14,11,15,,15,,,18,7,16,13,14,,21,12,,7,3,16,6,24,12,18,,16,,15,,,,17,,,11,17,,20,15,6,,
02-01-2020,10,,,22,16,,18,16,18,,21,,,19,19,18,19,19,,22,15,,16,7,19,15,24,20,20,,20,,20,,,,21,,,14,17,,21,17,15,,
02-01-2020,11,,,23,18,,20,20,20,,22,,,18,23,20,22,22,,21,17,,19,10,22,18,24,22,21,,20,,21,,,,22,,,17,20,,22,18,20,,
02-01-2020,12,,,22,20,,19,24,20,,23,,,19,23,22,24,22,,22,18,,21,11,21,18,26,24,21,,21,,22,,,,24,,,21,24,,23,18,22,,
02-01-2020,13,,,23,20,,20,26,22,,25,,,20,22,24,21,20,,22,19,,21,13,20,20,29,24,22,,22,,22,,,,26,,,21,26,,23,18,23,,
02-01-2020,14,,,27,18,,18,26,22,,26,,,19,21,22,20,22,,21,19,,22,13,19,20,29,25,23,,22,,23,,,,28,,,20,25,,23,19,22,,
02-01-2020,15,,,25,21,,18,22,23,,26,,,18,23,22,19,19,,20,19,,18,12,19,19,31,24,23,,22,,22,,,,29,,,19,24,,23,19,,,
02-01-2020,16,,,23,23,,19,25,23,,25,,,22,24,24,18,19,,25,20,,18,14,18,20,29,23,25,,22,,25,,,,27,,,21,26,,23,19,22,,
02-01-2020,17,,,27,23,,22,27,27,,22,,,22,25,25,21,19,,26,21,,20,17,20,22,28,21,28,,20,,27,,,,26,,,22,27,,26,19,24,,
02-01-2020,18,,,30,26,,23,24,28,,20,,,24,23,22,19,17,,29,21,,14,10,21,19,31,21,30,,21,,28,,,,27,,,18,26,,26,20,23,,
02-01-2020,19,,,28,19,,21,22,28,,20,,,24,19,15,16,8,,29,11,,12,8,16,14,34,23,30,,25,,27,,,,27,,,17,20,,23,18,18,,
02-01-2020,20,,,28,17,,9,22,25,,21,,,22,17,16,11,7,,25,6,,6,15,12,16,33,21,26,,24,,24,,,,29,,,16,18,,24,14,10,,
02-01-2020,21,,,24,15,,11,22,24,,23,,,19,14,12,6,12,,22,13,,12,16,10,12,31,23,23,,22,,21,,,,27,,,15,17,,24,18,17,,
02-01-2020,22,,,20,15,,14,20,16,,22,,,17,6,12,13,6,,21,11,,11,14,7,15,29,15,15,,20,,22,,,,25,,,15,18,,22,14,17,,
