Fecha,Hora,ACO,AJM,AJU,ARA,ATI,AZC,BJU,CAM,CCA,CES,MON,CHO,COY,CUA,CUT,FAC,FAR,GAM,HGM,IMP,INN,IZT,LAG,LLA,LPR,MER,MGH,MPA,NEZ,PED,PLA,SAC,SAG,SFE,SJA,SUR,TAC,TAH,TAX,TEC,TLA,TLI,TPN,UAX,UIZ,VAL,VIF,XAL,
01-04-2018,1,,0.00,,,,,0.50,0.40,0.20,,0.20,0.60,,0.30,,0.40,,,0.40,,0.10,0.40,,0.20,0.10,0.40,0.20,,,0.20,,,0.40,0.20,,,,,,,0.40,0.60,,0.50,0.50,,0.50,0.30,
01-04-2018,2,,0.00,,,,,0.40,0.40,0.10,,0.50,0.50,,0.30,,0.30,,,0.40,,0.10,0.40,,0.40,0.10,0.40,0.20,,,0.20,,,0.40,0.20,,,,,,,0.40,0.50,,0.40,0.40,,0.50,0.10,
01-04-2018,3,,0.00,,,,,0.30,0.30,0.10,,0.50,0.30,,0.30,,0.20,,,0.40,,0.10,0.50,,0.50,0.40,0.50,0.10,,,0.10,,,0.60,0.10,,,,,,,0.20,0.50,,0.50,0.30,,0.50,0.50,
01-04-2018,4,,0.00,,,,,0.30,0.30,0.10,,0.40,0.40,,0.20,,0.20,,,0.30,,0.10,0.50,,0.50,0.50,0.40,0.20,,,0.10,,,0.80,0.10,,,,,,,0.30,0.50,,0.40,0.50,,0.40,0.60,
01-04-2018,5,,0.00,,,,,0.30,0.30,0.10,,0.30,0.40,,0.20,,0.20,,,0.50,,0.10,1.00,,0.60,0.80,0.70,0.30,,,0.10,,,0.60,0.10,,,,,,,0.20,0.50,,0.30,0.50,,0.50,0.70,
01-04-2018,6,,0.00,,,,,0.40,0.30,0.10,,0.50,0.90,,0.40,,0.20,,,0.80,,0.10,1.10,,0.70,1.00,0.90,0.40,,,0.10,,,0.60,0.10,,,,,,,0.30,0.60,,0.40,0.60,,0.50,0.70,
01-04-2018,7,,0.00,,,,,0.50,0.50,0.20,,1.00,0.90,,0.70,,0.40,,,0.80,,0.10,1.30,,0.80,1.10,1.30,1.10,,,0.10,,,0.90,0.20,,,,,,,0.40,0.60,,0.40,0.90,,0.70,1.20,
01-04-2018,8,,0.10,,,,,0.70,0.60,0.40,,0.90,1.20,,0.60,,0.40,,,1.20,,0.10,0.80,,1.10,1.00,1.30,0.90,,,0.20,,,1.00,0.30,,,,,,,0.80,0.70,,0.60,0.60,,0.50,1.50,
01-04-2018,9,,0.30,,,,,1.00,0.40,0.60,,0.50,0.80,,0.30,,0.40,,,1.20,,0.20,0.70,,0.50,1.10,1.20,0.60,,,0.30,,,0.80,0.30,,,,,,,0.60,0.70,,0.60,0.50,,0.50,1.20,
01-04-2018,10,,0.40,,,,,0.80,0.30,0.50,,0.20,0.40,,0.40,,0.30,,,1.00,,0.10,0.70,,0.40,1.20,0.70,0.40,,,0.40,,,0.50,0.50,,,,,,,0.50,0.60,,0.50,0.40,,0.30,1.00,
01-04-2018,11,,0.20,,,,,0.50,0.20,0.40,,0.10,0.40,,0.30,,0.20,,,0.80,,0.20,0.40,,0.40,1.10,0.60,0.50,,,0.30,,,0.10,0.40,,,,,,,0.30,0.30,,0.30,0.20,,0.20,0.50,
01-04-2018,12,,0.10,,,,,0.40,0.20,0.20,,0.10,0.30,,0.10,,0.20,,,0.40,,0.10,0.30,,0.10,0.70,0.40,0.30,,,0.30,,,0.20,0.20,,,,,,,0.20,0.20,,0.30,0.20,,0.00,0.30,
01-04-2018,13,,0.10,,,,,0.30,0.20,0.20,,0.10,0.10,,0.10,,0.10,,,0.30,,0.10,0.30,,0.10,0.40,0.30,0.10,,,0.20,,,0.10,0.10,,,,,,,0.20,0.20,,0.20,0.10,,0.00,0.10,
01-04-2018,14,,0.10,,,,,0.20,0.10,0.20,,0.20,0.10,,0.10,,0.10,,,0.20,,0.10,0.20,,0.00,0.30,0.20,0.10,,,0.10,,,0.00,0.10,,,,,,,0.20,0.10,,0.20,0.10,,0.00,0.00,
01-04-2018,15,,0.10,,,,,0.10,0.10,0.10,,0.00,0.10,,0.10,,0.10,,,0.10,,0.10,0.10,,0.10,,0.10,0.10,,,0.10,,,0.00,0.10,,,,,,,0.20,0.10,,0.10,0.00,,0.00,0.10,
01-04-2018,16,,0.10,,,,,0.10,0.10,0.10,,0.00,0.10,,0.10,,0.10,,,0.10,,0.10,0.10,,0.10,0.20,0.10,0.10,,,0.10,,,0.10,0.10,,,,,,,0.20,0.10,,0.10,0.00,,0.00,0.10,
01-04-2018,17,,0.00,,,,,0.10,0.10,0.10,,0.00,0.10,,0.10,,0.10,,,0.10,,0.20,0.10,,0.10,0.30,0.10,0.10,,,0.10,,,0.10,0.10,,,,,,,0.20,0.10,,0.10,0.00,,0.00,0.10,
