Fecha,Hora,ACO,AJM,AJU,ATI,AZC,BJU,CAM,CCA,CES,MON,CHO,COY,CUA,CUT,FAC,FAR,GAM,HGM,INN,IZT,LAG,LLA,LPR,MER,MGH,MPA,NEZ,PED,PLA,SAC,SAG,SFE,SJA,SUR,TAC,TAH,TAX,TEC,TLA,TLI,TPN,UAX,UIZ,VIF,XAL,
01-01-2016,1,,21,0,,,,48,48,,46,,54,38,46,44,,0,52,,55,,,,46,53,,44,30,,,46,,,0,,,,0,48,,0,42,59,,58,
01-01-2016,2,,36,0,,,,46,38,,45,,54,38,41,43,,0,62,,58,,,,56,51,,42,27,,,44,,,0,,,,0,44,,0,48,54,,53,
01-01-2016,3,,30,0,,,,49,32,,42,,49,33,34,39,,0,51,,54,,,,50,39,,44,33,,,43,,,0,,,,0,50,,0,47,49,,49,
01-01-2016,4,,32,0,,,,47,39,,34,,47,35,24,40,,0,51,,45,,,,46,40,,43,34,,,40,,,0,,,,0,45,,0,46,44,,47,
01-01-2016,5,,32,0,,,,43,40,,27,,44,41,25,37,,0,46,,40,,,,41,43,,42,39,,,33,,,0,,,,0,42,,0,46,44,,42,
01-01-2016,6,,25,0,,,,40,35,,24,,42,40,28,32,,0,46,,38,,,,40,41,,34,40,,,31,,,0,,,,0,38,,0,43,40,,39,
01-01-2016,7,,30,0,,,,37,29,,19,,39,22,30,26,,0,44,,35,,,,40,35,,32,34,,,25,,,0,,,,0,33,,0,39,35,,32,
01-01-2016,8,,29,0,,,,35,31,,20,,36,39,29,27,,0,41,,32,,,,36,32,,29,30,,,23,,,0,,,,0,30,,0,35,32,,27,
01-01-2016,9,,29,0,,,,41,34,,20,,39,25,28,29,,0,39,,34,,,,36,39,,23,36,,,24,,,0,,,,0,38,,0,35,35,,31,
01-01-2016,10,,28,0,,,,52,38,,20,,40,32,29,40,,0,49,,36,,,,39,43,,20,32,,,27,,,0,,,,0,40,,0,38,33,,41,
01-01-2016,11,,28,0,,,,51,42,,21,,43,31,25,41,,0,63,,48,,,,51,49,,25,34,,,26,,,0,,,,0,36,,0,39,33,,47,
01-01-2016,12,,27,0,,,,43,40,,27,,46,14,17,41,,0,61,,52,,,,60,39,,35,36,,,28,,,0,,,,0,45,,0,40,41,,47,
01-01-2016,13,,23,0,,,,25,37,,19,,44,14,18,28,,0,37,,39,,,,47,19,,27,33,,,26,,,0,,,,0,29,,0,24,29,,44,
01-01-2016,14,,24,0,,,,18,31,,9,,29,15,11,16,,0,32,,24,,,,34,17,,16,32,,,14,,,0,,,,0,17,,0,16,16,,19,
01-01-2016,15,,19,0,,,,20,19,,7,,17,18,7,16,,0,24,,16,,,,20,24,,15,22,,,11,,,0,,,,0,19,,0,12,14,,16,
01-01-2016,16,,14,0,,,,21,14,,9,,13,23,14,22,,0,19,,15,,,,15,16,,15,14,,,11,,,0,,,,0,29,,0,11,13,,15,
01-01-2016,17,,8,0,,,,17,12,,9,,11,18,13,24,,0,19,,15,,,,16,14,,17,11,,,16,,,0,,,,0,28,,0,11,13,,21,
01-01-2016,18,,6,0,,,,24,13,,11,,12,26,9,36,,0,24,,18,,,,23,18,,15,8,,,28,,,0,,,,0,29,,0,15,10,,31,
01-01-2016,19,,6,0,,,,25,12,,14,,15,35,11,31,,0,22,,21,,,,22,24,,19,12,,,25,,,0,,,,0,26,,0,16,12,,27,
01-01-2016,20,,20,0,,,,23,20,,11,,29,34,11,35,,0,26,,28,,,,30,25,,27,24,,,19,,,0,,,,0,29,,0,25,26,,23,
01-01-2016,21,,31,0,,,,32,27,,14,,29,28,12,21,,0,27,,28,,,,29,23,,25,26,,,16,,,0,,,,0,28,,0,29,33,,25,
01-01-2016,22,,26,0,,,,29,17,,14,,25,19,9,19,,0,28,,29,,,,30,18,,21,17,,,14,,,0,,,,0,29,,0,27,32,,24,
01-01-2016,23,,20,0,,,,29,19,,14,,24,20,10,16,,0,27,,28,,,,32,21,,23,17,,,12,,,0,,,,0,22,,0,26,34,,28,
01-01-2016,24,,18,0,,,,23,19,,14,,19,20,10,14,,0,24,,25,,,,22,15,,27,19,,,13,,,0,,,,0,24,,0,23,33,,25,
02-01-2016,1,,18,0,,,,26,15,,17,,18,15,12,11,,0,29,,23,,,,24,13,,18,15,,,11,,,0,,,,0,24,,0,18,28,,26,
02-01-2016,2,,16,0,,,,26,16,,15,,17,15,11,11,,0,27,,22,,,,27,13,,15,13,,,13,,,0,,,,0,22,,0,21,19,,19,
02-01-2016,3,,12,0,,,,23,17,,10,,18,15,14,13,,0,26,,20,,,,25,15,,13,15,,,13,,,0,,,,0,15,,0,18,17,,15,
02-01-2016,4,,11,0,,,,18,21,,8,,23,16,14,16,,0,25,,15,,,,18,18,,10,16,,,14,,,0,,,,0,15,,0,16,14,,14,
02-01-2016,5,,9,0,,,,18,19,,9,,21,13,12,15,,0,20,,15,,,,16,20,,11,20,,,11,,,0,,,,0,20,,0,15,15,,19,
02-01-2016,6,,11,0,,,,18,17,,13,,21,13,14,21,,0,23,,16,,,,19,20,,16,17,,,13,,,0,,,,0,22,,0,16,20,,18,
02-01-2016,7,,,0,,,,20,21,,10,,22,21,19,22,,0,21,,21,,,,19,22,,18,18,,,16,,,0,,,,0,24,,0,18,21,,20,
02-01-2016,8,,,0,,,,21,22,,11,,25,22,22,23,,0,24,,22,,,,21,22,,18,20,,,18,,,0,,,,0,23,,0,18,21,,24,
02-01-2016,9,,19,0,,,,22,21,,15,,26,23,19,23,,0,26,,19,,,,22,21,,20,19,,,18,,,0,,,,0,25,,0,18,20,,20,
02-01-2016,10,,15,0,,,,25,19,,16,,21,23,14,23,,0,26,,18,,,,22,25,,20,18,,,17,,,0,,,,0,22,,0,19,20,,20,
02-01-2016,11,,16,0,,,,27,18,,10,,19,23,10,27,,0,24,,20,,,,26,22,,20,17,,,12,,,0,,,,0,24,,0,14,21,,22,
02-01-2016,12,,16,0,,,,29,19,,13,,20,21,20,30,,0,25,,25,,,,29,24,,24,16,,,14,,,0,,,,0,29,,0,13,25,,23,
02-01-2016,13,,16,0,,,,24,19,,13,,20,21,26,30,,0,25,,27,,,,26,18,,19,14,,,17,,,0,,,,0,26,,0,11,19,,22,
02-01-2016,14,,16,0,,,,19,16,,9,,17,21,20,21,,0,25,,19,,,,17,17,,14,12,,,16,,,0,,,,0,22,,0,7,10,,21,
02-01-2016,15,,13,0,,,,21,10,,4,,13,7,16,19,,0,17,,12,,,,14,17,,10,10,,,11,,,0,,,,0,16,,0,5,8,,17,
