Fecha,Hora,ACO,AJU,ARA,ATI,AZC,CAM,CCA,CES,MON,CHO,COY,CUA,CUT,FAC,HGM,IMP,IZT,LAG,LLA,LPR,MER,NEZ,PED,PLA,SAG,SFE,SJA,SUR,TAC,TAH,TAX,TEC,TLA,TLI,TPN,UAX,UIZ,VAL,VIF,XAL,
01-09-2011,1,,,,,,0.50,,,0.10,0.00,,,,0.50,,,0.30,,,0.30,0.20,0.30,0.40,,0.00,,0.3,0.4,,0.10,,,0.40,0.30,0.4,,0.40,,0.30,0.10,
01-09-2011,2,,,,,,0.30,,,0.10,0.00,,,,0.50,,,0.20,,,0.20,0.10,0.30,0.30,,0.00,,0.2,0.4,,0.00,,,0.30,0.40,0.4,,0.30,,0.30,0.10,
01-09-2011,3,,,,,,0.40,,,0.10,0.00,,,,0.50,,,0.20,,,0.20,0.10,0.20,0.30,,0.00,,0.2,0.5,,0.00,,,0.20,0.40,0.3,,0.30,,0.20,0.10,
01-09-2011,4,,,,,,0.40,,,0.10,0.00,,,,0.40,,,0.20,,,0.20,0.20,0.30,0.20,,0.00,,0.4,0.3,,0.10,,,0.20,0.40,0.5,,0.30,,0.20,0.00,
01-09-2011,5,,,,,,0.50,,,0.10,0.00,,,,0.50,,,0.40,,,0.30,0.50,0.50,0.30,,0.20,,0.7,0.5,,0.30,,,0.30,0.30,0.5,,0.40,,0.40,0.10,
01-09-2011,6,,,,,,0.90,,,0.30,0.20,,,,1.00,,,0.90,,,0.80,1.00,0.80,0.50,,0.40,,1.1,0.9,,0.50,,,0.80,0.40,0.8,,0.80,,0.80,0.50,
01-09-2011,7,,,,,,1.50,,,0.40,0.90,,,,1.40,,,1.40,,,1.00,1.60,1.10,0.80,,0.50,,1.4,1.1,,1.10,,,1.30,1.00,0.8,,1.60,,1.50,0.90,
01-09-2011,8,,,,,,1.80,,,0.40,0.70,,,,2.00,,,2.20,,,1.40,2.30,1.90,1.40,,0.70,,1.6,1.3,,1.20,,,1.30,0.80,1.0,,1.60,,1.30,2.00,
01-09-2011,9,,,,,,1.70,,,0.30,0.20,,,,1.80,,,1.80,,,1.50,2.00,1.40,1.60,,0.60,,1.7,1.7,,0.80,,,,1.10,,,1.10,,1.30,,
01-09-2011,10,,,,,,1.90,,,0.20,0.20,,,,1.60,,,1.50,,,1.10,2.20,0.90,1.20,,0.30,,1.8,1.0,,0.40,,,,0.90,,,0.90,,1.10,,
01-09-2011,11,,,,,,1.70,,,0.20,0.10,,,,1.60,,,1.00,,,0.90,1.40,0.50,0.70,,0.30,,1.0,0.7,,0.10,,,,0.80,,,0.70,,0.80,,
01-09-2011,12,,,,,,1.30,,,0.20,0.20,,,,1.70,,,0.80,,,0.80,,0.40,0.40,,0.20,,0.6,0.5,,0.10,,,,0.90,,,0.40,,0.70,,
01-09-2011,13,,,,,,1.10,,,0.20,0.30,,,,1.90,,,,,,0.80,0.50,0.40,0.40,,0.10,,0.5,0.5,,0.10,,,1.20,1.00,,,0.40,,0.50,,
01-09-2011,14,,,,,,1.10,,,0.20,0.20,,,,1.70,,,0.60,,,0.50,0.40,0.50,0.50,,0.30,,0.5,0.5,,0.10,,,1.20,0.90,0.7,,0.50,,0.50,,
01-09-2011,15,,,,,,1.00,,,0.20,0.20,,,,1.70,,,0.50,,,0.40,0.40,0.40,0.30,,0.30,,0.5,0.2,,0.10,,,0.90,0.60,0.6,,0.40,,0.60,,
