Fecha,Hora,ACO,AJU,ARA,ATI,AZC,CAM,CCA,CES,MON,CHO,COY,CUA,CUT,FAC,HGM,IMP,IZT,LAG,LLA,LPR,MER,NEZ,PED,PLA,SAG,SFE,SJA,SUR,TAC,TAH,TAX,TEC,TLA,TLI,TPN,UAX,UIZ,VAL,VIF,XAL,
01-06-2011,1,,,,,,,,,,0.00,,,,0.10,,,0.30,,,,0.20,,0.00,,0.10,,,0.3,,,,,0.00,,,,0.40,,0.00,0.10,
01-06-2011,2,,,,,,,,,,0.00,,,,0.00,,,0.20,,,,0.20,,,,0.10,,,0.4,,,,,0.00,,,,0.40,,0.00,0.10,
01-06-2011,3,,,,,,,,,,0.00,,,,0.00,,,0.20,,,,0.20,,,,0.10,,,0.3,,,,,0.00,,,,0.40,,0.00,0.10,
01-06-2011,4,,,,,,,,,,0.00,,,,0.00,,,0.30,,,,0.20,,0.00,,0.20,,,0.3,,,,,0.10,,,,0.40,,0.10,0.10,
01-06-2011,5,,,,,,,,,,0.30,,,,0.20,,,0.30,,,,0.20,,0.00,,0.30,,,0.5,,,,,0.20,,,,0.60,,0.10,0.30,
01-06-2011,6,,,,,,,,,,0.20,,,,0.50,,,0.50,,,,0.60,,0.10,,0.70,,,0.8,,,,,0.50,,,,0.90,,0.40,0.40,
01-06-2011,7,,,,,,,,,,1.00,,,,0.80,,,0.90,,,,1.10,,0.20,,1.20,,,1.0,,,,,1.00,,,,1.10,,0.90,0.40,
01-06-2011,8,,,,,,,,,,0.80,,,,0.60,,,0.80,,,,1.00,,0.30,,0.80,,,1.1,,,,,0.80,,,,1.00,,0.70,0.90,
01-06-2011,9,,,,,,,,,,0.40,,,,0.50,,,0.70,,,,0.80,,0.30,,0.70,,,1.0,,,,,0.50,,,,0.90,,0.20,0.40,
01-06-2011,10,,,,,,,,,,0.20,,,,0.60,,,,,,,0.80,,0.30,,1.10,,,1.1,,,,,0.40,,,,0.80,,0.20,0.70,
01-06-2011,11,,,,,,,,,,0.20,,,,0.40,,,,,,,0.60,,0.30,,0.80,,,1.1,,,,,0.70,,,,0.60,,0.10,0.60,
01-06-2011,12,,,,,,,,,,0.20,,,,0.40,,,,,,,0.70,,0.20,,,,,0.9,,,,,0.50,,,,0.70,,0.10,0.40,
01-06-2011,13,,,,,,,,,,0.30,,,,0.30,,,,,,,0.40,,0.20,,0.30,,,0.7,,,,,0.30,,,,0.50,,0.10,0.40,
01-06-2011,14,,,,,,,,,,0.20,,,,0.40,,,,,,,0.50,,0.20,,0.30,,,0.7,,,,,0.40,,,,0.50,,0.10,0.50,
01-06-2011,15,,,,,,,,,,0.20,,,,0.30,,,,,,,0.60,,0.20,,0.20,,,0.7,,,,,0.30,,,,0.50,,0.20,0.40,
01-06-2011,16,,,,,,,,,,0.10,,,,0.30,,,,,,,0.40,,0.10,,0.20,,,0.7,,,,,0.30,,,,0.60,,0.10,0.30,
01-06-2011,17,,,,,,,,,,0.20,,,,0.30,,,,,,,0.50,,0.10,,0.30,,,0.6,,,,,0.30,,,,0.50,,0.00,0.30,
01-06-2011,18,,,,,,,,,,0.10,,,,0.30,,,,,,,0.50,,0.10,,0.20,,,0.6,,,,,0.30,,,,0.60,,0.10,0.30,
01-06-2011,19,,,,,,,,,,0.10,,,,0.40,,,,,,,0.50,,0.10,,0.30,,,0.8,,,,,0.40,,,,0.60,,0.10,0.30,
01-06-2011,20,,,,,,,,,,0.10,,,,0.50,,,,,,,0.50,,0.10,,0.40,,,0.8,,,,,0.30,,,,0.60,,0.20,0.40,
01-06-2011,21,,,,,,,,,,0.20,,,,0.60,,,,,,,0.40,,0.20,,0.40,,,0.7,,,,,0.40,,,,0.60,,0.30,0.50,
01-06-2011,22,,,,,,,,,,0.20,,,,0.40,,,,,,,0.50,,0.20,,0.40,,,0.7,,,,,0.20,,,,0.60,,0.20,0.40,
01-06-2011,23,,,,,,,,,,0.20,,,,0.20,,,,,,,0.30,,0.10,,0.40,,,0.7,,,,,0.30,,,,0.60,,0.10,0.20,
01-06-2011,24,,,,,,,,,,0.00,,,,0.20,,,,,,,0.20,,0.00,,0.20,,,0.4,,,,,0.10,,,,0.50,,0.10,0.10,
02-06-2011,1,,,,,,,,,,0.10,,,,0.20,,,,,,,0.20,,0.00,,0.20,,,0.3,,,,,0.10,,,,0.50,,0.10,0.10,
02-06-2011,2,,,,,,,,,,0.00,,,,0.20,,,,,,,0.40,,0.00,,0.20,,,0.4,,,,,0.10,,,,0.40,,0.00,0.10,
02-06-2011,3,,,,,,,,,,0.00,,,,0.30,,,,,,,,,0.00,,0.20,,,0.4,,,,,0.10,,,,0.40,,0.00,,
02-06-2011,4,,,,,,,,,,0.20,,,,0.20,,,,,,,0.30,,0.00,,0.30,,,0.4,,,,,0.20,,,,0.50,,0.10,0.30,
02-06-2011,5,,,,,,,,,,0.60,,,,0.40,,,,,,,0.50,,0.00,,0.70,,,0.6,,,,,0.20,,,,0.70,,0.30,0.80,
02-06-2011,6,,,,,,,,,,0.90,,,,1.20,,,,,,,0.70,,0.10,,1.20,,,0.8,,,,,0.50,,,,0.80,,0.80,1.40,
02-06-2011,7,,,,,,,,,,2.70,,,,0.50,,,,,,,1.10,,0.40,,1.80,,,1.5,,,,,0.80,,,,1.30,,0.80,2.10,
02-06-2011,8,,,,,,,,,,1.90,,,,0.60,,,,,,,1.20,,0.30,,1.00,,,1.8,,,,,0.80,,,,1.50,,0.60,1.90,
02-06-2011,9,,,,,,,,,,0.90,,,,0.70,,,,,,,1.20,,0.40,,0.80,,,2.0,,,,,0.80,,,,1.50,,0.20,1.30,
02-06-2011,10,,,,,,,,,,0.40,,,,0.50,,,,,,,1.10,,0.30,,,,,,,,,,0.70,,,,1.30,,0.10,0.50,
02-06-2011,11,,,,,,,,,,0.30,,,,0.70,,,,,,,0.70,,0.40,,,,,,,,,,0.60,,,,0.80,,0.10,0.50,
02-06-2011,12,,,,,,,,,,0.30,,,,0.50,,,,,,,0.80,,0.40,,,,,,,,,,0.50,,,,0.70,,0.00,0.40,
02-06-2011,13,,,,,,,,,,0.30,,,,0.40,,,,,,,0.70,,0.20,,0.30,,,,,,,,0.30,,,,0.80,,0.10,0.50,
02-06-2011,14,,,,,,,,,,0.20,,,,0.40,,,0.50,,,,0.50,,0.10,,0.30,,,0.8,,,,,0.30,,,,0.70,,0.00,0.50,
02-06-2011,15,,,,,,,,,,0.10,,,,0.20,,,0.40,,,,0.50,,0.10,,0.30,,,0.8,,,,,0.40,,,,0.50,,0.00,0.30,
02-06-2011,16,,,,,,,,,,0.10,,,,0.10,,,0.40,,,,0.50,,0.10,,0.20,,,0.8,,,,,0.20,,,,0.50,,0.00,0.40,
02-06-2011,17,,,,,,,,,,0.20,,,,0.30,,,0.40,,,,0.50,,0.10,,0.30,,,0.9,,,,,0.30,,,,0.50,,0.00,0.30,
02-06-2011,18,,,,,,,,,,0.40,,,,0.20,,,0.40,,,,0.60,,0.10,,0.30,,,1.0,,,,,0.20,,,,0.60,,0.00,0.30,
02-06-2011,19,,,,,,,,,,0.40,,,,0.30,,,0.50,,,,0.60,,0.10,,0.30,,,0.9,,,,,0.30,,,,0.60,,0.10,0.30,
02-06-2011,20,,,,,,,,,,0.40,,,,0.40,,,0.70,,,,0.40,,0.20,,0.30,,,0.9,,,,,0.30,,,,0.60,,0.10,0.50,
02-06-2011,21,,,,,,,,,,0.40,,,,0.40,,,0.80,,,,0.50,,0.20,,0.40,,,0.7,,,,,0.30,,,,0.60,,0.30,0.50,
02-06-2011,22,,,,,,,,,,0.50,,,,0.70,,,0.60,,,,0.50,,0.20,,0.40,,,0.7,,,,,0.40,,,,0.60,,0.20,0.50,
02-06-2011,23,,,,,,,,,,0.20,,,,0.60,,,0.60,,,,0.50,,0.20,,0.30,,,1.0,,,,,0.30,,,,0.60,,0.00,0.30,
02-06-2011,24,,,,,,,,,,0.10,,,,0.50,,,0.40,,,,0.40,,0.10,,0.20,,,0.9,,,,,0.10,,,,0.70,,0.00,0.20,
03-06-2011,1,,,,,,,,,,0.10,,,,0.40,,,0.30,,,,0.30,,0.10,,0.20,,,0.8,,,,,0.10,,,,0.50,,0.00,0.10,
03-06-2011,2,,,,,,,,,,0.20,,,,0.40,,,0.30,,,,0.30,,0.10,,0.20,,,0.6,,,,,0.10,,,,0.50,,0.00,0.10,
03-06-2011,3,,,,,,,,,,0.30,,,,0.30,,,0.20,,,,0.30,,0.00,,0.20,,,0.7,,,,,0.10,,,,0.60,,0.10,0.20,
03-06-2011,4,,,,,,,,,,0.40,,,,0.40,,,0.30,,,,0.40,,0.00,,0.20,,,0.6,,,,,0.10,,,,0.60,,0.10,0.40,
