Fecha,Hora,ACO,AJM,AJU,ATI,AZC,BJU,CAM,CCA,CES,MON,CHO,COY,CUA,CUT,FAC,FAR,GAM,HGM,INN,IZT,LAG,LLA,LPR,MER,MGH,MPA,NEZ,PED,PLA,SAC,SAG,SFE,SJA,SUR,TAC,TAH,TAX,TEC,TLA,TLI,TPN,UAX,UIZ,VIF,XAL,
01-01-2019,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-01-2019,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-01-2019,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-01-2019,4,2,35,14,2,,1,5,2,,4,5,,19,3,3,,3,2,32,2,,4,3,1,2,34,10,11,,,4,22,,,,11,,,1,9,,5,3,10,4,
01-01-2019,5,2,36,16,4,,0,4,2,,4,4,,14,4,2,,2,2,32,2,,6,5,2,2,34,8,16,,,1,24,,,,12,,,1,10,,6,3,9,3,
01-01-2019,6,2,36,15,2,,1,3,2,,5,3,,20,2,2,,2,2,33,2,,5,5,2,1,34,12,13,,,1,25,,,,11,,,2,7,,5,4,7,3,
01-01-2019,7,3,32,14,2,,1,3,5,,3,3,,19,2,2,,2,2,34,2,,5,4,1,1,35,7,17,,,1,24,,,,13,,,1,7,,5,4,6,3,
01-01-2019,8,4,34,16,2,,2,3,6,,2,2,,14,2,3,,2,3,34,3,,4,4,2,1,35,8,13,,,1,16,,,,13,,,4,7,,5,4,6,2,
01-01-2019,9,12,30,21,9,,8,11,13,,4,10,,23,2,8,,4,10,33,12,,6,6,9,11,34,6,24,,,4,19,,,,12,,,8,10,,9,11,6,4,
01-01-2019,10,26,39,31,32,,23,32,29,,27,26,,34,24,27,,23,28,35,32,,25,28,26,32,35,18,39,,,21,34,,,,35,,,29,23,,32,35,18,24,
01-01-2019,11,42,54,36,46,,46,57,55,,60,45,,40,53,51,,59,55,38,54,,56,56,55,50,50,49,57,,,51,50,,,,64,,,45,46,,62,58,44,48,
01-01-2019,12,55,77,42,52,,68,75,81,,80,54,,51,76,61,,80,71,44,68,,68,72,77,62,68,66,84,,,69,61,,,,84,,,55,70,,83,77,64,65,
01-01-2019,13,63,105,59,68,,80,90,94,,81,43,,59,79,72,,87,83,52,90,,87,95,80,84,86,78,118,,,70,77,,,,80,,,79,82,,100,82,61,81,
01-01-2019,14,75,123,55,83,,111,104,97,,81,40,,69,73,96,,90,93,52,87,,89,93,88,99,66,85,128,,,79,99,,,,59,,,91,99,,112,105,82,80,
01-01-2019,15,82,117,62,91,,115,112,104,,75,48,,74,81,103,,99,100,52,106,,105,88,102,107,56,75,127,,,84,109,,,,56,,,87,95,,106,114,78,81,
01-01-2019,16,89,101,68,90,,102,99,108,,57,52,,88,85,106,,96,101,52,96,,100,87,101,100,62,58,121,,,80,116,,,,54,,,88,105,,79,78,75,81,
01-01-2019,17,67,73,65,91,,73,92,78,,59,51,,91,83,102,,72,69,51,57,,71,79,61,92,61,54,101,,,53,115,,,,55,,,85,104,,53,58,86,64,
01-01-2019,18,50,63,60,77,,44,52,57,,57,47,,57,86,72,,52,48,46,45,,51,51,50,48,56,47,66,,,39,78,,,,51,,,62,91,,56,53,60,44,
01-01-2019,19,38,58,43,32,,40,35,51,,48,35,,28,56,21,,37,32,36,28,,36,39,34,28,48,38,49,,,26,37,,,,41,,,30,44,,44,42,29,33,
01-01-2019,20,27,54,28,31,,27,17,39,,40,27,,11,37,15,,21,23,44,21,,22,16,15,7,47,26,41,,,21,30,,,,35,,,18,30,,29,27,26,11,
01-01-2019,21,24,44,22,31,,17,10,27,,39,28,,31,38,43,,4,14,49,8,,10,10,7,31,48,13,31,,,8,22,,,,24,,,21,22,,17,10,21,4,
01-01-2019,22,19,42,19,24,,22,22,23,,23,20,,22,31,29,,2,29,39,11,,15,26,14,27,39,12,29,,,9,12,,,,21,,,21,19,,4,3,18,2,
01-01-2019,23,5,41,17,24,,16,22,24,,5,15,,16,13,31,,3,22,41,16,,10,6,6,21,42,4,31,,,10,18,,,,18,,,19,16,,5,8,13,1,
01-01-2019,24,9,43,10,26,,14,17,22,,6,14,,18,15,29,,4,22,44,2,,11,24,7,21,41,11,30,,,10,21,,,,18,,,19,,,5,3,10,1,
02-01-2019,1,8,41,13,28,,13,17,14,,2,11,,22,7,20,,3,21,40,1,,14,10,6,8,40,9,29,,,6,28,,,,16,,,20,12,,4,2,11,1,
02-01-2019,2,8,38,25,26,,0,16,7,,1,5,,22,2,13,,1,17,39,2,,5,1,0,2,36,6,30,,,2,25,,,,14,,,14,8,,5,2,7,1,
02-01-2019,3,8,40,22,21,,2,15,10,,8,11,,26,2,14,,2,6,35,1,,1,1,1,3,33,5,32,,,1,22,,,,12,,,15,8,,5,1,5,1,
02-01-2019,4,6,29,19,11,,0,4,15,,7,2,,24,6,20,,1,1,35,2,,5,1,1,2,29,7,29,,,4,25,,,,10,,,4,4,,6,3,3,1,
02-01-2019,5,6,18,22,13,,1,1,10,,2,2,,18,3,16,,1,0,33,1,,2,1,0,4,26,7,19,,,3,16,,,,12,,,3,5,,4,3,6,1,
