Fecha,Hora,ACO,AJU,ARA,ATI,AZC,CAM,CCA,CES,MON,CHO,COY,CUA,CUT,FAC,HGM,IZT,LAG,LLA,LPR,LVI,MER,NEZ,PED,PLA,SAG,SFE,SJA,SUR,TAC,TAH,TAX,TEC,TLA,TLI,TPN,UAX,UIZ,VAL,VIF,XAL,
01-12-2013,1,3,,,33,,93,,,,3,,19,8,41,95,91,,,12,,107,,16,,69,,93,20,,8,,,52,232,15,11,7,,81,16,
01-12-2013,2,3,,,24,,24,,,,3,,18,5,22,61,24,,,23,,57,,14,,97,,34,18,,9,,,54,168,17,16,14,,85,56,
01-12-2013,3,2,,,12,,14,,,,2,,13,4,13,18,38,,,33,,27,,10,,66,,33,17,,5,,,120,65,9,15,32,,104,66,
01-12-2013,4,1,,,10,,33,,,,2,,10,5,12,34,48,,,42,,27,,7,,72,,21,17,,4,,,47,97,6,6,34,,68,46,
01-12-2013,5,1,,,14,,34,,,,2,,9,4,10,28,21,,,40,,14,,5,,88,,10,18,,3,,,45,110,5,5,10,,35,53,
01-12-2013,6,1,,,8,,38,,,,2,,9,5,8,22,15,,,31,,14,,5,,59,8,18,14,,5,,,67,76,3,6,10,,27,58,
01-12-2013,7,1,,,5,,43,,,,2,,7,5,7,9,19,,,39,,22,,5,,43,7,26,9,,5,,,63,51,2,4,10,,21,50,
01-12-2013,8,2,,,6,,37,,,,2,,11,5,7,8,19,,,32,,20,,6,,37,9,25,7,,5,,,52,48,3,4,14,,18,46,
01-12-2013,9,1,,,13,,31,,,,3,,17,5,14,25,22,,,29,,23,,10,,17,6,23,11,,5,,,43,36,16,7,25,,15,43,
01-12-2013,10,1,,,22,,34,,,,11,,25,20,21,23,23,,,44,,24,,12,,29,8,22,19,,11,,,45,37,18,21,25,,13,49,
01-12-2013,11,12,,,32,,33,,,,21,,17,31,30,25,27,,,42,,22,,13,,33,13,19,22,,23,,,45,35,18,25,31,,15,40,
01-12-2013,12,20,,,33,,32,,,,22,,13,21,31,24,24,,,36,,23,,16,,34,13,29,21,,20,,,40,29,18,21,26,,18,41,
01-12-2013,13,11,,,27,,23,,,,16,,11,22,24,21,22,,,34,,20,,14,,29,11,29,18,,16,,,32,19,15,20,25,,14,41,
01-12-2013,14,6,,,15,,20,,,,8,,9,15,21,16,16,,,25,,17,,12,,14,9,25,13,,12,,,19,14,11,14,18,,8,32,
01-12-2013,15,6,,,11,,8,,,,6,,8,8,12,12,14,,,4,,11,,8,,7,7,21,10,,10,,,12,7,9,11,16,,7,13,
01-12-2013,16,9,,,5,,3,,,,5,,8,76,8,7,9,,,4,,5,,9,,8,7,11,11,,11,,,7,6,8,11,13,,22,5,
01-12-2013,17,16,,,12,,4,,,,5,,7,93,7,4,6,,,12,,4,,6,,22,6,5,6,,9,,,17,69,9,8,7,,36,10,
01-12-2013,18,8,,,26,,53,,,,6,,5,60,21,10,5,,,65,,16,,4,,31,5,29,4,,4,,,63,62,5,6,6,,15,65,
01-12-2013,19,7,,,51,,51,,,,8,,5,25,54,61,48,,,39,,55,,4,,19,6,49,5,,5,,,66,46,3,5,38,,9,37,
01-12-2013,20,9,,,19,,40,,,,4,,17,10,21,45,43,,,16,,39,,11,,12,13,34,16,,16,,,38,20,9,4,31,,8,20,
01-12-2013,21,9,,,18,,20,,,,7,,44,5,29,26,32,,,8,,24,,21,,13,28,27,24,,15,,,29,23,14,5,18,,9,13,
01-12-2013,22,8,,,17,,22,,,,4,,31,6,38,21,25,,,7,,20,,29,,12,32,19,15,,24,,,22,27,14,10,14,,7,16,
01-12-2013,23,7,,,13,,20,,,,5,,14,9,42,26,25,,,6,,24,,15,,11,12,23,21,,22,,,20,21,14,17,17,,6,19,
01-12-2013,24,5,,,9,,15,,,,4,,5,,18,21,20,,,7,,22,,8,,10,6,24,19,,14,,,,19,9,21,18,,7,14,
02-12-2013,1,,,,5,,11,,,,3,,7,,10,15,16,,,11,,18,,7,,9,16,14,18,,15,,,,16,7,13,20,,6,9,
02-12-2013,2,,,,5,,7,,,,3,,6,9,8,13,17,,,7,,14,,6,,7,14,10,12,,14,,,,30,7,8,14,,6,11,
02-12-2013,3,,,,6,,5,,,,2,,4,7,6,15,12,,,7,,12,,7,,7,15,8,13,,12,,,,16,7,5,8,,5,8,
02-12-2013,4,,,,4,,6,,,,3,,,4,5,14,9,,,7,,10,,6,,6,9,5,11,,11,,,,10,4,5,8,,5,8,
02-12-2013,5,,,,3,,5,,,,2,,,2,4,11,6,,,6,,9,,9,,7,9,5,8,,11,,,,10,4,4,7,,6,7,
02-12-2013,6,,,,3,,6,,,,2,,,3,4,10,6,,,6,,8,,7,,5,9,9,7,,9,,,5,10,3,4,6,,7,14,
02-12-2013,7,2,,,4,,9,,,,3,,,2,6,8,8,,,6,,9,,5,,7,6,10,8,,8,,,9,10,3,4,6,,6,18,
02-12-2013,8,3,,,6,,12,,,,6,,,3,10,10,14,,,11,,11,,10,,8,5,10,13,,7,,,12,10,3,5,9,,6,16,
02-12-2013,9,3,,,6,,11,,,,9,,,12,8,10,13,,,13,,11,,10,,10,3,9,11,,6,,,17,11,7,6,11,,6,18,
02-12-2013,10,6,,,11,,11,,,,7,,2,12,10,11,14,,,14,,11,,10,,11,6,10,11,,7,,,13,12,14,8,11,,6,19,
02-12-2013,11,11,,,12,,11,,,,10,,3,10,9,13,16,,,17,,14,,,,16,7,16,13,,10,,,21,16,14,12,,,10,20,
02-12-2013,12,9,,,8,,8,,,,12,,2,11,7,10,11,,,14,,12,,,,18,5,13,10,,9,,,17,11,8,10,,,12,19,
02-12-2013,13,4,,,3,,5,,,,6,,4,7,7,7,7,,,12,,6,,,,10,4,10,5,,3,,,10,5,5,5,,,6,14,
02-12-2013,14,4,,,3,,3,,,,3,,3,4,6,4,5,,,9,,5,,,,5,3,,4,,3,,,5,4,5,4,,,3,10,
