Fecha,Hora,ACO,AJU,ARA,ATI,AZC,CAM,CCA,CES,MON,CHO,COY,CUA,CUT,FAC,HGM,IZT,LAG,LLA,LPR,LVI,MER,NEZ,PED,PLA,SAG,SFE,SJA,SUR,TAC,TAH,TAX,TEC,TLA,TLI,TPN,UAX,UIZ,VAL,VIF,XAL,
01-02-2011,1,0,,,2,,,,,,,,,,0,,2,,6,2,,1,,1,,4,,,2,,0,,,3,1,,,2,,0,4,
01-02-2011,2,0,,,1,,,,,,,,,,0,,2,,5,1,,1,,1,,3,,,1,,0,,,4,1,,,2,,0,7,
01-02-2011,3,0,,,1,,,,,,,,,,2,,2,,5,1,,1,,1,,3,,,1,,0,,,3,2,,,2,,0,6,
01-02-2011,4,0,,,1,,,,,,,,,,2,,2,,5,1,,2,,1,,3,,,1,,0,,,2,1,,,2,,0,7,
01-02-2011,5,0,,,1,,,,,,,,,,1,,3,,4,1,,3,,1,,3,,,1,,0,,,2,1,,,2,,0,6,
01-02-2011,6,0,,,2,,,,,,,,,,2,,3,,5,2,,3,,1,,3,,,1,,0,,,2,1,,,2,,0,9,
01-02-2011,7,0,,,5,,,,,,,,,,4,,5,,5,2,,5,,2,,5,,,2,,0,,,5,2,,,3,,1,11,
01-02-2011,8,0,,,16,,,,,,,,,,9,,5,,6,3,,5,,3,,6,,,6,,0,,,6,2,,,3,,2,14,
01-02-2011,9,2,,,6,,,,,,,,,,9,,4,,5,3,,4,,4,,7,,,4,,0,,,5,2,,,2,,2,10,
01-02-2011,10,3,,,4,,,,,,,,,,3,,3,,5,,,2,,3,,4,,,2,,0,,,3,1,,,1,,2,6,
01-02-2011,11,0,,,3,,,,,,,,,,1,,2,,4,,,1,,1,,,,,1,,0,,,2,1,,,1,,0,5,
01-02-2011,12,0,,,2,,,,,,,,,,0,,2,,5,,,1,,1,,,,,1,,,,,2,,,,1,,0,4,
01-02-2011,13,0,,,2,,,,,,,,,,0,,2,,3,,,1,,1,,,,,1,,,,,1,,,,1,,0,4,
01-02-2011,14,0,,,2,,,,,,,,,,0,,2,,3,2,,1,,1,,,,,1,,,,,1,,,,2,,0,4,
01-02-2011,15,0,,,2,,,,,,,,,,0,,3,,,2,,1,,1,,,,,1,,,,,2,2,,,2,,0,5,
01-02-2011,16,0,,,3,,,,,,,,,,0,,3,,,3,,1,,1,,,,,1,,,,,2,3,,,2,,0,7,
01-02-2011,17,0,,,2,,,,,,,,,,0,,3,,,4,,1,,1,,,,,1,,1,,,2,4,,,2,,0,7,
01-02-2011,18,0,,,3,,,,,,,,,,0,,3,,,3,,1,,1,,2,,,1,,1,,,5,3,,,2,,0,5,
01-02-2011,19,0,,,19,,,,,,,,,,0,,3,,,4,,1,,2,,2,,,1,,1,,,15,6,,,2,,1,5,
01-02-2011,20,0,,,4,,,,,,,,,,2,,3,,,3,,1,,1,,2,,,1,,1,,,21,5,,,2,,1,4,
01-02-2011,21,0,,,2,,,,,,,,,,2,,3,,,3,,1,,2,,3,,,1,,1,,,5,6,,,2,,1,4,
01-02-2011,22,0,,,2,,,,,,,,,,5,,3,,,4,,2,,2,,6,,,1,,1,,,2,5,,,2,,1,5,
