Fecha,Hora,ACO,AJU,ARA,ATI,AZC,CAM,CCA,CES,MON,CHO,COY,CUA,CUT,FAC,HGM,IZT,LAG,LLA,LPR,LVI,MER,NEZ,PED,PLA,SAG,SFE,SJA,SUR,TAC,TAH,TAX,TEC,TLA,TLI,TPN,UAX,UIZ,VAL,VIF,XAL,
01-01-2011,1,3,,,3,,,,,,,,,,6,,10,,7,7,,2,,3,,7,,,11,,,,,5,5,,,5,,7,7,
01-01-2011,2,5,,,4,,,,,,,,,,8,,15,,10,7,,5,,3,,12,,,10,,,,,6,5,,,8,,19,10,
01-01-2011,3,6,,,4,,,,,,,,,,7,,14,,8,10,,5,,4,,14,,,10,,,,,7,3,,,8,,15,7,
01-01-2011,4,6,,,4,,,,,,,,,,3,,10,,7,7,,7,,3,,11,,,9,,,,,7,2,,,7,,9,8,
01-01-2011,5,3,,,2,,,,,,,,,,2,,8,,7,6,,7,,2,,9,,,6,,,,,5,5,,,5,,8,8,
01-01-2011,6,3,,,2,,,,,,,,,,1,,8,,5,5,,7,,1,,8,,,6,,,,,5,5,,,4,,6,9,
01-01-2011,7,2,,,2,,,,,,,,,,1,,7,,4,4,,7,,1,,4,,,3,,,,,2,3,,,4,,7,7,
01-01-2011,8,2,,,1,,,,,,,,,,1,,5,,5,5,,7,,1,,4,,,4,,,,,2,4,,,4,,3,8,
01-01-2011,9,1,,,4,,,,,,,,,,1,,6,,6,6,,5,,1,,4,,,4,,,,,2,4,,,4,,2,7,
01-01-2011,10,1,,,6,,,,,,,,,,2,,5,,6,6,,3,,1,,6,,,3,,,,,5,3,,,4,,4,7,
01-01-2011,11,0,,,5,,,,,,,,,,2,,4,,4,5,,3,,1,,5,,,2,,,,,9,4,,,4,,2,5,
01-01-2011,12,0,,,2,,,,,,,,,,3,,4,,2,5,,2,,2,,2,,,1,,,,,6,2,,,3,,0,3,
01-01-2011,13,0,,,0,,,,,,,,,,3,,3,,2,3,,1,,1,,2,,,1,,,,,3,0,,,2,,0,2,
01-01-2011,14,0,,,0,,,,,,,,,,1,,3,,2,3,,1,,1,,2,,,1,,,,,2,0,,,1,,0,2,
01-01-2011,15,0,,,0,,,,,,,,,,1,,2,,2,2,,1,,1,,2,,,1,,,,,1,1,,,1,,0,2,
01-01-2011,16,0,,,0,,,,,,,,,,0,,2,,2,2,,1,,1,,2,,,0,,,,,0,0,,,1,,0,2,
01-01-2011,17,0,,,0,,,,,,,,,,1,,3,,2,2,,1,,1,,3,,,1,,,,,0,0,,,1,,0,2,
01-01-2011,18,0,,,0,,,,,,,,,,2,,2,,2,3,,1,,2,,2,,,1,,,,,0,0,,,2,,0,2,
01-01-2011,19,0,,,0,,,,,,,,,,3,,3,,2,4,,2,,1,,2,,,2,,,,,1,0,,,3,,0,3,
01-01-2011,20,0,,,0,,,,,,,,,,4,,4,,2,4,,2,,2,,3,,,4,,,,,1,0,,,4,,0,5,
01-01-2011,21,0,,,0,,,,,,,,,,2,,4,,2,4,,3,,2,,3,,,4,,,,,1,0,,,4,,0,4,
01-01-2011,22,0,,,0,,,,,,,,,,1,,5,,2,4,,3,,2,,3,,,3,,,,,3,0,,,2,,0,3,
01-01-2011,23,0,,,0,,,,,,,,,,1,,3,,2,5,,1,,3,,3,,,2,,,,,5,1,,,2,,0,3,
01-01-2011,24,0,,,0,,,,,,,,,,2,,4,,2,5,,3,,2,,3,,,3,,,,,2,3,,,2,,1,2,
02-01-2011,1,0,,,0,,,,,,,,,,2,,4,,8,9,,4,,1,,3,,,1,,,,,2,1,,,3,,2,5,
02-01-2011,2,0,,,0,,,,,,,,,,2,,4,,9,8,,2,,1,,6,,,1,,,,,2,1,,,3,,0,8,
02-01-2011,3,0,,,0,,,,,,,,,,2,,4,,6,8,,2,,1,,3,,,1,,,,,2,2,,,2,,1,7,
02-01-2011,4,0,,,0,,,,,,,,,,2,,3,,3,7,,2,,1,,2,,,1,,,,,2,1,,,2,,0,4,
02-01-2011,5,0,,,0,,,,,,,,,,2,,3,,2,3,,2,,2,,2,,,1,,,,,2,0,,,2,,0,3,
02-01-2011,6,0,,,0,,,,,,,,,,1,,3,,1,3,,3,,2,,2,,,1,,,,,1,0,,,1,,0,3,
02-01-2011,7,0,,,0,,,,,,,,,,1,,3,,3,3,,3,,2,,2,,,2,,,,,2,0,,,2,,0,5,
02-01-2011,8,0,,,0,,,,,,,,,,2,,4,,2,4,,4,,4,,3,,,3,,,,,3,0,,,,,0,9,
02-01-2011,9,1,,,1,,,,,,,,,,4,,5,,3,6,,5,,6,,4,,,4,,,,,4,2,,,4,,1,5,
02-01-2011,10,5,,,9,,,,,,,,,,7,,7,,10,7,,4,,6,,7,,,4,,,,,11,13,,,5,,2,6,
02-01-2011,11,6,,,15,,,,,,,,,,20,,8,,50,14,,6,,9,,26,,,7,,,,,32,20,,,7,,86,,
02-01-2011,12,3,,,5,,,,,,,,,,21,,10,,44,17,,11,,12,,20,,,12,,,,,29,19,,,9,,48,31,
02-01-2011,13,2,,,11,,,,,,,,,,23,,13,,21,19,,12,,11,,11,,,9,,,,,23,26,,,11,,7,22,
02-01-2011,14,3,,,16,,,,,,,,,,13,,12,,8,14,,8,,9,,8,,,8,,,,,18,25,,,8,,3,11,
02-01-2011,15,4,,,8,,,,,,,,,,8,,8,,6,7,,5,,7,,7,,,7,,,,,7,13,,,7,,3,7,
02-01-2011,16,4,,,2,,,,,,,,,,6,,5,,8,6,,3,,4,,7,,,3,,,,,4,1,,,3,,1,6,
02-01-2011,17,5,,,1,,,,,,,,,,3,,2,,5,5,,0,,1,,5,,,1,,,,,2,0,,,1,,2,5,
02-01-2011,18,1,,,0,,,,,,,,,,1,,2,,2,3,,1,,2,,3,,,2,,,,,1,0,,,1,,1,2,
02-01-2011,19,0,,,11,,,,,,,,,,9,,3,,2,4,,1,,2,,3,,,2,,,,,2,0,,,2,,0,2,
02-01-2011,20,0,,,63,,,,,,,,,,55,,9,,2,3,,11,,9,,3,,,2,,,,,33,1,,,2,,0,3,
02-01-2011,21,0,,,79,,,,,,,,,,15,,47,,2,3,,58,,23,,3,,,27,,,,,92,42,,,32,,0,3,
02-01-2011,22,0,,,11,,,,,,,,,,3,,22,,52,18,,42,,12,,14,,,6,,,,,24,87,,,36,,98,4,
02-01-2011,23,40,,,1,,,,,,,,,,3,,5,,87,41,,9,,4,,85,,,6,,,,,6,23,,,13,,68,13,
02-01-2011,24,29,,,1,,,,,,,,,,3,,5,,27,28,,12,,3,,63,,,4,,,,,2,9,,,12,,40,41,
03-01-2011,1,5,,,0,,,,,,,,,,3,,15,,58,39,,18,,2,,51,,,2,,,,,3,8,,,46,,62,67,
03-01-2011,2,5,,,0,,,,,,,,,,2,,5,,59,62,,,,2,,44,,,2,,,,,,10,,,20,,61,82,
03-01-2011,3,1,,,0,,,,,,,,,,1,,6,,22,51,,,,1,,20,,,2,,,,,,23,,,8,,40,46,
03-01-2011,4,0,,,0,,,,,,,,,,1,,4,,8,32,,55,,1,,6,,,2,,,,,1,23,,,5,,31,30,
03-01-2011,5,0,,,0,,,,,,,,,,1,,22,,9,27,,46,,1,,6,,,2,,,,,2,12,,,4,,29,16,
03-01-2011,6,0,,,0,,,,,,,,,,1,,22,,21,21,,16,,1,,9,,,2,,,,,3,9,,,5,,20,10,
03-01-2011,7,0,,,0,,,,,,,,,,2,,9,,25,13,,10,,1,,6,,,3,,,,,5,6,,,5,,6,8,
03-01-2011,8,1,,,1,,,,,,,,,,3,,9,,14,14,,12,,2,,7,,,5,,,,,5,5,,,6,,5,15,
03-01-2011,9,2,,,4,,,,,,,,,,6,,9,,8,19,,18,,4,,7,,,7,,,,,6,8,,,10,,8,21,
03-01-2011,10,5,,,14,,,,,,,,,,12,,11,,10,19,,19,,7,,15,,,9,,,,,17,9,,,6,,13,,
03-01-2011,11,6,,,8,,,,,,,,,,13,,11,,13,11,,12,,6,,,,,4,,,,,12,8,,,5,,16,14,
