,HGM_Mediana,MER_Mediana,CAM_Mediana,HGM_Promedio,MER_Promedio,CAM_Promedio,HGM_Desviacion_Estandar,MER_Desviacion_Estandar,CAM_Desviacion_Estandar
Enero,0.8,1.0,0.9,0.9340836012861736,1.1964664310954065,1.1094017094017095,0.5105606587236087,0.6699530202287411,0.7486535214472649
Febrero,0.6,0.7,0.6,0.7528455284552844,0.8923913043478262,0.8259600614439325,0.44639803510026044,0.5440655627163976,0.5654559425966291
Marzo,0.5,0.7,0.6,0.6241379310344828,0.7745152354570638,0.7312803889789303,0.36118204154774564,0.42519650402518916,0.4410110294228204
Abril,0.5,0.6,0.6,0.6011461318051576,0.7669161676646706,0.7601328903654485,0.38276927036975095,0.5002830492764943,0.5173702564714023
Mayo,0.5,0.8,0.6,0.6240663900414939,0.8896396396396397,0.7171851851851851,0.3184128855265756,0.41704025790329924,0.38783552880867994
Junio,0.4,0.6,0.5,0.4428571428571428,0.7152958152958153,0.5346491228070175,0.249085920156957,0.3534672691264845,0.28245114061853444
Julio,0.4,0.7,0.4,0.4850961538461539,0.7430622009569378,0.447486033519553,0.2836406863003446,0.36995233389140497,0.31043726179529146
Agosto,0.3,0.4,0.3,0.3786312849162011,0.4774617067833698,0.40899031811894887,0.2630192065608235,0.35286377142450115,0.2745219035512468
Septiembre,0.3,0.5,0.3,0.4109869646182496,0.5738372093023256,0.41798365122615805,0.29073111939554336,0.31776390713926317,0.3218852759595075
Octubre,0.6,0.5,0.5,0.7484076433121019,0.5275862068965518,0.5296636085626911,0.38602255951186815,0.3648739202930788,0.3608198869078107
Noviembre,0.7,0.7,0.5,0.7600570613409416,0.8314671814671815,0.5987179487179488,0.44798213886197735,0.43714628683871504,0.34110156936119024
Diciembre,0.7,0.9,,0.8494363929146538,1.0414953271028038,,0.5374856378239031,0.6307340764263407,
