,HGM_Mediana,MER_Mediana,CAM_Mediana,HGM_Promedio,MER_Promedio,CAM_Promedio,HGM_Desviacion_Estandar,MER_Desviacion_Estandar,CAM_Desviacion_Estandar
Enero,1.0,1.0,1.0,1.1642253521126762,1.2400849858356942,1.1270635994587281,0.5308153293602845,0.7035831241760414,0.6082748362684691
Febrero,0.9,1.1,0.8,1.0993788819875776,1.3772727272727274,1.0704204204204206,0.7067105051074521,0.9043592791157995,0.8445555687432067
Marzo,0.7,0.9,0.6,0.861731843575419,1.157796852646638,0.7948369565217391,0.5034308204000073,0.6645603143388051,0.5630823581751959
Abril,0.8,1.0,0.7,0.942296511627907,1.249632892804699,0.9197916666666666,0.5424071255318251,0.6892903514220484,0.6325028749022267
Mayo,0.7,1.0,0.8,0.8423562412342215,1.1145685997171146,0.9287856071964018,0.43862150238234326,0.5715640578888914,0.5373543749119203
Junio,0.6,0.9,0.6,0.7152298850574712,1.0820267686424474,0.6758474576271186,0.46959122468359954,0.5515756802858819,0.3728725442629119
Julio,0.6,0.9,0.5,0.6596045197740112,0.9597345132743363,0.6147058823529412,0.32327157466097456,0.4278881399199787,0.34021768388025664
Agosto,0.6,0.8,0.5,0.6799438990182328,0.9481375358166189,0.5560875512995896,0.3172104486904109,0.44741017677198797,0.3520204119173509
Septiembre,0.8,1.0,0.7,0.9143895348837208,1.105942028985507,0.8108416547788875,0.4036722689689896,0.5565100114651119,0.48157124294732256
Octubre,0.8,1.0,0.6,0.8519943019943022,1.0735042735042735,0.724320652173913,0.4142129121954046,0.4612628876026894,0.47563013745403065
Noviembre,0.8,1.0,0.6,0.9137481910274965,1.132463768115942,0.753399433427762,0.4849015919665045,0.6059128242946394,0.5112865726533067
Diciembre,1.0,1.2,0.8,1.1445224719101126,1.445874125874126,1.0128900949796473,0.6524417381778431,0.8539210341670342,0.682951896996411
