,HGM_Mediana,MER_Mediana,CAM_Mediana,HGM_Promedio,MER_Promedio,CAM_Promedio,HGM_Desviacion_Estandar,MER_Desviacion_Estandar,CAM_Desviacion_Estandar
Enero,,0.51,0.5,,0.625255878284924,0.6187325905292479,,0.42930922364290236,0.4448251135783459
Febrero,,0.43,0.35,,0.5631192660550458,0.5200462249614792,,0.43220372071273183,0.4693463056742632
Marzo,,0.35,0.32,,0.4233196159122085,0.41569252077562324,,0.30459702826591023,0.339244701857985
Abril,,0.34,0.27,,0.45076056338028164,0.42368650217706816,,0.37080286714720867,0.4176311176307079
Mayo,,0.27,0.23,,0.3323465211459754,0.30800557880055784,,0.2633282249892627,0.26373723585753317
Junio,,0.41,0.33,,0.4568214804063861,0.37007246376811587,,0.2642181837188518,0.2461880538863723
Julio,,0.41,0.39,,0.4677023121387283,0.4555833333333333,,0.32464529608867654,0.31235556884874105
Agosto,,0.34,0.3,,0.4105241379310345,0.36646846846846853,,0.27635502635303866,0.2705085403344219
Septiembre,,0.31,0.3,,0.3809232954545454,0.38726752503576545,,0.2733869018277462,0.27112278742967466
Octubre,,0.38,0.3,,0.4761189801699717,0.40958100558659216,,0.33839623005978475,0.33152302560431685
Noviembre,,0.38,0.33,,0.4469186875891583,0.419698275862069,,0.32163764963785074,0.3098392171533999
Diciembre,,0.69,0.54,,0.8396493688639552,0.7209655172413794,,0.5644794912007507,0.5563427886951119
