,HGM_Mediana,MER_Mediana,CAM_Mediana,HGM_Promedio,MER_Promedio,CAM_Promedio,HGM_Desviacion_Estandar,MER_Desviacion_Estandar,CAM_Desviacion_Estandar
Enero,,1.2,,,1.518208092485549,,,0.9236172659089981,
Febrero,,0.8500000000000001,,,1.1118296529968454,,,0.7455410131010078,
Marzo,,0.8,,,1.0898716119828815,,,0.8052311899120991,
Abril,,0.5,,,0.8002894356005789,,,0.7459066481134391,
Mayo,,0.8,,,1.0,,,0.604877227847062,
Junio,,0.5,,,0.7216783216783217,,,0.5391584712887718,
Julio,,0.9,0.6,,1.0233716475095787,0.7519890260631003,,0.5933975597491806,0.5030396832818762
Agosto,,0.6,0.6,,0.8071932299012693,0.7222373806275582,,0.48315306573160893,0.3959969274177226
Septiembre,,0.5,0.6,,0.7274787535410765,0.7524544179523142,,0.5466687149866094,0.48223817599070473
Octubre,,0.6,0.5,,0.7976744186046512,0.7176712328767124,,0.6971232929922562,0.7579139310505567
Noviembre,,1.1,0.8,,1.1818049490538574,0.9270422535211268,,0.6733608343315066,0.6180874873969865
Diciembre,,1.4,1.2,,1.6891780821917808,1.4997275204359672,,0.9739152855009484,0.8674655699290879
