,HGM_Mediana,MER_Mediana,CAM_Mediana,HGM_Promedio,MER_Promedio,CAM_Promedio,HGM_Desviacion_Estandar,MER_Desviacion_Estandar,CAM_Desviacion_Estandar
Enero,0.9,1.1,0.9,1.151685393258427,1.3251388888888889,1.1331983805668018,0.701152334146761,0.8376526793851378,0.7685747777349624
Febrero,0.8,0.9,0.8,0.9228013029315961,1.1311145510835914,0.9145869947275922,0.6043355886302625,0.6671292165007225,0.6288948051600726
Marzo,0.5,0.7,0.5,0.6316239316239316,0.9124624624624625,0.6816216216216215,0.42476468054023625,0.5716702366671453,0.5064002466587478
Abril,0.7,0.9,0.6,0.8574963609898109,1.1442708333333333,0.823529411764706,0.5263589848795351,0.7635854711419872,0.5826756620285757
Mayo,0.9,0.9,0.5,0.9984825493171472,1.0799668874172184,0.6841949778434269,0.5113283293631368,0.5710651642214841,0.5023331455780499
Junio,0.8,0.9,0.5,0.9156250000000001,1.0110782865583456,0.603586800573888,0.3873674716883255,0.4670296939022281,0.42676447951411106
Julio,0.7,0.9,0.5,0.7804137931034482,1.0381615598885796,0.5635155096011817,0.37740367008844505,0.4889780611585305,0.4075268769717682
Agosto,0.7,0.9,0.4,0.7524285714285713,1.0093837535014005,0.44666666666666666,0.36785320715622916,0.5064896223218126,0.3379989991732764
Septiembre,0.6,0.8,0.5,0.7023622047244095,0.9439198855507868,0.6229901269393513,0.42009172930424593,0.5326605916466852,0.4493172173050926
Octubre,0.6,1.0,0.7,0.7093514328808446,1.082168674698795,0.8165653495440729,0.4368972258735919,0.5468134483766233,0.48015319360621034
Noviembre,0.9,1.2,1.0,0.921919770773639,1.2443324937027707,1.1457553956834532,0.45452393229817745,0.5437889614761513,0.6045516337209564
Diciembre,0.8,1.1,0.9,0.9690410958904111,1.2793433652530781,1.069692532942899,0.5131472175661842,0.6469296131763872,0.6196236624258332
