,HGM_Mediana,MER_Mediana,CAM_Mediana,HGM_Promedio,MER_Promedio,CAM_Promedio,HGM_Desviacion_Estandar,MER_Desviacion_Estandar,CAM_Desviacion_Estandar
Enero,0.9,1.0,0.9,1.0281379310344827,1.2024216524216524,1.1731404958677687,0.6269786207627047,0.7855378625569441,0.8303935416576819
Febrero,0.5,0.8,0.8,0.695864106351551,1.0062271062271064,0.9873282442748093,0.5241341401685389,0.6273854701414739,0.5975546811664316
Marzo,0.6,0.7,0.6,0.6723374827109267,0.842406015037594,0.7974789915966386,0.36647370623335784,0.5139091710685295,0.5447125188294544
Abril,0.7,0.8,0.8,0.8213549337260678,1.111706349206349,0.9990014265335236,0.4806895757466789,0.6830537973970526,0.6982726657347027
Mayo,0.5,0.8,0.8,0.6274373259052924,0.994083694083694,0.9383125864453666,0.4065185122580027,0.5430934504073414,0.5375237434109852
Junio,0.4,0.7,0.6,0.49391304347826087,0.8057720057720059,0.6978571428571428,0.2815425959894369,0.39000687702716924,0.3783232068012938
Julio,0.4,0.7,0.7,0.5160839160839161,0.7762738853503185,0.7768136557610242,0.28379440561242875,0.3650533178416224,0.343917564886102
Agosto,0.4,0.7,0.7,0.42033660589060307,0.7765527950310559,0.7798780487804879,0.27998575208178167,0.3799319477514246,0.35612417078337194
Septiembre,0.2,0.7,0.6,0.32051282051282054,0.7594268476621419,0.7027881040892193,0.24953438707696302,0.37500973240565394,0.3262158687209091
Octubre,0.3,0.6,0.5,0.3550786838340486,0.6732115677321157,0.6267313019390581,0.29203728289770925,0.35210283712967166,0.3352066575870388
Noviembre,0.7,0.7,0.6,0.7867088607594938,0.8872563718140929,0.8526618705035972,0.49572753333814523,0.6630778166486654,0.590526282567369
Diciembre,0.7,0.8,0.7,0.8061781609195403,0.9233564013840831,0.8822377622377623,0.44920943170948313,0.5165119123507212,0.5513980443689668
