,HGM_Mediana,MER_Mediana,CAM_Mediana,HGM_Promedio,MER_Promedio,CAM_Promedio,HGM_Desviacion_Estandar,MER_Desviacion_Estandar,CAM_Desviacion_Estandar
Enero,0.9,1.0,0.8,1.0150729335494326,1.2073305670816046,1.030570652173913,0.5273829988388609,0.5960060374427741,0.6692692332433224
Febrero,0.8,1.0,0.7,0.9004518072289158,1.1926829268292682,0.8766956521739129,0.4580598215159531,0.6255438892087288,0.6141588987026305
Marzo,0.7,0.9,0.7,0.7506906077348067,1.0160935350756533,0.80960219478738,0.3344855356767268,0.44313201839801314,0.4685915074713766
Abril,0.7,0.9,0.7,0.8207865168539326,1.047325769854133,0.8902266288951841,0.4205888972202252,0.5820336150870755,0.6035856966888322
Mayo,0.8,1.1,0.8,0.926639344262295,1.1916083916083917,0.9523415977961434,0.36646447915554264,0.546172896089214,0.48949096611542886
Junio,0.7,0.9,0.7,0.7425925925925926,0.9713656387665198,0.8489361702127659,0.31268128888480223,0.4083172605087055,0.40634474791561825
Julio,0.8,0.9,0.8,0.8491803278688523,1.0115839243498819,0.8787735849056604,0.36895517097578295,0.48183407197531863,0.4620792504482805
Agosto,0.6,0.7,0.7,0.694560669456067,0.73271719038817,0.78646408839779,0.3435128798437485,0.39653804107394053,0.4560752468585564
Septiembre,0.7,0.8,0.8,0.7929133858267716,0.9632237871674492,0.9063706563706565,0.43716517351327544,0.5198953339901765,0.5206174299645892
Octubre,0.6,0.8,0.7,0.7979651162790697,0.9624713958810069,0.9633193863319387,0.4944482923158666,0.5729061014943627,0.6124240915914674
Noviembre,0.7,0.8,0.8,0.7625000000000001,0.9611428571428572,0.9445603576751117,0.455936365913511,0.47721036908062103,0.534786392432173
Diciembre,1.1,1.1,1.1,1.195810055865922,1.3165730337078654,1.2746192893401016,0.5984448729571239,0.7363043366936131,0.7279693826807645
