,HGM_Mediana,MER_Mediana,CAM_Mediana,HGM_Promedio,MER_Promedio,CAM_Promedio,HGM_Desviacion_Estandar,MER_Desviacion_Estandar,CAM_Desviacion_Estandar
Enero,0.5,0.5,0.5,0.5632311977715877,0.6078762306610409,0.6519337016574585,0.40819585302012945,0.4713718264216498,0.5299466598128316
Febrero,0.4,0.4,,0.4946236559139785,0.5390243902439025,,0.4091852745596546,0.4582991758483755,
Marzo,0.3,0.3,,0.3854885057471264,0.382843137254902,,0.30779661113229717,0.3387902154003644,
Abril,0.3,,,0.36083213773314204,,,0.3187185128917601,,
Mayo,0.3,0.3,,0.4,0.45225352112676054,,0.31578579827323056,0.4091881851878378,
Junio,0.2,0.3,,0.29870689655172417,0.3582857142857143,,0.2416038621317413,0.28010304372357087,
Julio,0.3,0.3,,0.33698060941828256,0.39090909090909093,,0.23442501360163046,0.27822695200501607,
Agosto,0.3,0.3,,0.34398148148148155,0.39636015325670493,,0.23139793496622268,0.2969553896429232,
Septiembre,0.2,0.3,0.3,0.29974937343358393,0.3737142857142857,0.33877068557919626,0.2129593759909874,0.28202299761424265,0.30696558290993314
Octubre,0.2,0.4,0.3,0.30251748251748256,0.47191011235955055,0.4180440771349862,0.23141105499652728,0.354988960520872,0.32290411214590214
Noviembre,0.3,0.4,0.4,0.34039039039039043,0.49289855072463773,0.45659025787965624,0.2867591756330949,0.36714724763952045,0.35170151035646824
Diciembre,0.4,0.6,0.5,0.5112813370473538,0.7117363344051447,0.6115702479338843,0.39430857014983495,0.5096244785255784,0.5018075052246633
