Fecha,Hora,ACO,AJU,ARA,ATI,AZC,CAM,CCA,CES,MON,CHO,COY,CUA,CUT,FAC,HGM,IMP,IZT,LAG,LLA,LPR,MER,NEZ,PED,PLA,SAG,SFE,SJA,SUR,TAC,TAH,TAX,TEC,TLA,TLI,TPN,UAX,UIZ,VAL,VIF,XAL,
01-01-2013,1,1.50,,,,,1.70,,,,,,,,1.30,1.40,,1.20,,,1.80,,1.50,0.70,,,0.50,2.3,1.4,,1.60,,,1.20,1.40,,1.80,,,3.90,2.70,
01-01-2013,2,1.80,,,,,2.20,,,,,,,,1.60,1.40,,1.70,,,1.80,,1.10,0.70,,,0.40,1.8,2.0,,1.70,,,1.40,1.50,,1.80,,,4.10,3.10,
01-01-2013,3,2.40,,,,,3.30,,,,,,,,1.70,1.60,,1.90,,,2.90,,1.30,0.70,,,0.60,3.3,1.6,,1.60,,,1.80,1.50,,1.30,,,6.10,4.60,
01-01-2013,4,1.80,,,,,2.90,,,,,,,,2.00,1.20,,2.10,,,3.30,,1.60,0.90,,,0.70,3.3,1.3,,2.40,,,2.00,2.40,,1.70,,,4.20,4.60,
01-01-2013,5,1.60,,,,,3.00,,,,,,,,1.60,1.20,,1.50,,,2.60,,1.50,0.80,,,0.70,2.8,1.6,,2.10,,,2.20,2.90,,1.60,,,4.00,4.00,
01-01-2013,6,1.40,,,,,2.80,,,,,,,,1.40,1.10,,1.30,,,2.10,1.60,1.80,0.50,,,0.40,3.5,1.7,,1.40,,,1.50,3.50,,1.30,,,3.40,3.50,
01-01-2013,7,0.90,,,,,2.00,,,,,,0.80,,1.10,1.40,,1.60,,,2.10,2.20,2.10,0.60,,,0.40,3.4,1.9,,1.40,,,1.40,2.90,,1.50,,,3.30,2.90,
01-01-2013,8,0.80,,,,,2.20,,,,,,1.00,,0.90,2.30,,2.10,,,2.70,2.30,2.20,0.50,,,0.40,1.8,1.7,,0.90,,,1.90,2.70,,1.50,,,4.20,3.60,
01-01-2013,9,0.70,,,,,2.10,,,,,,0.70,,1.00,2.30,,1.80,,,2.90,2.30,1.50,0.60,,,0.40,2.3,1.7,,0.90,,,2.10,2.60,,1.60,,,4.50,4.00,
01-01-2013,10,0.60,,,,,2.00,,,,,,0.50,,0.90,2.00,,1.40,,,2.20,1.90,1.30,0.90,,,0.60,1.6,1.3,,0.50,,,1.90,2.30,,1.80,,,3.10,2.40,
01-01-2013,11,0.50,,,,,1.50,,,,,,0.70,,0.90,1.30,,0.60,,,0.90,1.00,1.10,0.90,,,0.80,0.6,1.5,,0.40,,,1.00,1.50,,0.90,,,2.30,0.90,
01-01-2013,12,0.40,,,,,0.70,,,,,,0.70,,0.60,0.70,,0.50,,,0.30,0.60,0.60,0.80,,,0.70,0.5,0.6,,0.30,,,0.70,0.50,,0.30,,,1.40,0.30,
01-01-2013,13,0.30,,,,,0.50,,,,,,0.60,,0.30,0.50,,0.20,,,0.20,0.50,0.60,0.50,,,0.60,0.4,0.2,,0.40,,,0.50,0.30,,0.30,,,0.70,0.30,
01-01-2013,14,0.40,,,,,0.40,,,,,,0.50,,0.20,0.40,,0.20,,,0.20,0.30,0.60,0.20,,,0.50,0.4,0.2,,0.30,,,0.40,0.30,,0.30,,,0.60,0.30,
01-01-2013,15,0.40,,,,,0.40,,,,,,0.50,,0.20,0.40,,0.30,,,0.10,0.30,0.60,0.10,,,0.40,0.4,0.3,,0.30,,,0.40,0.40,,0.30,,,0.60,0.30,
01-01-2013,16,0.20,,,,,0.50,,,,,,0.40,,0.20,0.40,,0.30,,,0.10,0.40,0.60,0.10,,,0.40,0.4,0.3,,0.40,,,0.30,0.40,,0.30,,,0.60,0.30,
01-01-2013,17,0.20,,,,,0.40,,,,,,0.40,,0.20,0.40,,0.30,,,0.10,0.40,0.60,0.10,,,0.40,0.5,0.3,,0.40,,,0.30,0.40,,0.30,,,0.60,0.30,
01-01-2013,18,0.20,,,,,0.40,,,,,,0.50,,0.10,0.50,,0.40,,,0.10,0.40,0.70,0.10,,,0.40,0.5,0.3,,0.40,,,0.30,0.40,,0.40,,,0.70,0.40,
01-01-2013,19,0.20,,,,,0.50,,,,,,0.70,,0.20,0.60,,0.50,,,0.20,0.50,0.80,0.20,,,0.40,0.7,0.4,,0.40,,,0.40,0.50,,0.40,,,0.80,0.50,
01-01-2013,20,0.20,,,,,0.90,,,,,,0.70,,0.40,0.70,,0.60,,,0.50,0.70,1.00,0.20,,,0.40,0.7,0.4,,0.60,,,0.60,0.60,,0.50,,,0.90,0.50,
01-01-2013,21,0.30,,,,,0.80,,,,,,0.70,,1.10,0.80,,0.60,,,0.80,0.70,1.20,0.40,,,0.70,1.0,0.4,,0.70,,,0.90,0.70,,0.50,,,1.10,1.00,
01-01-2013,22,0.30,,,,,1.00,,,,,,0.80,,0.60,0.80,,0.70,,,1.20,1.10,1.10,1.00,,,0.60,1.6,0.8,,0.60,,,0.90,0.70,,0.50,,,1.10,1.30,
01-01-2013,23,0.30,,,,,0.70,,,,,,1.00,,0.10,0.90,,0.90,,,0.90,1.40,1.10,0.80,,,0.70,1.6,1.1,,0.60,,,0.50,0.50,,0.90,,,0.90,1.10,
01-01-2013,24,0.30,,,,,0.50,,,,,,0.80,,0.20,,,0.60,,,0.60,1.10,0.90,,,,0.50,1.6,1.2,,0.60,,,0.40,0.50,,0.90,,,0.90,1.10,
02-01-2013,1,0.50,,,,,0.40,,,,,,0.60,,0.10,,,0.40,,,0.60,0.70,0.80,,,,0.40,1.3,0.9,,0.60,,,0.40,0.40,,0.80,,,0.80,1.00,
02-01-2013,2,0.60,,,,,0.40,,,,,,0.50,,0.20,,,0.30,,,0.20,0.50,0.90,,,,0.40,0.5,0.7,,0.80,,,0.30,0.40,,0.70,,,0.60,1.20,
