Fecha,Hora,ACO,AJU,ARA,ATI,AZC,CAM,CCA,CES,MON,CHO,COY,CUA,CUT,FAC,HGM,IMP,IZT,LAG,LLA,LPR,MER,NEZ,PED,PLA,SAG,SFE,SJA,SUR,TAC,TAH,TAX,TEC,TLA,TLI,TPN,UAX,UIZ,VAL,VIF,XAL,
01-06-2013,1,0.00,,,0.80,,0.50,,,,,,0.70,,0.70,0.50,,0.30,,,,0.60,,0.20,,,0.70,0.2,0.6,,0.10,,,0.60,,,0.60,0.50,,0.50,,
01-06-2013,2,0.00,,,1.50,,0.50,,,,,,0.80,,0.80,0.60,,0.20,,,,0.50,,0.20,,,0.70,0.1,0.5,,0.20,,,0.80,,,0.60,0.50,,0.50,,
01-06-2013,3,0.00,,,0.90,,0.60,,,,,,0.80,,0.80,0.70,,0.20,,,,0.50,,0.30,,,0.80,0.1,0.6,,0.20,,,0.90,,,0.50,0.30,,0.60,,
01-06-2013,4,0.00,,,0.60,,0.70,,,,,,1.00,,0.80,0.70,,0.20,,,,0.50,,0.20,,,0.70,0.1,0.6,,,,,1.00,,,0.60,0.40,,0.70,,
01-06-2013,5,0.00,,,0.60,,0.70,,,,,,0.90,,1.00,0.80,,0.50,,,,1.10,,0.30,,,0.80,0.3,0.7,,0.20,,,0.90,,,0.80,0.50,,0.80,,
01-06-2013,6,0.20,,,0.60,,0.80,,,,,,1.10,,1.30,0.70,,0.60,,,,1.40,,0.40,,,0.90,0.5,0.9,,0.30,,,1.10,,,0.80,1.00,,0.80,,
01-06-2013,7,0.40,,,0.90,,1.10,,,,,,1.20,,1.80,0.90,,0.80,,,,1.70,,0.40,,,1.10,0.7,1.0,,0.50,,,1.50,,,1.00,,,1.30,,
01-06-2013,8,0.40,,,0.90,,1.20,,,,,,,,1.20,1.10,,0.90,,,,1.50,,0.40,,,1.00,0.7,1.0,,0.40,,,1.30,,,1.20,1.20,,1.40,,
01-06-2013,9,,,,0.80,,0.80,,,,,,,,0.90,1.00,,0.90,,,,1.20,,0.30,,,0.80,0.4,0.9,,0.40,,,1.20,,,1.10,0.60,,1.00,,
01-06-2013,10,0.20,,,0.70,,0.80,,,,,,,,1.00,1.00,,0.80,,,,1.20,,0.40,,,0.80,0.6,1.0,,0.40,,,1.00,,,0.90,0.70,,0.70,,
01-06-2013,11,0.20,,,0.70,,0.80,,,,,,,,0.90,0.90,,0.70,,,,1.30,,0.40,,,0.80,0.5,1.0,,0.40,,,1.00,,,0.90,1.00,,0.60,,
