Fecha,Hora,ACO,AJU,ARA,ATI,AZC,CAM,CCA,CES,MON,CHO,COY,CUA,CUT,FAC,HGM,IMP,IZT,LAG,LLA,LPR,MER,NEZ,PED,PLA,SAG,SFE,SJA,SUR,TAC,TAH,TAX,TEC,TLA,TLI,TPN,UAX,UIZ,VAL,VIF,XAL,
01-05-2013,1,0.30,,,1.10,,,,,,,,0.70,,1.10,,,0.80,,,0.30,0.70,0.40,,,,0.50,0.4,0.6,,0.30,,,1.40,0.60,,0.50,,,1.00,0.60,
01-05-2013,2,0.40,,,0.90,,,,,,,,0.70,,1.00,,,0.70,,,0.20,0.90,0.30,,,,0.60,0.5,0.5,,0.20,,,1.60,0.60,,0.50,,,1.20,0.70,
01-05-2013,3,0.40,,,1.00,,,,,,,,0.70,,0.90,,,0.80,,,0.20,0.90,0.30,,,,0.40,0.5,0.6,,0.20,,,0.70,0.60,,0.40,,,0.90,0.80,
01-05-2013,4,0.30,,,0.80,,,,,,,,0.70,,1.00,,,0.80,,,0.30,1.20,0.30,,,,0.30,0.6,0.4,,0.20,,,0.80,0.60,,0.40,,,0.90,0.80,
01-05-2013,5,0.30,,,0.80,,,,,,,,0.70,,1.00,,,0.90,,,0.30,1.50,0.50,,,,0.30,0.8,0.6,,0.30,,,1.00,1.00,,0.50,,,1.00,0.80,
01-05-2013,6,0.50,,,1.10,,,,,,,,0.70,,1.40,0.70,,1.10,,,0.70,1.80,0.70,0.40,,,0.40,1.6,0.8,,0.60,,,1.00,1.20,,0.60,,,1.40,1.60,
01-05-2013,7,0.60,,,1.60,,,,,,,,0.80,,1.70,1.00,,1.60,,,1.60,2.20,1.90,0.60,,,0.60,2.1,1.5,,0.60,,,1.20,1.40,,0.80,,,1.70,3.70,
01-05-2013,8,0.70,,,2.40,,,,,,,,1.00,,1.80,1.20,,2.20,,,1.50,2.00,1.10,0.90,,,0.50,2.1,1.2,,1.10,,,2.50,1.50,,1.00,,,1.80,2.50,
01-05-2013,9,0.50,,,2.30,,,,,,,,1.00,,2.20,1.20,,1.70,,,1.10,2.10,1.00,0.90,,,0.60,1.0,0.9,,1.00,,,1.80,1.40,,0.90,,,1.60,1.20,
01-05-2013,10,0.40,,,1.70,,,,,,,,1.10,,1.80,1.40,,1.70,,,0.70,1.50,0.90,0.50,,,0.80,0.7,0.9,,0.50,,,1.40,1.40,,0.70,,,1.30,0.90,
01-05-2013,11,0.40,,,1.30,,,,,,,,0.80,,1.50,1.20,,1.30,,,0.50,1.20,0.60,0.50,,,0.70,0.6,0.9,,0.20,,,0.90,0.90,,0.60,,,1.20,0.70,
01-05-2013,12,0.40,,,0.80,,,,,,,,0.60,,1.00,0.90,,1.00,,,0.40,1.00,0.50,0.50,,,0.20,0.4,0.6,,0.20,,,0.70,0.60,,0.50,,,0.70,0.60,
01-05-2013,13,0.40,,,0.60,,,,,,,,0.60,,0.90,0.70,,0.90,,,0.40,0.80,0.50,0.20,,,0.20,0.4,0.6,,0.30,,,0.70,0.50,,0.50,,,0.50,0.60,
01-05-2013,14,0.40,,,0.60,,,,,,,,0.60,,0.80,0.60,,1.00,,,0.30,0.80,0.50,0.20,,,0.20,0.4,0.5,,0.30,,,0.60,0.50,,0.50,,,0.50,0.50,
01-05-2013,15,0.30,,,0.60,,,,,,,,0.60,,0.60,0.50,,0.80,,,0.20,0.70,0.50,0.20,,,0.20,0.2,0.4,,0.30,,,0.50,0.40,,0.50,,,0.50,0.50,
01-05-2013,16,0.30,,,0.60,,,,,,,,0.60,,0.60,0.40,,0.70,,,0.30,0.60,0.40,0.20,,,0.20,0.3,0.3,,0.40,,,0.40,0.50,,0.40,,,0.40,0.40,
01-05-2013,17,0.30,,,0.60,,,,,,,,0.60,,0.60,0.40,,0.70,,,0.20,0.60,0.50,0.20,,,0.20,0.3,0.4,,0.50,,,0.40,0.40,,0.30,,,0.40,0.40,
01-05-2013,18,0.30,,,0.60,,,,,,,,0.70,,0.60,0.40,,0.80,,,0.40,0.60,0.60,0.20,,,0.20,0.3,0.5,,0.50,,,0.50,0.50,,0.50,,,0.50,0.30,
01-05-2013,19,0.40,,,0.70,,,,,,,,0.80,,0.50,0.60,,1.10,,,0.50,0.80,0.70,0.30,,,0.40,0.5,0.7,,0.40,,,0.50,0.50,,0.60,,,0.60,0.40,
01-05-2013,20,0.60,,,1.00,,,,,,,,0.90,,0.90,1.00,,1.30,,,0.30,1.00,0.70,0.50,,,0.50,0.8,1.0,,0.60,,,0.70,0.80,,0.70,,,0.90,0.80,
01-05-2013,21,0.50,,,1.00,,,,,,,,1.00,,1.20,1.10,,1.60,,,0.90,1.20,0.70,0.50,,,0.60,0.8,1.0,,1.00,,,1.40,0.90,,0.80,,,1.20,1.00,
01-05-2013,22,0.50,,,1.40,,,,,,,,1.00,,1.70,1.30,,2.00,,,1.40,1.30,0.70,0.50,,,0.60,0.9,1.2,,0.90,,,1.40,1.40,,1.00,,,1.30,1.00,
01-05-2013,23,0.40,,,1.10,,,,,,,,0.90,,1.70,1.30,,1.80,,,0.50,1.40,0.90,0.80,,,0.50,1.0,1.4,,1.20,,,1.40,1.20,,1.10,,,1.10,1.30,
01-05-2013,24,,,,0.70,,,,,,,,0.90,,1.40,1.10,,2.00,,,0.70,1.60,0.90,0.70,,,0.60,1.0,1.6,,0.90,,,0.90,0.80,,1.10,,,0.80,,
