Fecha,Hora,ACO,AJU,ATI,AZC,CAM,CCA,CES,MON,CHO,COY,CUA,CUT,FAC,HGM,IZT,LAG,LLA,LPR,MER,NEZ,PED,PLA,SAG,SFE,SJA,SUR,TAC,TAH,TAX,TEC,TLA,TLI,TPN,UAX,UIZ,VIF,XAL,
01-06-2014,1,18,,3,,1,,,19,5,1,18,2,6,0,2,,,,1,,,,7,,5,1,,7,,,,8,5,1,0,,30,
01-06-2014,2,17,,15,,1,,,20,22,1,23,1,7,0,1,,,,5,,,,16,,18,0,,7,,,,12,16,1,0,,33,
01-06-2014,3,22,,13,,1,,,25,17,1,27,1,14,1,8,,,,8,,,,23,,23,0,,1,,,,19,19,1,7,,29,
01-06-2014,4,16,,12,,4,,,28,20,2,27,1,18,9,1,,,,1,,,,19,,21,1,,8,,,,5,8,2,7,,15,
01-06-2014,5,17,,18,,5,,,21,17,2,16,1,15,9,1,,,,1,,,,13,,10,1,,20,,,,2,,2,1,,6,
01-06-2014,6,12,,18,,2,,,15,10,1,12,1,3,7,1,,,,1,,,,4,10,2,1,,21,,,,2,5,1,0,,2,
01-06-2014,7,7,,16,,2,,,19,7,2,24,1,6,2,2,,,,2,,,,3,15,3,2,,11,,,,3,25,2,1,,3,
01-06-2014,8,22,,23,,8,,,24,17,11,43,5,19,11,11,,,,9,,,,7,33,9,10,,11,,,15,13,40,6,9,,8,
01-06-2014,9,36,,42,,32,,,41,31,35,52,24,44,32,29,,,,24,,,,34,49,35,36,,23,,,38,28,46,28,32,,39,
01-06-2014,10,48,,52,,50,,,54,48,50,54,47,51,49,45,,,,42,,,,49,51,53,51,,45,,,51,48,50,48,50,,51,
01-06-2014,11,54,,56,,57,,,57,58,60,59,53,58,60,54,,,,52,,,,54,57,56,58,,55,,,57,51,58,58,55,,50,
01-06-2014,12,56,,60,,60,,,59,58,66,63,58,61,62,59,,,,52,,,,56,61,59,67,,58,,,60,58,66,63,60,,53,
01-06-2014,13,56,,63,,66,,,60,60,64,68,56,64,61,58,,,,50,,,,57,65,58,68,,61,,,66,58,67,69,63,,57,
01-06-2014,14,56,,57,,66,,,59,57,64,71,51,62,66,55,,,,55,,,,52,66,59,64,,58,,,61,53,68,64,59,,53,
01-06-2014,15,55,,55,,63,,,57,56,58,65,49,57,57,53,,,,44,,,,51,63,54,62,,56,,,60,53,66,62,56,,48,
01-06-2014,16,54,,53,,54,,,57,55,57,65,50,55,56,48,,,,46,,,,49,62,52,58,,55,,,58,50,61,58,55,,47,
