Fecha,Hora,ACO,AJM,AJU,ARA,ATI,AZC,BJU,CAM,CCA,CES,MON,CHO,COY,CUA,CUT,FAC,FAR,GAM,HGM,IMP,INN,IZT,LAG,LLA,LPR,MER,MGH,MPA,NEZ,PED,PLA,SAC,SAG,SFE,SJA,SUR,TAC,TAH,TAX,TEC,TLA,TLI,TPN,UAX,UIZ,VAL,VIF,XAL,
01-07-2019,1,,0.20,,,,,0.20,,0.20,,,,,0.10,,0.10,,,0.20,,,0.10,,,0.20,0.10,0.10,0.30,0.10,0.10,,0.10,0.20,0.10,,,,0.30,,,0.10,0.00,,0.10,,,0.00,0.10,
01-07-2019,2,,0.10,,,,,0.10,,0.10,,,,,0.10,,0.00,,,0.10,,,0.10,,,0.10,0.00,0.00,0.20,0.10,0.10,,0.10,0.10,0.10,,,,0.20,,,0.00,0.00,,0.20,,,0.00,0.00,
01-07-2019,3,,0.10,,,,,0.00,,0.00,,,,,0.10,,0.00,,,0.00,,,0.00,,,0.20,0.00,0.00,0.20,0.10,0.00,,0.10,0.10,0.00,,,,0.10,,,0.00,0.00,,0.10,,,0.10,0.10,
01-07-2019,4,,0.10,,,,,0.10,,0.10,,,,,0.10,,0.20,,,0.10,,,0.10,,,0.10,0.10,0.00,0.20,0.10,0.00,,0.10,0.10,0.00,,,,0.00,,,0.10,0.10,,0.20,,,0.10,0.10,
01-07-2019,5,,0.10,,,,,0.20,,0.10,,,,,0.10,,0.40,,,0.10,,,0.20,,,0.10,0.20,0.10,0.20,0.20,0.10,,0.10,0.10,0.00,,,,0.10,,,0.20,0.20,,0.20,,,0.20,0.20,
01-07-2019,6,,0.20,,,,,0.30,,0.20,,,,,0.20,,0.30,,,0.30,,,0.40,,,0.30,0.30,0.30,0.10,0.30,0.20,,0.20,0.30,0.10,,,,0.20,,,0.40,0.40,,0.20,,,0.20,0.30,
01-07-2019,7,,0.30,,,,,0.50,,0.30,,,,,0.30,,0.30,,,0.40,,,0.80,,,0.50,0.40,0.40,0.20,0.60,0.30,,0.40,0.70,0.20,,,,0.30,,,0.70,0.40,,0.40,,,0.30,0.50,
01-07-2019,8,,0.40,,,,,0.70,,0.30,,,,,0.30,,0.40,,,0.70,,,0.80,,,0.80,0.50,0.40,0.30,0.60,0.40,,0.50,0.50,0.20,,,,0.60,,,0.50,0.40,,0.40,,,0.30,0.60,
01-07-2019,9,,0.30,,,,,0.50,,0.50,,,,,0.30,,0.40,,,0.80,,,0.80,,,1.00,0.60,0.60,0.20,0.60,0.40,,0.30,0.50,0.30,,,,0.20,,,0.50,0.60,,0.30,,,0.40,0.60,
01-07-2019,10,,0.20,,,,,0.40,,0.30,,,,,0.30,,0.60,,,0.50,,,0.50,,,0.70,0.50,0.50,0.20,0.40,,,0.30,0.50,0.40,,,,0.10,,,0.70,0.70,,0.20,,,0.50,0.50,
01-07-2019,11,,0.20,,,,,0.30,,0.10,,,,,0.30,,0.50,,,0.30,,,0.30,,,0.70,0.20,0.40,0.20,0.30,,,0.40,0.50,0.30,,,,0.10,,,0.60,0.50,,0.20,,,0.50,0.50,
01-07-2019,12,,0.10,,,,,0.20,,0.10,,,,,0.20,,0.40,,,0.30,,,0.30,,,0.70,0.20,0.30,0.10,0.20,,,0.10,,0.30,,,,0.00,,,0.40,0.50,,0.20,,,0.50,0.50,
01-07-2019,13,,0.20,,,,,0.30,,0.10,,,,,0.20,,0.30,,,0.20,,,0.30,,,0.70,0.20,0.30,0.20,0.20,,,0.10,,0.20,,,,0.00,,,,0.30,,0.30,,,0.40,0.30,
