Fecha,Hora,ACO,AJU,ATI,AZC,CAM,CCA,CES,MON,CHO,COY,CUA,CUT,FAC,HGM,IZT,LAG,LLA,LPR,MER,NEZ,PED,PLA,SAG,SFE,SJA,SUR,TAC,TAH,TAX,TEC,TLA,TLI,TPN,UAX,UIZ,VIF,XAL,
01-11-2012,1,10,,18,,40,,,22,32,37,26,,28,,39,,38,,41,33,29,,,35,41,39,,31,,,31,33,16,43,45,28,,
01-11-2012,2,23,,9,,38,,,24,32,34,37,,18,38,36,,34,,41,38,21,,,26,44,34,,25,,,24,31,10,38,41,14,,
01-11-2012,3,17,,9,,28,,,29,21,32,34,,20,37,34,,30,,34,35,12,,,14,41,25,,32,,,28,33,4,36,37,12,,
01-11-2012,4,21,,14,,30,,,27,17,29,20,,15,34,35,,25,,29,24,13,,,17,38,35,,24,,,36,30,4,33,37,13,,
01-11-2012,5,24,,8,,33,,,28,27,31,19,,14,36,33,,34,,36,21,27,,,25,33,38,,22,,,40,26,3,35,36,19,,
01-11-2012,6,24,,10,,33,,,29,22,30,37,,22,36,34,,35,,36,31,12,,,33,36,37,,24,,,37,33,4,34,36,19,38,
01-11-2012,7,27,,24,,35,,,29,23,30,46,,34,38,36,,38,,36,33,24,,,41,39,39,,24,,,43,37,5,33,36,24,37,
01-11-2012,8,26,,31,,38,,,26,28,33,39,,33,38,38,,38,,40,38,30,,,37,38,45,,31,,,44,29,7,33,36,30,43,
01-11-2012,9,22,,23,,44,,,34,25,42,24,,35,45,42,,33,,49,48,31,,,,42,52,,32,,,47,34,23,36,44,20,49,
01-11-2012,10,14,,21,,45,,,32,26,41,25,,33,53,50,,26,,55,49,31,,,24,50,49,,27,,,52,38,35,48,60,13,55,
01-11-2012,11,10,,19,,49,,,19,46,45,26,,24,53,57,,26,,63,52,28,,,19,57,49,,36,,,48,28,29,53,75,15,34,
01-11-2012,12,10,,21,,47,,,15,38,39,15,,25,49,46,,22,,55,,21,,,14,71,41,,58,,,43,25,19,49,72,20,56,
01-11-2012,13,15,,16,,39,,,11,25,38,10,,28,47,43,,16,,54,,17,,,13,52,36,,54,,,42,17,20,39,37,11,38,
01-11-2012,14,8,,18,,46,,,10,16,42,13,,35,40,45,,18,26,46,,35,,,17,24,46,,44,,,33,12,27,43,30,10,24,
01-11-2012,15,8,,15,,47,,,9,15,39,25,,30,49,42,,18,23,37,14,34,,,27,18,47,,32,,,38,14,23,36,31,8,23,
01-11-2012,16,5,,11,,49,,,8,25,41,35,,35,53,44,,18,17,35,15,30,,,41,28,42,,33,,,32,11,15,32,33,9,27,
01-11-2012,17,6,,21,,52,,,7,26,37,38,,39,56,47,,17,17,56,,28,,,41,31,33,,20,,,33,14,14,37,39,11,28,
01-11-2012,18,,,29,,62,,,16,23,47,38,,21,55,54,,17,24,76,32,47,,,44,34,45,,23,,,37,26,18,41,40,16,37,
01-11-2012,19,24,,41,,60,,,29,38,57,32,,43,62,54,,16,20,69,53,56,,,46,59,66,,22,,,47,30,26,51,43,21,39,
01-11-2012,20,17,,47,,66,,,31,38,57,61,,54,68,63,,25,22,75,55,57,,,51,60,73,,29,,,49,42,28,58,63,21,36,
01-11-2012,21,16,,44,,44,,,20,41,65,57,,51,50,63,,26,29,53,57,60,,,,35,81,,39,,,49,40,26,69,69,29,34,
01-11-2012,22,20,,34,,47,,,36,35,59,45,,38,39,49,,29,22,41,42,58,,,54,35,72,,32,,,50,39,23,56,68,35,39,
01-11-2012,23,21,,22,,46,,,34,35,46,40,,19,47,46,,39,,41,36,49,,,51,,63,,20,,,41,41,25,56,52,31,,
01-11-2012,24,25,,18,,36,,,36,41,41,44,,31,40,44,,39,,45,44,42,,,45,45,53,,44,,,35,41,23,,49,32,42,
02-11-2012,1,17,,22,,38,,,27,38,44,46,,30,38,39,,35,41,43,43,38,,,42,43,55,,42,,,33,36,22,,45,20,40,
02-11-2012,2,21,,14,,38,,,23,32,37,43,,15,34,33,,21,41,42,39,34,,,44,42,50,,45,,,29,29,15,,43,33,40,
02-11-2012,3,19,,12,,30,,,24,22,31,39,,20,26,34,,27,41,39,29,34,,,42,39,,,43,,,28,35,13,,37,34,33,
02-11-2012,4,25,,12,,29,,,30,35,35,40,,21,32,34,,35,40,37,27,30,,,32,34,39,,35,,,29,35,11,,36,31,28,
02-11-2012,5,25,,15,,32,,,26,36,32,22,,20,31,34,,32,39,35,31,30,,,33,29,41,,36,,,35,31,12,,33,28,36,
02-11-2012,6,22,,24,,32,,,28,33,33,24,,22,35,32,,31,38,34,34,26,,,31,30,41,,33,,,33,32,16,36,,27,33,
02-11-2012,7,22,,28,,33,,,28,34,31,35,,28,35,33,,31,36,32,33,29,,,37,30,40,,35,,,33,33,13,36,33,26,32,
02-11-2012,8,20,,28,,35,,,27,30,32,44,,26,37,35,,33,42,38,32,31,,,39,31,41,,33,,,33,34,10,37,34,28,33,
02-11-2012,9,23,,30,,45,,,30,35,38,40,,36,46,41,,34,48,40,35,36,,,29,33,39,,24,,,42,42,21,37,38,30,40,
02-11-2012,10,20,,40,,63,,,33,24,44,36,,48,57,49,,44,62,48,44,39,,,38,40,40,,23,,,,43,36,37,45,30,55,
02-11-2012,11,24,,71,,66,,,25,26,57,48,,53,68,56,,55,64,53,40,48,,,42,51,55,,24,,,,40,42,41,52,26,59,
02-11-2012,12,14,,,,58,,,32,25,62,43,,61,60,51,,44,56,53,32,54,,,57,46,69,,24,,,,33,36,58,46,18,51,
02-11-2012,13,15,,,,54,,,16,,55,36,,55,53,39,,30,52,44,27,65,,,53,35,64,,20,,,,33,44,44,37,27,35,
02-11-2012,14,11,,49,,42,,,10,4,40,61,,43,34,28,,15,30,27,26,44,,,70,20,60,,10,,,,35,65,41,38,30,20,
02-11-2012,15,7,,55,,35,,,8,7,49,79,,50,44,39,,13,30,31,29,65,,,83,19,62,,32,,,,37,47,53,50,31,21,
02-11-2012,16,8,,39,,61,,,10,,47,67,,64,35,44,,21,32,59,51,60,,,50,47,55,,50,,,,26,34,47,48,25,31,
02-11-2012,17,12,,60,,41,,,13,,42,46,,63,45,37,,37,57,50,56,39,,,35,45,42,,43,,,,43,11,35,42,18,51,
02-11-2012,18,19,,49,,59,,,16,,46,38,,57,59,53,,53,46,61,58,28,,,24,59,46,,27,,,,58,9,30,45,43,53,
02-11-2012,19,23,,52,,58,,,19,20,30,40,,56,51,42,,61,73,52,34,21,,,23,60,24,,23,,,,54,6,19,32,45,63,
