Fecha,Hora,ACO,AJU,ATI,AZC,CAM,CCA,CES,MON,CHO,COY,CUA,CUT,FAC,HGM,IZT,LAG,LLA,LPR,MER,NEZ,PED,PLA,SAG,SFE,SJA,SUR,TAC,TAH,TAX,TEC,TLA,TLI,TPN,UAX,UIZ,VIF,XAL,
01-06-2012,1,30,,43,,45,,,22,14,27,33,39,39,57,35,,55,,54,,10,,47,,58,,,21,,,48,50,5,,30,40,63,
01-06-2012,2,16,,32,,45,,,16,14,27,10,37,36,48,21,,50,,33,,10,,44,,45,,,13,,,42,48,3,,30,40,54,
01-06-2012,3,15,,15,,26,,,15,14,31,7,34,35,52,37,,44,,48,,12,,34,,45,,,8,,,46,42,3,,33,37,48,
01-06-2012,4,34,,16,,47,,,20,26,29,8,35,46,50,36,,40,,39,,28,,41,,36,,,9,,,46,40,7,,34,35,44,
01-06-2012,5,26,,36,,49,,,22,26,25,11,34,43,39,34,,42,,45,,22,,40,,42,,,15,,,40,47,6,,38,36,42,
01-06-2012,6,30,,46,,49,,,27,37,31,33,33,45,44,33,,45,,48,,32,,43,,42,29,,26,,,49,44,11,40,39,33,42,
01-06-2012,7,29,,46,,57,,,35,36,43,50,38,46,47,43,,47,,46,,42,,41,,44,43,,32,,,49,46,15,43,44,32,49,
01-06-2012,8,27,,47,,67,,,34,29,45,44,45,50,52,49,,51,,52,,46,,44,,52,48,,25,,,60,53,37,40,43,38,51,
01-06-2012,9,19,,43,,72,,,35,34,61,19,37,39,55,63,,61,,67,,31,,60,,74,54,,24,,,63,69,38,47,56,38,74,
01-06-2012,10,20,,16,,48,,,22,46,40,14,25,33,46,50,,,43,71,,20,,45,,66,35,,19,,,33,46,23,,75,25,69,
01-06-2012,11,17,,14,,32,,,19,33,34,13,23,16,33,39,,,20,42,,18,,21,,,25,,38,,,24,26,27,,61,11,37,
01-06-2012,12,10,,12,,26,,,10,15,28,12,22,17,23,28,,,19,38,,17,,14,,,26,,49,,,29,18,22,39,41,13,24,
01-06-2012,13,8,,18,,21,,,6,13,24,15,13,26,24,24,,,23,31,,22,,15,,,23,,19,,,26,18,26,25,16,15,18,
01-06-2012,14,5,,17,,23,,,5,16,18,17,6,25,21,16,,,10,33,,18,,15,,,13,,,,,28,16,21,13,9,7,17,
01-06-2012,15,5,,13,,21,,,5,14,18,18,5,23,18,20,,,12,22,,15,,10,,12,13,,,,,19,9,26,11,16,6,20,
01-06-2012,16,6,,14,,24,,,12,15,18,23,5,21,18,26,,5,10,23,,14,,21,,17,18,,7,,,21,12,,17,17,8,25,
01-06-2012,17,7,,18,,33,,,11,19,20,21,9,28,34,28,,16,18,35,,18,,28,,39,,,5,,,31,38,,16,19,10,29,
01-06-2012,18,9,,16,,30,,,11,19,,14,12,25,30,25,,48,30,35,,20,,25,,28,21,,8,,,35,47,,21,29,23,17,
01-06-2012,19,8,,18,,34,,,8,19,24,19,18,25,26,28,,47,44,44,,16,,31,,44,19,,11,,,35,,,25,39,20,43,
01-06-2012,20,15,,46,,47,,,16,25,35,34,25,43,40,,,30,21,49,,27,,32,,54,28,,12,,,49,20,,30,37,34,18,
01-06-2012,21,8,,48,,50,,,21,28,40,25,32,40,53,40,,33,21,55,,25,,29,,55,30,,12,,,54,15,6,35,40,27,27,
