Fecha,Hora,ACO,AJM,AJU,ARA,ATI,AZC,BJU,CAM,CCA,CES,MON,CHO,COY,CUA,CUT,FAC,FAR,GAM,HGM,INN,IZT,LAG,LLA,LPR,LVI,MER,MGH,MPA,NEZ,PED,PLA,SAC,SAG,SFE,SJA,SUR,TAC,TAH,TAX,TEC,TLA,TLI,TPN,UAX,UIZ,VAL,VIF,XAL,
01-02-2015,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
01-02-2015,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
01-02-2015,3,0,0,,,1,,,4,1,,,1,,1,1,2,,,2,,2,,1,,,2,1,,1,2,,,2,,2,1,,2,,,2,2,0,2,2,,2,4,
01-02-2015,4,1,0,,,1,,,3,0,,,1,,1,1,2,,,1,,2,,1,,,3,1,,1,2,,,3,,3,1,,2,,,2,2,0,1,1,,2,3,
01-02-2015,5,1,0,,,1,,,4,1,,,1,,1,0,2,,,1,,1,,1,,,2,0,,1,2,,,3,,3,1,,2,,,2,5,0,1,2,,2,2,
01-02-2015,6,0,0,,,1,,,4,1,,,1,,1,0,2,,,1,,1,,1,,,2,1,,1,2,,,3,,4,1,,2,,,3,1,0,2,1,,2,3,
01-02-2015,7,0,0,,,1,,,2,1,,,1,,1,1,3,,,1,,1,,1,,,4,1,,1,2,,,3,,3,1,,1,,,4,3,0,1,2,,2,3,
01-02-2015,8,1,0,,,2,,,3,1,,,1,,2,1,4,,,2,,3,,1,,,4,2,,1,2,,,4,,5,1,,2,,,4,3,0,2,2,,3,5,
01-02-2015,9,1,1,,,2,,,4,2,,,1,,1,3,5,,,2,,2,,1,,,3,2,,1,3,,,5,,5,2,,2,,,5,2,1,2,2,,3,3,
01-02-2015,10,1,1,,,5,,,3,2,,,1,,2,4,4,,,2,,1,,1,,,2,1,,1,3,,,5,,2,1,,2,,,3,3,2,2,2,,3,2,
01-02-2015,11,0,0,,,3,,,1,1,,,0,,2,3,3,,,1,,1,,0,,,1,0,,1,2,,,4,,2,1,,1,,,2,2,1,2,2,,3,2,
01-02-2015,12,1,1,,,2,,,0,1,,,1,,2,2,2,,,1,,1,,0,,,1,0,,0,1,,,3,,1,1,,1,,,2,1,1,2,1,,2,1,
01-02-2015,13,0,1,,,1,,,1,1,,,1,,1,2,2,,,1,,1,,1,,,1,0,,0,2,,,3,,1,1,,1,,,2,0,1,2,1,,2,1,
01-02-2015,14,0,0,,,1,,,1,1,,,1,,1,1,2,,,1,,1,,0,,,1,0,,0,2,,,3,,1,1,,2,,,1,1,1,2,1,,1,1,
01-02-2015,15,0,0,,,1,,,1,0,,,0,,2,1,2,,,1,,1,,0,,,1,0,,1,1,,,2,,1,1,,2,,,1,0,0,3,1,,1,1,
01-02-2015,16,0,0,,,1,,,1,1,,,1,,2,1,2,,,1,,1,,0,,,1,0,,1,2,,,2,,1,1,,2,,,1,0,0,4,1,,1,1,
01-02-2015,17,0,0,,,1,,,1,1,,,0,,1,1,2,,,1,,1,,0,,,3,0,,1,1,,,2,,1,1,,2,,,1,1,0,1,1,,1,1,
01-02-2015,18,0,0,,,1,,,1,1,,,0,,1,1,2,,,1,,1,,0,,,3,0,,1,1,,,2,,1,1,,2,,,1,0,0,1,1,,1,1,
01-02-2015,19,0,0,,,1,,,1,1,,,1,,2,1,2,,,1,,1,,0,,,1,0,,0,2,,,2,,2,1,,2,,,1,0,1,1,1,,1,,
