Fecha,Hora,ACO,AJM,AJU,ARA,ATI,AZC,BJU,CAM,CCA,CES,MON,CHO,COY,CUA,CUT,FAC,FAR,GAM,HGM,INN,IZT,LAG,LLA,LPR,LVI,MER,MGH,MPA,NEZ,PED,PLA,SAC,SAG,SFE,SJA,SUR,TAC,TAH,TAX,TEC,TLA,TLI,TPN,UAX,UIZ,VAL,VIF,XAL,
01-01-2015,1,4,20,,,16,,,67,4,,,3,,16,2,13,,,50,,11,,,,,63,13,,15,10,,,27,11,6,11,,8,,,44,31,2,4,5,,86,21,
01-01-2015,2,5,9,,,12,,,41,5,,,3,,15,2,6,,,44,,18,,87,,,31,15,,34,10,,,73,10,9,11,,7,,,24,38,2,6,12,,80,22,
01-01-2015,3,9,6,,,9,,,30,4,,,2,,15,1,5,,,33,,32,,101,,,19,13,,67,9,,,82,10,27,10,,8,,,29,71,2,19,33,,133,24,
01-01-2015,4,9,9,,,8,,,41,4,,,1,,3,1,4,,,24,,56,,152,,,,11,,58,7,,,120,7,27,30,,8,,,41,113,1,48,52,,116,32,
01-01-2015,5,5,16,,,6,,,34,3,,,2,,6,1,3,,,42,,55,,88,,,47,16,,67,6,,,60,5,37,47,,8,,,17,61,1,34,42,,79,34,
01-01-2015,6,3,13,,,4,,,39,5,,,2,,5,2,3,,,39,,57,,19,,,59,13,,35,5,,,21,3,36,27,,7,,,11,29,1,7,27,,19,40,
01-01-2015,7,2,10,,,3,,,36,7,,,1,,2,2,2,,,33,,52,,19,,,46,9,,27,6,,,13,3,23,12,,6,,,8,32,1,6,24,,11,27,
01-01-2015,8,2,10,,,3,,,28,3,,,1,,3,2,3,,,39,,43,,9,,,41,7,,11,4,,,19,4,14,9,,6,,,7,15,1,4,20,,10,18,
01-01-2015,9,2,13,,,6,,,18,8,,,2,,8,2,4,,,50,,40,,10,,,28,18,,13,18,,,26,11,18,13,,6,,,11,17,4,5,34,,8,29,
01-01-2015,10,5,17,,,18,,,31,14,,,2,,9,2,19,,,36,,28,,18,,,28,22,,23,22,,,21,9,32,17,,9,,,19,13,15,11,32,,9,31,
01-01-2015,11,11,15,,,18,,,29,11,,,2,,8,12,21,,,24,,20,,20,,,30,21,,14,13,,,23,10,26,15,,8,,,27,24,15,9,18,,18,21,
01-01-2015,12,6,11,,,16,,,21,10,,,1,,8,20,18,,,17,,10,,12,,,17,14,,3,11,,,13,9,13,10,,5,,,21,28,11,3,6,,19,12,
01-01-2015,13,2,7,,,10,,,10,5,,,1,,9,14,12,,,6,,3,,,,,4,9,,1,8,,,6,10,4,4,,4,,,8,18,,2,3,,11,6,
01-01-2015,14,2,1,,,4,,,3,1,,,1,,8,6,9,,,3,,2,,4,,,2,4,,1,3,,,2,7,2,2,,4,,,6,10,0,2,2,,6,3,
01-01-2015,15,1,1,,,5,,,2,0,,,0,,4,7,5,,,2,,2,,2,,,2,2,,1,2,,,2,2,2,2,,3,,,3,6,0,1,1,,4,2,
01-01-2015,16,1,1,,,3,,,2,0,,,0,,2,6,3,,,2,,1,,2,,,1,1,,1,1,,,2,1,2,1,,4,,,3,3,0,0,1,,2,2,
01-01-2015,17,1,1,,,1,,,2,0,,,1,,1,3,2,,,2,,1,,2,,,1,0,,1,1,,,1,1,2,1,,3,,,3,2,0,0,1,,2,2,
01-01-2015,18,1,1,,,1,,,1,0,,,1,,1,2,2,,,2,,1,,2,,,1,1,,1,1,,,2,1,2,1,,3,,,2,2,0,1,1,,2,2,
01-01-2015,19,1,1,,,1,,,2,0,,,1,,1,3,3,,,2,,2,,2,,,2,1,,1,2,,,2,1,3,2,,,,,2,2,1,1,2,,2,2,
01-01-2015,20,1,1,,,1,,,3,1,,,1,,1,2,3,,,3,,3,,2,,,3,3,,1,2,,,2,1,3,2,,2,,,3,2,1,1,3,,2,2,
01-01-2015,21,2,1,,,2,,,2,1,,,1,,2,2,4,,,2,,4,,2,,,3,4,,2,2,,,2,1,4,2,,2,,,4,3,1,1,3,,3,3,
01-01-2015,22,3,1,,,1,,,3,1,,,3,,1,3,3,,,2,,3,,3,,,3,2,,1,2,,,3,1,6,2,,1,,,4,3,0,1,3,,3,5,
01-01-2015,23,5,1,,,2,,,4,1,,,1,,1,2,3,,,3,,5,,3,,,4,2,,2,2,,,4,2,7,2,,1,,,4,4,0,1,3,,6,7,
01-01-2015,24,2,1,,,2,,,4,1,,,1,,1,1,3,,,2,,3,,3,,,3,3,,1,2,,,3,1,9,2,,1,,,4,5,0,1,2,,4,7,
02-01-2015,1,2,1,,,1,,,5,1,,,1,,1,1,2,,,2,,3,,3,,,4,3,,1,2,,,4,1,7,2,,1,,,3,5,0,1,2,,3,9,
02-01-2015,2,2,1,,,1,,,4,1,,,1,,1,1,2,,,2,,3,,3,,,4,2,,1,2,,,4,1,6,2,,1,,,2,3,0,1,2,,3,5,
02-01-2015,3,1,1,,,1,,,3,1,,,1,,0,0,2,,,2,,3,,3,,,5,1,,1,2,,,4,1,5,2,,1,,,2,3,0,1,2,,3,3,
02-01-2015,4,1,1,,,1,,,3,1,,,1,,1,1,2,,,2,,3,,3,,,5,1,,1,2,,,4,1,5,2,,1,,,2,3,0,1,2,,3,2,
02-01-2015,5,1,1,,,1,,,4,1,,,1,,1,1,1,,,2,,2,,2,,,5,1,,1,2,,,3,1,4,2,,1,,,2,2,0,0,2,,2,2,
02-01-2015,6,1,1,,,1,,,4,1,,,1,,1,1,2,,,2,,3,,3,,,4,2,,1,1,,,3,1,4,2,,1,,,2,3,0,1,2,,2,6,
