Fecha,Hora,ACO,AJM,AJU,ARA,ATI,AZC,BJU,CAM,CCA,CES,MON,CHO,COY,CUA,CUT,FAC,FAR,GAM,HGM,INN,IZT,LAG,LLA,LPR,LVI,MER,MGH,MPA,NEZ,PED,PLA,SAC,SAG,SFE,SJA,SUR,TAC,TAH,TAX,TEC,TLA,TLI,TPN,UAX,UIZ,VAL,VIF,XAL,
01-06-2015,1,0,0,,,0,,,2,1,,0,1,,1,1,1,,,1,,0,,1,1,,1,0,,1,1,,,2,0,1,,,1,,,1,1,,0,1,,,1,
01-06-2015,2,0,0,,,0,,,2,1,,0,1,,1,1,1,,,1,,1,,1,1,,2,0,,1,1,,,2,0,1,,,1,,,1,1,,0,1,,,1,
01-06-2015,3,0,0,,,0,,,2,1,,1,1,,1,9,1,,,1,,1,,3,1,,1,0,,1,1,,,2,0,1,,,1,,,3,2,,0,1,,,1,
01-06-2015,4,1,0,,,2,,,8,1,,0,1,,1,11,1,,,2,,1,,34,2,,1,0,,2,1,,,23,0,1,,,1,,,16,10,,1,1,,,1,
01-06-2015,5,2,0,,,3,,,21,1,,1,2,,1,5,2,,,9,,6,,38,7,,11,0,,18,1,,,37,0,1,,,2,,,22,32,,1,3,,,5,
01-06-2015,6,2,0,,,2,,,18,1,,1,1,,2,2,3,,,10,,12,,38,7,,17,1,,21,1,,,40,0,3,,,5,,,20,29,,1,8,,,7,
01-06-2015,7,1,0,,,2,,,18,3,,2,2,,3,2,4,,,9,,10,,38,5,,18,1,,26,1,,,48,0,9,,,7,,,24,25,,2,12,,,9,
01-06-2015,8,2,1,,,3,,,26,4,,4,2,,3,6,4,,,17,,13,,35,7,,20,1,,37,3,,,40,1,21,,,,,,28,30,,4,24,,,9,
01-06-2015,9,2,1,,,21,,,30,8,,2,4,,4,37,18,,,17,,13,,18,8,,19,8,,25,5,,,28,4,18,,,12,,,34,39,,17,28,,,7,
01-06-2015,10,2,1,,,13,,,20,6,,1,11,,2,30,18,,,12,,12,,13,8,,16,9,,14,5,,,14,2,15,,,11,,,22,22,,9,14,,,8,
01-06-2015,11,1,3,,,10,,,15,4,,1,7,,3,27,12,,,8,,9,,7,7,,11,8,,9,4,,,8,2,11,,,6,,,15,9,,5,11,,,9,
01-06-2015,12,1,2,,,7,,,6,5,,1,5,,6,17,10,,,7,,6,,6,6,,6,7,,4,4,,,5,4,5,,,6,,,8,12,,4,7,,,5,
01-06-2015,13,1,3,,,8,,,5,6,,1,3,,7,11,8,,,3,,4,,5,6,,4,5,,2,6,,,6,6,3,,,4,,,12,10,,4,3,,,5,
01-06-2015,14,0,4,,,3,,,8,3,,1,2,,5,14,11,,,2,,2,,3,3,,3,4,,2,4,,,3,4,3,,,3,,,8,3,,2,2,,,2,
01-06-2015,15,0,2,,,6,,,3,2,,0,2,,8,13,5,,,1,,1,,2,2,,2,4,,1,3,,,3,6,1,,,2,,,4,2,,1,2,,,2,
01-06-2015,16,0,2,,,6,,,3,2,,0,2,,3,4,5,,,2,,1,,3,3,,1,2,,1,3,,,3,2,2,,,2,,,7,6,,1,1,,,3,
01-06-2015,17,0,2,,,1,,,4,3,,0,2,,6,2,5,,,3,,2,,1,2,,3,4,,1,4,,,2,4,2,,,2,,,4,1,,1,2,,,2,
01-06-2015,18,0,3,,,1,,,2,2,,0,2,,4,1,2,,,1,,1,,2,1,,1,1,,1,3,,,2,1,1,,,2,,,3,1,,1,1,,,2,
01-06-2015,19,0,1,,,1,,,2,1,,0,2,,3,1,2,,,2,,0,,1,1,,1,1,,1,2,,,2,1,1,,,2,,,3,1,,0,1,,,1,
01-06-2015,20,0,0,,,0,,,1,1,,0,4,,2,1,2,,,0,,0,,1,2,,1,1,,1,1,,,2,1,1,,,2,,,2,1,,0,1,,,1,
01-06-2015,21,0,0,,,0,,,2,1,,0,2,,2,1,2,,,0,,0,,1,1,,1,0,,1,1,,,2,0,1,,,3,,,1,1,,0,1,,,1,
01-06-2015,22,0,0,,,0,,,1,1,,0,2,,1,1,2,,,0,,0,,1,1,,1,0,,1,1,,,2,1,1,,,2,,,2,0,,0,1,,,1,
