Fecha,Hora,ACO,AJU,ARA,ATI,AZC,CAM,CCA,CES,MON,CHO,COY,CUA,CUT,FAC,HGM,IMP,IZT,LAG,LLA,LPR,MER,NEZ,PED,PLA,SAG,SFE,SJA,SUR,TAC,TAH,TAX,TEC,TLA,TLI,TPN,UAX,UIZ,VAL,VIF,XAL,
01-02-2012,1,0.70,,,,,0.80,,,0.40,0.90,,0.40,,0.60,,,0.60,,0.30,1.10,0.90,1.10,0.70,,0.90,,0.7,1.2,,0.60,,,0.60,0.80,0.7,,1.20,,1.10,1.20,
01-02-2012,2,0.60,,,,,0.70,,,0.40,0.80,,0.30,,0.40,,,0.60,,0.30,1.30,0.80,1.10,0.40,,0.70,,0.8,1.2,,0.40,,,0.30,0.70,0.7,,1.20,,1.00,1.20,
01-02-2012,3,0.60,,,,,0.40,,,0.40,0.70,,0.10,,0.30,,,0.60,,0.40,1.40,0.70,1.00,0.30,,0.60,,0.8,0.8,,0.50,,,0.30,0.80,0.7,,1.10,,0.80,0.80,
01-02-2012,4,0.60,,,,,0.40,,,0.40,0.70,,0.10,,0.30,,,0.50,,0.30,0.90,0.80,1.10,0.30,,0.50,,0.7,0.8,,0.50,,,0.30,0.70,0.7,,0.90,,0.60,0.70,
01-02-2012,5,0.60,,,,,0.70,,,0.40,1.10,,0.00,,0.40,,,0.70,,0.20,1.00,0.80,0.90,0.40,,0.60,,0.7,0.8,,0.50,,,0.40,0.50,0.7,,1.20,,0.70,0.80,
01-02-2012,6,0.70,,,,,1.00,,,0.60,1.40,,0.20,,0.90,,,1.00,,0.80,1.40,1.10,1.00,0.40,,1.00,,1.0,1.1,,0.90,,,0.40,0.80,0.7,,1.30,,0.90,1.70,
01-02-2012,7,0.80,,,,,1.40,,,0.90,,,0.30,,1.80,,,1.60,,1.30,2.20,1.70,1.30,0.90,,1.60,,1.4,1.8,,1.30,,,1.50,1.20,0.9,,1.50,,1.40,2.10,
01-02-2012,8,1.10,,,,,2.00,,,0.80,2.10,,1.40,,3.30,,,2.00,,1.80,2.60,2.00,1.80,1.40,,2.10,,1.8,2.5,,2.20,,,2.80,1.70,1.0,,2.30,,2.00,2.40,
01-02-2012,9,1.30,,,,,2.20,,,1.20,3.10,,2.40,,3.30,,,2.00,,2.00,3.00,2.30,1.80,1.50,,2.80,,2.2,3.5,,1.60,,,2.80,2.20,1.5,,2.70,,2.40,2.90,
01-02-2012,10,1.10,,,,,2.00,,,1.30,2.30,,0.30,,1.40,,,2.00,,1.00,2.80,2.60,1.30,1.60,,1.20,,1.9,2.7,,1.80,,,2.50,2.10,1.9,,2.40,,2.30,3.20,
01-02-2012,11,0.80,,,,,1.70,,,0.50,1.50,,0.40,,1.90,,,2.20,,0.80,2.60,2.60,1.30,2.00,,1.20,,1.9,2.9,,1.30,,,2.40,2.00,,,2.10,,1.90,,
01-02-2012,12,0.60,,,,,1.60,,,0.30,,,0.50,,1.30,,,1.90,,0.70,3.30,,1.50,1.80,,0.90,,1.9,2.5,,1.40,,,2.40,2.00,,,1.80,,1.50,,
01-02-2012,13,0.60,,,,,1.30,,,0.20,0.40,,0.20,,1.00,,,1.60,,0.80,2.70,,1.20,1.30,,1.10,,1.8,2.1,,1.30,,,1.60,1.70,,,1.60,,1.00,,
01-02-2012,14,0.60,,,,,1.30,,,0.30,0.30,,0.30,,0.80,,,1.00,,0.30,1.50,1.40,1.10,0.60,,0.90,,1.0,1.4,,1.30,,,0.90,0.70,,,1.30,,0.60,,
