Fecha,Hora,ACO,AJM,AJU,ARA,ATI,AZC,BJU,CAM,CCA,CES,MON,CHO,COY,CUA,CUT,FAC,FAR,GAM,HGM,INN,IZT,LAG,LLA,LPR,LVI,MER,MGH,MPA,NEZ,PED,PLA,SAC,SAG,SFE,SJA,SUR,TAC,TAH,TAX,TEC,TLA,TLI,TPN,UAX,UIZ,VAL,VIF,XAL,
01-07-2020,1,,0,,,1,,,1,0,,1,,,1,1,0,1,,0,0,0,,1,,,0,0,,1,0,,,,1,,,,0,,,8,,,0,1,,0,,
01-07-2020,2,,1,,,1,,,1,0,,1,,,1,1,0,1,,0,0,0,,1,,,0,0,,1,0,,,,1,,,,0,,,5,,,0,1,,0,,
01-07-2020,3,,1,,,1,,,1,0,,0,,,1,1,0,1,,0,0,1,,1,,,1,1,,1,0,,,,1,,,,0,,,2,,,0,1,,0,,
01-07-2020,4,,1,,,2,,,1,0,,0,,,1,1,0,1,,0,0,1,,1,,,0,1,,1,0,,,,1,,,,0,,,2,,,0,1,,0,,
01-07-2020,5,,1,,,2,,,1,0,,0,,,1,1,0,1,,0,0,1,,1,,,0,1,,0,0,,,,1,,,,0,,,4,,,0,1,,0,,
01-07-2020,6,,1,,,2,,,2,0,,0,,,1,1,1,1,,0,0,1,,1,,,1,1,,1,0,,,,1,,,,0,,,4,,,0,1,,1,,
01-07-2020,7,,1,,,2,,,1,0,,0,,,1,2,1,1,,0,0,1,,1,,,1,1,,1,0,,,,1,,,,0,,,3,,,1,1,,0,,
01-07-2020,8,,1,,,2,,,1,1,,1,,,1,2,2,1,,0,0,1,,1,,,1,1,,1,1,,,,1,,,,0,,,4,,,1,1,,0,,
01-07-2020,9,,1,,,4,,,1,1,,1,,,1,3,2,1,,0,1,1,,1,,,1,1,,1,1,,,,2,,,,0,,,3,,,1,1,,0,,
01-07-2020,10,,1,,,4,,,1,1,,1,,,2,4,2,1,,1,1,1,,1,,,1,1,,1,1,,,,2,,,,1,,,3,,,1,2,,0,,
