,HGM_Mediana,MER_Mediana,CAM_Mediana,HGM_Promedio,MER_Promedio,CAM_Promedio,HGM_Desviacion_Estandar,MER_Desviacion_Estandar,CAM_Desviacion_Estandar
Enero,35.0,38.0,34.0,36.59319727891157,40.19777777777778,35.80916030534351,15.700421122209,15.215262951279062,14.095794054262454
Febrero,34.0,,34.0,35.12405446293495,,35.23304347826087,13.902682732939958,,14.595520539370273
Marzo,28.5,32.0,31.0,29.20347003154574,33.480427046263344,31.994513031550067,11.271793170263198,9.85323412256722,11.633244922816647
Abril,30.0,36.0,34.0,31.660028449502132,36.699855699855696,34.888101983002834,13.794882551677418,13.39417794675436,15.166600111614107
Mayo,32.0,36.0,33.0,32.80932784636488,37.215384615384615,34.401933701657455,11.706371924767959,11.666036243625257,11.590287659927101
Junio,30.0,33.0,31.0,31.30527817403709,34.410557184750736,33.43404255319149,12.471835153700521,11.69591743149176,11.783027987292698
Julio,31.0,33.0,32.0,32.45429740791269,33.72137931034483,32.8732782369146,12.012955151823956,12.173000114866205,11.759213062914931
Agosto,26.0,28.0,27.0,28.20775623268698,29.697492163009404,29.874285714285715,11.80039942464965,11.774344564909738,12.342799047633715
Septiembre,33.0,31.0,35.0,36.562277580071175,33.56297420333839,37.40277777777778,13.562706238372503,12.689184572794021,13.824137692664106
Octubre,25.0,28.0,26.0,28.451339915373765,31.58815232722144,29.651785714285715,14.570090253040714,14.15480097026578,13.772503214541274
Noviembre,29.0,31.0,29.0,32.574893009985736,34.50857142857143,33.742175856929954,14.29162182723929,13.913330161478282,15.95471185833392
Diciembre,42.0,41.0,40.0,44.28194444444444,42.63430420711974,42.0507614213198,18.71132600409179,18.048348211899405,17.83776084285681
