,HGM_Mediana,MER_Mediana,CAM_Mediana,HGM_Promedio,MER_Promedio,CAM_Promedio,HGM_Desviacion_Estandar,MER_Desviacion_Estandar,CAM_Desviacion_Estandar
Enero,33.0,36.0,43.0,33.88095238095238,37.346967559943586,43.972375690607734,13.032965052275335,13.918073746329561,16.928421511774058
Febrero,28.0,29.0,,30.310769230769232,32.233183856502244,,13.900550621244546,14.852968445332095,
Marzo,28.0,31.0,28.0,28.382395382395384,32.56824512534819,30.305019305019304,11.994439054924193,13.398107445030753,13.138927232367768
Abril,21.0,29.0,25.0,24.535353535353536,31.564179104477613,29.020497803806734,13.361058929598652,14.399008659330027,16.56497528532539
Mayo,19.0,27.0,24.0,23.761570827489482,31.179886685552407,28.638054363376252,12.873818645522372,14.882144777505392,16.66092952729147
Junio,19.0,25.0,,20.487769784172663,26.02589928057554,,9.590735055743137,11.14455281145738,
Julio,22.0,29.0,,22.90125173852573,29.761904761904763,,9.336929767535644,10.39375714894,
Agosto,21.0,26.5,,22.74390243902439,27.596100278551532,,10.372818846931596,10.596759397858138,
Septiembre,21.0,25.0,22.0,21.8510101010101,26.350574712643677,23.404011461318053,9.099479689668115,10.282377168960965,10.217186667677513
Octubre,21.0,25.0,23.0,23.313642756680732,27.074858757062145,24.673130193905816,10.454398472215388,11.592383521452877,10.166086691595188
Noviembre,28.0,31.0,26.0,29.263235294117646,32.664265129682995,28.32855093256815,10.821750372410111,11.928162425063457,11.95740535686781
Diciembre,36.0,37.0,35.0,37.311360448807854,40.952023988006,37.294036061026354,15.718596210423971,17.015823088725714,17.18904950005568
