Fecha,Hora,ACO,AJM,AJU,ARA,ATI,AZC,BJU,CAM,CCA,CES,MON,CHO,COY,CUA,CUT,FAC,FAR,GAM,HGM,INN,IZT,LAG,LLA,LPR,LVI,MER,MGH,MPA,NEZ,PED,PLA,SAC,SAG,SFE,SJA,SUR,TAC,TAH,TAX,TEC,TLA,TLI,TPN,UAX,UIZ,VAL,VIF,XAL,
01-02-2019,1,1,1,,,3,,1,,1,,1,1,,1,3,1,,,1,1,1,,1,1,,2,1,0,1,0,,,2,1,,,,0,,,2,,,1,,,,3,
01-02-2019,2,0,1,,,2,,1,,1,,1,1,,1,2,0,,,1,1,1,,1,1,,2,2,0,1,0,,,2,1,,,,0,,,2,,,1,,,,2,
01-02-2019,3,0,1,,,2,,1,,1,,1,1,,0,2,1,,,1,1,1,,1,2,,2,2,0,1,0,,,2,1,,,,0,,,1,,,1,,,,2,
01-02-2019,4,1,1,,,2,,1,,1,,1,1,,0,2,0,,,1,1,1,,1,2,,1,1,0,1,0,,,2,1,,,,0,,,1,,,1,,,,4,
01-02-2019,5,0,1,,,2,,1,,1,,1,1,,0,2,0,,,1,1,1,,1,3,,1,3,0,1,0,,,1,1,,,,0,,,1,,,1,,,,5,
01-02-2019,6,1,1,,,2,,1,,1,,1,2,,1,2,1,,,1,1,7,,1,4,,1,2,0,2,0,,,2,1,,,,0,,,2,,,1,,,,6,
01-02-2019,7,1,1,,,3,,1,,1,,1,2,,2,5,3,,,1,1,2,,1,3,,2,3,0,3,1,,,2,2,,,,0,,,3,,,1,,,,9,
01-02-2019,8,1,1,,,4,,2,,3,,2,4,,2,4,5,,,1,1,2,,2,2,,3,5,0,3,2,,,3,2,,,,1,,,4,,,1,,,,15,
01-02-2019,9,1,1,,,4,,2,,3,,2,3,,2,7,3,,,2,1,2,,3,4,,3,5,0,4,3,,,,1,,,,1,,,10,,,1,,,,10,
01-02-2019,10,1,1,,,6,,2,,1,,1,1,,2,5,4,,,2,2,2,,3,5,,3,5,,3,2,,,6,1,,,,1,,,12,,,2,,,,4,
