Fecha,Hora,ACO,AJM,AJU,ARA,ATI,AZC,BJU,CAM,CCA,CES,MON,CHO,COY,CUA,CUT,FAC,FAR,GAM,HGM,INN,IZT,LAG,LLA,LPR,LVI,MER,MGH,MPA,NEZ,PED,PLA,SAC,SAG,SFE,SJA,SUR,TAC,TAH,TAX,TEC,TLA,TLI,TPN,UAX,UIZ,VAL,VIF,XAL,
01-06-2019,1,0,1,,,1,,,,,,0,,,,0,1,1,,0,1,1,,0,1,,1,1,1,,,,1,1,2,,,,,,,4,1,,0,0,,0,0,
01-06-2019,2,0,2,,,2,,,,,,0,,,,0,1,1,,0,1,1,,0,1,,0,1,1,,,,1,1,2,,,,,,,6,1,,0,0,,1,0,
01-06-2019,3,0,1,,,2,,,,,,0,,,,0,3,1,,0,1,1,,0,1,,0,2,1,,,,0,1,3,,,,,,,4,1,,1,0,,1,0,
01-06-2019,4,0,3,,,2,,,,,,0,,,,0,5,1,,1,1,1,,0,1,,1,2,1,,,,0,1,3,,,,,,,3,1,,1,0,,1,0,
01-06-2019,5,0,2,,,3,,,,,,0,,,,0,4,1,,2,1,1,,0,1,,1,2,2,,,,1,1,2,,,,,,,2,1,,1,1,,1,1,
01-06-2019,6,0,2,,,4,,,,,,0,,,,0,3,1,,2,1,1,,0,1,,1,2,2,,,,1,1,1,,,,,,,3,3,,2,1,,1,1,
01-06-2019,7,1,2,,,5,,,,,,0,,,,1,3,1,,3,1,3,,1,1,,3,2,2,,,,1,1,1,,,,,,,7,5,,2,2,,4,,
01-06-2019,8,0,2,,,8,,,,,,1,,,,7,4,1,,5,1,5,,1,1,,4,4,2,,,,1,2,1,,,,,,,7,5,,3,4,,3,,
01-06-2019,9,0,2,,,6,,,,,,1,,,,7,4,1,,4,1,4,,1,2,,2,4,2,,,,1,1,1,,,,,,,7,4,,3,4,,3,,
01-06-2019,10,0,2,,,4,,,,,,1,,,,3,3,1,,3,1,3,,1,2,,2,5,2,,,,2,1,1,,,,,,,5,5,,2,3,,1,,
01-06-2019,11,0,2,,,3,,,,,,1,,,,1,3,1,,2,1,3,,1,2,,2,3,1,,,,1,1,1,,,,,,,4,2,,2,2,,1,,
01-06-2019,12,0,2,,,1,,,,,,0,,,,0,3,1,,1,1,1,,0,1,,1,3,2,,,,1,1,2,,,,,,,3,1,,2,1,,1,,
01-06-2019,13,0,2,,,1,,,,,,0,,,,1,1,0,,1,2,1,,1,1,,1,2,3,,,,1,1,2,,,,,,,2,1,,1,1,,1,,
01-06-2019,14,0,1,,,1,,,,,,0,,,,1,1,1,,0,2,1,,0,1,,1,1,2,,,,1,1,1,,,,,,,2,1,,0,1,,1,,
01-06-2019,15,0,1,,,1,,,,,,0,,,,0,1,1,,0,1,1,,0,1,,1,1,1,,,,1,1,0,,,,,,,2,0,,0,1,,1,,
01-06-2019,16,0,1,,,1,,,,,,0,,,,0,1,1,,0,1,1,,0,1,,1,1,1,,,,,1,0,,,,,,,5,1,,1,1,,1,,
01-06-2019,17,0,1,,,1,,,,,,0,,,,0,1,1,,0,1,1,,0,1,,1,1,1,,,,1,1,0,,,,,,,1,1,,0,1,,1,1,
01-06-2019,18,0,1,,,0,,,,,,0,,,,0,1,1,,0,1,1,,0,1,,1,1,1,,,,1,1,0,,,,,,,2,0,,0,0,,1,0,
01-06-2019,19,0,1,,,0,,,,,,0,,,,0,1,1,,0,1,1,,0,1,,1,1,1,,,,1,1,0,,,,,,,2,0,,0,1,,1,0,
01-06-2019,20,0,1,,,0,,,,,,0,,,,0,1,1,,0,1,1,,0,1,,1,1,1,,,,1,1,0,,,,,,,2,1,,0,1,,1,0,
01-06-2019,21,0,1,,,0,,,,,,0,,,,0,2,1,,0,1,1,,0,0,,1,1,1,,,,1,1,0,,,,,,,1,1,,0,0,,1,0,
01-06-2019,22,0,1,,,0,,,,,,0,,,,0,1,1,,0,1,1,,0,1,,1,1,1,,,,0,1,0,,,,,,,1,1,,0,0,,1,0,
01-06-2019,23,0,1,,,0,,,,,,0,,,,0,1,1,,0,1,1,,0,1,,1,1,0,,,,1,1,0,,,,,,,3,0,,0,1,,1,0,
01-06-2019,24,0,1,,,1,,,,,,0,,,,0,1,1,,1,0,1,,1,1,,1,1,1,,,,1,1,1,,,,,,,2,1,,0,1,,1,0,
02-06-2019,1,0,1,,,1,,,,,,0,,,,0,1,1,,1,0,1,,0,1,,1,1,1,,,,1,1,1,,,,,,,2,1,,0,0,,1,0,
02-06-2019,2,0,1,,,1,,,,,,0,,,,0,1,1,,1,0,1,,0,1,,0,1,1,,,,0,1,1,,,,,,,3,1,,0,1,,1,0,
02-06-2019,3,0,1,,,1,,,,,,0,,,,0,1,1,,2,0,1,,1,1,,0,1,1,,,,0,1,1,,,,,,,5,1,,0,0,,1,0,
02-06-2019,4,0,1,,,1,,,,,,0,,,,0,0,1,,1,1,1,,0,1,,0,1,1,,,,0,1,0,,,,,,,5,1,,1,0,,1,0,
02-06-2019,5,0,1,,,0,,,,,,0,,,,0,1,0,,1,0,1,,0,1,,1,1,1,,,,1,1,0,,,,,,,5,2,,0,0,,1,0,
