,HGM_Mediana,MER_Mediana,CAM_Mediana,HGM_Promedio,MER_Promedio,CAM_Promedio,HGM_Desviacion_Estandar,MER_Desviacion_Estandar,CAM_Desviacion_Estandar
Enero,11.0,9.0,10.0,19.331972789115646,20.669432918395575,20.98233695652174,20.86406629714291,25.003711482600337,24.9433854299707
Febrero,12.0,10.0,12.0,19.50602409638554,21.547256097560975,23.11130434782609,20.252999178440017,25.536817757148103,24.643340073297423
Marzo,13.0,15.0,13.0,20.367036011080334,23.89835164835165,23.253772290809327,20.86139901190214,25.74519300551666,25.978384192021974
Abril,23.0,23.0,22.0,29.594101123595507,32.78787878787879,32.77620396600567,25.337988003004355,30.655078556467693,30.8377736552009
Mayo,17.0,16.0,18.0,27.170765027322403,28.99020979020979,28.596418732782368,26.52525457874597,30.767241561720656,29.066837382706378
Junio,14.0,14.0,14.0,22.068522483940043,24.765051395007344,24.43971631205674,22.408699226665206,26.681961526778203,25.481881038946934
Julio,18.0,16.0,14.5,28.70980926430518,26.22344827586207,25.810439560439562,27.27679326302693,26.649241004276647,27.506203893418814
Agosto,22.0,21.0,20.0,29.855072463768117,27.192846034214618,26.83011049723757,26.104943596633582,23.75288430073248,24.698852975398673
Septiembre,15.0,12.0,11.0,27.0,22.302571860816943,22.99034749034749,29.28018764557628,26.21552528756162,27.166901288228573
Octubre,14.0,12.0,12.0,21.8885754583921,19.255289139633287,19.689847009735743,23.959599867123693,21.704252254156163,24.47515470040738
Noviembre,9.0,7.0,7.0,18.43820224719101,16.71857142857143,17.865558912386707,21.432448119832245,21.553259666419592,23.350031172111564
Diciembre,11.0,5.0,6.0,22.803312629399585,17.519553072625698,19.997455470737915,27.40045410699027,23.339534761363595,25.505351452048792
