,HGM_Mediana,MER_Mediana,CAM_Mediana,HGM_Promedio,MER_Promedio,CAM_Promedio,HGM_Desviacion_Estandar,MER_Desviacion_Estandar,CAM_Desviacion_Estandar
Enero,12.0,7.0,8.0,22.033195020746888,17.001383125864454,18.467496542185337,25.107337532073146,21.153082675382585,23.10406381519602
Febrero,20.0,13.0,14.0,33.68694362017804,24.902840059790734,27.259541984732824,34.48166265697877,27.875167747511867,29.930037632704376
Marzo,25.0,18.0,20.0,31.443370165745858,24.936459909228443,28.238095238095237,30.14957360604414,25.546965997769547,28.875063949815313
Abril,29.0,22.0,25.0,37.55334281650071,30.015384615384615,33.465149359886205,34.27681327469561,28.97830315151618,32.71627351844187
Mayo,36.0,28.0,29.0,45.25171939477304,37.12586445366529,40.019283746556475,37.4500022132495,32.76677313249243,38.08863945076551
Junio,26.0,20.0,21.0,34.44588744588744,28.165467625899282,29.855714285714285,28.893246325170292,25.552172181699177,28.0595735333066
Julio,22.0,16.0,17.0,30.66162310866575,25.617910447761194,27.438920454545453,27.92766037266307,25.07972892202252,27.579740167026934
Agosto,18.0,14.0,14.0,29.09722222222222,24.296875,25.75653594771242,29.430410942422114,27.06699489121972,28.28730099308411
Septiembre,15.0,12.0,10.0,23.865021770682148,19.383435582822084,20.208812260536398,24.663975678239566,21.120390083337515,23.097566550274095
Octubre,18.0,15.0,14.0,25.187239944521497,21.18686868686869,20.35048678720445,22.876471495096393,20.860989257679865,20.061454237954393
Noviembre,10.0,7.0,7.0,17.561855670103093,15.362406015037594,16.084892086330935,20.35330254788247,19.11441691397908,19.473102389373196
Diciembre,11.0,9.0,8.0,21.48231966053748,19.304123711340207,18.99442119944212,24.502428884509563,23.315067561398713,23.2999022249848
