,HGM_Mediana,MER_Mediana,CAM_Mediana,HGM_Promedio,MER_Promedio,CAM_Promedio,HGM_Desviacion_Estandar,MER_Desviacion_Estandar,CAM_Desviacion_Estandar
Enero,16.0,12.0,15.0,24.276041666666668,24.117378048780488,25.99,22.975110814265143,26.655677306286197,25.33487886208501
Febrero,28.0,19.5,22.0,37.624398073836275,30.664516129032258,33.01232665639445,32.305069862565,30.829412852948966,29.513386306485522
Marzo,28.0,24.0,23.0,36.99858757062147,32.85780525502319,31.824929971988794,30.770791055165244,31.284396997308985,30.999504955702044
Abril,41.0,31.0,29.0,46.02031930333817,38.406386066763424,36.60775862068966,30.93907449669189,31.80870812603441,31.440406491049636
Mayo,35.0,29.0,28.0,40.56666666666667,35.11408450704225,34.188854489164086,30.474294327230915,29.67652972127137,28.087321196922712
Junio,22.0,20.0,12.0,30.526850507982584,27.370317002881844,23.42929292929293,29.476137206734464,26.55810772442664,25.332673663508622
Julio,22.0,20.0,19.0,31.45506419400856,28.427777777777777,28.372355430183358,27.284214026275112,25.679912771474683,26.818328387936646
Agosto,22.0,18.0,17.0,29.028089887640448,26.046715328467155,26.415620641562064,25.666733470301775,24.602349324105916,25.528441391917738
Septiembre,21.0,15.0,15.0,31.6056338028169,25.045801526717558,26.42235123367199,29.670905102810465,26.538836176781388,27.809570875048802
Octubre,11.0,12.0,11.0,18.77151799687011,20.348936170212767,20.076487252124647,20.845402040979383,22.765234712357,23.908035080323202
Noviembre,12.0,9.0,8.5,22.22714285714286,20.56286549707602,22.256711409395972,26.523369032678602,25.890814122111877,29.305052283438478
Diciembre,11.0,8.0,9.0,23.04463040446304,21.375176304654442,22.73488372093023,26.734431898218276,27.08128075063251,28.203774501709706
