Fecha,Hora,ACO,AJM,AJU,ATI,AZC,BJU,CAM,CCA,CES,MON,CHO,COY,CUA,CUT,FAC,FAR,GAM,HGM,INN,IZT,LAG,LLA,LPR,MER,MGH,MPA,NEZ,PED,PLA,SAC,SAG,SFE,SJA,SUR,TAC,TAH,TAX,TEC,TLA,TLI,TPN,UAX,UIZ,VIF,XAL,
01-07-2017,1,22,4,15,25,,10,14,6,,22,17,9,25,24,27,,12,14,10,10,,16,20,13,8,18,20,9,,,15,17,19,,,17,,,17,26,,5,15,24,19,
01-07-2017,2,12,8,30,25,,16,17,12,,11,19,13,23,20,25,,12,15,6,13,,16,14,14,10,14,25,14,,,17,17,15,,,19,,,20,23,,11,22,25,23,
01-07-2017,3,3,17,27,21,,14,13,13,,14,16,18,16,12,22,,8,15,7,15,,15,15,13,15,18,21,16,,,16,9,9,,,20,,,13,21,,18,10,23,9,
01-07-2017,4,5,19,29,19,,16,12,9,,4,4,12,20,5,15,,4,10,10,8,,8,19,10,5,14,15,14,,,8,3,4,,,17,,,17,17,,9,6,22,5,
01-07-2017,5,18,18,29,16,,7,3,7,,1,5,6,5,1,12,,2,7,17,2,,5,6,3,2,14,14,7,,,5,4,2,,,11,,,9,9,,8,4,10,5,
01-07-2017,6,8,18,32,4,,0,1,4,,1,2,4,10,1,3,,2,1,5,1,,2,1,2,1,15,9,7,,,7,6,2,,,,,,2,4,,6,3,8,4,
01-07-2017,7,4,16,26,1,,1,2,4,,2,2,5,4,1,3,,1,2,7,2,,2,1,2,2,15,7,7,,,4,7,3,,,,,,2,3,,5,4,4,2,
01-07-2017,8,5,12,30,3,,4,4,4,,6,3,6,9,4,5,,3,7,8,5,,4,3,7,2,25,10,7,,,4,6,5,,,16,,,5,5,,4,8,8,5,
01-07-2017,9,9,12,30,7,,10,7,10,,13,7,14,10,9,8,,3,14,15,10,,7,8,13,5,24,13,10,,,8,11,11,,,19,,,6,9,,8,14,13,13,
01-07-2017,10,18,14,27,12,,19,6,19,,25,22,24,11,21,13,,6,19,16,17,,14,13,15,12,31,22,19,,,16,10,19,,,24,,,10,13,,14,21,16,15,
01-07-2017,11,31,30,30,25,,22,19,31,,32,32,27,19,34,21,,15,16,21,31,,26,25,22,17,39,32,30,,,29,21,31,,,33,,,17,27,,25,34,29,24,
01-07-2017,12,38,42,34,41,,36,39,45,,38,38,38,31,52,40,,22,38,27,37,,45,37,39,36,45,40,41,,,43,28,41,,,42,,,31,43,,44,48,43,30,
01-07-2017,13,42,52,35,55,,50,50,53,,45,45,55,37,52,50,,40,49,28,50,,50,51,46,51,52,47,54,,,50,34,52,,,55,,,44,49,,58,54,47,44,
01-07-2017,14,50,68,34,58,,64,66,71,,53,52,71,54,62,55,,47,59,26,63,,56,61,52,63,70,56,71,,,58,47,62,,,71,,,55,59,,65,72,52,60,
01-07-2017,15,49,64,33,72,,69,68,73,,52,45,72,59,60,82,,54,68,43,70,,62,65,58,71,68,59,78,,,63,51,62,,,72,,,71,70,,68,80,54,65,
01-07-2017,16,48,66,41,74,,74,69,68,,37,44,78,58,56,79,,53,70,63,71,,60,58,58,72,67,54,66,,,52,36,57,,,65,,,66,66,,77,65,53,64,
01-07-2017,17,27,69,65,53,,71,54,70,,31,31,69,68,37,83,,36,62,63,63,,35,49,50,68,43,46,69,,,36,42,46,,,43,,,56,44,,59,60,30,40,
01-07-2017,18,27,58,36,19,,32,21,46,,28,24,37,56,22,30,,21,29,58,28,,26,28,23,29,36,29,51,,,25,37,29,,,34,,,22,22,,39,34,20,25,
01-07-2017,19,20,32,30,13,,23,20,31,,25,17,25,32,22,10,,14,20,38,14,,20,16,10,21,31,21,31,,,17,28,12,,,28,,,9,13,,22,25,21,14,
01-07-2017,20,11,23,23,15,,13,11,26,,19,16,13,31,20,13,,4,11,31,6,,5,10,10,22,27,10,25,,,9,20,5,,,21,,,10,3,,19,8,13,9,
01-07-2017,21,14,13,22,13,,11,4,17,,14,12,13,27,9,14,,2,9,15,6,,6,6,3,11,26,4,16,,,8,17,3,,,14,,,9,6,,12,10,11,4,
01-07-2017,22,9,6,22,13,,9,1,5,,8,3,8,5,7,15,,1,2,3,2,,8,1,2,7,25,3,5,,,7,7,2,,,13,,,6,2,,6,3,5,5,
01-07-2017,23,7,9,24,6,,3,2,6,,8,9,4,3,3,14,,1,1,6,1,,4,1,2,8,21,3,6,,,8,2,2,,,11,,,4,6,,4,3,1,1,
01-07-2017,24,1,9,20,15,,6,4,4,,2,4,3,1,1,4,,1,4,0,2,,1,0,3,4,16,3,2,,,2,3,1,,,6,,,4,7,,2,3,0,2,
02-07-2017,1,0,15,17,9,,1,2,1,,1,5,2,4,1,3,,1,3,6,1,,1,0,3,1,16,2,2,,,2,8,2,,,6,,,2,3,,2,4,2,2,
02-07-2017,2,0,20,25,1,,0,1,1,,1,4,2,10,0,0,,1,1,17,2,,1,0,2,0,12,3,7,,,2,9,2,,,5,,,1,5,,1,3,1,1,
02-07-2017,3,0,15,25,3,,0,1,1,,1,6,2,8,0,1,,1,1,22,2,,2,1,2,0,11,3,6,,,2,10,2,,,4,,,2,3,,1,3,0,1,
02-07-2017,4,0,10,18,7,,0,1,1,,1,5,2,7,1,3,,1,1,16,1,,6,1,2,0,12,3,2,,,4,4,2,,,6,,,4,1,,1,3,2,1,
02-07-2017,5,0,4,13,9,,0,1,1,,2,2,3,1,1,3,,1,2,13,2,,4,0,2,1,11,3,2,,,4,1,2,,,3,,,4,0,,1,3,10,1,
02-07-2017,6,0,1,6,2,,0,1,1,,2,2,3,3,1,3,,1,1,7,2,,2,0,2,2,12,3,3,,,2,5,1,,,3,,,1,1,,1,3,5,1,
02-07-2017,7,6,4,4,3,,0,2,2,,,2,3,7,5,2,,1,1,,2,,4,1,2,4,11,4,3,,,3,9,2,,,1,,,3,5,,1,4,6,2,
02-07-2017,8,10,9,5,3,,2,4,4,,,6,,12,12,6,,2,3,,4,,8,2,5,4,17,9,4,,,6,10,6,,,5,,,5,8,,5,8,9,4,
02-07-2017,9,21,12,16,11,,10,11,13,,17,16,11,16,17,14,,3,11,17,10,,18,8,9,13,21,17,14,,,16,13,13,,,14,,,13,12,,15,16,16,12,
02-07-2017,10,30,24,26,20,,25,20,21,,30,27,23,21,28,23,,7,23,21,20,,31,20,17,24,32,27,22,,,29,17,22,,,28,,,19,20,,22,24,26,19,
02-07-2017,11,42,38,35,33,,42,33,38,,41,46,40,32,44,39,,22,39,30,40,,42,35,31,38,47,40,33,,,42,29,37,,,44,,,28,32,,38,41,42,36,
02-07-2017,12,47,48,44,45,,60,53,59,,52,70,62,47,57,50,,43,56,39,57,,58,54,50,54,63,54,51,,,59,39,63,,,60,,,46,52,,62,61,52,54,
02-07-2017,13,47,60,59,64,,78,81,78,,50,86,81,58,61,67,,63,76,53,80,,68,69,72,,74,68,70,,,67,47,83,,,76,,,67,74,,83,83,57,71,
02-07-2017,14,45,89,72,78,,89,95,96,,56,92,88,71,55,87,,71,97,70,94,,68,80,85,91,73,75,93,,,69,60,90,,,95,,,80,80,,98,94,56,75,
02-07-2017,15,41,99,,70,,106,91,97,,63,75,102,82,47,94,,66,102,52,98,,55,68,85,105,90,64,99,,,62,68,87,,,114,,,78,57,,108,102,49,62,
02-07-2017,16,34,98,,45,,87,55,100,,46,50,92,89,37,61,,43,79,53,75,,37,42,62,83,62,44,109,,,37,73,55,,,70,,,47,42,,78,64,35,39,
02-07-2017,17,30,51,,34,,29,31,38,,40,39,33,42,34,38,,18,24,38,25,,31,32,22,26,56,,46,,,27,36,28,,,49,,,32,34,,39,36,31,27,
02-07-2017,18,29,42,43,27,,24,27,36,,33,27,28,30,25,24,,16,23,39,21,,33,31,17,23,42,14,39,,,29,26,18,,,30,,,18,29,,28,21,29,29,
02-07-2017,19,32,33,28,20,,26,21,25,,31,33,22,15,23,19,,8,24,16,24,,23,24,17,17,40,11,21,,,27,15,15,,,24,,,21,22,,23,22,26,24,
02-07-2017,20,26,34,24,20,,8,13,8,,16,27,7,22,22,20,,5,16,8,11,,11,15,14,17,31,9,8,,,11,6,13,,,17,,,20,10,,9,13,21,9,
02-07-2017,21,6,23,18,17,,5,9,3,,5,16,3,8,15,11,,1,8,6,3,,7,7,9,11,29,2,8,,,6,2,5,,,24,,,9,7,,2,4,18,7,
02-07-2017,22,4,23,13,7,,0,2,1,,1,7,2,16,15,6,,1,3,8,2,,9,9,3,5,26,2,5,,,8,5,2,,,18,,,7,10,,1,3,17,8,
