Fecha,Hora,ACO,AJM,AJU,ARA,ATI,AZC,BJU,CAM,CCA,CES,MON,CHO,COY,CUA,CUT,FAC,FAR,GAM,HGM,INN,IZT,LAG,LLA,LPR,LVI,MER,MGH,MPA,NEZ,PED,PLA,SAC,SAG,SFE,SJA,SUR,TAC,TAH,TAX,TEC,TLA,TLI,TPN,UAX,UIZ,VAL,VIF,XAL,
01-01-2018,1,2,6,,,14,,9,,6,,4,,,11,6,11,,,9,3,,,7,6,,8,9,3,6,8,,,8,7,,,,7,,,9,9,,,8,,7,5,
01-01-2018,2,3,7,,,,,9,,7,,6,,,10,29,11,,,10,3,,,7,7,,9,8,5,9,8,,,7,8,,,,8,,,11,10,,,8,,9,5,
01-01-2018,3,3,6,,,24,,10,,8,,5,,,8,55,11,,,11,4,,,7,6,,10,8,3,9,10,,,6,8,,,,7,,,19,18,,,9,,11,4,
01-01-2018,4,3,6,,,67,,13,,9,,4,,,8,65,48,,,22,4,,,14,6,,18,14,3,7,10,,,10,7,,,,5,,,53,32,,,10,,20,4,
01-01-2018,5,4,6,,,86,,39,,9,,4,,,8,14,33,,,58,2,,,18,16,,64,21,3,7,8,,,12,5,,,,5,,,115,40,,,11,,20,7,
01-01-2018,6,2,10,,,66,,69,,3,,7,,,6,5,29,,,110,2,,,24,9,,112,44,4,9,4,,,13,4,,,,5,,,93,30,,,19,,38,6,
01-01-2018,7,2,21,,,28,,85,,2,,4,,,7,4,23,,,75,2,,,30,12,,74,23,5,10,5,,,18,5,,,,6,,,62,40,,,8,,34,5,
01-01-2018,8,1,23,,,12,,66,,3,,3,,,8,3,17,,,65,2,,,26,29,,61,15,7,14,7,,,19,6,,,,5,,,35,38,,,9,,43,24,
01-01-2018,9,1,13,,,18,,49,,9,,4,,,22,9,,,,48,2,,,47,45,,51,27,11,14,12,,,33,26,,,,7,,,36,37,,,17,,49,30,
01-01-2018,10,1,27,,,44,,41,,28,,5,,,23,60,,,,42,6,,,63,44,,40,39,10,18,21,,,45,27,,,,13,,,57,56,,,13,,107,26,
01-01-2018,11,2,26,,,37,,40,,31,,4,,,19,49,38,,,43,10,,,55,36,,37,47,17,23,31,,,41,22,,,,24,,,49,49,,,29,,57,27,
01-01-2018,12,2,26,,,35,,39,,36,,8,,,20,57,28,,,34,11,,,34,29,,31,32,29,23,36,,,31,24,,,,20,,,42,48,,,29,,14,26,
01-01-2018,13,1,30,,,25,,27,,27,,3,,,19,44,25,,,31,12,,,5,19,,22,25,19,16,28,,,6,21,,,,20,,,30,18,,,20,,7,8,
01-01-2018,14,1,22,,,22,,25,,19,,2,,,16,19,16,,,22,14,,,3,7,,9,27,17,5,24,,,2,20,,,,16,,,12,8,,,10,,3,2,
01-01-2018,15,1,17,,,15,,15,,15,,2,,,12,6,13,,,18,13,,,2,4,,7,19,13,4,23,,,2,16,,,,12,,,8,5,,,3,,3,2,
01-01-2018,16,1,13,,,4,,12,,6,,1,,,12,5,7,,,9,14,,,2,2,,5,10,8,3,16,,,1,16,,,,7,,,6,4,,,3,,2,1,
01-01-2018,17,1,7,,,3,,6,,9,,1,,,11,4,4,,,4,15,,,1,1,,3,5,5,3,13,,,1,12,,,,6,,,4,3,,,3,,1,1,
01-01-2018,18,1,8,,,4,,3,,3,,1,,,5,4,3,,,2,12,,,1,1,,2,2,5,2,7,,,1,5,,,,5,,,4,4,,,2,,1,1,
01-01-2018,19,1,5,,,27,,2,,1,,1,,,10,4,21,,,2,6,,,2,1,,2,4,4,2,5,,,2,7,,,,4,,,5,4,,,2,,2,1,
01-01-2018,20,1,13,,,46,,3,,19,,1,,,19,4,42,,,3,6,,,2,1,,2,26,3,2,20,,,2,21,,,,2,,,4,4,,,3,,2,1,
01-01-2018,21,1,17,,,44,,3,,21,,1,,,21,15,29,,,3,5,,,2,2,,2,11,7,3,23,,,2,20,,,,2,,,5,3,,,3,,2,1,
01-01-2018,22,1,12,,,51,,3,,10,,1,,,12,14,42,,,3,7,,,2,1,,2,11,9,3,14,,,2,12,,,,2,,,5,3,,,3,,2,1,
01-01-2018,23,1,10,,,27,,13,,22,,1,,,15,8,24,,,4,4,,,2,1,,3,18,7,3,18,,,2,14,,,,3,,,11,4,,,4,,2,1,
01-01-2018,24,1,9,,,23,,7,,14,,1,,,15,5,14,,,6,2,,,2,2,,4,10,5,3,15,,,2,11,,,,8,,,17,6,,,4,,6,1,
02-01-2018,1,1,7,,,16,,8,,10,,1,,,8,3,13,,,9,1,,,5,3,,11,9,3,4,12,,,3,9,,,,10,,,10,7,,,5,,3,1,
02-01-2018,2,1,6,,,11,,10,,6,,1,,,4,3,5,,,8,1,,,5,2,,7,8,2,3,7,,,4,4,,,,7,,,9,6,,,7,,2,1,
02-01-2018,3,1,7,,,8,,8,,3,,1,,,3,2,3,,,6,0,,,3,1,,7,5,2,3,5,,,3,2,,,,5,,,6,4,,,6,,2,1,
02-01-2018,4,1,6,,,7,,6,,2,,1,,,3,2,2,,,5,1,,,2,2,,4,5,2,2,5,,,2,2,,,,3,,,6,4,,,4,,1,0,
02-01-2018,5,1,5,,,5,,4,,2,,1,,,2,1,2,,,3,1,,,2,1,,3,5,2,2,4,,,2,1,,,,3,,,6,4,,,3,,2,1,
02-01-2018,6,1,3,,,4,,4,,2,,1,,,2,1,2,,,2,1,,,2,1,,3,4,2,2,4,,,2,1,,,,3,,,6,4,,,3,,2,2,
02-01-2018,7,1,2,,,4,,3,,1,,1,,,2,2,1,,,3,1,,,3,2,,3,4,2,1,4,,,3,1,,,,3,,,6,4,,,4,,3,4,
02-01-2018,8,1,3,,,4,,4,,2,,1,,,4,2,3,,,4,1,,,3,3,,5,5,2,1,4,,,4,2,,,,3,,,6,4,,,3,,2,4,
