Fecha,Hora,ACO,AJM,AJU,ARA,ATI,AZC,BJU,CAM,CCA,CES,MON,CHO,COY,CUA,CUT,FAC,FAR,GAM,HGM,INN,IZT,LAG,LLA,LPR,LVI,MER,MGH,MPA,NEZ,PED,PLA,SAC,SAG,SFE,SJA,SUR,TAC,TAH,TAX,TEC,TLA,TLI,TPN,UAX,UIZ,VAL,VIF,XAL,
01-07-2018,1,,1,,,14,,3,7,2,,1,,,1,0,6,,,3,1,4,,1,1,,6,1,1,2,1,,,2,0,,,,1,,,12,2,,1,2,,1,1,
01-07-2018,2,,0,,,17,,7,13,1,,1,,,1,0,5,,,5,1,6,,1,1,,14,2,0,6,1,,,2,0,,,,1,,,21,10,,1,5,,1,1,
01-07-2018,3,,0,,,26,,8,21,1,,1,,,1,6,4,,,9,1,9,,1,3,,16,2,1,14,1,,,1,0,,,,1,,,33,11,,1,6,,1,1,
01-07-2018,4,,0,,,32,,4,33,1,,1,,,1,7,4,,,7,1,1,,0,4,,24,1,0,5,1,,,2,0,,,,0,,,38,7,,1,3,,1,1,
01-07-2018,5,,0,,,14,,4,14,1,,1,,,1,2,7,,,2,1,1,,1,2,,5,1,0,1,1,,,1,0,,,,0,,,19,5,,1,2,,1,1,
01-07-2018,6,,0,,,6,,3,8,1,,1,,,1,1,3,,,1,1,1,,1,1,,4,1,0,1,1,,,1,0,,,,0,,,8,3,,1,2,,1,2,
01-07-2018,7,,0,,,4,,3,3,1,,1,,,1,0,3,,,1,1,1,,1,2,,5,2,0,1,1,,,2,0,,,,0,,,6,2,,1,2,,2,3,
01-07-2018,8,,4,,,10,,4,4,2,,1,,,11,2,4,,,1,1,1,,1,2,,2,4,0,1,3,,,2,4,,,,1,,,7,3,,1,2,,2,3,
01-07-2018,9,,8,,,14,,3,3,5,,1,,,20,2,13,,,1,1,1,,2,4,,2,6,0,1,6,,,2,10,,,,1,,,12,7,,1,2,,2,3,
01-07-2018,10,,6,,,8,,3,2,5,,1,,,14,3,10,,,1,1,1,,2,3,,2,4,0,1,6,,,2,9,,,,1,,,8,4,,2,2,,4,2,
01-07-2018,11,,3,,,5,,3,1,3,,1,,,9,3,6,,,1,2,1,,2,2,,2,2,0,1,4,,,2,6,,,,1,,,3,3,,1,2,,3,1,
01-07-2018,12,,1,,,2,,3,1,2,,1,,,3,2,1,,,1,3,1,,2,2,,3,1,0,2,2,,,2,2,,,,0,,,3,3,,1,2,,2,1,
01-07-2018,13,,0,,,1,,4,1,2,,1,,,1,1,2,,,2,2,2,,1,2,,3,2,0,2,2,,,1,1,,,,1,,,3,2,,1,2,,2,1,
01-07-2018,14,,1,,,1,,4,2,3,,1,,,2,1,2,,,2,1,1,,1,1,,3,2,0,2,2,,,1,1,,,,1,,,2,2,,2,2,,2,0,
01-07-2018,15,,1,,,1,,3,1,2,,1,,,2,1,2,,,1,2,1,,1,1,,2,2,1,2,2,,,0,1,,,,2,,,2,2,,1,2,,1,0,
01-07-2018,16,,1,,,0,,3,1,2,,1,,,2,2,2,,,1,2,1,,1,1,,2,1,1,2,2,,,1,1,,,,1,,,2,1,,1,2,,1,0,
01-07-2018,17,,0,,,0,,3,1,2,,1,,,1,7,1,,,1,1,0,,1,1,,2,1,1,1,2,,,0,1,,,,1,,,2,2,,1,1,,,0,
01-07-2018,18,,0,,,1,,2,1,2,,1,,,1,1,1,,,1,1,1,,0,1,,2,1,1,1,1,,,0,1,,,,1,,,3,2,,1,2,,,0,
01-07-2018,19,,0,,,0,,3,0,1,,0,,,2,1,1,,,1,1,0,,0,1,,2,1,1,1,1,,,0,1,,,,1,,,7,1,,1,2,,2,0,
01-07-2018,20,,0,,,0,,1,0,1,,1,,,1,1,1,,,1,1,0,,0,1,,2,1,0,1,1,,,0,0,,,,1,,,2,1,,1,1,,2,0,
01-07-2018,21,,0,,,0,,1,0,1,,1,,,1,0,1,,,1,1,0,,0,1,,2,1,0,1,1,,,0,0,,,,1,,,2,1,,1,1,,2,0,
01-07-2018,22,,0,,,0,,2,0,1,,1,,,1,0,2,,,1,1,0,,0,1,,2,1,0,1,1,,,1,0,,,,1,,,5,1,,1,1,,2,0,
01-07-2018,23,,0,,,0,,4,1,1,,1,,,1,0,1,,,1,1,0,,1,1,,2,1,0,1,1,,,1,0,,,,1,,,2,1,,1,1,,2,0,
01-07-2018,24,,0,,,0,,4,1,1,,1,,,1,0,1,,,1,1,1,,0,1,,2,1,0,1,1,,,1,0,,,,0,,,1,1,,1,1,,2,0,
02-07-2018,1,,0,,,0,,2,0,1,,1,,,1,0,1,,,1,1,1,,0,1,,2,1,0,1,1,,,1,0,,,,1,,,1,1,,1,1,,2,0,
02-07-2018,2,,0,,,11,,3,1,1,,1,,,1,1,2,,,1,1,1,,0,1,,2,1,0,1,1,,,1,0,,,,1,,,3,1,,1,1,,1,0,
02-07-2018,3,,0,,,22,,4,1,1,,1,,,1,6,8,,,2,1,1,,0,1,,2,2,0,1,1,,,1,0,,,,1,,,6,1,,1,1,,2,0,
