Fecha,Hora,ACO,AJM,AJU,ARA,ATI,AZC,BJU,CAM,CCA,CES,MON,CHO,COY,CUA,CUT,FAC,FAR,GAM,HGM,IMP,INN,IZT,LAG,LLA,LPR,MER,MGH,MPA,NEZ,PED,PLA,SAC,SAG,SFE,SJA,SUR,TAC,TAH,TAX,TEC,TLA,TLI,TPN,UAX,UIZ,VAL,VIF,XAL,
01-07-2015,1,0.20,0.50,,,0.90,,,1.30,0.60,,0.30,0.20,,0.70,,1.10,,,0.90,,,0.80,,,0.40,1.20,0.90,,0.40,0.60,,,0.60,0.50,0.7,,,0.20,,,0.80,0.50,,0.50,0.50,,0.50,0.90,
01-07-2015,2,0.20,0.40,,,1.00,,,1.00,0.50,,0.10,0.20,,0.50,,1.00,,,0.70,,,0.50,,,0.30,0.80,0.60,,0.10,0.30,,,0.60,0.40,0.2,,,0.10,,,0.80,0.60,,0.30,0.30,,0.50,0.80,
01-07-2015,3,0.10,0.50,,,1.00,,,0.70,0.50,,0.10,0.20,,0.50,,0.70,,,0.50,,,0.40,,,0.10,0.50,0.60,,0.10,0.30,,,0.30,0.30,0.2,,,0.00,,,0.40,0.50,,0.20,0.20,,0.50,0.60,
01-07-2015,4,0.00,0.50,,,0.40,,,0.40,0.40,,0.10,0.40,,0.50,,0.60,,,0.50,,,0.40,,,0.10,0.50,0.60,,0.20,0.40,,,0.30,0.40,0.2,,,0.10,,,0.30,0.40,,0.20,0.30,,0.40,0.60,
01-07-2015,5,0.10,0.40,,,0.70,,,0.60,0.50,,0.20,0.50,,0.50,,0.80,,,0.60,,,0.60,,,0.20,0.90,0.90,,0.70,0.30,,,0.50,0.30,0.3,,,0.30,,,0.40,0.30,,0.30,0.40,,0.70,1.00,
01-07-2015,6,0.30,0.50,,,1.20,,,1.20,0.80,,0.20,0.70,,0.60,,1.50,,,1.00,,,1.40,,,0.80,1.30,1.20,,1.00,0.60,,,1.20,0.50,1.3,,,0.50,,,0.90,0.60,,0.70,0.90,,1.30,1.80,
01-07-2015,7,0.70,0.70,,,1.90,,,2.50,1.00,,0.50,1.30,,1.20,,2.20,,,1.20,,,1.60,,,1.60,2.00,1.50,,1.50,1.00,,,1.30,1.00,1.7,,,0.60,,,1.00,1.40,,0.80,1.50,,1.90,2.30,
01-07-2015,8,0.50,0.90,,,1.00,,,2.20,1.40,,1.00,1.30,,0.80,,1.30,,,1.90,,,2.20,,,1.30,2.40,1.40,,1.50,1.20,,,1.30,1.00,1.5,,,0.80,,,1.60,1.70,,0.90,,,1.60,2.50,
01-07-2015,9,0.50,0.90,,,1.20,,,2.00,1.50,,0.70,1.40,,1.20,,1.60,,,2.10,,,1.90,,,1.70,2.80,1.80,,2.20,1.10,,,1.20,1.50,1.4,,,1.00,,,2.30,1.30,,0.70,2.30,,0.80,2.30,
01-07-2015,10,0.40,1.00,,,1.20,,,2.00,1.50,,0.40,0.90,,1.50,,1.20,,,2.20,,,2.30,,,1.50,2.60,1.90,,2.30,1.40,,,1.70,1.30,1.4,,,0.50,,,2.00,1.10,,1.00,1.70,,0.50,2.10,
01-07-2015,11,0.20,1.10,,,1.30,,,1.50,1.50,,0.20,0.70,,0.90,,1.20,,,1.50,,,1.60,,,1.00,1.80,1.50,,1.20,1.70,,,1.00,1.00,0.9,,,0.80,,,1.40,0.80,,1.20,1.60,,0.40,1.60,
01-07-2015,12,0.10,1.20,,,0.70,,,1.30,1.80,,0.40,0.50,,0.90,,0.90,,,1.20,,,1.10,,,0.70,1.20,1.10,,0.90,1.60,,,0.70,,0.3,,,0.40,,,0.90,0.40,,1.30,1.40,,0.30,1.00,
01-07-2015,13,0.10,1.30,,,0.40,,,1.00,1.20,,0.20,0.50,,1.00,,0.80,,,0.90,,,1.10,,,0.30,0.70,1.20,,0.80,1.20,,,0.60,,0.2,,,0.10,,,0.80,0.20,,0.80,0.80,,0.40,0.90,
01-07-2015,14,0.10,1.00,,,0.40,,,0.70,1.00,,0.10,0.90,,0.90,,0.80,,,1.00,,,1.00,,,0.40,0.70,1.00,,0.50,1.00,,,0.50,,,,,0.10,,,0.60,0.20,,0.30,0.50,,0.20,0.60,
01-07-2015,15,0.10,0.80,,,0.40,,,0.80,0.90,,0.20,0.40,,1.20,,0.70,,,0.90,,,0.70,,,0.30,0.60,1.10,,0.40,1.20,,,0.50,0.90,0.3,,,0.10,,,0.70,0.20,,0.30,0.20,,0.30,0.70,
01-07-2015,16,0.10,0.70,,,0.50,,,1.10,0.90,,0.10,0.40,,1.00,,1.00,,,0.90,,,0.90,,,0.30,1.00,0.80,,0.30,1.20,,,0.60,0.70,0.4,,,0.00,,,0.70,0.30,,0.60,0.20,,0.40,0.80,
01-07-2015,17,0.20,0.60,,,0.50,,,1.10,0.50,,0.20,0.40,,0.90,,1.00,,,0.90,,,0.90,,,0.40,1.20,0.80,,0.40,0.60,,,0.80,0.60,0.4,,,0.00,,,0.80,0.40,,0.50,0.30,,0.40,0.90,
01-07-2015,18,0.40,0.80,,,0.80,,,1.40,0.70,,0.20,0.50,,0.90,,1.10,,,0.80,,,1.00,,,1.80,1.10,0.90,,0.80,0.70,,,1.20,0.60,0.5,,,0.10,,,1.10,0.80,,0.70,0.80,,0.80,1.60,
01-07-2015,19,0.50,0.70,,,0.60,,,1.50,0.80,,0.20,0.50,,0.80,,1.00,,,1.10,,,1.30,,,0.80,1.80,1.00,,0.90,0.80,,,1.50,0.60,1.3,,,0.60,,,1.20,0.60,,0.80,0.90,,0.40,1.10,
