Fecha,Hora,ACO,AJM,AJU,ARA,ATI,AZC,BJU,CAM,CCA,CES,MON,CHO,COY,CUA,CUT,FAC,FAR,GAM,HGM,IMP,INN,IZT,LAG,LLA,LPR,MER,MGH,MPA,NEZ,PED,PLA,SAC,SAG,SFE,SJA,SUR,TAC,TAH,TAX,TEC,TLA,TLI,TPN,UAX,UIZ,VAL,VIF,XAL,
01-01-2015,1,0.60,1.20,,,1.10,,,1.20,1.70,,,,,1.70,,1.70,,,,,,2.00,,,,1.60,2.00,,1.10,1.20,,,1.10,,1.4,2.9,,2.10,,,,1.10,,2.30,1.40,,1.00,2.80,
01-01-2015,2,0.80,1.40,,,1.40,,,1.30,1.50,,,,,2.10,,2.00,,,,,,2.00,,,,1.80,2.70,,1.20,1.20,,,1.40,,1.7,2.5,,1.10,,,,1.10,,2.10,1.20,,1.10,3.40,
01-01-2015,3,0.80,1.30,,,1.40,,,1.30,1.60,,,,,1.60,,2.00,,,,,,1.80,,,,1.70,2.40,,1.40,1.30,,,1.30,,1.1,2.5,,1.20,,,,1.50,,1.40,1.40,,1.50,2.80,
01-01-2015,4,1.00,1.10,,,1.40,,,1.40,1.70,,,,,1.00,,1.70,,,,,,1.70,,,,,1.50,,1.30,1.40,,,1.70,,1.2,1.9,,1.20,,,,1.80,,1.50,1.30,,1.30,2.40,
01-01-2015,5,1.00,1.00,,,1.30,,,1.30,2.20,,,,,1.70,,2.10,,,,,,1.60,,,,1.60,1.40,,1.30,1.50,,,1.70,,1.1,1.7,,1.00,,,,1.70,,1.70,1.40,,2.10,1.90,
01-01-2015,6,1.10,0.90,,,1.50,,,1.60,2.10,,,,,1.00,,2.00,,,,,,1.60,,,,1.60,1.90,,1.60,1.40,,,1.60,,1.2,2.0,,1.40,,,,1.70,,1.70,1.70,,1.30,2.30,
01-01-2015,7,1.00,0.50,,,1.50,,,1.70,2.00,,,,,0.60,,1.80,,,,,,2.00,,,,1.80,2.20,,1.80,1.20,,,1.80,,1.3,2.2,,1.10,,,,1.90,,1.80,1.60,,1.60,1.90,
01-01-2015,8,1.10,0.60,,,1.50,,,1.80,1.80,,,,,0.70,,1.70,,,,,,1.90,,,,2.10,1.90,,1.60,1.00,,,2.10,,1.3,2.3,,0.80,,,,2.20,,2.00,1.50,,1.50,2.10,
01-01-2015,9,0.70,1.00,,,1.70,,,1.90,2.00,,,,,0.90,,1.90,,,,,,1.90,,,,2.20,1.70,,1.70,1.40,,,1.60,,1.5,2.2,,0.80,,,,2.40,,1.80,1.60,,1.60,2.40,
01-01-2015,10,0.50,1.10,,,1.70,,,2.00,2.20,,,,,0.80,,1.70,,,,,,1.80,,,,1.60,1.60,,1.60,1.30,,,1.30,,1.2,1.9,,1.00,,,,2.40,,1.70,1.50,,1.70,2.00,
01-01-2015,11,0.50,1.00,,,1.30,,,1.60,1.60,,,,,0.80,,1.50,,,,,,1.30,,,,1.50,1.30,,1.20,1.10,,,1.20,,0.9,1.3,,0.50,,,,1.50,,1.10,1.20,,1.30,1.40,
01-01-2015,12,0.20,1.00,,,1.00,,,1.10,1.50,,,,,0.80,,1.10,,,,,,1.00,,,,1.20,0.90,,0.30,0.90,,,0.90,,0.7,1.1,,0.20,,,,1.40,,0.40,0.60,,1.00,0.90,
01-01-2015,13,0.20,0.70,,,0.70,,,0.80,1.00,,,,,0.90,,0.70,,,,,,0.60,,,,0.60,0.70,,0.20,0.70,,,0.60,,0.2,0.5,,0.10,,,,1.00,,0.40,0.30,,0.60,0.70,
01-01-2015,14,0.10,0.20,,,0.40,,,0.60,0.80,,,,,0.90,,0.60,,,,,,0.50,,,,0.40,0.50,,0.20,0.30,,,0.30,,0.1,0.4,,0.10,,,,0.50,,0.40,0.30,,0.40,0.40,
01-01-2015,15,0.10,0.20,,,0.50,,,0.50,0.60,,,,,0.60,,0.50,,,,,,0.50,,,,0.50,0.40,,0.20,0.20,,,0.30,,0.2,0.4,,0.00,,,,0.40,,0.30,0.20,,0.40,0.40,
01-01-2015,16,0.10,0.20,,,0.50,,,0.40,0.60,,,,,0.40,,0.40,,,,,,0.50,,,,0.40,0.30,,0.20,0.20,,,0.40,,0.1,0.3,,0.10,,,,0.10,,0.20,0.20,,0.30,0.40,
01-01-2015,17,0.10,0.20,,,0.40,,,0.30,0.60,,,,,0.40,,0.40,,,,,,0.40,,,,0.40,0.30,,0.20,0.20,,,0.40,,0.1,0.3,,0.10,,,,0.10,,0.20,0.20,,0.30,0.40,
01-01-2015,18,0.10,0.20,,,0.40,,,0.30,0.60,,,,,0.40,,0.40,,,,,,0.50,,,,0.50,0.30,,0.30,0.20,,,0.60,,0.2,0.3,,0.10,,,,0.10,,0.30,0.20,,0.40,0.50,
