Fecha,Hora,ACO,AJM,AJU,ARA,ATI,AZC,BJU,CAM,CCA,CES,MON,CHO,COY,CUA,CUT,FAC,FAR,GAM,HGM,IMP,INN,IZT,LAG,LLA,LPR,MER,MGH,MPA,NEZ,PED,PLA,SAC,SAG,SFE,SJA,SUR,TAC,TAH,TAX,TEC,TLA,TLI,TPN,UAX,UIZ,VAL,VIF,XAL,
01-06-2015,1,0.00,0.50,,,0.20,,,0.30,0.30,,0.10,0.40,,0.30,,0.20,,,0.50,,,0.70,,,0.10,0.60,0.30,,0.60,0.30,,,0.30,0.30,0.2,,,0.10,,,0.30,0.20,,0.40,0.40,,,0.60,
01-06-2015,2,0.00,0.40,,,0.20,,,0.30,0.30,,0.10,0.40,,0.30,,0.20,,,0.40,,,0.50,,,0.10,0.50,0.20,,0.50,0.20,,,0.20,0.30,0.2,,,0.10,,,0.30,0.20,,0.40,0.30,,,0.50,
01-06-2015,3,0.00,0.40,,,0.20,,,0.30,0.20,,0.10,0.40,,0.20,,0.30,,,0.40,,,0.40,,,0.00,0.40,0.30,,0.30,0.20,,,0.20,0.30,0.1,,,0.10,,,0.40,0.20,,0.40,0.30,,,0.50,
01-06-2015,4,0.10,0.40,,,0.30,,,0.40,0.20,,0.10,0.50,,0.20,,0.30,,,0.50,,,0.50,,,0.10,0.60,0.30,,0.20,0.20,,,0.40,0.30,0.1,,,0.10,,,0.40,0.50,,0.30,0.30,,,0.60,
01-06-2015,5,0.10,0.50,,,0.40,,,0.60,0.30,,0.10,0.50,,0.30,,0.50,,,0.50,,,0.60,,,0.30,0.90,0.40,,0.50,0.20,,,0.80,0.40,0.2,,,0.20,,,0.60,0.60,,0.40,0.40,,,1.10,
01-06-2015,6,0.30,0.60,,,1.00,,,0.90,0.40,,0.10,0.80,,0.80,,1.30,,,0.80,,,0.80,,,0.90,1.20,0.80,,0.90,0.70,,,1.40,0.60,0.5,,,0.30,,,1.10,1.00,,0.80,0.70,,,1.60,
01-06-2015,7,0.40,0.70,,,1.60,,,1.20,0.90,,0.30,1.50,,1.50,,2.10,,,0.90,,,1.60,,,1.20,1.50,1.70,,1.30,0.70,,,1.70,0.80,1.2,,,0.50,,,1.50,1.50,,0.90,1.40,,,2.20,
01-06-2015,8,0.40,1.00,,,1.50,,,1.70,1.30,,0.50,1.40,,1.30,,1.90,,,1.20,,,1.50,,,2.00,1.70,1.20,,1.30,1.40,,,1.40,0.80,1.6,,,,,,1.90,1.40,,0.90,1.60,,,2.10,
01-06-2015,9,0.40,0.90,,,0.80,,,1.40,0.70,,0.50,1.10,,0.50,,0.70,,,1.20,,,1.30,,,1.90,1.70,0.90,,0.90,0.60,,,1.10,0.50,1.3,,,0.80,,,1.50,0.90,,1.40,1.60,,,1.80,
01-06-2015,10,0.20,0.80,,,0.50,,,1.00,0.40,,0.40,0.90,,0.40,,0.60,,,1.10,,,1.30,,,1.10,1.60,0.60,,0.80,0.30,,,0.80,0.50,0.9,,,0.60,,,1.20,0.70,,0.90,1.30,,,1.60,
