Fecha,Hora,ACO,AJM,AJU,ATI,AZC,BJU,CAM,CCA,CES,MON,CHO,COY,CUA,CUT,FAC,FAR,GAM,HGM,INN,IZT,LAG,LLA,LPR,MER,MGH,MPA,NEZ,PED,PLA,SAC,SAG,SFE,SJA,SUR,TAC,TAH,TAX,TEC,TLA,TLI,TPN,UAX,UIZ,VIF,XAL,
01-01-2019,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-01-2019,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-01-2019,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-01-2019,4,22,3,,31,,31,36,31,,23,27,,29,19,33,,34,36,,35,,29,,36,36,1,36,29,,,31,15,,,,24,,,30,,,30,34,37,36,
01-01-2019,5,19,3,,26,,32,34,27,,20,25,,33,16,29,,32,35,,34,,26,,39,35,2,34,18,,,29,12,,,,15,,,30,,,29,34,33,33,
01-01-2019,6,18,3,,26,,30,33,25,,19,20,,23,16,24,,30,36,,33,,24,,36,33,1,31,21,,,29,11,,,,15,,,28,,,26,32,24,30,
01-01-2019,7,15,5,,24,,30,32,20,,17,22,,20,14,24,,27,34,,33,,23,,34,33,2,25,15,,,27,12,,,,12,,,28,,,25,30,25,29,
01-01-2019,8,13,5,,21,,27,31,18,,16,20,,24,11,18,,26,32,,30,,23,,33,32,2,22,17,,,23,17,,,,10,,,23,,,22,30,22,27,
01-01-2019,9,12,10,,22,,28,29,18,,17,16,,18,15,21,,38,35,,27,,41,,33,31,2,40,14,,,28,16,,,,23,,,25,,,27,31,30,42,
01-01-2019,10,10,11,,22,,30,31,24,,16,16,,7,30,25,,47,45,,32,,56,,59,25,2,36,15,,,45,19,,,,14,,,42,,,28,28,33,55,
01-01-2019,11,7,12,,14,,37,26,23,,12,9,,5,27,21,,29,36,,40,,35,,44,19,4,34,21,,,27,14,,,,21,,,53,,,22,35,30,45,
01-01-2019,12,7,18,,7,,35,26,31,,11,8,,10,15,21,,14,26,,36,,19,,29,14,4,13,25,,,21,12,,,,18,,,24,,,19,26,19,21,
01-01-2019,13,6,20,,9,,23,19,22,,9,4,,10,10,20,,9,30,,22,,16,,24,20,4,11,31,,,12,12,,,,12,,,24,,,21,12,8,19,
01-01-2019,14,11,17,,13,,14,16,13,,6,5,,12,6,16,,7,19,,13,,13,,18,25,2,12,20,,,11,15,,,,6,,,16,,,17,14,11,13,
01-01-2019,15,13,14,,14,,10,15,14,,5,5,,11,7,17,,9,19,,15,,17,,17,23,1,9,16,,,12,15,,,,5,,,20,,,12,13,10,15,
01-01-2019,16,14,12,,14,,9,18,15,,5,5,,19,8,18,,9,17,,15,,15,,20,17,1,7,14,,,13,18,,,,5,,,20,,,8,9,9,14,
01-01-2019,17,13,7,,20,,13,19,12,,6,6,,21,8,20,,8,13,,13,,9,,14,15,1,9,13,,,15,16,,,,5,,,17,,,5,7,14,12,
01-01-2019,18,12,6,,26,,15,22,11,,8,7,,15,14,36,,13,16,,18,,10,,16,19,2,13,8,,,22,17,,,,4,,,21,,,7,9,18,17,
01-01-2019,19,20,5,,36,,21,27,13,,12,17,,23,17,46,,21,31,,29,,20,,25,37,2,15,15,,,29,34,,,,7,,,29,,,14,12,25,20,
01-01-2019,20,28,4,,34,,29,41,14,,17,26,,52,18,55,,33,37,,33,,31,,41,57,2,23,17,,,30,39,,,,10,,,38,,,22,21,24,43,
01-01-2019,21,30,9,,21,,38,48,21,,15,23,,26,14,19,,49,45,,43,,39,,47,28,2,38,26,,,41,39,,,,19,,,34,,,28,38,15,47,
01-01-2019,22,24,17,,22,,30,34,26,,26,26,,36,16,26,,49,25,,44,,31,,40,27,7,39,24,,,36,46,,,,28,,,28,,,39,46,18,48,
01-01-2019,23,31,13,,19,,33,29,22,,33,26,,43,31,21,,43,27,,34,,35,,46,29,3,48,17,,,32,36,,,,28,,,25,,,36,42,21,46,
01-01-2019,24,22,10,,16,,31,31,20,,30,26,,35,23,19,,40,25,,48,,30,,44,27,3,34,17,,,29,30,,,,24,,,22,,,33,45,23,49,
02-01-2019,1,19,10,,12,,29,27,24,,29,22,,25,28,23,,38,22,,45,,24,,39,39,4,24,16,,,30,18,,,,20,,,18,,,34,42,20,42,
02-01-2019,2,15,8,,12,,44,24,31,,30,29,,21,26,28,,33,24,,39,,29,,40,43,6,25,14,,,33,20,,,,20,,,22,,,32,40,23,38,
02-01-2019,3,13,6,,12,,39,24,26,,20,18,,18,22,23,,25,34,,37,,30,,36,39,6,23,11,,,31,18,,,,21,,,19,,,29,35,25,31,
02-01-2019,4,14,14,,16,,37,33,17,,18,28,,15,18,14,,22,33,,28,,26,,30,38,7,20,10,,,23,12,,,,20,,,30,,,25,26,30,31,
02-01-2019,5,13,21,,14,,28,34,16,,20,29,,18,22,15,,20,31,,26,,30,,26,35,9,17,13,,,25,20,,,,18,,,28,,,25,24,23,30,
02-01-2019,6,15,19,,24,,25,33,23,,20,26,,28,24,16,,24,28,,24,,29,,25,34,7,15,22,,,29,26,,,,20,,,31,,,23,21,26,32,
