Fecha,Hora,ACO,AJU,ATI,AZC,CAM,CCA,CES,MON,CHO,COY,CUA,CUT,FAC,HGM,IZT,LAG,LLA,LPR,MER,NEZ,PED,PLA,SAG,SFE,SJA,SUR,TAC,TAH,TAX,TEC,TLA,TLI,TPN,UAX,UIZ,VIF,XAL,
01-01-2014,1,,,18,,27,,,21,,27,37,27,18,,30,,,,31,26,,,29,38,26,32,,29,,,22,32,24,31,,28,29,
01-01-2014,2,,,17,,23,,,22,,28,34,29,20,,,,,,30,25,,,28,,25,30,,24,,,21,30,20,32,,29,27,
01-01-2014,3,,,21,,24,,,19,,27,32,26,22,,27,,,,27,25,,,21,31,23,29,,26,,,23,29,16,30,26,23,27,
01-01-2014,4,,,24,,26,,,17,,26,29,30,22,,26,,,,25,25,,,21,30,22,28,,25,,,26,29,19,30,25,21,24,
01-01-2014,5,,,26,,25,,,16,,27,27,28,23,,25,,,,25,24,,,21,28,22,28,,23,,,23,28,16,29,24,23,22,
01-01-2014,6,,,25,,26,,,16,,25,27,25,25,26,23,,,,24,20,24,,23,27,21,26,,22,,,27,27,18,28,23,22,21,
01-01-2014,7,,,23,,28,,,15,,24,24,26,27,24,22,,,,22,18,23,,19,21,18,24,,22,,,27,28,16,27,20,21,20,
01-01-2014,8,,,24,,22,,,17,,22,22,18,25,23,19,,,,22,18,22,,15,26,16,23,,20,,,27,25,21,24,19,15,18,
01-01-2014,9,,,21,,19,,,16,,21,22,14,24,21,18,,,,20,18,21,,14,26,14,25,,19,,,24,19,22,26,21,17,15,
01-01-2014,10,,,22,,20,,,13,,25,23,18,28,22,22,,,,21,18,22,,14,29,15,26,,22,,,25,24,27,29,23,17,17,
01-01-2014,11,,,26,,22,,,14,,28,25,21,27,23,21,,,,23,18,24,,15,27,16,31,,21,,,22,23,30,25,20,17,16,
01-01-2014,12,,,24,,25,,,12,,28,24,17,28,23,23,,,,24,17,24,,14,24,17,31,,20,,,23,24,32,24,20,15,16,
01-01-2014,13,,,23,,22,,,8,,26,21,14,26,22,23,,,,26,22,23,,13,24,16,24,,16,,,20,20,31,25,20,12,13,
01-01-2014,14,,,18,,21,,,4,,21,20,12,22,19,19,,,,17,14,20,,15,24,15,21,,9,,,17,11,30,15,13,12,13,
01-01-2014,15,,,17,,19,,,5,,15,19,12,22,15,16,,,,15,8,16,,14,19,13,15,,6,,,18,12,22,8,8,14,15,
01-01-2014,16,,,21,,18,,,6,,11,18,11,22,13,16,,,,16,8,10,,15,17,13,12,,5,,,22,13,20,8,9,12,14,
01-01-2014,17,,,21,,22,,,8,,12,11,12,23,18,18,,,,19,13,9,,20,16,17,11,,5,,,27,17,8,10,12,13,15,
01-01-2014,18,,,29,,26,,,11,,17,9,22,17,25,24,,,,35,24,12,,25,11,27,15,,7,,,38,24,10,11,16,19,19,
