Fecha,Hora,ACO,AJM,AJU,ARA,ATI,AZC,BJU,CAM,CCA,CES,MON,CHO,COY,CUA,CUT,FAC,FAR,GAM,HGM,IMP,INN,IZT,LAG,LLA,LPR,MER,MGH,MPA,NEZ,PED,PLA,SAC,SAG,SFE,SJA,SUR,TAC,TAH,TAX,TEC,TLA,TLI,TPN,UAX,UIZ,VAL,VIF,XAL,
01-02-2016,1,,0.40,0.000,,,,1.40,1.10,0.50,,,1.00,0.0,0.90,0.00,0.60,,0.00,1.50,,0.50,2.00,,,,1.70,0.70,0.50,,0.40,,,1.60,,,0.0,,,,0.00,0.70,,0.0,1.20,1.30,,,2.70,
01-02-2016,2,,0.40,0.000,,,,1.30,0.70,0.60,,,0.80,0.0,0.60,0.00,0.70,,0.00,1.10,,0.40,2.00,,,,1.20,1.10,0.60,,0.30,,,1.00,,,0.0,,,,0.00,0.50,,0.0,1.20,1.60,,,2.80,
01-02-2016,3,,0.30,0.000,,,,0.90,0.70,0.70,,,0.80,0.0,0.50,0.00,0.60,,0.00,1.20,,0.40,1.30,,,,1.10,1.20,0.40,,0.30,,,1.30,,,0.0,,,,0.00,0.80,,0.0,0.90,1.50,,,2.20,
01-02-2016,4,,0.30,0.000,,,,1.00,0.70,1.00,,,0.70,0.0,0.40,0.00,0.80,,0.00,1.00,,0.40,1.50,,,,1.60,0.70,0.30,,0.20,,,1.10,,,0.0,,,,0.00,0.50,,0.0,0.50,0.90,,,1.60,
01-02-2016,5,,0.30,0.000,,,,0.80,0.80,0.80,,,0.70,0.0,0.40,0.00,0.50,,0.00,1.00,,0.40,1.30,,,,1.40,0.80,0.30,,0.40,,,1.10,,,0.0,,,,0.00,0.50,,0.0,0.50,1.00,,,1.50,
01-02-2016,6,,0.40,0.000,,,,0.80,1.10,0.90,,,0.90,0.0,0.50,0.00,0.50,,0.00,1.00,,0.40,1.50,,,,2.00,1.00,0.30,,0.60,,,1.20,,,0.0,,,,0.00,0.50,,0.0,0.40,1.30,,,2.10,
01-02-2016,7,,0.40,0.000,,,,0.90,1.80,1.00,,,1.00,0.0,0.60,0.00,1.00,,0.00,1.00,,0.40,1.50,,,,2.30,1.20,0.30,,0.80,,,1.80,,,0.0,,,,0.00,0.80,,0.0,0.50,1.10,,,2.10,
01-02-2016,8,,0.40,0.000,,,,1.30,2.80,1.10,,,1.80,0.0,1.10,0.00,1.10,,0.00,1.20,,0.40,1.60,,,,2.70,1.80,0.30,,0.90,,,2.70,,,0.0,,,,0.00,1.40,,0.0,0.90,1.80,,,3.10,
01-02-2016,9,,0.60,0.000,,,,1.50,2.10,1.20,,,1.50,0.0,0.80,0.00,1.20,,0.00,1.30,,0.40,1.70,,,,2.20,0.90,0.30,,0.70,,,2.50,,,0.0,,,,0.00,1.20,,0.0,0.90,1.80,,,4.10,
01-02-2016,10,,0.90,0.000,,,,1.20,1.60,1.20,,,0.90,0.0,0.70,0.00,1.70,,0.00,1.40,,0.30,2.10,,,,2.00,1.00,0.50,,0.80,,,1.50,,,0.0,,,,0.00,1.30,,0.0,0.90,1.50,,,2.90,
01-02-2016,11,,1.10,0.000,,,,1.60,1.80,1.20,,,0.90,0.0,0.60,0.00,1.30,,0.00,1.30,,0.30,2.00,,,,1.80,1.20,0.50,,0.70,,,1.30,,,0.0,,,,0.00,1.10,,0.0,0.50,1.40,,,1.90,
01-02-2016,12,,0.70,0.000,,,,0.80,1.30,0.80,,,0.50,0.0,0.60,0.00,1.10,,0.00,0.90,,0.40,1.30,,,,1.10,0.80,0.50,,0.50,,,0.80,,,0.0,,,,0.00,1.00,,0.0,0.40,0.90,,,1.00,
01-02-2016,13,,0.60,0.000,,,,0.50,1.10,0.60,,,0.40,0.0,0.70,0.00,0.80,,0.00,0.70,,0.40,1.00,,,,0.70,0.70,0.40,,0.40,,,0.60,,,0.0,,,,0.00,0.70,,0.0,0.30,0.70,,,0.80,
01-02-2016,14,,0.60,0.000,,,,0.50,0.70,0.60,,,0.40,0.0,0.60,0.00,0.70,,0.00,0.60,,0.40,0.90,,,,0.60,0.60,0.30,,0.50,,,0.60,,,0.0,,,,0.00,0.60,,0.0,0.30,0.50,,,0.80,
01-02-2016,15,,0.60,0.000,,,,0.40,0.70,0.50,,,0.40,0.0,0.40,0.00,0.60,,0.00,0.50,,0.40,0.70,,,,0.60,0.60,0.30,,0.40,,,0.60,,,0.0,,,,0.00,0.60,,0.0,0.10,0.40,,,0.80,
01-02-2016,16,,0.60,0.000,,,,0.40,0.60,0.50,,,0.40,0.0,0.50,0.00,0.30,,0.00,0.50,,0.50,0.60,,,,0.50,0.40,0.40,,0.30,,,0.60,,,0.0,,,,0.00,0.50,,0.0,0.10,0.40,,,0.80,
01-02-2016,17,,0.50,0.000,,,,0.40,0.50,0.40,,,0.40,0.0,0.50,0.00,0.40,,0.00,0.50,,0.40,0.80,,,,0.60,0.40,,,0.30,,,0.60,,,0.0,,,,0.00,0.50,,0.0,0.10,0.40,,,0.70,
01-02-2016,18,,0.50,0.000,,,,0.50,0.50,0.40,,,0.40,0.0,0.50,0.00,0.40,,0.00,0.50,,0.40,0.70,,,,0.80,0.40,0.30,,0.30,,,0.70,,,0.0,,,,0.00,0.50,,0.0,0.10,0.50,,,0.80,
01-02-2016,19,,0.40,0.000,,,,0.40,0.50,0.40,,,0.50,0.0,0.60,0.00,0.40,,0.00,0.50,,0.40,0.90,,,,0.60,0.50,0.30,,0.30,,,0.80,,,0.0,,,,0.00,0.40,,0.0,0.10,0.50,,,1.00,
01-02-2016,20,,0.40,0.000,,,,0.40,0.50,0.40,,,0.50,0.0,0.70,0.00,0.40,,0.00,0.60,,0.40,1.20,,,,0.60,0.60,0.30,,0.30,,,1.00,,,0.0,,,,0.00,0.50,,0.0,0.20,0.60,,,1.20,
01-02-2016,21,,0.40,0.000,,,,0.70,0.50,0.90,,,0.50,0.0,0.70,0.00,0.40,,0.00,0.70,,0.50,1.30,,,,0.80,0.80,0.30,,0.30,,,0.90,,,0.0,,,,0.00,0.40,,0.0,0.10,0.80,,,1.50,
01-02-2016,22,,0.40,0.000,,,,0.50,0.90,0.60,,,0.50,0.0,0.70,0.00,0.50,,0.00,0.90,,0.40,1.00,,,,0.80,1.00,0.30,,0.30,,,1.00,,,0.0,,,,0.00,0.60,,0.0,0.30,0.80,,,1.60,
01-02-2016,23,,0.40,0.000,,,,0.80,0.70,0.60,,,0.40,0.0,0.80,0.00,0.40,,0.00,1.10,,0.30,1.30,,,,0.90,0.90,0.30,,0.40,,,0.90,,,0.0,,,,0.00,0.60,,0.0,0.30,1.40,,,1.60,
01-02-2016,24,,0.30,0.000,,,,1.00,1.00,0.70,,,0.30,0.0,0.50,0.00,0.40,,0.00,1.20,,0.30,1.10,,,,1.20,0.90,0.20,,0.40,,,0.70,,,0.0,,,,0.00,0.50,,0.0,0.20,0.90,,,1.30,
02-02-2016,1,,0.40,0.000,,,,0.90,1.40,0.70,,,0.30,0.0,0.40,0.00,0.30,,0.00,0.70,,0.30,0.70,,,,0.80,0.90,0.20,,0.60,,,0.50,,,0.0,,,,0.00,0.30,,0.0,0.20,1.00,,,1.30,
02-02-2016,2,,0.40,0.000,,,,0.60,1.40,0.70,,,0.20,0.0,0.40,0.00,0.40,,0.00,0.50,,0.30,0.50,,,,0.50,0.70,0.30,,0.50,,,0.40,,,0.0,,,,0.00,0.50,,0.0,0.10,0.30,,,1.00,
02-02-2016,3,,0.50,0.000,,,,0.80,0.90,0.60,,,0.20,0.0,0.30,0.00,0.20,,0.00,0.50,,0.30,0.90,,,,0.40,0.60,0.30,,0.40,,,0.40,,,0.0,,,,0.00,0.30,,0.0,0.20,0.30,,,0.80,
02-02-2016,4,,0.50,0.000,,,,0.80,0.60,0.50,,,0.20,0.0,0.30,0.00,0.10,,0.00,0.80,,0.30,1.00,,,,0.80,0.90,0.30,,0.30,,,0.40,,,0.0,,,,0.00,0.20,,0.0,0.00,0.20,,,0.70,
02-02-2016,5,,0.30,0.000,,,,0.90,0.90,0.50,,,0.30,0.0,0.30,0.00,0.20,,0.00,1.10,,0.30,1.20,,,,1.10,0.90,0.30,,0.30,,,0.40,,,0.0,,,,0.00,0.30,,0.0,0.10,0.20,,,0.80,
02-02-2016,6,,0.40,0.000,,,,1.00,1.30,0.40,,,0.40,0.0,0.50,0.00,0.40,,0.00,1.10,,0.30,2.10,,,,2.10,1.30,0.20,,0.30,,,1.00,,,0.0,,,,0.00,0.50,,0.0,0.60,0.50,,,2.10,
02-02-2016,7,,0.40,0.000,,,,1.70,2.20,0.60,,,0.50,0.0,0.70,0.00,2.00,,0.00,1.60,,0.30,3.70,,,,3.00,1.80,0.20,,0.50,,,1.50,,,0.0,,,,0.00,1.60,,0.0,1.60,1.10,,,2.50,
02-02-2016,8,,0.60,0.000,,,,3.00,3.70,1.20,,,1.00,0.0,1.20,0.00,4.20,,0.00,2.20,,0.30,4.70,,,,5.90,2.10,0.30,,1.00,,,2.60,,,0.0,,,,0.00,1.50,,0.0,1.70,4.30,,,4.60,
02-02-2016,9,,0.70,0.000,,,,3.40,2.60,1.50,,,0.70,0.0,0.70,0.00,2.90,,0.00,3.00,,0.30,4.50,,,,4.80,1.60,0.40,,1.30,,,3.10,,,0.0,,,,0.00,2.40,,0.0,3.60,3.50,,,3.20,
02-02-2016,10,,0.60,0.000,,,,2.70,1.40,1.10,,,0.40,0.0,0.60,0.00,0.60,,0.00,1.80,,0.20,3.00,,,,2.20,1.40,0.20,,0.80,,,2.40,,,0.0,,,,0.00,1.10,,0.0,2.20,1.50,,,3.00,
02-02-2016,11,,0.60,0.000,,,,2.10,1.40,1.30,,,0.40,0.0,0.40,0.00,0.30,,0.00,1.70,,0.30,1.50,,,,1.20,1.90,0.20,,1.00,,,1.00,,,0.0,,,,0.00,0.40,,0.0,0.80,0.80,,,1.20,
02-02-2016,12,,0.70,0.000,,,,0.60,0.60,0.80,,,0.40,0.0,0.40,0.00,0.30,,0.00,0.80,,0.40,0.90,,,,0.70,1.50,0.20,,0.50,,,0.70,,,0.0,,,,0.00,0.40,,0.0,0.40,0.60,,,1.00,
02-02-2016,13,,0.60,0.000,,,,0.50,0.40,0.50,,,0.40,0.0,0.40,0.00,0.30,,0.00,0.60,,0.40,0.70,,,,0.60,0.70,0.20,,0.40,,,0.60,,,0.0,,,,0.00,0.40,,0.0,0.20,0.30,,,0.60,
02-02-2016,14,,0.60,0.000,,,,0.40,0.50,0.60,,,0.40,0.0,0.50,0.00,0.40,,0.00,0.50,,0.40,0.70,,,,0.50,0.40,0.30,,0.40,,,0.30,,,0.0,,,,0.00,0.30,,0.0,0.10,0.40,,,0.60,
02-02-2016,15,,0.60,0.000,,,,0.40,0.50,0.60,,,0.40,0.0,0.50,0.00,0.30,,0.00,0.50,,0.40,0.60,,,,0.70,0.40,0.30,,0.40,,,0.40,,,0.0,,,,0.00,0.40,,0.0,0.10,0.40,,,0.70,
02-02-2016,16,,0.60,0.000,,,,0.30,0.50,0.50,,,0.50,0.0,0.40,0.00,0.30,,0.00,0.60,,0.40,0.60,,,,0.70,0.40,0.40,,0.40,,,0.50,,,0.0,,,,0.00,0.40,,0.0,0.20,0.40,,,0.80,
02-02-2016,17,,0.50,0.000,,,,0.40,0.50,0.40,,,0.60,0.0,0.40,0.00,0.20,,0.00,0.40,,0.40,0.60,,,,0.70,0.30,0.40,,0.30,,,0.50,,,0.0,,,,0.00,0.30,,0.0,,0.30,,,0.70,
02-02-2016,18,,0.40,0.000,,,,0.40,0.50,0.40,,,0.50,0.0,0.50,0.00,0.30,,0.00,0.50,,0.40,0.50,,,,0.70,0.30,0.40,,0.30,,,0.60,,,0.0,,,,0.00,0.40,,0.0,0.20,0.40,,,0.70,
02-02-2016,19,,0.50,0.000,,,,0.60,0.80,0.40,,,0.50,0.0,0.60,0.00,0.50,,0.00,0.60,,0.50,0.80,,,,0.90,0.50,0.40,,0.40,,,0.90,,,0.0,,,,0.00,0.60,,0.0,0.30,0.60,,,1.20,
02-02-2016,20,,0.40,0.000,,,,0.70,0.80,0.40,,,0.50,0.0,0.60,0.00,0.70,,0.00,0.80,,0.50,1.00,,,,1.10,0.60,0.40,,0.30,,,1.10,,,0.0,,,,0.00,0.80,,0.0,0.40,0.70,,,1.40,
02-02-2016,21,,0.40,0.000,,,,0.90,0.90,0.60,,,0.60,0.0,0.60,0.00,1.40,,0.00,1.00,,0.50,1.60,,,,1.20,1.00,0.40,,0.40,,,1.10,,,0.0,,,,0.00,1.00,,0.0,0.40,0.80,,,2.10,
02-02-2016,22,,0.70,0.000,,,,1.00,1.70,1.10,,,0.70,0.0,0.90,0.00,1.10,,0.00,1.20,,0.50,1.90,,,,1.10,1.40,0.40,,0.70,,,1.10,,,0.0,,,,0.00,1.00,,0.0,0.70,1.50,,,1.30,
02-02-2016,23,,0.70,0.000,,,,1.10,2.10,1.20,,,0.60,0.0,0.60,0.00,1.30,,0.00,1.20,,0.50,1.60,,,,1.90,1.40,0.40,,0.90,,,0.90,,,0.0,,,,0.00,1.30,,0.0,0.70,1.20,,,2.00,
