,HGM,MER,CAM
Enero,0.9,1.0,0.9
Febrero,0.5,0.8,0.8
Marzo,0.6,0.7,0.6
Abril,0.7,0.8,0.8
Mayo,0.5,0.8,0.8
Junio,0.4,0.7,0.6
Julio,0.4,0.7,0.7
Agosto,0.4,0.7,0.7
Septiembre,0.2,0.7,0.6
Octubre,0.3,0.6,0.5
Noviembre,0.7,0.7,0.6
Diciembre,0.7,0.8,0.7
