Fecha,Hora,ACO,AJU,ARA,ATI,AZC,CAM,CCA,CES,MON,CHO,COY,CUA,CUT,FAC,HGM,IZT,LAG,LLA,LPR,LVI,MER,NEZ,PED,PLA,SAG,SFE,SJA,SUR,TAC,TAH,TAX,TEC,TLA,TLI,TPN,UAX,UIZ,VAL,VIF,XAL,
01-09-2010,1,0,,,0,2,,,0,,1,,,,3,,5,2,,,2,5,,3,1,0,,,4,2,0,3,,2,0,,,0,,,0,
01-09-2010,2,0,,,0,3,,,0,,1,,,,3,,4,2,,,1,5,,3,1,0,,,3,2,0,3,,2,0,,,1,,,0,
01-09-2010,3,0,,,0,5,,,0,,1,,,,2,,5,2,,,1,5,,3,1,0,,,3,2,0,3,,4,0,,,1,,,0,
01-09-2010,4,0,,,0,4,,,0,,1,,,,3,,4,2,,,0,5,,3,1,0,,,3,2,0,4,,4,0,,,1,,,0,
01-09-2010,5,0,,,0,4,,,0,,1,,,,3,,4,2,,,1,5,,3,1,0,,,3,2,0,4,,4,0,,,1,,,1,
01-09-2010,6,0,,,0,4,,,0,,1,,,,3,,5,2,,,1,6,,3,2,1,,,3,2,0,5,,3,1,,,2,,,3,
01-09-2010,7,0,,,0,3,,,0,,2,,,,3,,5,3,,,2,6,,3,2,1,,,4,2,0,5,,3,2,,,3,,,3,
01-09-2010,8,0,,,0,3,,,0,,1,,,,3,,6,5,,,3,8,,4,2,2,,,4,2,1,6,,3,1,,,3,,,3,
01-09-2010,9,0,,,0,3,,,0,,1,,,,3,,5,6,,,2,8,,3,2,1,,,4,2,1,5,,4,1,,,3,,,2,
01-09-2010,10,0,,,0,5,,,0,,1,,,,3,,6,4,,,1,7,,3,,1,,,4,3,,4,,7,0,,,3,,,3,
01-09-2010,11,0,,,0,4,,,0,,0,,,,3,,5,3,,,1,6,,3,,1,,,4,3,,4,,5,2,,,2,,,3,
01-09-2010,12,0,,,1,3,,,0,,0,,,,4,,5,3,,,1,6,,3,1,1,,,4,3,,3,,5,0,,,1,,,3,
01-09-2010,13,0,,,2,3,,,0,,,,,,4,,4,3,,,1,6,,3,1,2,,,4,3,,3,,3,0,,,1,,,2,
01-09-2010,14,0,,,1,3,,,0,,,,,,4,,4,3,,,1,6,,3,1,1,,,5,2,0,3,,3,0,,,1,,,2,
01-09-2010,15,0,,,1,3,,,0,,,,,,4,,5,3,,,1,5,,3,2,1,,,4,2,3,3,,3,0,,,1,,,2,
01-09-2010,16,0,,,1,3,,,0,,,,,,4,,5,4,,,1,5,,3,2,1,,,4,3,4,4,,3,0,,,1,,,2,
01-09-2010,17,0,,,1,2,,,0,,1,,,,4,,4,3,,,1,5,,3,2,1,,,4,2,0,4,,3,0,,,0,,,1,
01-09-2010,18,0,,,1,3,,,0,,0,,,,4,,4,3,,,1,6,,3,2,1,,,4,2,0,3,,4,0,,,1,,,2,
01-09-2010,19,0,,,1,3,,,0,,0,,,,3,,5,3,,,1,6,,3,2,1,,,4,2,0,3,,2,0,,,1,,,,
01-09-2010,20,0,,,1,3,,,0,,0,,,,4,,6,3,,,1,6,,4,2,1,,,4,2,0,4,,2,0,,,1,,,2,
01-09-2010,21,0,,,0,3,,,0,,0,,,,3,,6,4,,,2,6,,3,2,1,,,5,2,0,4,,4,0,,,2,,,2,
01-09-2010,22,0,,,0,4,,,0,,1,,,,3,,,5,,,3,7,,4,2,0,,,4,3,0,3,,7,0,,,3,,,2,
01-09-2010,23,0,,,0,4,,,0,,1,,,,3,,,3,,,2,6,,3,1,1,,,4,3,0,4,,5,0,,,3,,,1,
01-09-2010,24,0,,,0,4,,,0,,1,,,,3,,,3,,,1,8,,3,1,1,,,4,2,0,4,,3,0,,,2,,,1,
02-09-2010,1,0,,,0,2,,,0,,1,,,,3,,,4,,,1,7,,3,2,0,,,3,2,0,4,,2,0,,,2,,,1,
02-09-2010,2,0,,,0,4,,,0,,1,,,,3,,,3,,,1,7,,3,1,0,,,3,2,0,3,,3,0,,,2,,,1,
02-09-2010,3,0,,,1,3,,,0,,1,,,,3,,3,3,,,1,6,,3,2,1,,,4,2,0,3,,2,0,,,2,,,1,
02-09-2010,4,0,,,1,2,,,0,,1,,,,3,,4,3,,,1,6,,3,2,1,,,4,2,0,5,,2,0,,,2,,,1,
02-09-2010,5,0,,,0,4,,,0,,1,,,,3,,5,3,,,1,7,,3,2,1,,,4,3,0,5,,3,0,,,2,,,2,
02-09-2010,6,0,,,1,4,,,0,,1,,,,4,,5,3,,,1,7,,3,2,1,,,5,4,0,5,,4,3,,,2,,,3,
02-09-2010,7,0,,,2,6,,,0,,2,,,,5,,8,4,,,3,7,,4,3,2,,,5,5,0,6,,6,10,,,2,,,3,
02-09-2010,8,1,,,2,8,,,,,2,,,,6,,8,5,,,4,7,,4,4,2,,,5,4,1,5,,11,5,,,3,,,3,
02-09-2010,9,0,,,6,,,,,,2,,,,6,,6,5,,,4,7,,4,4,2,,,5,5,1,5,,13,1,,,4,,,5,
02-09-2010,10,0,,,19,,,,,,2,,,,10,,6,6,,,3,7,,4,3,2,,,5,11,1,5,,7,2,,,3,,,4,
02-09-2010,11,0,,,20,,,,1,,1,,,,13,,6,5,,,3,9,,4,3,1,,,4,10,1,5,,,1,,,2,,,3,
02-09-2010,12,0,,,12,,,,1,,1,,,,8,,6,6,,,3,7,,5,6,1,,,5,6,0,4,,,0,,,2,,,3,
02-09-2010,13,0,,,6,4,,,1,,1,,,,7,,6,4,,,2,7,,6,5,1,,,5,3,0,5,,,0,,,2,,,2,
02-09-2010,14,,,,4,3,,,1,,0,,,,5,,5,3,,,1,6,,5,3,0,,,5,3,0,5,,,0,,,1,,,2,
02-09-2010,15,0,,,2,3,,,,,0,,,,4,,5,3,,,1,5,,4,3,0,,,4,2,0,4,,3,0,,,1,,,2,
02-09-2010,16,0,,,3,3,,,,,0,,,,4,,5,3,,,1,6,,4,2,1,,,4,2,0,4,,3,1,,,1,,,2,
02-09-2010,17,0,,,3,4,,,0,,0,,,,6,,5,3,,,1,5,,3,3,1,,,4,3,0,4,,4,0,,,1,,,2,
02-09-2010,18,0,,,1,3,,,0,,0,,,,4,,5,3,,,1,5,,3,2,1,,,3,2,0,4,,3,0,,,1,,,3,
02-09-2010,19,0,,,1,3,,,0,,0,,,,4,,4,4,,,2,6,,3,2,1,,,4,2,0,3,,3,0,,,1,,,2,
02-09-2010,20,0,,,1,3,,,0,,0,,,,3,,5,4,,,1,6,,3,2,0,,,4,2,0,4,,3,0,,,1,,,3,
02-09-2010,21,0,,,1,3,,,0,,0,,,,3,,5,3,,,2,6,,3,2,1,,,3,2,0,5,,2,0,,,1,,,2,
02-09-2010,22,0,,,1,3,,,0,,0,,,,3,,5,3,,,2,6,,3,2,1,,,4,2,0,4,,3,0,,,2,,,2,
02-09-2010,23,0,,,0,4,,,0,,1,,,,3,,5,3,,,1,5,,3,2,1,,,4,2,0,4,,4,0,,,1,,,1,
02-09-2010,24,0,,,0,3,,,0,,1,,,,3,,4,2,,,1,5,,3,2,0,,,4,2,0,3,,4,0,,,1,,,1,
03-09-2010,1,0,,,1,4,,,0,,1,,,,3,,4,2,,,1,5,,3,1,1,,,5,2,0,4,,2,0,,,1,,,1,
03-09-2010,2,0,,,2,4,,,0,,1,,,,3,,4,2,,,1,5,,3,1,1,,,4,2,0,4,,3,0,,,0,,,1,
03-09-2010,3,0,,,3,3,,,0,,1,,,,3,,4,2,,,0,5,,3,1,0,,,4,2,0,3,,3,0,,,1,,,1,
03-09-2010,4,0,,,7,4,,,0,,1,,,,4,,4,2,,,1,5,,3,2,1,,,4,3,0,4,,3,0,,,0,,,1,
03-09-2010,5,0,,,7,4,,,0,,1,,,,5,,4,2,,,1,5,,4,2,1,,,5,3,0,5,,5,0,,,0,,,1,
03-09-2010,6,0,,,6,5,,,0,,1,,,,6,,5,2,,,1,6,,6,2,1,,,5,3,0,5,,5,0,,,2,,,1,
03-09-2010,7,0,,,5,8,,,1,,1,,,,7,,6,3,,,2,6,,5,3,1,,,6,3,0,6,,5,0,,,2,,,3,
