Fecha,Hora,ACO,AJU,ARA,ATI,AZC,CAM,CCA,CES,MON,CHO,COY,CUA,CUT,FAC,HGM,IZT,LAG,LLA,LPR,LVI,MER,NEZ,PED,PLA,SAG,SFE,SJA,SUR,TAC,TAH,TAX,TEC,TLA,TLI,TPN,UAX,UIZ,VAL,VIF,XAL,
01-10-2010,1,0,,,8,11,,,2,,1,,,,10,,10,8,,,5,8,,4,5,0,,,1,10,,3,,14,12,,,3,,,,
01-10-2010,2,0,,,4,6,,,5,,0,,,,7,,12,10,,,13,10,,4,6,0,,,2,7,,6,,8,11,,,7,,,,
01-10-2010,3,0,,,13,5,,,5,,0,,,,5,,8,9,,,8,6,,3,4,0,,,0,3,0,5,,17,24,,,8,,,,
01-10-2010,4,0,,,8,7,,,4,,0,,,,4,,22,33,,,24,35,,3,3,0,,,0,2,0,2,,39,40,,,6,,,,
01-10-2010,5,0,,,1,4,,,3,,0,,,,4,,,47,,,9,16,,3,3,0,,,0,2,0,7,,18,35,,,2,,,,
01-10-2010,6,0,,,1,3,,,3,,0,,,,5,,,22,,,3,5,,3,5,3,,,0,2,0,5,,13,20,,,3,,,,
01-10-2010,7,1,,,1,4,,,3,,2,,,,7,,,18,,,23,7,,4,7,3,,,2,2,1,7,,9,18,,,6,,,,
01-10-2010,8,1,,,14,15,,,8,,4,,,,7,,,33,,,28,21,,7,9,7,,,6,13,4,9,,31,18,,,10,,,,
01-10-2010,9,1,,,42,58,,,16,,21,,,,52,,24,43,,,34,43,,13,47,8,,,21,69,7,22,,45,12,,,11,,,,
01-10-2010,10,0,,,15,8,,,24,,20,,,,18,,35,36,,,32,38,,28,43,2,,,43,15,18,37,,10,5,,,27,,,,
01-10-2010,11,0,,,12,5,,,22,,9,,,,11,,14,11,,,18,17,,25,23,0,,,23,6,25,16,,7,3,,,24,,,,
01-10-2010,12,0,,,3,5,,,12,,2,,,,8,,11,9,,,8,9,,10,8,0,,,5,6,16,8,,6,0,,,10,,,,
01-10-2010,13,0,,,1,3,,,4,,2,,,,4,,,5,,,1,3,,7,7,0,,,2,4,4,5,,4,0,,,2,,,,
01-10-2010,14,0,,,1,2,,,2,,1,,,,4,,5,3,,,1,1,,5,4,0,,,0,2,0,1,,3,1,,,1,,,,
01-10-2010,15,0,,,1,2,,,2,,0,,,,4,,5,3,,,1,1,,4,4,0,,,0,3,0,1,,4,1,,,1,,,,
01-10-2010,16,0,,,0,2,,,2,,0,,,,3,,5,3,,,0,1,,4,4,0,,,0,3,0,1,,4,0,,,1,,,,
01-10-2010,17,0,,,0,1,,,2,,0,,,,3,,5,3,,,0,1,,3,3,0,,,0,1,0,1,,3,0,,,1,,,,
01-10-2010,18,0,,,0,1,,,2,,1,,,,3,,5,3,,,0,1,,3,,0,,,0,1,0,1,,2,0,,,1,,,,
01-10-2010,19,0,,,0,1,,,2,,2,,,,3,,4,3,,,0,1,,3,,0,,,0,1,0,1,,2,0,,,1,,,,
01-10-2010,20,0,,,0,1,,,2,,0,,,,3,,5,3,,,0,1,,3,5,0,,,0,1,0,1,,,0,,,1,,,,
01-10-2010,21,0,,,0,2,,,2,,0,,,,3,,4,3,,,0,1,,3,2,0,,,0,2,0,1,,,1,,,1,,,,
01-10-2010,22,0,,,0,3,,,2,,0,,,,3,,4,3,,,0,1,,4,3,0,,,0,3,0,1,,,1,,,1,,,,
01-10-2010,23,0,,,0,3,,,2,,0,,,,3,,5,4,,,0,1,,3,3,0,,,0,2,0,1,,,2,,,1,,,,
01-10-2010,24,0,,,0,2,,,2,,0,,,,3,,5,5,,,0,1,,3,3,0,,,0,2,0,1,,,3,,,1,,,,
02-10-2010,1,0,,,0,1,,,2,,1,,,,3,,5,3,,,0,1,,3,3,0,,,0,1,0,1,,,2,,,1,,,,
02-10-2010,2,0,,,0,1,,,2,,0,,,,3,,5,4,,,0,1,,3,3,0,,,0,1,0,0,,,1,,,1,,,,
02-10-2010,3,1,,,0,1,,,2,,1,,,,3,,5,5,,,1,2,,3,3,1,,,0,1,0,1,,,2,,,1,,,,
02-10-2010,4,1,,,0,1,,,2,,1,,,,3,,6,6,,,1,3,,3,2,1,,,0,1,0,1,,,1,,,2,,,,
02-10-2010,5,0,,,0,1,,,2,,1,,,,3,,7,6,,,1,5,,3,2,7,,,0,2,0,2,,,1,,,2,,,,
02-10-2010,6,0,,,0,1,,,3,,2,,,,3,,7,6,,,4,7,,3,3,14,,,0,4,0,1,,,1,,,3,,,,
02-10-2010,7,1,,,0,2,,,4,,2,,,,5,,9,6,,,6,6,,3,4,8,,,0,3,0,1,,,2,,,6,,,,
02-10-2010,8,1,,,1,2,,,7,,3,,,,6,,13,9,,,8,10,,4,5,14,,,0,3,1,2,,,7,,,11,,,,
02-10-2010,9,6,,,1,3,,,8,,23,,,,8,,11,9,,,9,10,,3,3,23,,,1,3,2,2,,,10,,,10,,,,
02-10-2010,10,16,,,0,2,,,4,,24,,,,3,,7,5,,,4,4,,3,3,48,,,0,2,0,2,,,9,,,4,,,,
02-10-2010,11,8,,,1,3,,,3,,11,,,,4,,6,5,,,2,3,,4,3,11,,,0,3,0,1,,4,5,,,3,,,,
02-10-2010,12,2,,,5,5,,,7,,6,,,,6,,8,6,,,5,5,,5,4,6,,,0,4,3,3,,7,6,,,6,,,,
02-10-2010,13,0,,,6,6,,,4,,0,,,,8,,8,5,,,2,3,,7,7,0,,,1,6,1,4,,8,4,,,2,,,,
02-10-2010,14,0,,,1,3,,,2,,0,,,,6,,5,2,,,0,1,,5,5,0,,,0,5,0,1,,4,1,,,1,,,,
02-10-2010,15,0,,,0,2,,,2,,0,,,,3,,5,3,,,0,1,,3,3,0,,,0,2,0,1,,3,0,,,1,,,,
02-10-2010,16,0,,,0,1,,,2,,0,,,,3,,5,3,,,0,1,,3,3,0,,,0,1,0,1,,3,0,,,1,,,,
02-10-2010,17,0,,,0,1,,,2,,1,,,,3,,5,3,,,0,1,,3,3,0,,,0,1,0,1,,2,0,,,1,,,,
02-10-2010,18,0,,,0,1,,,2,,2,,,,3,,5,3,,,0,1,,3,3,0,,,0,1,0,1,,3,0,,,1,,,,
02-10-2010,19,0,,,0,1,,,2,,2,,,,4,,4,3,,,0,1,,3,3,0,,,0,1,0,1,,3,0,,,1,,,,
02-10-2010,20,0,,,0,1,,,2,,2,,,,3,,4,3,,,0,1,,3,3,0,,,0,1,0,1,,3,1,,,1,,,,
02-10-2010,21,0,,,0,1,,,2,,1,,,,3,,5,4,,,1,1,,3,2,0,,,0,1,0,1,,2,0,,,1,,,,
02-10-2010,22,0,,,0,2,,,2,,0,,,,3,,5,4,,,1,1,,3,2,0,,,0,1,0,1,,3,2,,,1,,,,
02-10-2010,23,0,,,0,2,,,2,,0,,,,4,,4,3,,,0,1,,3,2,0,,,0,3,0,0,,5,1,,,1,,,,
02-10-2010,24,0,,,0,2,,,2,,2,,,,3,,5,3,,,0,1,,4,3,0,,,0,3,0,1,,3,0,,,1,,,,
03-10-2010,1,0,,,0,1,,,2,,1,,,,3,,5,3,,,0,1,,3,3,0,,,0,1,0,0,,2,0,,,1,,,,
03-10-2010,2,0,,,1,1,,,2,,1,,,,3,,5,3,,,1,1,,3,3,0,,,0,1,0,1,,2,0,,,1,,,,
03-10-2010,3,0,,,1,1,,,2,,6,,,,3,,5,3,,,0,1,,3,3,0,,,0,1,0,1,,2,0,,,1,,,,
03-10-2010,4,0,,,0,2,,,2,,11,,,,3,,5,3,,,0,1,,3,3,0,,,0,2,0,0,,4,3,,,1,,,,
03-10-2010,5,0,,,1,3,,,3,,4,,,,3,,6,3,,,0,2,,4,3,0,,,0,2,0,1,,4,2,,,2,,,,
03-10-2010,6,0,,,1,4,,,3,,7,,,,3,,6,3,,,1,3,,3,3,0,,,0,3,0,2,,5,2,,,1,,,,
03-10-2010,7,0,,,1,2,,,2,,7,,,,3,,7,3,,,3,4,,3,3,0,,,0,3,0,2,,4,2,,,2,,,,
03-10-2010,8,0,,,1,3,,,3,,5,,,,4,,7,5,,,3,5,,4,3,1,,,0,3,0,2,,4,3,,,4,,,,
03-10-2010,9,0,,,0,3,,,3,,3,,,,4,,6,5,,,2,3,,3,3,1,,,0,3,0,1,,4,2,,,3,,,,
03-10-2010,10,,,,0,3,,,2,,1,,,,3,,5,3,,,1,1,,3,3,0,,,0,2,0,0,,3,1,,,1,,,,
03-10-2010,11,,,,0,1,,,2,,0,,,,3,,4,2,,,0,1,,3,3,0,,,0,1,0,0,,2,0,,,1,,,,
03-10-2010,12,,,,0,2,,,2,,0,,,,3,,4,2,,,0,1,,3,2,0,,,0,2,0,0,,2,0,,,1,,,,
03-10-2010,13,,,,0,1,,,2,,0,,,,3,,4,2,,,0,0,,3,3,0,,,0,1,0,0,,2,0,,,1,,,,
03-10-2010,14,,,,0,2,,,2,,0,,,,3,,4,2,,,0,0,,3,3,0,,,0,1,0,0,,2,0,,,1,,,,
03-10-2010,15,0,,,0,2,,,2,,0,,,,3,,4,2,,,0,1,,3,3,0,,,0,1,0,0,,2,0,,,1,,,,
03-10-2010,16,0,,,0,1,,,2,,0,,,,3,,4,2,,,0,1,,3,3,0,,,0,1,0,0,,3,0,,,1,,,,
03-10-2010,17,0,,,0,2,,,2,,0,,,,3,,5,3,,,0,1,,3,3,0,,,0,1,0,0,,4,0,,,1,,,,
03-10-2010,18,0,,,0,2,,,2,,0,,,,3,,4,3,,,0,0,,3,3,0,,,0,2,0,,,4,0,,,1,,,,
03-10-2010,19,0,,,0,1,,,2,,0,,,,3,,4,3,,,0,0,,3,3,0,,,0,1,0,,,3,0,,,1,,,,
03-10-2010,20,0,,,0,2,,,2,,0,,,,3,,4,3,,,0,0,,3,3,0,,,0,2,0,0,,3,0,,,1,,,,
03-10-2010,21,0,,,0,1,,,2,,0,,,,3,,4,3,,,0,0,,3,2,0,,,0,1,0,0,,2,0,,,1,,,,
03-10-2010,22,0,,,0,3,,,2,,0,,,,3,,5,3,,,0,1,,3,2,0,,,0,2,0,1,,2,0,,,1,,,,
03-10-2010,23,0,,,25,10,,,2,,0,,,,13,,5,3,,,0,1,,3,3,0,,,0,6,0,2,,10,2,,,1,,,,
03-10-2010,24,0,,,20,27,,,2,,0,,,,34,,13,4,,,1,3,,8,18,0,,,2,28,0,5,,26,3,,,1,,,,
